# Catalan dictionary headwords NOT found in any CDSL dictionary
# (accent- and compound-insensitive k1 match against all 43 CDSL dicts in csl-orig/v02)
# total uncovered headwords: 4680  (unique normalized keys: 4670)


## suspect-char  (126)
˜  pra-√kāṅkṣ                           	  prakANkz
sūtra-prāya-                            	sUtraprAya
sūty-āsauca-                            	sUtyAsOca
sakhi-kāma-                             	saKikAma
sakhi-loka-                             	saKiloka
saṃbhṛta-saṃbhara-                      	saMBftasaMBara
saṃbhinna-sarvāṅga-                     	saMBinnasarvANga
saṃbhoga-kaya-                          	saMBogakaya
saṃbhoga-kṣama-                         	saMBogakzama
saṃdhi-kṣīra-                           	saMDikzIra
saṃghāta-kathina-                       	saMGAtakaTina
saṃghāta-parārthatva-                   	saMGAtaparArTatva
saṃkhyā-janya-                          	saMKyAjanya
saṃkhyā-yoni-                           	saMKyAyoni
saṃśaya-graha-                          	saMSayagraha
saṃśraya-karita-                        	saMSrayakarita
saṃbandha-saṃyama-                      	saMbanDasaMyama
saṃdaṣṭa-pallava-                       	saMdazwapallava
saṃdeśa-saṃdeśārtha-                    	saMdeSasaMdeSArTa
saṃgata-gatra-                          	saMgatagatra
saṃga-velā-                             	saMgavelA
saṃgṛhīta-tva-                          	saMgfhItatva
saṃgrāma-saṃmarda-                      	saMgrAmasaMmarda
saṃhāra-bīja-                           	saMhArabIja
saṃhata-vṛttorū-                        	saMhatavfttorU
saṃjñā-śabda-                           	saMjYASabda
saṃjñā-saṃjñin-                         	saMjYAsaMjYin
saṃkīrṇa-dharmāpatita-                  	saMkIrRaDarmApatita
saṃkalpāhaṃkāra-samanvita-              	saMkalpAhaMkArasamanvita
saṃkalpa-saṃpatti-                      	saMkalpasaMpatti
saṃkaṭa-mocana-                         	saMkawamocana
saṃkoca-vikāśa-                         	saMkocavikASa
saṃkramī-kṛtya                          	saMkramIkftya
saṃnidhi-mātra-                         	saMniDimAtra
saṃnyāsa-yoga-                          	saMnyAsayoga
saṃnyasta-bāhyārthasukhaspṛha-          	saMnyastabAhyArTasuKaspfha
saṃpanna-tama-                          	saMpannatama
saṃprāpta-vidya-                        	saMprAptavidya
saṃpradāya-prāpta-                      	saMpradAyaprApta
saṃprajñāta-samādhi-                    	saMprajYAtasamADi
saṃpratipatti-viṣaya-                   	saMpratipattivizaya
saṃrohana-1                             	saMrohana
saṃrohana-2                             	saMrohana
saṃsāra-hetu-                           	saMsArahetu
saṃsāra-kāraṇa-                         	saMsArakAraRa
saṃsāra-samūlanāśa-                     	saMsArasamUlanASa
saṃsarga-tā-                            	saMsargatA
saṃsarga-yukta-                         	saMsargayukta
saṃsṛṣṭa-saṃbandha-                     	saMsfzwasaMbanDa
saṃskāra-bhūṣana-                       	saMskAraBUzana
saṃskāra-duḥkha-                        	saMskAraduHKa
saṃskāra-sākṣātkaraṇa-                  	saMskArasAkzAtkaraRa
saṃskāra-saṃpanna-                      	saMskArasaMpanna
saṃskāra-vaśa-                          	saMskAravaSa
saṃtāpa-kāra-                           	saMtApakAra
saṃvid-devatā-                          	saMviddevatA
saṃvid-prakāśa-                         	saMvidprakASa
saṃyoga-hetu-                           	saMyogahetu
saṃyoga-ja-                             	saMyogaja
saṃyoga-nimittahetu-                    	saMyoganimittahetu
saṃyukta-ceṣṭa-                         	saMyuktacezwa
saṅga-smayākaraṇa-                      	saNgasmayAkaraRa
sacakra-madhya-                         	sacakramaDya
sac-cidananda-                          	saccidananda
sadā-kānta-                             	sadAkAnta
sad-svarūpa-                            	sadsvarUpa
sadyas-kālina-                          	sadyaskAlina
sagarbha-prāṇāyāma-                     	sagarBaprARAyAma
saguṇotpatti-pakṣa-                     	saguRotpattipakza
saha-dharminī-                          	sahaDarminI
saha-nivāsa-                            	sahanivAsa
saha-pāṃśukrīḍana-                      	sahapAMSukrIqana
saha-prasthāyīn-                        	sahaprasTAyIn
sahasra-dakṣina-                        	sahasradakzina
sahasra-kīraṇa-                         	sahasrakIraRa
sakāśa-tas                              	sakASatas
sakalājñānāvabhāsaka-tva-               	sakalAjYAnAvaBAsakatva
sakala-prasiddhi-                       	sakalaprasidDi
sakala-vāgagocara-                      	sakalavAgagocara
sakṛd-divā                              	sakfddivA
saktu-kara-                             	saktukara
salila-pavanāsin-                       	salilapavanAsin
samādhi-bhāvanārtha-                    	samADiBAvanArTa
samādhi-śīta-                           	samADiSIta
samādhi-pariṇāma-                       	samADipariRAma
samādhi-siddhi-                         	samADisidDi
samādhi-yukta-                          	samADiyukta
samāna-jaya-                            	samAnajaya
samāna-kālotpatti-                      	samAnakAlotpatti
samāna-sāmagrikatva-                    	samAnasAmagrikatva
samāpti-kāma-                           	samAptikAma
samūla-kṛtta-                           	samUlakftta
sama-darśitva-                          	samadarSitva
sama-jātiya-                            	samajAtiya
sama-loṣṭāsmakāñcana-                   	samalozwAsmakAYcana
samartha-pada-                          	samarTapada
samasta-dṛśya-                          	samastadfSya
samavāya-saṃbandha-                     	samavAyasaMbanDa
samavāyi-kṛta-                          	samavAyikfta
samaveta-samavaya-                      	samavetasamavaya
samaṣṭy-abhiprāyeṇa                     	samazwyaBiprAyeRa
samuddhata-laṅgula-                     	samudDatalaNgula
samudīrṇa-manāsa-                       	samudIrRamanAsa
samunnata-laṅgula-                      	samunnatalaNgula
samyag-avekṣita-                        	samyagavekzita
samyag-dṛṣ-                             	samyagdfz
samyag-ṛṣisaṃghajuṣṭa-                  	samyagfzisaMGajuzwa
samyag-jñānādhigama-                    	samyagjYAnADigama
samyag-rajjusvarūpavijñāna-             	samyagrajjusvarUpavijYAna
samyag-vijñā-                           	samyagvijYA
samyak-saṃbudhhi-                       	samyaksaMbuDhi
sanat-purāṇa-                           	sanatpurARa
san-mūla-                               	sanmUla
sapiṇdī-karaṇa-                         	sapiRdIkaraRa
sapta-pañcasa-                          	saptapaYcasa
sapta-pañcasat-                         	saptapaYcasat
sarasvatī-kaṇṭhabharaṇa-                	sarasvatIkaRWaBaraRa
saro-ruhinī-                            	saroruhinI
sarpa-bhrama-                           	sarpaBrama
sarpa-phana-                            	sarpaPana
sarpa-vinaśana-                         	sarpavinaSana
sarvāsti-tva-                           	sarvAstitva
sarva-bhūtopakārārtha-                  	sarvaBUtopakArArTa
sarva-kañcana-                          	sarvakaYcana
sarva-lakṣana-                          	sarvalakzana
sarva-pāśāpahāni-                       	sarvapASApahAni
sarva-pāśa-                             	sarvapASa
sarva-prakāśa-                          	sarvaprakASa
sarva-ratnopasthāna-                    	sarvaratnopasTAna
sarva-saṃbhavābhāva-                    	sarvasaMBavABAva
sarva-sulābha-                          	sarvasulABa
sarva-tattva-                           	sarvatattva
sarvato-pāṇipāda-                       	sarvatopARipAda
sarva-varaṇa-                           	sarvavaraRa
sarva-vedāntasiddhāntagocara-           	sarvavedAntasidDAntagocara
sarva-vyāpaka-                          	sarvavyApaka
sarva-vyāpaka-                          	sarvavyApaka
sarvendriya-guṇābhāsa-                  	sarvendriyaguRABAsa
sarvendriya-vivarjita-                  	sarvendriyavivarjita
sat-pratiṣṭha-                          	satpratizWa
sat-saṅgati-                            	satsaNgati
sattva-śuddhi-                          	sattvaSudDi
sattva-kulānvayānurūpa-                 	sattvakulAnvayAnurUpa
sattva-lakṣaṇa-                         	sattvalakzaRa
sattva-puruṣānyatākhyātimātra-          	sattvapuruzAnyatAKyAtimAtra
sattva-puruṣa-                          	sattvapuruza
sattva-viśāla-                          	sattvaviSAla
satyābhisaṃdhāna-rata-                  	satyABisaMDAnarata
satya-bhāṣana-                          	satyaBAzana
satya-bhūta-                            	satyaBUta
satya-pratiṣṭhā-                        	satyapratizWA
satya-sūcaka-                           	satyasUcaka
senā-pṛṣṭa-                             	senApfzwa
siddhi-vinayaka-                        	sidDivinayaka
siṣādhayiṣā-viraha-                     	sizADayizAviraha
slakṣnī-karaṇa-                         	slakznIkaraRa
smṛti-lambha-                           	smftilamBa
smṛti-stha-                             	smftisTa
smṛti-saṃkara-                          	smftisaMkara
smita-bhāṣana-                          	smitaBAzana
snāna-vasas-                            	snAnavasas
sneha-bhāṅḍa-                           	snehaBANqa
soma-krayanī-                           	somakrayanI
stanāṅga-rāgāruṇita-                    	stanANgarAgAruRita
stanāntara-vilambin-                    	stanAntaravilambin
stana-dvaya-                            	stanadvaya
stana-saṃbādham                         	stanasaMbADam
stimita-salilarāśiprakhya-              	stimitasalilarASipraKya
strī-harin-                             	strIharin
strī-puraḥsara-                         	strIpuraHsara
strī-vākyāṅkuśāprakṣuṇṇa-               	strIvAkyANkuSAprakzuRRa
subhāṣita-sloka-                        	suBAzitasloka
sukha-bodhopapatti-                     	suKaboDopapatti
sukha-lābha-                            	suKalABa
sukha-mātra-                            	suKamAtra
sukha-sāḍhya-                           	suKasAQya
sukha-saṃvṛtti-                         	suKasaMvftti
sukha-saṃyāṇa-                          	suKasaMyARa
sukha-tanu-                             	suKatanu
subodha-tā-                             	suboDatA
sucī-bhedya-                            	sucIBedya
sucī-mukha-                             	sucImuKa
