slp1	n_dicts	dicts
durvacastva	1	MW
durviBAvana	3	CAE MW PWK
durvicintya	4	AP MW PWG PWK
durvilasita	5	CAE CCS MW PWG PWK
durvimocana	5	INM MW PWG PWK VCP
durvinItaka	2	PWG PWK
durvirocana	4	INM MW PWG PWK
durvitarkya	3	MW PWG PWK
durvivaktar	2	PWG PWK
durvivecana	2	MW PWK
durvvinItaH	1	SKD
durvyasanam	1	AP
duryoDanatA	1	MW
duryyoDanaH	1	SKD
dutIlakzaRa	1	MW
dutIprakASa	1	MW
duzkalevara	3	MW PWG PWK
duzkftAtman	3	MW PWG PWK
duzparAjaya	5	INM MW PWG PWK VCP
duzparIkzya	3	MW PWG PWK
duzpariRAma	3	MW PWG PWK
duzparihara	1	PWK
duzparimARa	1	PWK
duzpraDarzA	2	MW SKD
duzpraDarza	9	AP BHS CAE CCS INM MW PWG PWK VCP
duzpraDfzya	4	AP MW PWG PWK
duzpraRItam	1	AP
duzpraharza	5	INM MW PWG PWK VCP
duzprajYAna	4	MW PWG PWK VCP
duzprakampa	4	INM MW PWG PWK
duzprakriyA	4	AP MW PWK SCH
duzpralamBa	3	MW PWG PWK
duzprasADya	3	MW PWG PWK
duzpravAdaH	1	AP
duzpravftiH	1	AP
duzpravftti	4	MW PWG PWK VCP
duzprayukta	5	CAE CCS MW PWG PWK
duzprekzita	3	BHS MW PWK
duzwaBAvatA	1	MW
duzwaSoRita	2	CAE CCS
duzwaSonita	1	CCS
duzwabawuka	2	CAE MW
duzwadamana	1	MW
duzwahfdaya	2	MW PWK
duzwamAnasa	1	MW
duzwanASinI	3	MW PWG PWK
duzwasAkzin	1	VCP
duzwavAnara	1	MW
duzwavraRaH	1	AP
dvAdaSAKyaH	1	SKD
dvAdaSAMSuH	1	SKD
dvAdaSASana	1	VCP
dvAdaSAhIya	2	MW PWK
dvAdaSAhika	3	MW PWG PWK
dvAdaSAkAra	1	MW
dvAdaSAkfti	3	GRA MW PWK
dvAdaSAkzaH	1	SKD
dvAdaSArcis	3	MW PWG PWK
dvAdaSAtman	5	INM MW PWG PWK VCP
dvAdaSAyogA	1	SCH
dvAdaSAyoga	2	MW PWK
dvAdaSaBAva	3	MW PWK VCP
dvAdaSaBuja	4	INM MW PWG PWK
dvAdaSaSata	5	CAE CCS MW PWG PWK
dvAdaSagava	2	MW PWK
dvAdaSakara	4	MW PWG PWK VCP
dvAdaSamAsa	1	VCP
dvAdaSamUla	3	MW PWG PWK
dvAdaSamala	1	VCP
dvAdaSapada	3	MD MW PWK
dvAdaSaviDa	5	CAE CCS MW PWG PWK
dvAdaSayoga	3	MW PWK SCH
dvApaYcASat	6	CAE CCS MW PWG PWK VCP
dvAparayuga	1	INM
dvArADyakza	4	MW PWG PWK VCP
dvArApiDAna	3	MW PWG PWK
dvAraPalaka	4	CAE CCS MW PWK
dvArabAhuka	1	PWG
dvAradarSin	4	AP MW PWG PWK
dvArakASilA	1	VCP
dvArakAdAsa	3	MW PWG PWK
dvArakAnATa	1	MW
dvArakapAwa	3	MW PWG PWK
dvAranAyaka	3	MW PWG PWK
dvArapAlaka	4	MW PWG PWK VCP
dvArapAlikA	1	MW
dvArapAlika	3	MW PWG PWK
dvArapAlinI	1	BHS
dvArapakzaH	1	AP
dvArapawwaH	1	AP
dvArapiDAna	6	CAE CCS MW PWG PWK SCH
dvArarakzin	4	CAE MW PWG PWK
dvArastamBa	3	MW PWG VCP
dvAravaMSaH	1	AP
dvAravfttam	1	AP
dvArayantra	3	MW PWG PWK
dvAsaptatiH	1	SKD
dvAtriMSAra	2	MW PWK
dvAtriMSata	1	BHS
dvAtriMSati	2	MW PWK
dvAtriMSikA	3	MW PWG PWK
dvAviMSatiH	1	SKD
dvEDIkaraRa	3	MW PWG PWK
dvEDaMkAram	3	MW PWK SCH
dvEhakAlyam	1	AP
dvEkulijika	2	MW PWK
dvEtIyIkatA	1	MW
dvEtaBAzaRa	1	PWK
dvEtaBUzaRa	1	MW
dvEtaDvAnta	2	PWG PWK
dvEtaviveka	1	MW
dvEyAhAvaka	3	MW PWG PWK
dvEyAhAvika	1	VCP
dvIpaSatruH	1	SKD
dvIpaSrezWa	1	MW
dvIpakalpam	1	AP
dvIpakumAra	3	MW PWG PWK
dvIpiSatruH	1	SKD
dvIpicarman	2	CAE CCS
dvIrAvatIka	3	MW PWG PWK
dvaMdvAlApa	3	MW PWG PWK
dvaMdvArAma	2	MW PWK
dvaMdvAtIta	1	MW
dvaMdvIBUta	1	PWG
dvaMdvaBAva	5	CAE CCS MW PWG PWK
dvaMdvaBUta	2	MW PWK
dvaMdvacara	4	MD MW PWG PWK
dvaMdvamoha	1	MW
dvandvIBUta	1	AP
dvandvaBUta	1	AP
dvandvacArI	1	SKD
dvandvacara	2	AP VCP
dvandvagada	1	VCP
dvandvaraRa	1	SCH
dvayASrayin	1	SCH
dvayaBAratI	3	MW PWG PWK
dvezopavana	1	SCH
dvezoyavana	2	MW PWK
dviBAgaDana	3	MW PWG PWK
dviBAryAgni	1	MW
dviDAkaraRa	3	MW PWG PWK
dviDAleKyaH	1	SKD
dviDAtmakaM	1	SKD
dviDaraRika	1	SCH
dviSatatama	3	MW PWG PWK
dviSuklavat	1	MW
dvicandraDI	1	AP
dvidEvasika	1	BHS
dvidaRqyAdi	1	VCP
dviguRatara	1	MW
dvihUtavant	1	PWK
dvijADirAja	1	SCH
dvijaDarmin	1	CAE
dvijaSaptaH	1	SKD
dvijaSrezWa	4	CAE MW PWG PWK
dvijabanDuH	1	SKD
dvijabruvaH	1	SKD
dvijaliNgin	6	CAE CCS MW PWG PWK VCP
dvijanayana	1	MW
dvijaropaRI	2	MW PWK
dvijasevaka	4	MW PWG PWK VCP
dvijavAhana	4	MW PWG PWK VCP
dvijavraRaH	1	SKD
dvijendraka	3	MW PWG PWK
dvijihvatva	1	MW
dvijopAsaka	4	MW PWG PWK VCP
dvijottamaH	1	SKD
dvijyAmArga	2	MW PWK
dvikOqavika	4	AP MW PWK VCP
dvikapfzWaH	1	AP
dvikulijIna	2	MW PWK
dvikulijika	2	MW PWK
dvimodakikA	1	MW
dvimuKoraga	2	MW PWK
dvinagnakaH	2	AP SKD
dvipaYcASat	5	AP MW PWG PWK VCP
dvipadapati	2	MW PWK
dvipadarASi	1	MW
dvipattraka	3	MW PWG PWK
dvipratizWa	2	MW PWK
dvirAgamana	4	MW PWG PWK VCP
dvirUpakoSa	1	MW
dviraByasta	4	MW PWG PWK VCP
dviradASana	4	MW PWG PWK VCP
dviradArAti	4	MW PWG PWK VCP
dviradamaya	1	MW
dviradamuKa	1	SCH
dviradapati	1	MW
dviradarata	2	MW PWK
dviranugAna	2	MW PWK
dvirePacaya	1	MW
dvirePamAlA	1	MW
dvirvacanam	1	AP
dvisaMsTita	2	MW PWK
dvisahasram	1	AP
dvisaptAhaH	1	AP
dvisaptatiH	2	AP SKD
dvitIyAkfta	2	AP VCP
dvitIyaBAga	2	CAE CCS
dvitIyatAla	2	MW PWK
dvitIyavant	2	PWG PWK
dvivArzikaH	1	SKD
dvivajrakaH	1	AP
dvivarzIRaH	1	SKD
dviviMSatiH	1	AP
dvizantapaH	1	SKD
dvizatItApa	1	MW
dvizwakArin	2	AP SCH
dvyAkzAyaRa	4	MW PWG PWK VCP
dvyaDizWAna	1	SCH
dvyahInatva	1	MW
dvyahavftta	3	CAE CCS MW
dvyarTakoSa	1	MW
dvyekAntara	5	AP CAE MW PWG PWK
dyAvApfTivI	5	CAE CCS GRA MW PWK
dyUtADyakza	3	MW PWG PWK
dyUtaDarmaH	1	AP
dyUtaPalaka	2	MW PWK
dyUtakAraka	3	MW PWG PWK
dyUtaleKaka	2	CAE MW
dyUtaparvan	1	INM
dyUtasadana	4	CAE MW PWG PWK
dyUtasamAja	5	CAE CCS MW PWG PWK
dyUtavfttiH	1	AP
dyUtaviSeza	1	MW
dyukarRArDa	3	MW PWG PWK
dyukzavacas	4	GRA MW PWG PWK
dyulokanArI	1	SCH
dyumadgAman	3	MW PWG PWK
dyumadgAnam	1	AP
dyumatsenaH	1	AP
dyupuraMDri	3	MW PWK SCH
dyusEnDavaH	1	AP
dyutadyAman	4	GRA MW PWG PWK
eDamAnadviz	4	GRA MW PWG PWK
eRIpacanIya	1	MW
eRavilocanA	2	PWK SCH
eRavilocana	1	MW
ehireyAhirA	1	PWK
ekANgagraha	1	MW
ekASItipada	1	VCP
ekASItitama	1	MW
ekAdaSANgin	1	PWK
ekAdaSAtman	1	SCH
ekAdaSaguRa	1	CAE
ekAdaSaguru	1	VCP
ekAdaSaviDa	2	MW PWK
ekAgnikARqa	3	MW PWG PWK
ekAgracitta	1	MW
ekAgradfzwi	1	MW
ekAgramanas	1	MW
ekAnnaBojin	2	MW PWK
ekAnnaviMSa	1	PWK
ekAnnaviMsa	1	MW
ekAntAkftya	1	SCH
ekAntItIrTa	2	PWG PWK
ekAntaduHKa	1	MW
ekAntarAjan	1	BHS
ekAntaritin	1	MW
ekAntasADya	1	CAE
ekAntasTita	1	MW
ekAnudizwam	1	AP
ekAtmapakza	3	MW PWK SCH
ekAtmavAdin	2	PWK SCH
ekAvacAraka	3	BHS PWK SCH
ekAyanIBAva	3	MW PWK SCH
ekAyanagata	2	MW PWK
ekaDurAvaha	5	AP MW PWG PWK VCP
ekaSatatama	3	CAE MW PWK
ekaSataviDa	2	MW PWK
ekacintanam	1	AP
ekadaMzwraH	2	AP SKD
ekajIvavAda	2	MW VCP
ekakarapAda	2	PWK SCH
ekakuRqalaH	2	AP SKD
ekakuRqalin	1	AP
ekalakzyatA	2	MW PWK
ekalolIBAva	1	SCH
ekanakzatra	4	MW PWG PWK VCP
ekaniScayaH	1	AP
ekapArTivaH	1	AP
ekapaYcASat	5	AP CAE MW PWG PWK
ekapalADika	2	CAE MW
ekapalASIya	1	MW
ekapattrikA	2	MW PWK
ekapfTaktva	1	MW
ekapiNgalaH	2	AP SKD
ekapraButva	1	MW
ekapragraha	1	SCH
ekaprayatna	1	MW
ekapuroqASa	1	MW
ekapuroqaSa	1	PWK
ekapuzkalaH	1	AP
ekapuzkaraH	1	AP
ekarASiBUta	1	MW
ekarASigata	1	MW
ekasaMSraya	5	CAE CCS MD MW PWK
ekasaptatiH	1	AP
ekatantrikA	2	MW PWK
ekatriMSaka	2	MW PWK
ekavAsaviDi	1	PWK
ekavaktraka	2	MW PWK
ekavartanin	3	MW PWK SCH
ekavastratA	2	BUR MW
ekaviMSatiH	2	AP SKD
ekaviMSatka	3	MW PWG PWK
ekaviMSavat	1	MW
ekavilocana	5	AP MW PWG PWK VCP
ekavizwakft	1	SCH
ekavyAKyAna	2	MW PWK
ekotIkaroti	1	BHS
elAdiguwikA	1	VCP
elArasAlaka	1	MW
eqAkzipuzpa	3	BHS PWK SCH
eraRqItIrTa	3	MW PWG PWK
eraRqapalla	1	MW
etAvadAvAsa	1	MW
etAvanmAtra	4	AP CAE MW PWK
etadAyatana	1	PWK
etaddevatya	2	MW PWK
etaddvitIya	3	AP MW PWK
etatpraBfti	3	MW PWK SCH
etatpraTama	3	AP MW PWK
evaMdarSana	1	BHS
evaMkramaka	2	PWK SCH
evaMlakzaRa	2	PWK SCH
evaMpraBAva	1	PWK
evaMprakAra	3	CAE PWG PWK
evaMpramuKa	2	PWK SCH
evaMpravAda	2	PWK SCH
evaMsaMjYin	2	PWK SCH
evaMsamfdDa	2	MW PWK
evaMvidvaMs	2	PWG PWK
evamBUtavat	1	MW
evampraBAva	1	MW
evamprakAra	2	AP MW
evampravAda	1	MW
evayAmaruta	1	PWK
ezaRAsamiti	2	MW PWK
ezyatkAlIya	2	MW PWK
fRApakaraRa	2	MW VCP
fRApanayana	1	MW
fRApanodana	2	MW PWK
fRamArgaRaH	2	AP SKD
fRamatkuRaH	2	AP SKD
fRanirmokza	2	MW PWK
fRapradAtar	2	PWG PWK
fRodgrahaRa	2	MW PWK
fSyaketanaH	1	AP
fcIkatanaya	1	INM
fdDilamAtar	1	BHS
fgbrAhmaRam	1	AP
fgvedaBAzya	1	MW
fjIkftavant	1	BHS
fjudArumaya	2	MW PWK
fjuvivaraRa	2	PWK SCH
fkTagrahaRa	1	MW
fksAmaSfNga	1	MW
fkzaganDikA	5	AP MW PWG PWK SKD
fkzanAyakaH	1	AP
ftasyakartf	1	INM
ftebarhizka	3	MW PWG PWK
ftuharitakI	1	VCP
ftukulapati	1	SCH
ftupariRAma	1	BHS
ftuparyAyaH	1	AP
ftuparyyaya	1	VCP
ftusaMhAraH	1	AP
ftusamAhAra	2	PWK SCH
ftuvyAvftti	3	MW PWK SCH
fzaBEkADika	1	MW
fzaBEkAdaSa	1	MW
fzaBaDvajaH	2	AP SKD
fzaBadvIpaH	1	AP
fzaBadvIpam	1	AP
fzayaHsapta	1	INM
fzibrAhmaRa	3	MW PWG PWK
fzijANgalaH	1	AP
fzipraSizwa	3	MW PWG PWK
fziputrakaH	1	AP
fzisvADyAya	2	MW PWK
fzitarpaRam	1	AP
fzyAdinyAsa	1	VCP
fzyaketanaH	1	AP
gADinagaram	1	AP
gADinandana	6	CAE CCS INM MW PWG PWK
gANgAmahika	3	MW PWG PWK
gANgeyadeva	1	MW
gAQAliNgana	1	MW
gAQAnurAgin	2	CAE CCS
gARqivaDara	2	MW PWK
gAlipradAna	1	MW
gAnDArapati	1	INM
gAnDArarAja	2	INM MW
gAnDarvakaH	1	AP
gAnDarvikaH	1	AP
gAnDinIsuta	1	VCP
gAndinIsuta	4	MW PWG PWK VCP
gArDaprazwa	1	PWK
gArDrapakza	4	MW PWG PWK VCP
gArDrapatra	1	PWG
gArDrapfzwa	1	MW
gArDravAsas	5	AP MW PWG PWK VCP
gArDrayatra	1	PWG
gArhapatika	1	BHS
gArhapatyaH	2	AP SKD
gArhapatyam	1	AP
gAtrAvaraRa	4	MW PWG PWK VCP
gAtraBaNgaH	1	AP
gAtraSozaRa	2	MW PWK
gAtrasparSa	1	MW
gAtrayazwiH	1	AP
gAyatrImuKa	1	MW
gAyatrisAra	3	MW PWG PWK
gErakaMvUla	4	MW PWG PWK VCP
gErikAYjana	2	MW PWK
gErikaMvUla	3	MW PWG PWK
gIrvARAcala	1	SCH
gItArTasAra	1	PWK
gItaSAstram	1	AP
gItabanDana	3	MW PWG PWK
gItagovinda	6	CAE CCS MW PWG PWK VCP
gItakaRqikA	3	MW PWG PWK
gItaprakASa	2	PWG PWK
gItapustaka	3	MW PWG PWK
gORacAndraH	1	SKD
gOkakzIpati	1	MW
gOlANkAyana	4	MW PWG PWK VCP
gOlakzaRika	4	MW PWG PWK VCP
gOpyatattva	1	SCH
gOqABinanda	3	MW PWG PWK
gOqamAlavaH	1	AP
gOqanibanDa	3	MW PWG PWK
gOqasAraNgI	2	MW PWK
gOqavAstuka	1	VCP
gOrANgirasa	1	PWG
gOrArdrakaH	1	SKD
gOrIcaturTI	4	AP MW PWG PWK
gOrIgAyatrI	2	MW PWK
gOrIkAntIya	2	PWK SCH
gOrIlalitaM	1	SKD
gOrIlalitam	1	AP
gOrIputtraH	1	SKD
gOracandraH	1	SKD
gOragrIvIya	1	MW
gOrajIrakaH	1	SKD
gOrasarzapa	7	BUR CAE MD MW PWG PWK VCP
gOrasuvarRa	3	MW PWG PWK
gOratittiri	4	MW PWG PWK VCP
gOravAsanam	1	AP
gOrutalpika	4	MW PWG PWK VCP
gOsahasrika	5	AP MW PWG PWK VCP
gOtamASrama	2	MW PWK
gOtamArDika	3	MW PWG PWK
gOtamAraRya	4	CAE CCS MW PWK
gOtamIputra	3	MW PWK VEI
gOtamaDarma	2	PWK SCH
gOtamaSikzA	1	PWK
gOtamapfcCA	2	MW PWK
gOtamasUtra	1	PWK
gOtamasaras	2	MW PWK
gOtamasmfti	1	PWK
gOvarDanIya	1	SCH
gUQAgUQatva	3	MW PWK SCH
gUQaBAzitam	1	AP
gUQagulPatA	1	MW
gUQakartfka	1	SCH
gUQamETunaH	2	AP SKD
gUQamallikA	2	MW PWK
gUQapattraH	1	SKD
gUQapuruzaH	2	AP SKD
gUQapuzpaka	4	MW PWG PWK VCP
gUQavallikA	5	MW PWG PWK SKD VCP
gUQavarccAH	1	SKD
gUQavarccas	1	VCP
gUQavyaNgyA	1	VCP
gUQotpannaH	2	AP SKD
gUToqigalla	1	BHS
gUrtaSravas	4	GRA MW PWG PWK
gaBIravepas	4	GRA MW PWG PWK
gaBastimant	4	CAE CCS PWG PWK
gaBastinemi	5	INM MW PWG PWK VCP
gaBastipARi	4	MW PWG PWK VCP
gaBastipUta	4	GRA MW PWG PWK
gaBastivAra	1	MW
gaNgAdattaH	1	AP
gaNgAdvAram	1	AP
gaNgAhradaH	1	AP
gaNgAkzetra	4	MW PWG PWK VCP
gaNgAlaharI	5	AP MW PWG PWK VCP
gaNgAmaDyam	1	AP
gaNgApattrI	2	MW PWK
gaNgAputraH	1	AP
gaNgAsAgara	4	MW PWG PWK VCP
gaNgAstotra	3	MW PWG PWK
gaNgAsuptaH	1	AP
gaNgAvatAra	1	VCP
gaNgAvilAsa	1	MW
gaNgAyamune	1	MW
gaNgAzwakam	1	AP
gaNgapAlaka	1	BHS
gaNgodBedaH	1	AP
gaRADipatiH	1	AP
gaRADipatya	2	MW PWK
gaRaBojanam	1	AP
gaRacCandas	6	AP CAE CCS MW PWG PWK
gaRacakraka	4	MW PWG PWK VCP
gaRadevatAH	1	AP
gaRadravyaM	1	SKD
gaRadravyam	1	AP
gaRahAsakaH	2	AP SKD
gaRakAnanda	2	PWK SCH
gaRakarRikA	4	MW PWK SKD VCP
gaRanAyakaH	2	AP SKD
gaRanagatiH	1	AP
gaRanapatiH	1	AP
gaRaniGaRwu	2	PWK SCH
gaRapIWakaM	1	SKD
gaRapIWakam	1	AP
gaRaparvata	4	AP MW PWG PWK
gaRapramuKa	3	MW PWG PWK
gaRapuMgava	3	MW PWG PWK
gaRapuNgava	1	VCP
gaRarUpakaH	1	SKD
gaRayitrikA	1	MW
gaReSaKaRqa	4	MW PWG PWK VCP
gaReSakuRqa	1	VCP
gaReSakumBa	3	MW PWG PWK
gaReSamiSra	1	MW
gaReSastuti	3	MW PWG PWK
gaRisTarAja	3	MW PWK SCH
gaRitADyAya	3	MW PWK VCP
gaRqaBittiH	1	AP
gaRqaPalaka	3	MW PWG VCP
gaRqadUrvvA	2	SKD VCP
gaRqagAtraM	1	SKD
gaRqagopAla	3	MW PWG PWK
gaRqagrAmaH	1	AP
gaRqakISilA	2	AP VCP
gaRqakIkfta	1	SCH
gaRqakarawa	2	MW PWK
gaRqakavatI	3	AP PWG PWK
gaRqakusuma	4	MW PWG PWK VCP
gaRqalavaRa	3	MW PWK SCH
gaRqamAlaka	2	MW PWK
gaRqamAlikA	4	MW PWG SKD VCP
gaRqamasUra	1	SCH
gaRqapiRqaH	1	AP
gaRqasTalam	1	AP
gaRqolapAda	2	MW VCP
gaRqopaDAna	6	MD MW PWG PWK SCH VCP
gacCamAnaka	1	BHS
gadAgrapARi	2	AP MW
gadanigraha	2	MW PWK
gadapUrvaja	1	INM
gadgadagala	2	MW PWK
gadgadapada	1	MW
gadgadayati	1	AP
gadyavyAKyA	1	PWK
gagaRANganA	1	PWG
gagaRAnanda	1	PWG
gagaRagAmin	1	BHS
gagaRagaYja	1	PWG
gagaRapuzpa	1	PWG
gaganADvaga	4	MW PWG PWK VCP
gaganANgaRa	3	MW PWK SCH
gaganANganA	6	AP CAE MW PWK SCH VCP
gaganANgana	1	CAE
gaganAnanda	2	MW PWK
gaganaDvaja	4	MW PWG PWK VCP
gaganabudDi	1	BHS
gaganacArin	2	MW PWK
gaganacaraH	1	AP
gaganacitta	1	BHS
gaganagaYja	4	BHS MW PWK SCH
gaganagarBa	1	BHS
gaganagatiH	1	AP
gaganagrAsa	1	SCH
gagananetra	1	BHS
