hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
Awavakayakza	āṭavakayakṣa	pw	213992	7-317-b	1	133	1	169	0		1	1	sch	0	0	confirmed-missing	5	check	
AyAvasIya	āyāvasīya	pw	15323	1-181-b	0	135	0		0		0	0		0	0	confirmed-missing	1	low-priority	
AyaHSulika	āyaḥśulika	pw	15306	1-181-b	0	108	0		0	AyaHSUlika:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'AyaHSUlika' (fold-twin - same lexeme or distinct word needs eyes)
AyuDi	āyudhi	pw	15345	1-181-c	0	114	0		1		0	0		0	1	variant-form-in-MW	-1	low-priority	
AyuDya	āyudhya	pw	15347	1-181-c	0	82	0		0	ayuDya:1.000	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'ayuDya' (fold-twin - same lexeme or distinct word needs eyes)
Ayuzay	āyuṣay	pw	15367	1-182-a	0	63	0		1	Ayuzaya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'Ayuzaya' (0.923) - different word, omission stands
AzAQapUrvaja	āṣāḍhapūrvaja	pw	16290	1-193-a	0	73	0		0		0	0		0	0	confirmed-missing	1	low-priority	
AzwamAtura	āṣṭamātura	pw	16303	1-193-a	0	64	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
Azwi	āṣṭi	pw	16306	1-193-a	0	64	0		0	azwi:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'azwi' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
BAHKara	bhāḥkhara	pw	79243	4-257-b	0	84	0		0	BAHkara:1.000	2	1	mw72;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'BAHkara' (fold-twin - same lexeme or distinct word needs eyes)
BAHPeru	bhāḥpheru	pw	79243.2	4-257-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
BAHkaraRa	bhāḥkaraṇa	pw	79241	4-257-a	0	57	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
BAHpati	bhāḥpati	pw	79243.1	4-257-b	0	23	0		0	Bapati:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'Bapati' (0.923) - different word, omission stands
BARqalI	bhāṇḍalī	pw	79361.1	4-259-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
BARqala	bhāṇḍala	pw	79361	4-259-a	0	60	0		0		2	2	pwg;vcp	0	0	confirmed-missing	4	add	
BARqava	bhāṇḍava	pw	79362	4-259-a	0	53	0		0	BaRqatva:0.933	2	2	pwg;vcp	0	0	confirmed-missing	2	add-check	false-friend near form 'BaRqatva' (0.933) - different word, omission stands
BAgamAtar	bhāgamātar	pw	79267	4-257-c	0	77	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
BAjanavant	bhājanavant	pw	79333	4-258-c	0	70	0		0	BAjanavat:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'BAjanavat' (0.947) - different word, omission stands
BAkuwa	bhākuṭa	pw	79244	4-257-b	0	64	0		0	BAkUwa:1.000	3	2	mw72;pwg;vcp	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'BAkUwa' (fold-twin - same lexeme or distinct word needs eyes)
BAnuBawwa	bhānubhaṭṭa	pw	79415	4-259-c	0	67	0		0		2	2	acc;pwg	0	0	confirmed-missing	5	add	
BAtkUwa	bhātkūṭa	pw	207986	5-262-b	1	104	0		0	BAkUwa:0.923	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'BAkUwa' (0.923) - different word, omission stands
BAvaBawa	bhāvabhaṭa	pw	220158	7-365-b	1	120	1	177,7	0	BAvaBawwa:0.941	1	1	sch	0	0	confirmed-missing	3	check	false-friend near form 'BAvaBawwa' (0.941) - different word, omission stands
BUmant	bhūmant	pw	80491	4-278-b	0	52	0		0		2	2	pwg;sch	1	1	confirmed-missing	6	add	
BUmimant	bhūmimant	pw	80557	4-279-a	0	58	0		0	BUmimat:0.933	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'BUmimat' (0.933) - different word, omission stands
BUmisaMBavA	bhūmisaṃbhavā	pw	80571	4-279-b	0	75	0		0	BUmisamBavA:1.000	3	3	ap;lrv;pwg	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'BUmisamBavA' (fold-twin - same lexeme or distinct word needs eyes)
BUnetar	bhūnetar	pw	80449	4-277-c	0	53	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
BaNkArI	bhaṅkārī	pw	78509	4-245-b	0	47	0		0	bakAri:0.923	8	7	ap;mw72;pwg;shs;skd;vcp;wil;yat	0	0	confirmed-missing	14	add-check	false-friend near form 'bakAri' (0.923) - different word, omission stands
BadrAyanIya	bhadrāyanīya	pw	78785.1	4-250-a	0	23	0		0	BadrayAnIya:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'BadrayAnIya' (fold-twin - same lexeme or distinct word needs eyes)
BadrAyana	bhadrāyana	pw	78785	4-250-a	0	101	0		0	BadrayAna:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'BadrayAna' (fold-twin - same lexeme or distinct word needs eyes)
BadramAtar	bhadramātar	pw	78725	4-249-b	0	56	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
BallAtakI	bhallātakī	pw	79014.2	4-253-c	0	23	0		1		2	2	sch;skd	0	1	variant-form-in-MW	2	add-check	
Banda	bhanda	pw	207974	5-262-a	1	58	0		1	BAnda:1.000	2	2	sch;vcp	0	0	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'BAnda' (fold-twin - same lexeme or distinct word needs eyes)
Bar	bhar	pw	78865	4-251-c	0	95	0		1	BaR:1.000	4	4	ccs;fri;pwg;sch	0	0	variant-form-in-MW	7	add-check	vowel-length/case variant of MW headword 'BaR' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
BarS	bharś	pw	78989	4-253-b	0	54	0		0		2	1	mw72;pwg	0	0	confirmed-missing	2	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
BaraRy	bharaṇy	pw	78879	4-252-a	0	51	0		1	BaraRya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'BaraRya' (0.923) - different word, omission stands
Bedura	bhedura	pw	80888	4-283-c	0	50	0		0		8	7	ap90;lrv;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	16	add	
BeraRqa	bheraṇḍa	pw	80898	4-283-c	0	65	0		0		4	4	ben;bhs;pwg;stc	0	0	confirmed-missing	9	add	
BfRIy	bhṛṇīy	pw	80820	4-282-b	0	52	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	
BfSI	bhṛśī	pw	80849	4-282-c	0	60	0		1	bfsI:1.000	1	1	pui	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'bfsI' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
BiRqamAla	bhiṇḍamāla	pw	79797	4-265-c	0	80	0		0		0	0		0	0	confirmed-missing	1	low-priority	
BiRqipAla	bhiṇḍipāla	pw	220167	7-365-b	1	91	1	238,33	0		2	2	bhs;sch	0	1	confirmed-missing	7	add	
Bikzy	bhikṣy	pw	79795	4-265-c	0	52	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	
BindamAla	bhindamāla	pw	79818.1	4-267-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
BindapAla	bhindapāla	pw	79818	4-267-a	0	73	0		0		5	4	bur;mw72;pwg;wil;yat	0	0	confirmed-missing	11	add	
BindumAla	bhindumāla	pw	79821	4-267-a	0	67	0		0		0	0		0	0	confirmed-missing	1	low-priority	
BizaNmAtar	bhiṣaṅmātar	pw	79884	4-267-c	0	130	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
BogAvatI	bhogāvatī	pw	81027	4-285-b	0	71	0		0	BogavatI:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'BogavatI' (fold-twin - same lexeme or distinct word needs eyes)
Bogaka	bhogaka	pw	80993	4-285-a	0	64	0		0	BOgaka:1.000	2	2	pwg;vcp	1	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'BOgaka' (fold-twin - same lexeme or distinct word needs eyes)
Bojaduhitar	bhojaduhitar	pw	81053	4-285-c	0	79	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
Bojam	bhojam	pw	81081	4-286-b	0	95	0		1		0	0		0	1	variant-form-in-MW	-1	low-priority	
BojyasaMBava	bhojyasaṃbhava	pw	81099	4-286-b	0	52	0		0	BojyasamBava:1.000	2	2	lrv;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'BojyasamBava' (fold-twin - same lexeme or distinct word needs eyes)
BrAtfSvara	bhrātṛśvara	pw	81272	4-289-c	0	70	0		0		0	0		0	0	confirmed-missing	1	low-priority	
BrAturjAyA	bhrāturjāyā	pw	81245	4-289-b	0	60	0		0		2	2	lrv;pwg	0	0	confirmed-missing	4	add	
BrAtuzputra	bhrātuṣputra	pw	81246	4-289-b	0	61	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
BrENgarika	bhraiṅgarika	pw	81338	4-290-c	0	58	0		0		2	2	bhs;pwg	0	0	confirmed-missing	4	add	
BrUkuwi	bhrūkuṭi	pw	81314	4-290-b	0	73	0		1	BrUkuwI:1.000	7	7	ben;lrv;pwg;sch;shs;wil;yat	1	1	variant-form-in-MW	15	add-check	vowel-length/case variant of MW headword 'BrUkuwI' (fold-twin - same lexeme or distinct word needs eyes)
BrUkuwika	bhrūkuṭika	pw	220249	7-366-a	1	113	1	126,56	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
BraMSakalA	bhraṃśakalā	pw	81162	4-287-c	0	70	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
BramAy	bhramāy	pw	81209	4-289-a	0	84	0		1	BramAya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'BramAya' (0.923) - different word, omission stands
BramatkuwI	bhramatkuṭī	pw	81185	4-288-c	0	85	0		1	Bramatkuwi:1.000	9	9	ap;ben;lrv;pwg;shs;skd;vcp;wil;yat	0	0	variant-form-in-MW	17	add-check	vowel-length/case variant of MW headword 'Bramatkuwi' (fold-twin - same lexeme or distinct word needs eyes)
Braq	bhraḍ	pw	81177	4-288-a	0	48	0		0		1	1	pwg	0	0	confirmed-missing	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
BujaMgadamaMnI	bhujaṃgadamaṃnī	pw	80071	4-270-c	0	75	0		0	BujaMgadamanI:0.963	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'BujaMgadamanI' (0.963)
Buktvasuhita	bhuktvasuhita	pw	80042	4-270-a	0	74	0		0	BuktvAsuhita:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'BuktvAsuhita' (fold-twin - same lexeme or distinct word needs eyes)
BuvaMmanya	bhuvaṃmanya	pw	80191	4-272-a	0	40	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
CAgaBojin	chāgabhojin	pw	41024	2-243-b	0	69	0		0		7	7	ap;lrv;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	15	add	
CAyABartar	chāyābhartar	pw	41094	2-244-a	0	66	0		0		0	0		0	0	confirmed-missing	1	low-priority	
CaRqikAvArika	chaṇḍikāvārika	pw	217394	7-342-b	1	120	1	274,20	0		1	1	sch	0	0	confirmed-missing	5	check	
CandadAyaka	chandadāyaka	pw	217405	7-342-b	1	112	1	281,207	0		1	1	sch	0	0	confirmed-missing	5	check	
CandapariSudDi	chandapariśuddhi	pw	217406	7-342-b	1	119	1	265,19	0		1	1	sch	0	0	confirmed-missing	5	check	
CandapratyudDAra	chandapratyuddhāra	pw	217407	7-342-b	1	147	1	261,57	0		1	1	sch	0	0	confirmed-missing	5	check	
CandavAsin	chandavāsin	pw	217408	7-342-b	1	123	1	281,248	0		1	1	sch	0	0	confirmed-missing	5	check	
CardApanikA	chardāpanikā	pw	40985	2-242-c	0	81	0		0	CardApanIkA:1.000	2	1	mw72;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'CardApanIkA' (fold-twin - same lexeme or distinct word needs eyes)
Carp	charp	pw	40994	2-242-c	0	67	0		0		1	1	pwg	0	0	confirmed-missing	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
Cepya	chepya	pw	41196	2-246-a	0	32	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
CidrAnta	chidrānta	pw	41135	2-245-a	0	68	0		0	CidrAntar:0.941	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'CidrAntar' (0.941) - different word, omission stands
CidrApay	chidrāpay	pw	41136	2-245-a	0	51	0		1	CidrApaya:0.941	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'CidrApaya' (0.941) - different word, omission stands
Cinnaplotika	chinnaplotika	pw	217426	7-342-c	1	111	1	63,27	0		1	1	sch	0	0	confirmed-missing	5	check	
DAnyakozWaka	dhānyakoṣṭhaka	pw	55163	3-157-a	0	56	0		0	DAnyakozwaka:1.000	6	6	armh;lrv;pwg;shs;vcp;wil	0	0	confirmed-missing	10	add-check	vowel-length/case variant of MW headword 'DAnyakozwaka' (fold-twin - same lexeme or distinct word needs eyes)
DAnyamAtar	dhānyamātar	pw	55180	3-157-b	0	83	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
DArAkadambaka	dhārākadambaka	pw	55275	3-158-c	0	72	0		0		4	4	bur;shs;wil;yat	1	0	confirmed-missing	11	add	
DAritaka	dhāritaka	pw	55320.1	3-159-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
DAtuBat	dhātubhat	pw	55083	3-156-b	0	45	0		0		0	0		0	0	confirmed-missing	0	low-priority	
DAtusaMBava	dhātusaṃbhava	pw	55110	3-156-b	0	35	0		0	DAtusamBava:1.000	2	2	lrv;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'DAtusamBava' (fold-twin - same lexeme or distinct word needs eyes)
DAyaka	dhāyaka	pw	55232	3-157-c	0	62	0		0	dAyaka:1.000	3	3	ap;ap90;pwg	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'dAyaka' (fold-twin - same lexeme or distinct word needs eyes)
DOtakOSoya	dhautakauśoya	pw	55830.1	3-167-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
DUHpati	dhūḥpati	pw	55516	3-163-b	0	50	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
DUlaka	dhūlaka	pw	55680	3-165-b	0	44	0		0		8	7	bur;lrv;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	16	add	
DUrpati	dhūrpati	pw	55669	3-165-b	0	50	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
DUrvant	dhūrvant	pw	55673	3-165-b	0	50	0		0	durvAnta:0.933	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'durvAnta' (0.933) - different word, omission stands
DUsI	dhūsī	pw	55705	3-165-c	0	47	0		1		2	2	pwg;vcp	0	0	variant-form-in-MW	2	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
DUstarA	dhūstarā	pw	55706	3-165-c	0	64	0		0	dustara:1.000	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'dustara' (fold-twin - same lexeme or distinct word needs eyes)
DanAka	dhanāka	pw	54437	3-141-b	0	90	0		0	DAnAka:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'DAnAka' (fold-twin - same lexeme or distinct word needs eyes)
DanIy	dhanīy	pw	54464	3-141-c	0	61	0		1		2	2	ccs;pwg	0	0	variant-form-in-MW	3	add-check	
Dananetar	dhananetar	pw	54395	3-141-a	0	68	0		0		0	0		0	0	confirmed-missing	1	low-priority	
DanuzkalApaka	dhanuṣkalāpaka	pw	218426	7-350-b	1	108	1	217,33	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
DanuzketakI	dhanuṣketakī	pw	218427	7-350-b	1	111	1	240,34	0	DanuketakI:0.952	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	probable orthographic doublet of MW headword 'DanuketakI' (0.952)
Dar	dhar	pw	54597	3-145-b	0	60	0		1	DaR:1.000	4	4	ccs;fri;pwg;sch	0	0	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'DaR' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
DarANkura	dharāṅkura	pw	54632	3-145-c	0	53	0		0	DArANkura:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'DArANkura' (fold-twin - same lexeme or distinct word needs eyes)
DaraRIpalava	dharaṇīpalava	pw	54618.1	3-145-c	0	23	0		0	DaraRIplava:0.957	0	0		0	0	confirmed-missing	-2	low-priority	probable orthographic doublet of MW headword 'DaraRIplava' (0.957)
Darj	dharj	pw	54658	3-146-a	0	44	0		0		1	1	pwg	0	0	confirmed-missing	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
Darm	dharm	pw	54668	3-146-b	0	55	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
DarmADikAraRin	dharmādhikāraṇin	pw	54936.1	3-149-c	0	23	0		0	DarmADikArin:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'DarmADikArin' (0.923) - different word, omission stands
DarmAy	dharmāy	pw	54953	3-149-c	0	56	0		1	DarmAya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'DarmAya' (0.923) - different word, omission stands
DarmakIlaka	dharmakīlaka	pw	54682	3-146-c	0	106	0		0		0	0		0	0	confirmed-missing	1	low-priority	
DarmakaTika	dharmakathika	pw	54671.1	3-146-b	0	23	0		0		2	2	bhs;ieg	0	0	confirmed-missing	4	add	
Darmodrata	dharmodrata	pw	218470	7-350-d	1	119	1	21,63	0		0	0		0	0	confirmed-missing	3	low-priority	
DenudugDakara	dhenudugdhakara	pw	55794	3-167-a	0	100	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
Diy	dhiy	pw	55387	3-160-c	0	72	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
DiyAMpati	dhiyāṃpati	pw	55393	3-160-c	0	122	0		0	DiyAmpati:1.000	2	2	lrv;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'DiyAmpati' (fold-twin - same lexeme or distinct word needs eyes)
DrAkzAmant	dhrākṣāmant	pw	55936	3-168-c	0	56	0		0	DrAkzAmat:0.947	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'DrAkzAmat' (0.947) - different word, omission stands
DvANkzanASikA	dhvāṅkṣanāśikā	pw	56096.1	3-171-b	0	23	0		0	DvANkzanAsikA:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'DvANkzanAsikA' (fold-twin - same lexeme or distinct word needs eyes)
DvAjavadAyani	dhvājavadāyani	pw	207513	5-257-b	1	118	0		0		1	1	sch	0	0	confirmed-missing	3	check	
DvAjavatAyani	dhvājavatāyani	pw	207512	5-257-b	1	118	0		0		1	1	sch	0	0	confirmed-missing	3	check	
DvAjavata	dhvājavata	pw	207511	5-257-a	1	143	0		0	Dvajavat:0.941	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'Dvajavat' (0.941) - different word, omission stands
DvAntavitta	dhvāntavitta	pw	56109	3-171-b	0	58	0		0		4	4	shs;vcp;wil;yat	0	0	confirmed-missing	8	add	
DvaMsakalA	dhvaṃsakalā	pw	56007	3-170-a	0	53	0		0		2	2	pwg;vcp	0	0	confirmed-missing	4	add	
DvanilAlA	dhvanilālā	pw	207508	5-257-a	1	132	0		0		1	1	sch	0	0	confirmed-missing	3	check	
DvanilIlA	dhvanilīlā	pw	207508.1	5-257-a	1	24	0		0		0	0		0	0	confirmed-missing	0	low-priority	
DyAmI	dhyāmī	pw	55917	3-168-c	0	66	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	
DyAman	dhyāman	pw	55916	3-168-c	0	148	0		1		9	8	ap;ap90;lrv;mw72;pwg;shs;vcp;wil;yat	0	0	variant-form-in-MW	17	add-check	
EcCantika	aicchantika	pw	215523	7-328-a	1	119	1	110	0		1	1	sch	0	0	confirmed-missing	5	check	
EhipaSyika	aihipaśyika	pw	215535	7-328-b	1	116	1	63	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
Ejya	aijya	pw	22448	1-274-b	0	62	0		0	ejya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'ejya' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
EkAgra	aikāgra	pw	22420	1-274-b	0	64	0		0	ekAgra:1.000	4	4	ap;ap90;pwg;vcp	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'ekAgra' (fold-twin - same lexeme or distinct word needs eyes)
EkIya	aikīya	pw	22437	1-274-b	0	48	0		0	ekIya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'ekIya' (fold-twin - same lexeme or distinct word needs eyes)
Eli	aili	pw	22561	1-276-a	0	87	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
EndrajAlya	aindrajālya	pw	22492	1-275-a	0	120	0		0	EndrajAla:0.947	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'EndrajAla' (0.947) - different word, omission stands
Erakya	airakya	pw	22539	1-275-c	0	66	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
Ezikya	aiṣikya	pw	22581	1-276-a	0	119	0		0		0	0		0	0	confirmed-missing	1	low-priority	
EzwakAvata	aiṣṭakāvata	pw	22589	1-276-b	0	60	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
GanodBava	ghanodbhava	pw	37824	2-198-a	0	88	0		0		0	0		0	0	confirmed-missing	1	low-priority	
GarGUGA	gharghūghā	pw	37839.1	2-198-b	0	23	0		0	GarGurGA:0.933	2	2	wil;yat	0	0	confirmed-missing	2	add-check	false-friend near form 'GarGurGA' (0.933) - different word, omission stands
GarR	gharṇ	pw	37840	2-198-b	0	77	0		0		1	1	pwg	0	0	confirmed-missing	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
Garz	gharṣ	pw	37880	2-198-c	0	61	0		1		3	3	ccs;pwg;stc	0	0	variant-form-in-MW	5	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
GftAcIgarBasaMBavA	ghṛtācīgarbhasaṃbhavā	pw	38065	2-201-a	0	90	0		0	GftAcIgarBasamBavA:1.000	2	2	ap;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'GftAcIgarBasamBavA' (fold-twin - same lexeme or distinct word needs eyes)
GiR	ghiṇ	pw	37923	2-199-b	0	46	0		0	gir:1.000	2	2	bop;yat	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'gir' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
Gowakamfga	ghoṭakamṛga	pw	217102	7-340-a	1	139	1	213,29	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
GraRR	ghraṇṇ	pw	38162	2-202-b	0	48	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
GuMz	ghuṃṣ	pw	37926	2-199-b	0	51	0		0		3	2	ben;mw72;pwg	0	0	confirmed-missing	4	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
IRmant	īṇmant	pw	17457	1-212-b	0	62	0		0	IrmAnta:0.923	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'IrmAnta' (0.923) - different word, omission stands
ISay	īśay	pw	17518	1-213-b	0	68	0		0		1	1	pwg	0	0	confirmed-missing	1	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
ISvaramallikA	īśvaramallikā	pw	17553	1-214-a	0	91	0		0		0	0		1	1	confirmed-missing	3	low-priority	
IzADara	īṣādhara	pw	214658	7-322-a	1	193	1	194	0	IzADAra:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'IzADAra' (fold-twin - same lexeme or distinct word needs eyes)
IzadAdyaMBava	īṣadādyaṃbhava	pw	17580	1-214-b	0	86	0		0	IzadAQyaMBava:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'IzadAQyaMBava' (0.923) - different word, omission stands
IzadAdyaMkara	īṣadādyaṃkara	pw	17579	1-214-b	0	71	0		0	IzadAQyaMkara:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'IzadAQyaMkara' (0.923) - different word, omission stands
Izadvilaya	īṣadvilaya	pw	17586	1-214-b	0	64	0		0		0	0		0	0	confirmed-missing	1	low-priority	
Izatpramaya	īṣatpramaya	pw	205428	4-296-b	1	80	0		0		1	1	sch	0	0	confirmed-missing	3	check	
