mw_annexure_headword	in_sup7
kAzWakalApa	N
kAzi	N
kEYjalka	Y
kEdeva	N
kIcaka	Y
kIlinI	N
kIluza	N
kIri	Y
kIrtana	Y
kIrti	Y
kIrtinASin	N
kIrtitaraMgiRI	N
kORqinya	N
kOSikIvaraprasAda	N
kOSikagfhyasUtra	N
kOberaka	N
kOla	Y
kOleSI	N
kOmArabanDakI	N
kOmudImaha	N
kOnftika	N
kOnteyavftta	N
kOpInAcCAdana	N
kOrukzetra	Y
kOstuBadUzaRa	N
kOsuma	Y
kOtUla	N
kOtuka	Y
kUdI	Y
kUlyA	N
kUpadanqa	N
kUpaka	N
kUparAjya	N
kUpayantraGawikAnyAya	N
kUpepitAcaka	N
kUrpAsa	Y
kUwaGawitalakzaRa	N
kUwadanta	N
kaKatIra	N
kaMsaDvaMsana	N
kaMsaniDana	N
kaMsaparimfj	N
kaNkaRABaraRa	N
kaNkaRa	Y
kaNkadeva	N
kaNkahrada	N
kaNkaparvan	N
kaNkaraNka	N
kaNkavAjita	Y
kaNkawIka	N
kaRWanAlikA	Y
kaRWapraRAlikA	N
kaRWasTAnIya	N
kaRWasUtra	N
kaRWatawinI	Y
kaRWatrARa	Y
kaRWeguqa	N
kaRWya	Y
kaRakukkuwa	N
kaRqUla	N
kaRqa	N
kaRqagopAla	N
kaRqu	Y
kaRwakapraticCedana	N
kaSApAta	N
kaSikA	N
kaTAprastAvatas	N
kaTAsaMDi	Y
kaTAtrayI	N
kaTaMkaTA	Y
kaWasUtra	N
kaWina	Y
kaWinatArakanATa	Y
kacAra	N
kacCapaGAta	N
kacarUpin	N
kadASaya	Y
kadISitf	N
kadaDvaga	Y
kadambagola	N
kadambakorakanyAya	N
kadvindu	N
kakAtika	N
kakardu	N
kakkinda	N
kakuBvat	N
kakuca	N
kakudin	N
kakudmat	N
kakuha	N
kakummuKa	Y
kakunmat	N
kalAMSarUpiRI	N
kalAkeli	Y
kalApi	Y
kalAviroDa	N
kala	Y
kalaNkeSa	Y
kalaca	N
kalacurisaMvatsara	N
kalahaMsagAminI	N
kalala	N
kalamBi	N
kalamOdana	N
kalamakedAra	N
kalapralApa	N
kalaviNkasvara	N
kalevarapuz	Y
kaliSatru	N
kalindajA	Y
kalitakusuma	N
kalivarjya	N
kalivizRuvarDana	N
kalpAtyaya	N
kalpanATa	Y
kalpavrata	Y
kalpitopamA	N
kalpuza	N
kalyARalakzaRa	N
kalyacitta	N
kamaRqalucaryA	N
kamalA	N
kamalamuKa	N
kamawa	N
kambA	Y
kampIwa	N
kampanA	N
kampanADipati	N
kanIyaHstana	Y
kanIyokzara	N
kanTaka	N
kanakAbja	N
kanakAkzI	N
kanakaSfNgamaya	Y
kanakojjvala	N
kandala	Y
kandali	Y
kandukalIlA	Y
kandukotsava	N
kanyAdarSam	Y
kanyAgAra	Y
kanyAkA	N
kanyApipIlikA	N
kanyApravahaRa	N
kapAlahasta	N
kapAleSvarI	N
kapAleSvara	N
kapAwamudrA	N
kapawakApawikA	N
kapawanAtaka	N
kapiYjalanyAya	N
kapiketu	Y
kapilAhvaya	N
kapilalAwa	Y
kapotakarbura	N
kapotapadadarSana	N
kapotapewaka	N
kaqaNgara	Y
karAnta	Y
karArpaRa	N
karIzaRI	N
karRAwakalaha	N
karRa	Y
karRaBaNga	Y
karRadArin	Y
karRadeva	N
karRanirvAka	Y
karRapASa	N
karRarasAyana	Y
karSanIya	Y
karaBIya	Y
karaRIya	Y
karaRa	Y
karaRamantra	Y
karaRavigama	N
karad	N
karadAyaka	Y
karagfhIti	Y
karalAya	N
kararuD	N
karasaMdaMSa	N
karasaMdaMSahInaka	N
karatantu	N
kardamila	Y
karitva	N
karkAra	N
karkI	N
karkanDurohita	N
karmAByAsa	N
karmANga	N
karmAvadAna	Y
karmaPalahetu	Y
karmaRyakft	N
karmadAyAda	Y
karmadaRqa	Y
karmadeha	Y
karmajanya	Y
karmajanyatA	N
karmajita	Y
karmakoSa	Y
karmanivftti	N
karmapAtaka	Y
karmaploti	N
karmarAzwra	N
karmasUtra	N
karmasaNga	N
karmasaNgin	N
karmasvaka	Y
karmavAda	N
karowapARi	Y
karpawaka	Y
karpawi	N
karta	N
kartanaBARqa	N
karttikA	Y
kartu	N
karuRavaruRAlaya	N
karuRaveditf	N
kastUri	N
kataraTA	Y
kavIndrakarRABaraRa	N
kava	N
kavacaSiva	N
kavalya	Y
kavawa	N
kavijanaSevaDi	N
kavikaRWABaraRa	Y
kavikrama	N
kavitAratnAkara	N
kavitAvali	N
kavyahavyaBuj	Y
kavyat	N
kaw	Y
kawAkzaya	N
kawakara	N
kawakawAya	N
kawakawa	N
kawani	N
kawisTa	Y
kayASuBIya	Y
kazAkaza	N
kazaka	N
keSAnI	Y
keSaSezakaraRa	N
keSaSmaSrulomanaKa	N
keSakUwa	N
keSakalpanA	N
keSaniDAna	N
keSapratigraha	N
keSasaMvarDana	N
keSavApa	Y
keSavAyuDa	N
kedArikA	N
kekotkaRWa	N
kenipa	Y
kerA	Y
kesarAya	N
kesarapASa	Y
kesarin	N
ketf	N
kfSAnuSakala	N
kfcCradvitIya	Y
kfcCravartin	N
kfcCrodya	N
kfpARapARi	N
kfpARapAta	N
kfpARaputrI	Y
kfpARayazwi	Y
kfpAtman	N
kfptu	Y
kftA	N
kftABiyoga	N
kftAByanujYa	N
kftADikAra	N
kftADipatya	N
kftASraya	Y
kftAnuyAtra	N
kftAvftti	N
kftaMjaya	N
kftakzaRa	Y
kftalakzaRa	Y
kftapada	Y
kftasmaya	Y
kftaspfha	N
kftavEra	N
kftavaDyacihna	N
kftayAma	Y
kftnu	N
kftopavAsa	N
kftvya	N
kftyAhata	Y
kftyApratiharaRa	N
kfvI	N
kfzAku	N
kfzIwa	N
kfzRAkzi	N
kfzRaBUzaRa	N
kfzRaDfti	N
kfzRaKura	N
kfzRaSIrzan	Y
kfzRaSakuna	Y
kfzRagava	N
kfzRamAhAtmya	N
kfzRanandin	N
kfzRapadAmfta	N
kfzRarAja	N
kfzRarAya	N
kfzRasUtra	N
kfzRastotra	N
kfzRastuti	Y
kfzyakAra	Y
kiMsTa	N
kiMstya	Y
kikivi	N
kilbizI	N
kilina	Y
kimadyaka	Y
kimba	Y
kimpavitra	N
kiwa	N
kizkuru	Y
koRAgamana	N
koRepiSAcaka	N
koSadaRqa	N
koSagatavastiguhyatA	N
koWI	N
kocava	Y
kokalla	N
kokkili	N
kolambavarza	N
komala	Y
koneritIrTa	N
kopasaMDukzaRa	N
kosalAnandinI	N
kowaravat	N
kowwUra	N
kowwaBaYja	N
krIqAbiqAlikA	N
krIqAyoga	N
krOSna	N
kramaRezwakA	N
kramagata	Y
kramavyatyaya	Y
krivirdatI	N
kroDavinayana	N
kroDavivaSA	N
kroYc	Y
kruSika	N
kuBanyu	N
kuDfti	N
kuRapa	Y
kuRapaBuj	N
kuRqASin	Y
kuRqa	Y
kuRqala	Y
kuRqi	N
kuSaBAra	Y
kuSacIrin	Y
kuSalAvasAnatA	N
kuSala	N
kuSalacampU	N
kuSalamUla	N
kuSalamataprasaNga	N
kuSaletara	Y
kuSamAlin	Y
kuSapavitra	Y
kuSaprasU	Y
kuSeRqva	N
kuYjikA	N
kuberasenA	N
kubji	Y
kucAru	N
kucaSataka	N
kudrIcI	N
kuharaBAj	N
kuharin	Y
kukkuha	Y
kukkuwaDvaja	N
kukzikUjita	N
kukzimatI	Y
kukzyagni	N
kulAditya	N
kulaBawa	N
kulaNgapamarin	N
kulaSeKaradeva	N
kulagna	Y
kulagotra	N
kulakumArI	N
kulapAMsana	N
kulapAMsin	N
kulapAMsula	N
kulapAlin	Y
kulapravAla	N
kularAjaDAnI	Y
kulasaMgata	N
kulastamBa	N
kulika	Y
kulmi	Y
kulocita	N
kumArIBAva	N
kumArabrahmacArin	N
kumAradezRa	Y
kumArapitfmeza	Y
kumArarAja	Y
kumAravat	N
kumBAnta	N
kumBIBagAla	N
kumBIkapAla	N
kumBInadAla	N
kumBIpAkya	N
kumBaDArikA	N
kumBya	Y
kumba	N
kumudaSyenI	N
kumudasaKI	Y
kuntAkunti	Y
kuptu	N
kupyavetanin	N
kuraNgamada	Y
kusTalapura	N
kusumABijYa	N
kusumApIqa	N
kusumadAyin	N
kusumalAvI	Y
kusumamAlA	N
kusumapraBa	N
kusumasamBava	N
kusumavfztyaBiprakIrRa	N
kutUhalaSAlA	Y
kutapahAra	Y
kutapavinyAsa	N
kutastana	Y
kutsa	N
kuwvudI	N
kuzapa	N
kvaDasTa	N
kzAmakukzitA	N
kzAntivarRavAdin	Y
kzApavitra	Y
kzAra	Y
kzAralavaRAvarAnnasaMsfzwa	N
kzAtrARa	Y
kzEtra	Y
kzEtrapatya	Y
kzIRAsrava	Y
kzIRakalmaza	N
kzIrAbDimandira	N
kzORIDara	Y
kzORInATa	Y
kzOdrapawala	N
kzOmadaSA	Y
kzRU	N
kzURa	N
kzaRAMSu	N
kzaRadADinATa	Y
kzaRakzapA	Y
kzaRarajanI	Y
kzaRitu	N
kzamASiPa	N
kzapAkzaya	N
kzatrajAta	N
kzatriyayoni	N
kzemaRIyatara	N
kzemasiMha	N
kzetraBAga	Y
kzetragfha	N
kzetraja	Y
kzetrasADas	Y
kzetrasiMha	N
kzetravitfRRI	N
kzipaRa	N
kzipraMsuvana	Y
kzipraprasavana	N
kzitikA	Y
kzitikzamAvat	N
kzitivfzan	N
kzitvarI	N
kzoBa	Y
kzoRI	Y
kzotf	N
kzuDAru	N
kzudrAnukzudra	Y
kzudramiSra	N
kzudrasUtra	N
kzudri	N
kzudropAya	N
kzullakavESvadeva	Y
kzveqita	Y
lANgalezA	N
lAjAhuti	N
lAsakayuvan	N
lalaha	N
lalitavigraharAja	N
lambasawa	N
lambasraj	N
lavaRodakamiSra	N
lazmideva	N
linduma	N
lohArya	N
lohacumbakanyAya	N
lohitabinducitra	N
lohitastoka	N
lokAnanda	N
lokasAkzi	N
lokasImAnuroDin	N
lokaviroDin	N
lokendra	N
lozwaciti	N
mADyAvarza	N
mAGona	N
mAlAyamaka	N
mAlava	N
mAnABaraRa	N
mAna	N
mAnastokIya	Y
mAnuzanikASana	N
mAravarman	N
mArgapranazwa	N
mArjAravaktra	N
mAsArDamAsa	N
mAtrApacAra	N
mAyAyamaka	N
mAzavApa	N
mInAkzI	N
mOjadIna	N
mUrtisaMcara	N
maDuDAna	N
maDurAntaka	N
maDusaMSlizwa	N
maDvAlopa	N
maDyamasvaBAva	N
maRitsaru	N
maRqalAgAra	N
maRqanadeva	N
maRqayitnu	N
maYjUlA	N
maYjunandin	N
madanaviklava	N
madguSa	N
magaDAjira	N
mahABraGoza	N
mahADarmaDvaja	N
mahADarmadunduBi	N
mahAbudDarUpa	N
mahAmeru	N
mahApraBa	N
mahApraRiDAna	N
mahAratnaketu	N
mahAsADanika	N
mahAsudarSa	N
mahattarA	N
mahopekzA	N
mahormimat	N
malinIkara	N
manTanayantraka	N
manaHSalya	N
manaHSama	N
manaHkzoBakara	N
manaHsvAsTya	N
mandarogin	N
manojvara	N
manonetra	N
manorUpa	N
manoraTa	N
mantrabadDa	N
mantrasaMnAma	N
manuzyAmanuzya	N
manuzyakAya	N
manuzyarAj	N
manvAdi	N
marIcI	N
maraRADvan	N
maruta	N
matisaciva	Y
mayUrakiSora	N
meGakAlI	N
meruDvaja	N
meruguru	N
merupraBAsa	N
merupradIpa	N
mfgAjira	N
mftasaMjIvaka	N
mftyuSrama	N
mftyusUkta	N
miSraBARa	N
miSravizkamBaka	N
miTUkft	N
miTyAdUta	N
miTyAtvaniyata	N
miYjA	Y
miYjAsTa	N
mihiralakzmI	N
mitraBUti	N
moGabAzpa	N
mohacitta	N
mohakArin	N
mohakara	N
mokzadviz	N
mokzakAma	N
mrita	N
mritasaMjIvaka	N
muKapadma	N
muKavAta	N
muKenAdAyin	N
muhurdIkzin	N
muniSAvaka	N
muzma	N
nABideSa	N
nAT	Y
nAgaBawa	N
nAgadantaka	N
nAgahrada	N
nAgapawwana	N
nAgatiTi	N
nAgavikrAntagamitA	N
nAmaDeyagrahaRa	N
nAmana	N
nAnASraya	N
nAnAvasTa	N
nApitakarman	N
nArASaMsa	N
nAsikAropaRa	N
nAsika	N
nAtirUQa	N
nAtyAyatavacanatA	N
nEBftya	N
nEdAGI	N
nEkaDarma	N
nEkamuKa	N
nEraYjanA	N
nIcEstana	N
nIkASa	N
nIlAlakavarUTin	N
nIqin	N
nItisumAvali	N
nIvaraRa	N
nOsAraTi	N
nOvimAna	N
nadInAma	N
nadIsIsa	Y
nadIvapra	N
nada	Y
nadanu	N
nagaramoza	N
nagotsaNga	N
nakzatranAma	N
nakzatranirdeSa	N
nalinIsaMvartikA	N
namAka	N
namatra	N
nandayitnu	N
narAcI	N
naradurAcara	N
narapatijayasUra	N
narendra	N
nasaraTa	N
nasra	N
natajAnu	N
navanItapiRqa	N
navavrata	N
navotTAna	N
naweSavijaya	N
nawiti	N
nepAlavarza	N
netrasaMkocana	N
nfpanApitaputranyAya	N
nfparzi	N
nfsUrya	N
nfviqamba	N
niDanakfta	N
niDanavAda	N
niGa	N
niHspfhA	N
niHzWu	N
niHzku	N
niSAmaRi	N
niSITacaRqa	N
niScikramizA	N
niScikramizu	N
niSeSavaktrA	N
nidrAmudrA	N
nidrAmudrita	N
nihrAdavat	N
nijihvika	N
nimi	N
nimittagrahaRa	N
nimruc	N
nindyaveSa	N
nipuRi	N
nirDam	N
nirDamana	N
niraNguzWa	N
nirakz	N
nirgranTisiratA	N
nirhuta	N
nirmAra	N
nirmAta	Y
nirmitarAga	N
nirmuda	N
nirmumukzu	N
nirupajIvitA	N
nirvaMSaka	N
nirvfta	N
nirviDitsu	N
nirvivikzu	N
nitara	N
nityaBaktika	N
nityaSaNkin	N
nityaSatruGna	N
nivAsita	N
niyamojJiti	N
nizaNgaTi	N
nizparidAha	N
nizpezavat	N
nizur	N
notseka	N
nva	N
nyAdru	N
nyAvicCAy	N
nyAyaviroDa	N
nyAyavirudDa	N
nyagroDaparimaRqalatA	N
nyastaka	N
oGa	Y
oGadeva	N
odanapac	N
odanapiRqa	Y
odanaprati	Y
odman	Y
ogaRa	Y
opaSa	N
ozWaSataka	N
ozWamudrA	N
ozWarucaka	Y
ozaDISvara	Y
ozaDihoma	Y
ozaDinAmAvalI	N
ozaDivallaBa	N
ozadAvan	N
pA	Y
pAMsusikatA	N
pARqavAByudaya	N
pASa	N
pATi	N
pATikftI	N
pAdakula	N
pAdapadmopajIvin	N
pAdapuwI	N
pAdavI	N
pAgala	N
pAja	N
pAla	N
pAnamantra	N
pArAvata	N
pArTuSravasa	N
pArzRa	N
pAtAnaprasTa	N
pAtracaya	N
pAtracayana	N
pAtraprokza	N
pAtu	N
pAwUra	N
pAwalaromaka	N
pInAha	N
pOluzita	N
pOpika	N
pOtrya	N
pUrRamuKa	N
pUrRi	N
pUrvaDyAna	N
pUrvavat	N
paNkaprakzAlananyAya	N
paRyasidDi	N
paSumeQra	N
paSusADanaka	N
paSusaMKya	N
paSusaMsTA	N
paSuvAwi	N
paSuvfdDikara	N
paYcAcalANka	N
paYcaSala	N
paYcagUQa	N
paYcahavis	N
paYcamaRqalanamaskAra	N
paYcaparva	N
paYcaputra	N
paYcavarga	N
pacatra	N
padacCeda	N
padahita	N
padasaMDAna	N
padasaMtAna	N
padavalmIka	N
padira	N
padmasadman	N
padyamAtrikA	N
pajra	Y
pajrahozin	N
palligupta	N
palodBava	N
palpUlI	N
parAkrAnti	N
parAkramabAhu	N
parIdA	N
parItAna	N
parItoyoni	N
paracittajYAna	N
parakula	N
paramAhlAdana	N
paramaBawwAraka	N
paramabrahmaRya	N
paravAkya	N
pariGawwanA	N
parigaDitA	N
parihAra	N
parihArikA	N
parihUta	N
parijarBurARa	N
parikzatavrata	N
paripUrRasattva	N
paritakmyA	N
paritaptamuKa	N
parivezabanDin	N
parivraj	N
paru	N
paruHSraMsa	N
parvatapUruza	N
parvatasaMniroDa	N
paryADAnejya	N
paryukta	N
pastyA	N
patanu	N
pati	N
patnyodana	N
pavitrAtipavitra	N
pavitrakAma	N
pawula	N
payaHprasravin	N
payogarBa	N
payovikAra	N
pfTaksalila	N
pfTivIpratizWa	N
pfTivyupara	N
pfzWaSiKara	N
pfzWahoma	N
pfzWavaMSa	N
piRqUza	N
piSaNka	N
piyaroja	N
pizpala	N
pizwasaMyavana	N
plugi	N
poTa	N
prARAgnihotra	N
prARaprada	N
prARapratizWA	N
prARasaMhita	N
prAcInaSAli	N
prAcyavAwa	N
prApaRikA	N
prAtipAna	N
prEzyasaMyuta	N
praBAcandra	Y
praDAnAhuti	N
praDArya	N
praKyAta	N
praRetf	N
praSnamokza	N
praTamEkareKA	N
praTamodBava	N
praTamottama	N
praTitapraboDa	N
prabadDavilUna	N
pracatA	N
pracerita	N
pracyAvanI	N
pragaRikA	N
pragayaRa	N
prahasananAwaka	N
prahoza	N
prahozin	N
prajAnuka	N
prajApaticita	N
prajApatimAtra	N
prajYAtAgra	N
prajotpattyAnupUrvyeRa	N
prakIrRavAc	N
prakaraRa	N
prakriyA	N
prakriyABUzaRa	N
prakriyAkOmudI	N
prakriyAmaYjarI	N
prakriyApradIpa	N
prakriyAratna	N
prakriyAsaMgraha	N
prakriyAsarvasva	N
prakzRu	N
pralambAri	N
praparIkz	N
prapatizRu	N
prasUnavitati	N
prasUtAta	N
prasampaS	N
prasavaDarman	N
prasekam	N
prasftayAvaka	N
prasidDividyAvirudDa	N
prastiG	N
pratApavat	N
pratApavilAsa	N
pratIcyavAwa	N
pratIvarta	N
prataNkam	N
pratiSOcam	N
pratiloma	N
pratiloqita	N
pratimantraRa	N
pratiruMzita	N
pratisaMkucita	N
pratisaMvAdin	N
pratisatkfta	N
prativiD	N
pratyAcCid	N
pratyAsic	N
pratyaMSa	Y
pratyagapavarga	N
pratyaksaMsTam	N
pratyeka	Y
pravacanakartf	N
pravat	N
pravatvat	N
praviSAlaya	N
pravizwadIkza	N
prayatAYjali	N
prayatavastra	N
prekzArTam	N
pretapatnI	N
pretasaMsTA	N
prezyAntevAsin	N
priyABiDeya	N
priyaSaMsA	N
priyakalpa	N
priyaviprayoga	N
prukzi	N
puMvizaya	N
puRyanAman	N
puRyavaha	N
puRyokta	N
pulindasena	N
punaHsara	N
punarAtta	N
punardAha	N
punardahana	N
punaryuvan	N
puruzAhuti	Y
puruzAnna	N
putralAlasa	N
puzkaravizwara	N
pyAna	N
qAlacandra	N
qaNkamAhAtmya	N
qamara	N
qambarasiMha	N
qiRqika	N
quRQi	N
quRqura	N
rASi	N
rAgadoza	N
rAhUpasarga	N
rAhusapatnavaktra	N
rAjanIyapraBa	N
rAjapraSastimahAkAvya	N
rAjardDi	N
rAjasiMhapARqya	N
rAjavarman	N
rAjavatsa	N
rAka	N
rAmADipati	N
rAtikula	N
rAzwroqa	N
rUQamUla	N
raMhi	Y
raSmiDAra	N
raTAzwamI	N
raTapraRetf	N
raTarvI	N
raTasAhvayA	N
rahasyavid	N
rajaHsnAta	N
raji	N
rajjvambara	N
rajoviSAla	N
rakzorAja	N
ramaTa	N
rampA	N
rasAvaha	N
ratnABiBAsa	N
ratnaSrI	N
ratnacOra	N
ratnadeva	N
ratnaparvata	N
ravijaputradina	N
ravivarDanagaRi	N
ravizeRa	N
rePalakAropAnta	N
ripuhaRa	N
rudrAmbA	N
rudrEkAdaSikA	N
rukmala	N
rukmapattra	N
sAMgrAmika	N
sAMnAyyApiDAnI	N
sAhapadIna	N
sAtyADivAka	N
saMSayAtiSaya	N
saMdazwayamaka	N
saMnyupta	N
saMsAradevI	N
saMvAdABijayana	N
saMvAditf	N
saMvanin	N
saMvarDayitf	N
saMvaraRanAwaka	N
saMvartavAta	N
saMvatsarAntarhita	N
saMyuktAkzara	N
sahasraputra	N
samUQarUpin	N
samadfzwipAta	N
samamBUmi	N
samidDArin	N
samparistf	N
samuYja	N
samud	N
samudrasaMyAna	N
samudravastra	N
sanUpura	N
sanemi	N
sanisrasa	N
sapatnIbADana	N
saptamuYja	N
saptarzisaMvat	N
sarpirmiSra	N
sarvArTadarSa	N
sarvakuSalamUlapAramitA	N
sarvapUruza	N
sarzapamiSra	N
sfztArTa	N
siMhasaMvat	N
sikatopopta	N
snAnIyocCAditasnAta	N
staru	N
sucaritin	N
suhemanta	N
supratIka	N
suvarRastEnya	N
svavokzita	N
svayaMvakra	N
tAjika	N
tAlapramARa	N
tAmrADarozWa	N
tAmrajIva	N
tAmranaKa	N
tAmranaKatA	N
tApasavatsarAja	N
tArAcandrodaya	N
tArAmEtraka	N
tArAvartman	N
tArkzyAsana	N
tAvadviDa	Y
tEla	N
tElaGfta	N
tIkzRAmla	N
tIkzRIyas	N
tIkzRadaMzwratA	N
tIrTapratipAdana	N
tIravilagna	N
tOvilikA	N
tUlasadfSasukumArapARitA	N
tUryaGoza	N
taRqaka	Y
taTArTavAc	N
tadAtvamAtraSradDeya	N
tadDarma	N
takarI	N
takmanASanagaRa	N
tamaHpracCAdaka	N
tamaHsaMGAta	N
tamonizWa	N
tamoviSAla	N
tanman	N
tanudIrGaGoRa	N
tanujihvatA	N
tanuvarman	N
tapaHpraDAna	N
tapaHsahAya	N
tapastanu	N
tapoda	N
taponiDAna	N
taponta	N
tapovarizWa	N
tapoyoga	N
taqitpati	N
tarI	Y
tarRa	Y
taraRqaka	N
tarasagadattA	N
tarda	N
tarkacUqAmaRi	N
tarkakutUhala	N
tarkavAda	N
taruRAditya	N
tarumastaka	N
tatkfte	N
tatkriya	N
tatkzaRikA	Y
tatparAyaRa	Y
tatpraDAna	Y
tatprakfta	N
tatpratyayam	N
tatpratyayatva	N
tatraloka	N
tatsad	N
tejohara	N
tejomAtrA	Y
tejovEdagDyaSIlavat	N
tfRacCedin	Y
tfRakAzWa	N
tfRapaYcikA	N
tfRaprAsana	N
tfRasaMcaya	N
tfRasaMvara	N
tfRaskanda	N
tfzRArta	N
tfzRAsaNga	N
tibewa	N
tilASana	N
tilitsaka	N
timiSatru	N
timirOGa	Y
tiraScInavaMSa	N
tirumaleSa	N
tiruvAnandapura	N
tiryagAkfti	Y
tiryagvalana	N
titiru	N
tizyAmratIrTa	N
toyAhAra	N
trEDAtukasamatA	N
trayInizkarza	N
trayodaSamAsa	N
triSUlapawwiSaDara	N
tridivin	Y
tripAda	N
triprakAra	Y
tripuraviGna	N
triputra	N
trivastu	N
triveda	N
trivizUka	N
trizaMDi	Y
trizprakAra	N
tryambaka	N
tuNganaKatA	N
tuRqin	N
tuk	N
tulAmAna	N
tulApuMs	N
tulaji	N
tulyABiDAna	N
tulyacodana	N
tulyagariman	Y
tulyakrama	Y
tulyavat	N
tumbakI	N
tunnA	N
turaMgin	N
turagapAlaka	N
tuvara	N
tuvigra	N
tuzwUzita	N
tvAyA	N
tvagasTiSeza	N
tyaktAgni	N
tyaktapunaHsvikfta	N
uB	Y
uBayAcakra	N
uBayApad	N
uBayapArSvatas	N
uBayataHkzRU	Y
uBayataHpraRava	N
uBayatoDAra	N
uBayavartanin	Y
uKacCid	Y
uKaqa	N
uYCaBuj	Y
uYCaDarman	N
ucCalana	Y
ucCedavAda	Y
ucCedavAdin	N
ucCizwita	N
ucCoPa	Y
ucCuna	N
ucCuzmA	N
ucCuzma	Y
ucCvasana	Y
ucCvayana	N
uccEHSravyakarRaka	N
uccEHsvara	Y
uccEraBijana	Y
uccErgati	Y
uccErmAna	Y
uccEstana	Y
uccakEs	Y
uccakalpa	N
uccala	Y
uccasaMSraya	N
uccasaMrAga	N
uccataratA	Y
uccicIzA	Y
ucciliNga	N
uccitraRa	Y
uccitrita	N
ucculump	N
ucitadarSitva	N
udAj	N
udAna	N
udAnaBft	Y
udAttokti	N
udBavakoSaka	Y
udBuja	Y
udDUmAyita	N
udDUti	Y
udDana	N
udDatiSrit	N
udGfzwa	N
udIcInakumba	N
udIcIpaTa	N
udUrmi	Y
udaDAnAyatana	N
udaDi	N
udaDinemi	Y
udagAha	N
udagAvftta	N
udakAByavAyin	N
udakAMsya	Y
udakSiras	N
udakacandra	N
udakakfcCra	Y
udakarakzikA	Y
udakasecana	N
udakotsecana	Y
udakya	Y
udapurA	Y
udaraRa	N
udarasTa	Y
udarasTita	Y
udaratAqam	Y
udaravistAra	N
udayAstamaya	N
udaya	N
udayavarman	N
udayavyayin	Y
udayin	Y
udbanDa	N
uddAha	Y
uddAla	N
uddIkzA	N
uddaRqakavi	N
uddeha	Y
udgAla	N
udgUrRa	Y
udgarjita	N
udgrIvikA	N
udgrah	N
udrAyaRa	Y
udroka	Y
udubja	N
udumbara	Y
udvAhamaNgala	N
udvAsanIya	Y
udvIta	N
udvastra	N
udvecam	Y
udvega	N
udvegakartarI	N
udvellana	Y
udvepin	Y
udvezwana	Y
udvyUQa	N
udyatadaRqa	N
ugrAnna	N
ugrAtapa	N
ugraDftAyuDa	N
ugrapUti	Y
ugraruz	Y
uhlaRa	N
ujJawita	N
ujJitakarRaka	N
ujjIvitamadAlasa	N
ujjiGra	N
ujjigamizA	Y
ujjihAnajIvita	N
ujjihIrzu	Y
uktArTa	N
uktaBAva	Y
uktamAtra	N
uktarzi	N
uktipoza	Y
uktipratyuktikA	Y
ukzARa	Y
ukzRoranDra	N
ulUkAri	N
ula	Y
ulbaRatApa	N
ulkAlakzaRa	N
ulkApAta	N
ullAsaka	N
ullaka	N
ullalana	Y
ulleKanIya	N
ulliKita	Y
ulliNganAzwaka	N
ullola	Y
uloka	Y
umAvfzANka	N
umBita	N
undanI	N
undapura	N
unmAdin	Y
unmIlita	N
unmaTana	Y
unmajjaka	Y
unmattacitta	N
unmezin	Y
unmiYja	Y
unmokzA	Y
unnIpam	N
unnatecCa	N
upADAyyapUrvaya	N
upAMSuGAtaka	Y
upAhiRq	N
upAhita	Y
upAlipsu	Y
upAttasAra	Y
upAyakOSalya	Y
upAyopeya	N
upaBEmI	N
upaDAna	Y
upaDAnaliNga	Y
upaDenu	Y
upaDi	Y
upaSAnta	N
upaSEla	N
upaSikzaRa	Y
upaSoza	Y
upaSuzka	Y
upabilam	Y
upacIkA	N
upacaraDyE	N
upacaraka	Y
upacaryA	N
upacaturam	N
upadAsa	Y
upadaDi	N
upadamB	N
upadehikA	N
upadidikzu	Y
upaganDin	Y
upagrAmam	Y
upahAsanIyatA	N
upajIvitf	N
upajanam	Y
upajijYAsya	Y
upajvalana	Y
upakASinI	N
upakakzadaGna	N
upakalpin	Y
upakaraRa	Y
upakartavya	Y
upakrama	Y
upalASa	N
upalakzmI	Y
upalaya	Y
upamF	N
upamanTana	Y
upanAyin	Y
upanadi	Y
upaneya	Y
upaniDyAtavya	Y
upanigrAham	Y
upanimantraRa	N
upaninIzu	Y
upanirgama	N
upanirhf	N
upanivartam	Y
upaniveSinI	N
upapAdin	N
upapAtra	N
upapAyana	Y
upapannArTa	N
upaparIkza	N
upapatti	Y
uparAgavat	N
uparaTyA	N
uparakta	Y
uparava	N
uparimartya	Y
uparizwAtkAla	Y
uparoDam	N
uparudita	Y
upasAgaram	Y
upasaMhAra	Y
upasaMhata	N
upasadDoma	N
upasarga	N
upasidDa	N
upatalpam	N
upatapana	N
upatriMSa	N
upavAsana	N
upavahas	Y
upavan	N
upavapana	Y
upavarRa	N
upavastra	N
upaveRu	N
upavedi	Y
upaviMSa	N
upavinDyAdri	Y
upavrata	N
upayoga	Y
upetapUrva	N
upolava	Y
upondana	N
upottara	Y
upozaRIyapraBa	N
uptakeSa	Y
uqupaBft	Y
uqupasahA	N
urIkf	N
uraHSiras	N
uraHsTa	Y
uralli	N
uranDrA	N
urarIkf	N
uraspeSa	N
urogrIva	Y
uruDAra	Y
urupuRyakoSa	N
usmita	Y
utKAtam	N
utKaRqita	N
utKalI	N
utKanana	Y
utKeda	N
