pwkvn_k1	pwkvn_L	pc	tier	mahavy	in_pw	in_pwg	gloss_snippet
AkIwam	1497	1-296-c	absent	N	Y	N	{#AkIwam#}¦ Adv. {%vom Wurm an%} NAIṢ. 6,106.
AkIwam	13863	7-316-c	absent	N	Y	N	{#AkIwam#}¦ 1.
AkalpasAra	1495	1-296-c	absent	N	Y	N	{#AkalpasAra#}¦ Adj. {%putzsüchtig%} DAŚAK. 68,9.
AkalpasAra	13845	7-316-b	absent	N	Y	N	{#AkalpasAra#}¦ 1.
Akampya	13834	7-316-b	absent	Y	Y	N	{#*Akampya#}¦ m. {%ein best.%} Samādhi MAHĀVY. 24.
AkarRI	8599	6-297-c	absent	N	Y	N	{#AkarRI#}¦ Adv. mit {#kar#} {%bis zu den Ohren spannen%} (einen Bogen) Z. d. d. m. G. 39,308.
AkarRI	13838	7-316-b	absent	N	Y	N	{#AkarRI#}¦ 6.
AkarRadeSAntam	1491	1-296-c	absent	N	Y	N	{#AkarRadeSAntam#}¦ Adv. {%bis zur Gegend des Ohres%} MBH. 3,99,53.
AkarRadeSAntam	13837	7-316-b	absent	N	Y	N	{{Lbody=13837}}
AkarRatawa	1490	1-296-c	absent	N	Y	N	{#AkarRatawa˚#}¦ Adv. {%bis zum Ohrknorpel%} NAIṢ. 8,57.
AkarRatawa	13837	7-316-b	absent	N	Y	N	{#AkarRatawa˚#}, {#AkarRadeSAntam#} und {#˚AkarRin#}¦ 1.
AkarzaPalaka	1493	1-296-c	absent	N	Y	N	{#AkarzaPalaka#}¦ n. {%Würfelbrett%} PĀR. GṚHY. 2,10,17.
AkarzaPalaka	13841	7-316-b	absent	N	Y	N	{#AkarzaPalaka#}¦ 1.
Akevalika	4043	3-255-b	absent	N	Y	N	{#Akevalika#}¦ Adj. {%nicht allein bleibend%} (von Begierden, die andere im Gefolge haben) ŚĪLĀṄKA 1,314.
Akevalika	13871	7-316-c	absent	N	Y	N	{#Akevalika#}¦ 3.
Akfzwimant	13868	7-316-c	absent	Y	Y	N	{#*Akfzwimant#}¦ Adj. {%gescheidt, klug%} MAHĀVY. 143.
AkoSa	13876	7-316-c	absent	N	Y	N	{#AkoSa˚#}¦ Adv. {%bis zur Samenkapsel%} (der Lotusblüthe) R. ed. Bomb. 4,13,7.
Akopavant	4044	3-255-b	absent	N	Y	N	{#Akopavant#}¦ Adj. {%ein wenig erzürnt auf%} (Loc.) ŚIŚ. 2,99.
Akopavant	13875	7-316-c	absent	N	Y	N	{#Akopavant#}¦ 3.
AkrIqaSEla	13884	7-316-d	absent	N	Y	N	{#AkrIqaSEla#}¦ m. = {#AkrIqaparvata#} DHARMAŚARMĀBHY. 1,74.
Akrandanin	13880	7-316-d	absent	N	Y	N	{#Akrandanin#}¦ Adj. {%von Wehklagen begleitet%} VIKRAMĀṄKAC. 10,12.
AkroSanavant	8601	6-297-c	absent	N	Y	N	{#AkroSanavant#}¦ Adj. {%einer Schmähung ausgesetzt%} J. A. O. S. 11, CXLV.
AkroSanavant	13886	7-316-d	absent	N	Y	N	{#AkroSanavant#}¦ 6.
AkroSayitar	4045	3-255-b	absent	N	Y	N	{#AkroSayitar#}¦ Nom. ag. {%schmähend, schimpfend%} VIṢṆUS. 5,23.
AkroSayitar	13887	7-316-d	absent	N	Y	N	{#AkroSayitar#}¦ 3.
AkumAra	1498	1-296-c	absent	N	Y	N	{#AkumAra˚#}¦ {%vom Knaben an%} RAGH. 4,20.
AkzaRika	5372	4-295-c	absent	N	Y	N	{#AkzaRika/#}¦ (?) MAITR. S. 2,9,9.
AkzaRika	13888	7-316-d	absent	N	Y	N	{#AkzaRika/#}¦ 4.
Akzeptar	2575	2-293-b	absent	N	Y	Y	{#Akzeptar#}¦ auch {%der Jmd Etwas entzieht%} J. A. S. Beng. 47,406,48.
Akzeptar	13892	7-316-d	absent	N	Y	Y	{#Akzeptar#}¦ I. 2.
Akzyant	13893	7-316-d	absent	N	Y	Y	{#Akzyant#}¦ I. Vgl. AUFRECHT zu AIT. BR. 4,17,6. 7.
AlApaka	2651	2-294-b	absent	N	Y	N	{{Lbody=2651}}
AlApaka	14354	7-319-d	absent	N	Y	N	{#AlApaka#}¦ 2.
AlambanapratyayaDyAnaSAstravyAKyA	6812	5-249-b	absent	N	Y	N	{#AlambanapratyayaDyAnaSAstravyAKyA#}¦ f. Titel eines buddh. Werkes M. MÜLLER, Ren. 310, N. 3.
AlambanapratyayaDyAnaSAstravyAKyA	14348	7-319-d	absent	N	Y	N	{#AlambanapratyayaDyAnaSAstravyAKyA#}¦ 5.
Alasyavant	6813	5-249-b	absent	N	Y	N	{#*Alasyavant#}¦ Adj. {%träge, faul%} DEŚĪN. 1,46.
Alasyavant	14352	7-319-d	absent	N	Y	N	{#Alasyavant#}¦ 5.
AlavandArstotra	2650	2-294-b	absent	N	Y	N	{{Lbody=2650}}
AlavandArstotra	14351	7-319-d	absent	N	Y	N	{#AlavandArstotra#}¦ 2.
AlokAcala	1601	1-297-c	absent	N	Y	N	{#AlokAcala#}¦ m. N. pr. eines {%Gebirges%} HEMĀDRI 2,a,28,16.
AlokAcala	14363	7-319-d	absent	N	Y	N	{#AlokAcala#}¦ 1.
Alokavant	6815	5-249-b	absent	N	Y	Y	{#Alokavant#}¦ auch {%sehend%} (Gegensatz {%blind%}) HEM. PAR. 1,245.
Alokavant	14361	7-319-d	absent	N	Y	Y	{#Alokavant#}¦ I. 5.
AmakoSin	2634	2-294-a	absent	N	Y	N	{#AmakoSin#}¦ Adj. etwa {%dessen Inneres noch wund ist%} (Ohr) SUŚR. 1,58,8.
AmakoSin	14224	7-318-d	absent	N	Y	N	{{Lbody=14224}}
Amala	22265	7-386-c	absent	N	Y	Y	{#Amala#}¦ I. ebend. 3,57. 1,35.
AmapiSita	14227	7-318-d	absent	N	Y	N	{#AmapiSita#}¦ n. {%rohes Fleisch%} ŚĀṄKH. GṚHY. 6,1.
AmezwakA	4098	3-256-a	absent	N	Y	N	{#AmezwakA#}¦ f. zu streichen, da MṚCCH. 47,9. 10. {#Amezwaka#} Adj. {%(aus ungebrannten Ziegeln bestehend)%} anzunehmen
AmezwakA	14241	7-319-a	absent	N	Y	N	{{Lbody=14241}}
AmfRAlam	1579	1-297-b	absent	N	Y	N	{#AmfRAlam#}¦ Adv. {%bis zur Wurzel%} (eines Lotus) NAIṢ. 8,69.
AmfRAlam	14239	7-319-a	absent	N	Y	N	{#AmfRAlam#}¦ 1.
AmizakiMcitka	14234	7-319-a	absent	Y	Y	N	{#*AmizakiMcitka#}¦ Adj. {%mit irgend einem selbstsüchtigen Zweck verbunden%} MAHĀVY. 261,26.
AmnAyakriyArTatvAdisUtravicAra	2637	2-294-a	absent	N	Y	N	{#AmnAyakriyArTatvAdisUtravicAra#} m. und {#AmnAyazawka#} n.¦ Titel von Werken OPP. Cat. 1.
AmnAyakriyArTatvAdisUtravicAra	14244	7-319-a	absent	N	Y	N	{#AmnAyakriyArTatvAdisUtravicAra#} u. {#AmnAyazawka#}¦ 2.
AmnAyazawka	2637	2-294-a	absent	N	Y	N	{{Lbody=2637}}
AmnAyazawka	14244	7-319-a	absent	N	Y	N	{{Lbody=14244}}
AmratIrTa	14246	7-319-a	absent	Y	Y	N	{#*AmratIrTa#}¦ m. N. pr. eines Schlangenfürsten MAHĀVY. 167.
AnAkzipa	14135	7-318-b	absent	N	Y	N	{#AnAkzipa#}¦ ŚĀṄKH. BR. 30,7 fehlerhaft für {#anA˚#}.
AnApAnasmfti	14136	7-318-b	absent	Y	Y	N	{#*AnApAnasmfti#}¦ f. {%eine best. Uebung des Geistes%} MAHĀVY. 53.
AnandagirIya	2615	2-293-c	absent	N	Y	N	{#AnandagirIya#} n., {#AnandatARqavavarRana#} n., {#AnandatAratamyaKaRqana#} n., {#Anandatilaka#} m., {#AnandatIrTIya#} 
AnandagirIya	14127	7-318-b	absent	N	Y	N	{#AnandagirIya#}, {#AnandatARqavavarRana#}, {#AnandatAratamyaKaRqana#}, {#Anandatilaka#} und {#AnandatIrTIya#}¦ 2.
AnandarAGava	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandarAGava	14130	7-318-b	absent	N	Y	N	{#AnandarAGava#}, {#AnandavarDIya#}, {#AnandavilAsa#}, {#AnandasAgarastava#} und {#AnandasAratAratamyaKaRqana#}¦ 2.
AnandasAgarastava	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandasAgarastava	14130	7-318-b	absent	N	Y	N	{{Lbody=14130}}
AnandasAratAratamyaKaRqana	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandasAratAratamyaKaRqana	14130	7-318-b	absent	N	Y	N	{{Lbody=14130}}
AnandatARqavavarRana	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandatARqavavarRana	14127	7-318-b	absent	N	Y	N	{{Lbody=14127}}
AnandatAratamyaKaRqana	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandatAratamyaKaRqana	14127	7-318-b	absent	N	Y	N	{{Lbody=14127}}
AnandatIrTIya	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandatIrTIya	14127	7-318-b	absent	N	Y	N	{{Lbody=14127}}
Anandatilaka	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
Anandatilaka	14127	7-318-b	absent	N	Y	N	{{Lbody=14127}}
AnandavarDIya	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandavarDIya	14130	7-318-b	absent	N	Y	N	{{Lbody=14130}}
AnandavilAsa	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
AnandavilAsa	14130	7-318-b	absent	N	Y	N	{{Lbody=14130}}
Anartasatkfta	8617	6-298-a	absent	N	Y	N	{#Anartasatkfta#}¦ Adj. {%von den%} Ānarta {%gefeiert%} (Kṛṣṇa) MBH. 5,83,45 (in einem Wortspiel).
Anartasatkfta	14134	7-318-b	absent	N	Y	N	{#Anartasatkfta#}¦ 6.
Anfhata	4088	3-255-c	absent	N	Y	N	{#Anfhata/#}¦ Adj. MAITR. S. 2,9,9. v. l. für {#A/nirhata#}.
Anfhata	14153	7-318-b	absent	N	Y	N	{#Anfhata/#}¦ 3.
Animila	2615	2-293-c	absent	N	Y	N	{{Lbody=2615}}
Animila	14139	7-318-b	absent	N	Y	N	{#Animila#}¦ 2.
AnugrAhika	2616	2-294-a	absent	N	Y	N	{#AnugrAhika#}¦ (auch {#anu˚#}) Adj. {%über%} {#anugraha#} 1〉 {%handelnd%} MĀN. ŚR. 8 in den Unterschrr.
AnugrAhika	14143	7-318-b	absent	N	Y	N	{#AnugrAhika#}¦ 2.
AnumatI	14148	7-318-b	absent	N	Y	N	{#AnumatI#}¦ f. Bez. {%eines best. Verses%} (AV. 7,20,6 ?) KAUŚ. 23,4.
AnupUrvI	5390	4-296-a	absent	N	Y	N	{#AnupUrvI#}¦ f. bei den Jaina {%eine vorschriftsmässig nach 12jähriger Vorbereitung inscenirte Todesart%} ŚĪLĀṄKA 1,344
AnupUrvI	14146	7-318-b	absent	N	Y	N	{#AnupUrvI#}¦ I. 4.
AnuvanDika	14147	7-318-b	absent	N	Y	N	{#AnuvanDika#}¦ Adj. {%fortdauernd, fortwirkend%} ({#karman#}) CARAKA 64,13.
ApAkasTa	14173	7-318-c	absent	N	Y	N	{#ApAka/sTa#} und {#ApAke/sTa#}¦ I. 3.
ApAtajYAna	8624	6-298-a	absent	N	Y	N	{#ApAtajYAna#}¦ n. so v. a. {%oberflächliche Kenntniss%} Comm. zu KAP. 4,30.
ApAtajYAna	14174	7-318-c	absent	N	Y	N	{#ApAtajYAna#}¦ 6.
ApIWAntam	1556	1-297-b	absent	N	Y	N	{#ApIWAntam#}¦ Adv. {%bis zum Ende des Piedestals%} HEMĀDRI 1,259,7.
ApIWAntam	14184	7-318-c	absent	N	Y	N	{#ApIWAntam#}¦ 1.
ApIqaka	14186	7-318-c	absent	N	Y	N	{#ApIqaka#}¦ = {#ApIqa#} 2〉 DIVYĀVAD. 215,25.
ApaReya	8622	6-298-a	absent	N	Y	N	{#ApaReya#}¦ BAUDH. 1,10,3 wohl nur fehlerhaft für {#ApaRIya#}.
ApaReya	14163	7-318-c	absent	N	Y	N	{#ApaReya#}¦ 6.
ApadevIya	2620	2-294-a	absent	N	Y	N	{#ApadevIya#} n., {#Apastambagfhya#} n., {#˚stambaDarma#} m., {#˚stambapUrvaprayoga#} m., {#˚stambaprayoga#} m., {#˚stam
ApadevIya	14167	7-318-c	absent	N	Y	N	{#ApadevIya#}¦ 2.
Apali	6792	5-249-a	absent	N	Y	N	{#Apali#}¦ m. {%eine best.%} Jaina-{%Secte%} BHADRAB. 4 in der Unterschr. v. l.
Apali	14170	7-318-c	absent	N	Y	N	{#Apali#}¦ 5.
AparvaBaNganipuRa	1553	1-297-b	absent	N	Y	N	{#AparvaBaNganipuRa#}¦ zu streichen; vgl. oben {#aparva˚#}.
AparvaBaNganipuRa	14169	7-318-c	absent	N	Y	N	{#AparvaBaNganipuRa#}¦ I. 1.
ApastamBIya	2621	2-294-a	absent	N	Y	N	{{Lbody=2621}}
ApastamBIya	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
ApastambAparasUtra	2620	2-294-a	absent	N	Y	N	{{Lbody=2620}}
ApastambAparasUtra	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
ApastambapUrvaprayoga	2620	2-294-a	absent	N	Y	N	{{Lbody=2620}}
ApastambapUrvaprayoga	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
Apastambaprayoga	2620	2-294-a	absent	N	Y	N	{{Lbody=2620}}
Apastambaprayoga	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
ApastambasAmAnyasUtraBAzya	2620	2-294-a	absent	N	Y	N	{{Lbody=2620}}
ApastambasAmAnyasUtraBAzya	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
Apastambasmfti	2620	2-294-a	absent	N	Y	N	{{Lbody=2620}}
Apastambasmfti	14172	7-318-c	absent	N	Y	N	{{Lbody=14172}}
Apattisama	1552	1-297-b	absent	N	Y	N	{#Apattisama#}¦ m. = {#upapattisama#} SARVAD. 114,12.
Apattisama	14165	7-318-c	absent	N	Y	N	{#Apattisama#}¦ 1.
Apawaliman	22261	7-386-c	absent	N	Y	N	{#Apawaliman#}¦ m. {%Röthe%} CAṆḌĪŚ. 20.
ApiSaliSikzA	2622	2-294-a	absent	N	Y	N	{#ApiSaliSikzA#}¦ f. Titel eines Werkes OPP. Cat. 1.
ApiSaliSikzA	14183	7-318-c	absent	N	Y	N	{#ApiSaliSikzA#}¦ 2.
Apin	5391	4-296-a	absent	N	Y	N	{#Apin#}¦ Adj. in {#paScApin#}.
Apin	14182	7-318-c	absent	N	Y	N	{#Apin#}¦ 4.
Apolupa	2623	2-294-a	absent	N	Y	N	{#Apolupa#}¦ Adj. = {#upolapa/#} KAP. S. 8,3.
Apolupa	14191	7-318-c	absent	N	Y	N	{#Apolupa#} und {#Aptakft#}¦ 2.
AptamImAMsAlaMkfti	1561	1-297-b	absent	N	Y	N	{#AptamImAMsAlaMkfti#}, {#˚mImAMsAvivfti#} und {#˚mImAMsAvftti#}¦ f. Titel von Werken BÜHLER, Rep. No. 564. fgg. {#AptA˚
AptamImAMsAlaMkfti	14192	7-318-c	absent	N	Y	N	{{Lbody=14192}}
AptamImAMsAvftti	1561	1-297-b	absent	N	Y	N	{{Lbody=1561}}
AptamImAMsAvftti	14192	7-318-c	absent	N	Y	N	{{Lbody=14192}}
AptamImAMsAvivfti	1561	1-297-b	absent	N	Y	N	{{Lbody=1561}}
AptamImAMsAvivfti	14192	7-318-c	absent	N	Y	N	{{Lbody=14192}}
Aptar	1562	1-297-b	absent	N	Y	N	{#Aptar#}¦ in {#anAptar#}.
Aptar	14192	7-318-c	absent	N	Y	N	{{Lbody=14192}}
AptoryAmahOtra	2625	2-294-a	absent	N	Y	N	{#AptoryAmahOtra#}¦ n. Titel eines Werkes OPP. Cat. 1.
AptoryAmahOtra	14196	7-318-d	absent	N	Y	N	{#AptoryAmahOtra#}¦ 2.
ApuNKaSiKam	1558	1-297-b	absent	N	Y	N	{#ApuNKaSiKam#}¦ Adv. {%bis zum untersten Ende des Pfeils%} NAIṢ. 8,3.
ApuNKaSiKam	14188	7-318-c	absent	N	Y	N	{#ApuNKaSiKam#}¦ 1.
ApyAnavant	1566	1-297-b	absent	N	Y	Y	{#ApyAnavant#}¦, so zu lesen.
ApyAnavant	14197	7-318-d	absent	N	Y	Y	{#ApyAnavant#} und {#ApyAyin#}¦ I. 1.
ArADanakrama	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
ArADanakrama	14291	7-319-b	absent	N	Y	N	{#ArADanakrama#}¦ 2.
ArAgay	4107	3-256-a	absent	N	Y	N	{#ArAgay#}¦, {#˚yati#} 1〉 {%Jmd hoch erfreuen%} VAJRACCH. 35,1. fgg. Gegensatz {#virAgay#}. — 2〉 {%erlangen, erreichen%}
ArAgay	14289	7-319-b	absent	N	Y	N	{#ArAgay#}¦ 3.
ArAgay	22267	7-386-d	absent	N	Y	N	{#ArAgay#}¦ 3. Vgl. {#rag#} 7.
ArTat	1593	1-297-c	absent	N	Y	N	{#ArTat#}¦ TĀṆḌYA-BR. 11,8,10. 13,6,10. 11,10 fehlerhaft für {#ArCat#}, wie die Hdschrr. haben.
ArTat	14322	7-319-c	absent	N	Y	N	{#ArTat#}¦ 1.
ArUQajAtaka	2644	2-294-b	absent	N	Y	N	{#ArUQajAtaka#}¦ n. Titel eines Werkes OPP. Cat. 1.
ArUQajAtaka	14302	7-319-b	absent	N	Y	N	{#ArUQajAtaka#}¦ 2.
ArUQapatita	8632	6-298-a	absent	N	Y	N	{#ArUQapatita#}¦ Adj. {%gestiegen und wieder gefallen, rückfällig, zur alten%} (schlechten) {%Lebensweise wieder zurückg
ArUQapatita	14303	7-319-c	absent	N	Y	N	{#ArUQapatita#}¦ 6.
AraRyaBAzya	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyaBAzya	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AraRyaSikzA	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyaSikzA	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AraRyakaBAzya	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyakaBAzya	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AraRyakaBawwaBAskara	2642	2-294-a	absent	N	Y	N	{#AraRyakaBawwaBAskara#}, {#AraRyakaBAzya#} n., {#AraRyakopanizad#} f., {#AraRyaBAzya#} n., {#AraRyamahAprastAnikA#} (li
AraRyakaBawwaBAskara	14282	7-319-b	absent	N	Y	N	{#AraRyakaBawwaBAskara#}, {#AraRyakaBAzya#}, {#AraRyakopanizad#}, {#AraRyaBAzya#}, {#AraRyamahAprasTAnikA#}, {#AraRyaSik
AraRyakopanizad	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyakopanizad	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AraRyamahAprasTAnikA	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyamahAprasTAnikA	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AraRyamahAprastAnikA	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyopanizad	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AraRyopanizad	14282	7-319-b	absent	N	Y	N	{{Lbody=14282}}
AragvaDamaya	14280	7-319-b	absent	N	Y	N	{#AragvaDamaya#}¦ Adj. (f. {#I#}) {%von der Cathartocarpus fistula%} ĀPAST. GṚHY. 18,7.
ArambaRaka	14284	7-319-b	absent	Y	Y	N	{#*ArambaRaka#}¦ n. etwa {%Geländer%} MAHĀVY. 226.
ArdrIBAva	2646	2-294-b	absent	N	Y	N	{#ArdrIBAva#}¦ m. {%das Nasswerden%} DHĀTUP. 26,16.
ArdrIBAva	14326	7-319-c	absent	N	Y	N	{#ArdrIBAva#}¦ 2.
Ari	14296	7-319-b	absent	N	Y	N	{#*Ari#}¦ f. {%eine%} Khadira-{%Art%} RĀJAN. 8,30.
Arizwa	14297	7-319-b	absent	N	Y	N	{#Arizwa#}¦ v. l. für {#mArdvIka#} VIJÑ. zu YĀJÑ. 3,253. fg.
ArogyApay	14307	7-319-c	absent	N	Y	N	{#ArogyApay#}¦ Caus. zu {#Arogyay#} DIVYĀVAD. 128,25.
Arogyavant	1589	1-297-c	absent	N	Y	N	{#Arogyavant#}¦ Adj. {%gesund%} HEMĀDRI 1,741,5.
Arogyay	1588	1-297-c	absent	N	Y	N	{#Arogyay#}¦, {#˚yati#} {%salutare, begrüssen%} DIVYĀV. 52.
Arogyay	14306	7-319-c	absent	N	Y	N	{#Arogyay#}¦ (auch DIVYĀVAD. 129,5. 259,11. 273,12) und {#Arogyavant#} 1.
Aropayitar	14309	7-319-c	absent	N	Y	N	{#Aropayitar#}¦ Nom. ag. {%der sich Etwas%} (Acc.) {%aufsetzt%} R. ed. Bomb. 3,73,22.
Artarava	1591	1-297-c	absent	N	Y	N	{#Artarava#}¦ m. {%Nothgeschrei%} DAŚAK. 67,10.
Artarava	14317	7-319-c	absent	N	Y	N	{#Artarava#} und {#Artasvana#}¦ 1.
Artasvana	1592	1-297-c	absent	N	Y	N	{#Artasvana#}¦ m. dass. PĀR. GṚHY. 2,11,6.
Artasvana	14317	7-319-c	absent	N	Y	N	{{Lbody=14317}}
ArtayajYa	4109	3-256-a	absent	N	Y	N	{#ArtayajYa/#}¦ Adj. {%dessen Opfer gestört worden ist%} MAITR. S. 2,4,1.
ArtayajYa	14316	7-319-c	absent	N	Y	N	{#ArtayajYa/#}¦ 3.
Artikara	6809	5-249-b	absent	N	Y	N	{#Artikara#}¦ Adj. {%Unheil schaffend%} ĀPAST. ŚR. 12,23,12.
Artikara	14320	7-319-c	absent	N	Y	N	{#Artikara#}¦ 5.
AruRaSikzA	2642	2-294-a	absent	N	Y	N	{{Lbody=2642}}
AruRaSikzA	14298	7-319-b	absent	N	Y	N	{#AruRaSikzA#}¦ 2.
AryAdviSatI	2650	2-294-b	absent	N	Y	N	{#AryAdviSatI#} f., {#AryApaYcASat#} f., {#AryAsvargArohaRaparvan#} n. (MBH.) und {#AlavandArstotra#} n.¦ Titel von Werk
AryAdviSatI	14338	7-319-c	absent	N	Y	N	{#AryAdviSatI#}, {#AryApaYcASat#} und {#AryAsvargArohaRaparvan#} [Page7-319-d]¦ 2.
AryAsvargArohaRaparvan	2650	2-294-b	absent	N	Y	N	{{Lbody=2650}}
AryAsvargArohaRaparvan	14338	7-319-c	absent	N	Y	N	{{Lbody=14338}}
AryaKaRqa	14328	7-319-c	absent	N	Y	N	{#AryaKaRqa#}¦ n. = {#BAratavarza#} DHARMAŚARMĀBHY. 1,43.
AryabrahmaviSezacittaparipfcCA	14332	7-319-c	absent	Y	Y	N	{#*AryabrahmaviSezacittaparipfcCA#}¦ f. Titel eines Werkes MAHĀVY. 65.
AryabudDi	2648	2-294-b	absent	N	Y	N	{#AryabudDi#}¦ Adj. {%edelmüthig%} ebend. 2,111,9.
AryabudDi	14331	7-319-c	absent	N	Y	N	{#AryabudDi#}¦ 2.
AryadAsI	2647	2-294-b	absent	N	Y	N	{#AryadAsI#}¦ f. N. pr. einer Frau DAŚAK. (1925) 2,74,11. 13.
AryadAsI	14329	7-319-c	absent	N	Y	N	{#AryadAsI#}¦ 2.
Aryamati	8635	6-298-a	absent	N	Y	N	{#Aryamati#}¦ Adj. {%von edler Gesinnung%} MBH. 1,44,7.
Aryamati	14333	7-319-c	absent	N	Y	N	{#Aryamati#}¦ 6.
AryaputrIya	1595	1-297-c	absent	N	Y	N	{#AryaputrIya#}¦ Adj. von {#Aryaputra#} NAIṢ. 9,68.
AryaputrIya	14330	7-319-c	absent	N	Y	N	{#AryaputrIya#}¦ 1.
AryasTavirIyaka	14337	7-319-c	absent	N	Y	N	{#AryasTavirIyaka#}¦ Adj. dazu JĀTAKAM. 16 ({#˚sTAvarIyaka#} die Hdschrr.).
Aryavant	2649	2-294-b	absent	N	Y	N	{#Aryavant#}¦ m. N. pr. eines Mannes HEM. PAR. 1,288.
Aryavant	14335	7-319-c	absent	N	Y	N	{#Aryavant#}¦ 2.
AsInanyAya	14458	7-320-c	absent	N	Y	N	{#AsInanyAya#}¦ Adj. {%wobei die sitzende Stellung als Regel dient%} ŚĀṄKH. ŚR. 1,1,15.
AsParaRakasamADi	14470	7-320-c	absent	Y	Y	N	{#*AsParaRakasamADi#}¦ m. {%ein best. Grad des%} Samādhi MAHĀVY. 67.
AsTI	14468	7-320-c	absent	N	Y	N	{#AsTI#}¦ Adv. s. oben {#asTI#}.
Asahasrakftvas	1622	1-298-a	absent	N	Y	N	{#Asahasrakf/tvas#}¦ Adj. {%bis tausend Mal%} TAITT. ĀR. 4,28,1.
Asahasrakftvas	14455	7-320-c	absent	N	Y	N	{#Asahasrakf/tvas#}¦ 1.
AsaktivAda	2660	2-294-b	absent	N	Y	N	{#AsaktivAda#} m. und {#AsanADyAya#} m.¦ Titel von Werken OPP. Cat. 1.
AsaktivAda	14445	7-320-b	absent	N	Y	N	{{Lbody=14445}}
AsanADyAya	2660	2-294-b	absent	N	Y	N	{{Lbody=2660}}
AsanADyAya	14449	7-320-c	absent	N	Y	N	{#AsanADyAya#}¦ 2.
Asanapawwa	4125	3-256-a	absent	N	Y	N	{#Asanapawwa#}¦ m. {%ein flacher Sitz%}.
Asanapawwa	14448	7-320-c	absent	N	Y	N	{#Asanapawwa#} und {#Asanapuwa/#}¦ 3.
Asanapuwa	14448	7-320-c	absent	N	Y	N	{{Lbody=14448}}
AsapARqu	8646	6-298-b	absent	N	Y	N	{#AsapARqu#}¦ Adj. {%weiss von Asche%} J. A. O. S. 11, CXLV.
AsapARqu	14454	7-320-c	absent	N	Y	N	{#AsapARqu#} und {#AsamApti#}¦ 6.
Asaritaka	22273	7-386-d	absent	N	Y	N	{#Asaritaka#}¦ n. term. techn. in der Musik ebend. 218.
Asecanavant	2663	2-294-b	absent	N	Y	Y	{#Asecanavant#}¦ Adj. {%einen Bauch habend%} (Gefäss) ĀPAST. ŚR. 15,14,13.
Asecanavant	14462	7-320-c	absent	N	Y	Y	{#Asecanavant#}¦ 2.
AspadI	6827	5-249-c	absent	N	Y	N	{#AspadI#}¦ mit {#kar#} HEM. PAR. 2,388.
AspadI	14469	7-320-c	absent	N	Y	N	{#AspadI#}¦ I. 5.
AsurakARqa	2662	2-294-b	absent	N	Y	N	{#AsurakARqa#}¦ Titel eines Werkes (MBH.) OPP. Cat. 1.
AsurakARqa	14460	7-320-c	absent	N	Y	N	{#AsurakARqa#}¦ 2.
AsyasaMmita	5413	4-296-b	absent	N	Y	N	{#AsyasaMmita#}¦ Adj. {%der Höhe des Mundes entsprechend%} ĀŚV. ŚR. 1,7,6.
AsyasaMmita	14478	7-320-c	absent	N	Y	N	{#AsyasaMmita#}¦ 4.
AtaptakArin	14011	7-317-c	absent	Y	Y	N	{#*AtaptakArin#}¦ Adj. {%eifrig zu Werke gehend%} MAHĀVY. 98.
Atas	2594	2-293-c	absent	N	Y	N	{#Atas#}¦ (1. {#A#} + {#atas#}) Adv. mit angefügtem {#ca#} {%und zwar aus folgendem Grunde%} MAHĀBH. (K.) 12,27. 81,4. 9
Atas	14013	7-317-c	absent	N	Y	N	{#Atas#}¦ 2.
AtiyAtrika	1519	1-296-c	absent	N	Y	N	{#AtiyAtrika#}¦ Adj. von {#AtayAtrA#} ŚAṂK. zu BĀDAR. 4,3,5.
