pwk_L	pwk_pc	slp1	iast	tier	rank	mw_fuzzy	evidence
216464	7-335-a	kOnAla	kaunāla	nearform0.92		kOntala	
216470	7-335-a	kOrpa	kaurpa	stem			
216476	7-335-a	kOSikapurARa	kauśikapurāṇa	nearform0.87		kOSikAraRya	
216481	7-335-a	kOstuBaBUzaRa	kaustubhabhūṣaṇa	nearform0.92		kOstuBadUzaRa	
216498	7-335-b	kriyAkEravacandrikA	kriyākairavacandrikā	NO-MATCH	B		B:krimRa;B:kriyAguptaka
216500	7-335-b	kriyAgopana	kriyāgopana	NO-MATCH	B		B:kriyAguptaka;B:kriyAviSAla
216505	7-335-b	kIqAtAla	kīḍātāla	nearform0.94		krIqAtAla	
216506	7-335-b	krIqAparicCeda	krīḍāpariccheda	nearform0.93		krIqAparicCada	
216508	7-335-b	krIqArudrAy	krīḍārudrāy	stem			
216519	7-335-c	krozwar	kroṣṭar	nearform0.92		krozwa	
216521	7-335-c	krOYcaGAtin	krauñcaghātin	nearform0.86		krOYcArAti	
216530	7-335-c	klomaka	klomaka	nearform0.80		komalaka	
216540	7-335-c	kzaRikapakza	kṣaṇikapakṣa	NO-MATCH	A		A:kzaRarajanI
216541	7-335-c	kzaRikarAhusidDAnta	kṣaṇikarāhusiddhānta	NO-MATCH	B		B:kzatajapAta
216543	7-335-c	kzatimant	kṣatimant	nearform0.94		kzatimat	
216546	7-335-d	kzatriyajapaviDAna	kṣatriyajapavidhāna	NO-MATCH	B		B:kzatriya;B:kzatriyAntakara
216551	7-335-d	kzapakaSreRi	kṣapakaśreṇi	NO-MATCH	B		B:kzapaka;B:kzapAnDya
216558	7-335-d	kzamI	kṣamī	stem			
216573	7-335-d	kzAradagDa	kṣāradagdha	NO-MATCH	B		B:kzArakIwa;B:kzArapattraka
216577	7-335-d	kzitikzamAvant	kṣitikṣamāvant	nearform0.96		kzitikzamAvat	
216589	7-336-a	kzIrod	kṣīrod	stem			
216593	7-336-a	kzuttas	kṣuttas	NO-MATCH	B		B:kzutkzAma
216594	7-336-a	kzutsaMbADa	kṣutsaṃbādha	nearform1.00		kzutsambADa	
216596	7-336-a	kzudraDamanI	kṣudradhamanī	nearform0.83		kzudrakarman	
216602	7-336-a	kzetranirmARaniDi	kṣetranirmāṇanidhi	NO-MATCH	A		A:kzetraja;B:kzetrapa
216606	7-336-a	kzetrAnukramaRI	kṣetrānukramaṇī	NO-MATCH	A		A:kzetrasADas;B:kzetriya
216610	7-336-a	kzemaRIya	kṣemaṇīya	nearform0.89		kzepaRIya	
216619	7-336-b	kzmApavitra	kṣmāpavitra	nearform0.95		kzApavitra	
216625	7-336-b	KaYjAhva	khañjāhva	NO-MATCH	B		B:KaYja;B:KawakA
216628	7-336-b	KawuNka	khaṭuṅka	NO-MATCH	B		B:Kawu;B:KawvA
216631	7-336-b	KaqgapawwiSin	khaḍgapaṭṭiśin	NO-MATCH	A		A:KaqIna
216632	7-336-b	KaqgalakzaRa	khaḍgalakṣaṇa	NO-MATCH	A		A:KaqgavAri
216637	7-336-b	KaRqatraya	khaṇḍatraya	NO-MATCH	B		B:KaRqaka;B:KaRqaparaSu
216639	7-336-b	KaRqaPulla	khaṇḍaphulla	NO-MATCH	B		B:KaRqaparaSu;B:KaRqamodaka
216642	7-336-b	KaRqasPuwa	khaṇḍasphuṭa	NO-MATCH	A		B:KaRqarakza;A:KaRqika
216651	7-336-b	KamBIrapati	khambhīrapati	NO-MATCH	A		A:KanyavAdin;B:Karajru
216654	7-336-c	Karapattrodumbara	kharapattrodumbara	NO-MATCH	A		A:KaraturagIya;B:KaraprARa
216657	7-336-c	KaruKarA	kharukharā	nearform0.80		KarvurA	
216659	7-336-c	Karpa	kharpa	nearform0.91		Karapa	
216660	7-336-c	KarvI	kharvī	stem			
216661	7-336-c	KalApi	khalāpi	nearform1.00		kalApi	
216665	7-336-c	KalupaScAdBaktika	khalupaścādbhaktika	NO-MATCH	A		B:Kalu;A:KalekapotanyAya
216671	7-336-c	Kavant	khavant	NO-MATCH	A		A:KalvaNga;B:KaSa
216673	7-336-c	Kaza	khaṣa	stem			
216675	7-336-c	Kasraj	khasraj	NO-MATCH	B		B:Kasa
216676	7-336-c	KARu	khāṇu	NO-MATCH	B		B:KAtaka
216678	7-336-c	KAtapUrva	khātapūrva	NO-MATCH	A		B:KAtaka;A:KAtra
216681	7-336-c	KAdyakacAraka	khādyakacāraka	NO-MATCH	B		B:KAdanIya;B:KAnam
216685	7-336-c	Killita	khillita	nearform0.86		Kallita	
216686	7-336-d	KuBBika	khubhbhika	NO-MATCH	A		A:KuramAlin
216688	7-336-d	Kusta	khusta	NO-MATCH	A		A:KuramAlin
216689	7-336-d	Kustaka	khustaka	nearform0.86		kustuka	
216691	7-336-d	Keqqa	kheḍḍa	nearform0.89		Keqa	
216693	7-336-d	Kowaka	khoṭaka	nearform1.00		kowaka	
216694	7-336-d	Koqaka	khoḍaka	nearform0.83		Kaqaka	
216699	7-336-d	gaganagirimunIndracarita	gaganagirimunīndracarita	NO-MATCH	A		B:gaganagaYja;A:gaganapariDAna
216704	7-336-d	gaNgarAmaBawwa	gaṅgarāmabhaṭṭa	nearform0.86		gaNgADaraBawwa	
216705	7-336-d	gaNgezwikA	gaṅgeṣṭikā	nearform0.80		gaNgAzwaka	
216706	7-336-d	gacCanirgata	gacchanirgata	NO-MATCH	B		B:gajapati
216709	7-336-d	gajaBawwa	gajabhaṭṭa	NO-MATCH	A		A:gajapUrva;B:gajasiMha
216711	7-336-d	gajasUtravAda	gajasūtravāda	NO-MATCH	B		B:gajasiMha;B:gajaskanDa
216713	7-336-d	gajAvartalakzaRa	gajāvartalakṣaṇa	NO-MATCH	B		B:gajaskanDa
216714	7-336-d	gajAsTija	gajāsthija	NO-MATCH	B		B:gajAhva
216716	7-336-d	gajendramokza	gajendramokṣa	NO-MATCH	B		B:gajAhva
216717	7-336-d	gaYjapati	gañjapati	nearform0.94		gajapati	
216719	7-336-d	gaYjulikA	gañjulikā	NO-MATCH	B		B:gaYjAkinI;B:gaqa
216727	7-337-a	gaRakAnanda	gaṇakānanda	nearform0.82		gaganAnanda	
216729	7-337-a	gaRaDarasArDaSataka	gaṇadharasārdhaśataka	NO-MATCH	B		B:gaRatrikA;B:gaRanApati
216732	7-337-a	gaRaniGaRwu	gaṇanighaṇṭu	NO-MATCH	B		B:gaRanApattrikA;B:gaRarAtra
216735	7-337-a	gaRikAtva	gaṇikātva	NO-MATCH	B		B:gaRADipati;B:gaRita
216741	7-337-a	gaReSvaradIkzita	gaṇeśvaradīkṣita	NO-MATCH	A		B:gaRisTarAja;A:gaRqa
216744	7-337-a	gaRqaberuRqanfsiMhamantra	gaṇḍaberuṇḍanṛsiṃhamantra	NO-MATCH	B		B:gaRqaka;B:gaRqalavaRa
216748	7-337-b	gaRqIkowanaka	gaṇḍīkoṭanaka	NO-MATCH	B		B:gaRqi;B:gaRqopala
216752	7-337-b	gatapUrva	gatapūrva	nearform0.89		gaRapUrva	
216762	7-337-b	gadADarIya	gadādharīya	NO-MATCH	B		B:gadA;B:ganDaka
216768	7-337-b	ganDapAzARavant	gandhapāṣāṇavant	nearform0.97		ganDapAzARavat	
216769	7-337-b	ganDapravAdA	gandhapravādā	nearform0.83		ganDarvaveda	
216770	7-337-b	ganDamAMsi	gandhamāṃsi	stem			
216775	7-337-c	ganDarvapratyupasTitA	gandharvapratyupasthitā	stem			
216777	7-337-c	ganDavant	gandhavant	nearform0.94		ganDavat	
216778	7-337-c	ganDasinDura	gandhasindhura	NO-MATCH	C		
216779	7-337-c	ganDasragdAmavant	gandhasragdāmavant	nearform0.97		ganDasragdAmavat	
216784	7-337-c	gamanavant	gamanavant	nearform0.95		gamanavat	
216785	7-337-c	gamAgamika	gamāgamika	nearform0.80		gAtAgatika	
216789	7-337-c	gamBIraGozasvaranAdita	gambhīraghoṣasvaranādita	NO-MATCH	B		B:gamBara
216790	7-337-c	gar	gar	stem			
216791	7-337-c	gar	gar	stem			
216792	7-337-c	gar	gar	stem			
216793	7-337-c	gar	gar	stem			
216797	7-337-c	garuqadaRqaka	garuḍadaṇḍaka	nearform0.80		gardaBARqaka	
216805	7-337-d	garBacikitsA	garbhacikitsā	NO-MATCH	B		B:garBa;B:garBanirharaRa
216807	7-337-d	garBapurImAhAtmya	garbhapurīmāhātmya	NO-MATCH	B		B:garBanirharaRa;B:garBapuroqASa
216816	7-337-d	garBAvezwana	garbhāveṣṭana	nearform0.92		gAtravezwana	
216822	7-337-d	galagrAhit	galagrāhit	NO-MATCH	A		A:galagranTi;A:galaranDra
216826	7-337-d	gallarka	gallarka	nearform0.93		gallaka	
216835	7-338-a	gANgOcya	gāṅgaucya	nearform0.88		gAMgOcya	
216851	7-338-a	gAyatrIhfdaya	gāyatrīhṛdaya	nearform0.81		gAyatrIrahasya	
216854	7-338-a	gArDa	gārdha	nearform1.00		garDa	
216855	7-338-a	gArDapfzwa	gārdhapṛṣṭa	nearform0.95		gArDrapfzwa	
216862	7-338-b	girirAja	girirāja	stem			
216866	7-338-b	girI	girī	stem			
216868	7-338-b	gIrvant	gīrvant	nearform0.92		gIrvat	
216869	7-338-b	gIrvARaSloka	gīrvāṇaśloka	NO-MATCH	B		B:guMkAra
216879	7-338-b	guRagaRavant	guṇagaṇavant	nearform0.96		guRagaRavat	
216881	7-338-b	guRapAWa	guṇapāṭha	nearform0.88		gaRapAWa	
216882	7-338-b	guRay	guṇay	stem			
216887	7-338-b	guRastu	guṇastu	nearform0.80		guRaSata	
216895	7-338-c	guptI	guptī	stem			
216897	7-338-c	guPA	guphā	stem			
216905	7-338-c	guruviDivijaya	guruvidhivijaya	NO-MATCH	B		B:guruvAra;B:gulPajAha
216911	7-338-c	gUQagulPa	gūḍhagulpha	NO-MATCH	A		B:guhyaruj;A:gUQamantra
216915	7-338-c	gUQodaka	gūḍhodaka	NO-MATCH	B		B:gUQAgUQatva;B:gUrd
216919	7-338-c	gadDi	gaddhi	nearform0.89		gadi	
216929	7-338-d	gfhacAraka	gṛhacāraka	nearform0.90		gfhakAraka	
216935	7-338-d	gfhapIWikA	gṛhapīṭhikā	nearform0.80		gfhagopikA	
216937	7-338-d	gfhameDA	gṛhamedhā	stem			
216938	7-338-d	gfhaye	gṛhaye	stem			
216940	7-338-d	gfhAy	gṛhāy	stem			
216945	7-338-d	gfhyapIWikA	gṛhyapīṭhikā	NO-MATCH	A		B:gfhya;A:geha
216956	7-339-a	gocarapariSudDa	gocarapariśuddha	NO-MATCH	A		A:gocara
216957	7-339-a	gocaraBAzAmuhUrtaviDi	gocarabhāṣāmuhūrtavidhi	NO-MATCH	B		B:gocarika
216959	7-339-a	goLikA	goḻikā	nearform1.00		golikA	
216964	7-339-a	godApariRaya	godāpariṇaya	NO-MATCH	A		A:godAnavrata
216965	7-339-a	goDanagiri	godhanagiri	NO-MATCH	B		B:gonihAra
216969	7-339-a	gopadmavrata	gopadmavrata	NO-MATCH	B		B:gopaticApa
216970	7-339-a	gopay	gopay	stem			
216974	7-339-a	gopAlaratnAkara	gopālaratnākara	NO-MATCH	B		B:gopAlagiri;B:gopiwaka
216976	7-339-a	gopitar	gopitar	nearform0.92		gopita	
216977	7-339-a	gopIcandanamAhAtmya	gopīcandanamāhātmya	NO-MATCH	C		
216978	7-339-a	goptfmant	goptṛmant	nearform0.94		goptfmat	
216983	7-339-a	gominda	gominda	nearform0.86		gomanda	
216990	7-339-a	golaBa	golabha	NO-MATCH	B		B:golaka;B:govarDana
216992	7-339-b	govindagItA	govindagītā	nearform0.82		govindanATa	
216994	7-339-b	govindarAjIya	govindarājīya	NO-MATCH	B		B:govindapAla
216995	7-339-b	goSAlIputra	gośālīputra	NO-MATCH	C		
216996	7-339-b	goSAstra	gośāstra	nearform0.88		gosattra	
216999	7-339-b	gozWIpurImAhAtmya	goṣṭhīpurīmāhātmya	NO-MATCH	A		B:gozWaSva;A:gozWodumbara
217002	7-339-b	gosahasrin	gosahasrin	nearform0.84		gosahasra	
217003	7-339-b	gOcya	gaucya	NO-MATCH	C		
217004	7-339-b	gOqabrahmAnanda	gauḍabrahmānanda	NO-MATCH	B		B:gOtama
217006	7-339-b	gOtamaDarma	gautamadharma	nearform0.82		gOtamasaras	
217010	7-339-b	gOrAvaskandin	gaurāvaskandin	NO-MATCH	B		B:gOra;B:gOrijeya
217014	7-339-b	gOlAkzIya	gaulākṣīya	nearform0.82		gOkakzyA	
217020	7-339-c	grahagocaraPala	grahagocaraphala	NO-MATCH	B		B:graB;B:grahaRa
217023	7-339-c	grahaRakriyAkrama	grahaṇakriyākrama	NO-MATCH	A		A:grahaRaka;B:grahatva
217027	7-339-c	grahavicAra	grahavicāra	nearform0.87		grahavicArin	
217029	7-339-c	grahArcanaprokzaRa	grahārcanaprokṣaṇa	NO-MATCH	A		A:grahAntarukTya;B:grahi
217031	7-339-c	grahika	grahika	stem			
217032	7-339-c	grahilI	grahilī	stem			
217046	7-339-c	grAvaReya	grāvaṇeya	nearform0.82		gaRAvarA	
217048	7-339-c	grAsapAtrI	grāsapātrī	NO-MATCH	B		B:grAvarohaka;B:grAha
217056	7-339-c	greDa	gredha	nearform0.91		gAreDa	
217057	7-339-d	glaTamlaTa	glathamlatha	NO-MATCH	B		B:glahana
217059	7-339-d	glAnatA	glānatā	nearform0.80		GanatAla	
217060	7-339-d	glAnapratyayaBEzajya	glānapratyayabhaiṣajya	NO-MATCH	B		B:glunTa
217062	7-339-d	GaNGaSAlA	ghaṅghaśālā	NO-MATCH	B		B:glunTa;B:Gaw
217065	7-339-d	GawikAcalamAhAtmya	ghaṭikācalamāhātmya	NO-MATCH	B		B:Gawa;B:Gaww
217072	7-339-d	GanAsTikaPa	ghanāsthikapha	NO-MATCH	B		B:Ganamud;B:Ganodaya
217090	7-339-d	GfRAvant	ghṛṇāvant	nearform0.93		GfRAvat	
217102	7-340-a	Gowakamfga	ghoṭakamṛga	NO-MATCH	B		B:GftAhuti
217103	7-340-a	GowapAlaka	ghoṭapālaka	NO-MATCH	B		B:GorasaMsparSa
217110	7-340-a	cakawi	cakaṭi	NO-MATCH	B		B:GrA
217111	7-340-a	cakArasamarTana	cakārasamarthana	NO-MATCH	B		B:cakoradfS
217113	7-340-a	cakoranayanA	cakoranayanā	nearform0.87		cakranAyaka	
217117	7-340-a	cakranyAsa	cakranyāsa	nearform0.86		caraRanyAsa	
217124	7-340-a	cakravant	cakravant	nearform0.94		cakravat	
217128	7-340-b	cakrIvant	cakrīvant	nearform0.94		cakrIvat	
217132	7-340-b	cakzuzmant	cakṣuṣmant	nearform0.95		cakzuzmat	
217136	7-340-b	cawacaw	caṭacaṭ	stem			
217138	7-340-b	cawitasPuwitaka	caṭitasphuṭitaka	NO-MATCH	B		B:cawitaka
217139	7-340-b	cawulay	caṭulay	stem			
217141	7-340-b	caRqaBAskara	caṇḍabhāskara	NO-MATCH	B		B:cawulita;B:caRqAntika
217143	7-340-b	caRqAlasamavfttimant	caṇḍālasamavṛttimant	NO-MATCH	B		B:caRqAntika;B:caRqikA
217155	7-340-b	caturdant	caturdant	stem			
217156	7-340-b	caturdaSatattvArTasArasaMgraha	caturdaśatattvārthasārasaṃgraha	NO-MATCH	B		B:caturdaSAkzara
217158	7-340-b	caturdaSIstotra	caturdaśīstotra	NO-MATCH	B		B:caturdaSAkzara;B:caturdvAra
217164	7-340-c	caturmatatAtparyasaMgraha	caturmatatātparyasaṃgraha	NO-MATCH	B		B:caturBUmika;B:caturmuKatIrTa
217168	7-340-c	caturyoginIsaMpuwa	caturyoginīsaṃpuṭa	NO-MATCH	B		B:caturyukta;B:caturvaktra
217170	7-340-c	caturvargasaMgraha	caturvargasaṃgraha	NO-MATCH	B		B:caturvaktra;B:caturviMSatikftvas
217178	7-340-c	caturvedatattvArTasaMgraha	caturvedatattvārthasaṃgraha	NO-MATCH	B		B:caturviMSika;B:catuScakra
217180	7-340-c	catuHSlokI	catuḥślokī	NO-MATCH	B		B:catuScakra;B:catuzka
217183	7-340-c	catuzkumBikA	catuṣkumbhikā	NO-MATCH	B		B:catuzkizku;B:catuzpaTa
217190	7-340-c	catustridviBAgI	catustridvibhāgī	NO-MATCH	B		B:catuzpuwa;B:catustridvyekaBAga
217193	7-340-c	catuHsUtrIBAzyaprakASa	catuḥsūtrībhāṣyaprakāśa	NO-MATCH	B		B:catuHsIta;B:catvara
217202	7-340-c	candrakAntIy	candrakāntīy	stem			
217206	7-340-d	candracUqIya	candracūḍīya	NO-MATCH	B		B:candracitra;B:candraputra
217213	7-340-d	candrAdigupti	candrādigupti	NO-MATCH	B		B:candrAtapa;B:candrASma
217215	7-340-d	candrikAKaRqana	candrikākhaṇḍana	NO-MATCH	B		B:candrASma
217216	7-340-d	candrikAy	candrikāy	stem			
217217	7-340-d	cannuBawwIya	cannubhaṭṭīya	NO-MATCH	B		B:capya
217220	7-340-d	camakaBAzya	camakabhāṣya	nearform0.91		carakaBAzya	
217222	7-340-d	camUha	camūha	NO-MATCH	A		B:camasADvaryu;A:campakaSrezWikaTAnaka
217225	7-340-d	cayanamUla	cayanamūla	NO-MATCH	B		B:cayana
217226	7-340-d	cayanAnandapille	cayanānandapille	NO-MATCH	B		B:car
217228	7-341-a	carakasaMdeSa	carakasaṃdeśa	NO-MATCH	A		B:car;A:caraRaka
217237	7-341-a	caramaSlokacandrikA	caramaślokacandrikā	NO-MATCH	B		B:caramavayas;B:carAcaraguru
217239	7-341-a	caritaguRa	caritaguṇa	NO-MATCH	B		B:carAcaraguru;B:caritapUrva
217249	7-341-a	caryApAda	caryāpāda	nearform0.89		carcApada	
217251	7-341-a	calAkzara	calākṣara	NO-MATCH	B		B:carvaRa;B:calitasTAna
217253	7-341-a	calitendriya	calitendriya	NO-MATCH	B		B:calitasTAna;B:cazaka
217259	7-341-a	cAkzuzIyanItiSAstra	cākṣuṣīyanītiśāstra	NO-MATCH	B		B:cAkzuza
217260	7-341-a	cAturdvIpaka	cāturdvīpaka	NO-MATCH	B		B:cAturDAkAraRika
217276	7-341-b	cApodara	cāpodara	NO-MATCH	B		B:cApaveda;B:cAmara
217278	7-341-b	cAmarajju	cāmarajju	NO-MATCH	B		B:cAmara;B:cAmIkarIya
217287	7-341-b	cArumanta	cārumanta	nearform0.94		carmAnta	
217303	7-341-c	ciYcaRI	ciñcaṇī	nearform0.86		ciYciRI	
217304	7-341-c	ciwiciwAy	ciṭiciṭāy	stem			
217318	7-341-c	citrapadDati	citrapaddhati	NO-MATCH	B		B:citrapawa;B:citraBArata
217320	7-341-c	citray	citray	stem			
217321	7-341-c	citraraktapawa	citraraktapaṭa	NO-MATCH	B		B:citrApUrRamAsa
217327	7-341-c	cidavasAna	cidavasāna	NO-MATCH	B		B:cidambara
217328	7-341-c	cidekarasa	cidekarasa	NO-MATCH	C		
217329	7-341-c	cidDarman	ciddharman	NO-MATCH	B		B:cint
217337	7-341-d	ciray	ciray	stem			
217342	7-341-d	cIvaravant	cīvaravant	nearform0.95		cIvaravat	
217347	7-341-d	cubukapratizWita	cubukapratiṣṭhita	NO-MATCH	B		B:cubukadaGna;B:cumb
217350	7-341-d	culukI	culukī	stem			
217354	7-341-d	cUcu	cūcu	nearform0.89		cuccU	
217361	7-341-d	cUlakarman	cūlakarman	nearform0.90		cOlakarman	
217362	7-341-d	cUlha	cūlha	nearform0.89		cUla	
217364	7-342-a	ceNgi	ceṅgi	NO-MATCH	B		B:cUz
217365	7-342-a	cetaHparyAyajYAna	cetaḥparyāyajñāna	NO-MATCH	C		
217366	7-342-a	cetanAy	cetanāy	nearform0.92		cetana	
217370	7-342-a	cezwi	ceṣṭi	stem			
217371	7-342-a	cEkkasa	caikkasa	NO-MATCH	C		
217372	7-342-a	cEtanaka	caitanaka	nearform0.80		cEtyaka	
217373	7-342-a	cEtradaRqika	caitradaṇḍika	nearform0.83		citradaRqaka	
217379	7-342-a	corapaYcASat	corapañcāśat	NO-MATCH	B		B:codana;B:colaka
217381	7-342-a	colacarita	colacarita	NO-MATCH	B		B:colaka;B:colapawwaka
217383	7-342-a	colapparAjIya	colapparājīya	NO-MATCH	B		B:colapawwaka;B:cOtapallava
217390	7-342-a	cyutisaMkrama	cyutisaṃkrama	NO-MATCH	B		B:cyu
217391	7-342-a	cyutyupapatti	cyutyupapatti	NO-MATCH	B		B:CagalAntrI
217394	7-342-b	CaRqikAvArika	chaṇḍikāvārika	NO-MATCH	B		B:CagalikA
217395	7-342-b	CaRqIkalpa	chaṇḍīkalpa	NO-MATCH	B		B:CattropAnaha
217402	7-342-b	Cadizmant	chadiṣmant	nearform0.94		Cadizmat	
217405	7-342-b	CandadAyaka	chandadāyaka	NO-MATCH	A		A:CandaHpratizWAna
217406	7-342-b	CandapariSudDi	chandapariśuddhi	NO-MATCH	C		
217407	7-342-b	CandapratyudDAra	chandapratyuddhāra	NO-MATCH	C		
217408	7-342-b	CandavAsin	chandavāsin	NO-MATCH	C		
217409	7-342-b	CandaHSloka	chandaḥśloka	NO-MATCH	C		
217410	7-342-b	CandoBaNgavant	chandobhaṅgavant	nearform0.96		CandoBaNgavat	
217412	7-342-b	CandombuDi	chandombudhi	NO-MATCH	B		B:CandoBAga;B:CamaRqala
217414	7-342-b	Card	chard	stem			
217420	7-342-b	CAyApatti	chāyāpatti	NO-MATCH	B		B:CAya;B:CAyApaTa
217422	7-342-c	CAyApuruzAvaboDana	chāyāpuruṣāvabodhana	NO-MATCH	B		B:CAyApaTa;B:Cid
217426	7-342-c	Cinnaplotika	chinnaplotika	NO-MATCH	A		A:CinnakarRa;B:CinnaBakta
217428	7-342-c	CinnamastakI	chinnamastakī	stem			
217430	7-342-c	CurikAlakzaRa	churikālakṣaṇa	NO-MATCH	B		B:Cur;B:Cowana
217436	7-342-c	jagatsUtravAdArTa	jagatsūtravādārtha	NO-MATCH	B		B:jagatkAraRakAraRa;B:jagDa
217439	7-342-c	jaGna	jaghna	stem			
217442	7-342-c	jawAdarpaRa	jaṭādarpaṇa	nearform0.87		jYAnadarpaRa	
217443	7-342-c	jawApura	jaṭāpura	nearform0.88		jawAsura	
217444	7-342-c	jawAmaRi	jaṭāmaṇi	NO-MATCH	C		
217445	7-342-c	jawAmaha	jaṭāmaha	NO-MATCH	B		B:jawAvallI
217447	7-342-c	jawAsidDAntacandrikA	jaṭāsiddhāntacandrikā	NO-MATCH	B		B:jawAvallI
217448	7-342-c	jawilay	jaṭilay	stem			
217449	7-342-c	jawiSilAmAhAtmya	jaṭiśilāmāhātmya	NO-MATCH	B		B:jaWarajvalana
217458	7-342-d	janapadakalyARa	janapadakalyāṇa	NO-MATCH	B		B:jananATa;B:janapadaGAtaka
217465	7-342-d	janimant	janimant	nearform0.93		janimat	
217470	7-342-d	janmagaha	janmagaha	nearform0.89		janmagfha	
217472	7-342-d	janmatapovidyAcAravarRASramavant	janmatapovidyācāravarṇāśramavant	NO-MATCH	B		B:janmacitraka;B:janman
217477	7-342-d	janmavarzAdiPala	janmavarṣādiphala	NO-MATCH	B		B:janmabanDa;B:janya
217482	7-343-a	jambUsvAmi	jambūsvāmi	nearform0.95		jambUsvAmin	
217484	7-343-a	jamBam	jambham	stem			
217487	7-343-a	jamBi	jambhi	stem			
217491	7-343-a	jayapUrva	jayapūrva	NO-MATCH	B		B:jayantI;B:jayabAhu
217494	7-343-a	jayarAmIya	jayarāmīya	nearform0.80		jaWarAmaya	
217495	7-343-a	jayavant	jayavant	nearform0.93		jayavat	
217513	7-343-a	jalaruhekzaRA	jalaruhekṣaṇā	stem			
217520	7-343-a	jalodanapaYcaka	jalodanapañcaka	NO-MATCH	B		B:jalAmatra
217521	7-343-a	jalpAkay	jalpākay	nearform0.93		jalpaka	
217523	7-343-b	javanaprajYa	javanaprajña	NO-MATCH	B		B:jau;B:javita
217529	7-343-b	jANgalIka	jāṅgalīka	nearform1.00		jANgalika	
217531	7-343-b	jAqyavant	jāḍyavant	NO-MATCH	B		B:jAqAyana;B:jAtaka
217539	7-343-b	jAtiKaRqana	jātikhaṇḍana	NO-MATCH	A		A:jAtavedas;A:jAtyantarIyaka
217543	7-343-b	jAnana	jānana	nearform1.00		janana	
217551	7-343-b	jAyAMpatika	jāyāṃpatika	nearform1.00		jAyAmpatika	
217556	7-343-c	jAlImAMsa	jālīmāṃsa	NO-MATCH	B		B:jAlin
217557	7-343-c	jAva	jāva	stem			
217558	7-343-c	jAvita	jāvita	nearform1.00		javita	
217562	7-343-c	jijYAsTi	jijñāsthi	nearform0.80		jijYAsu	
217567	7-343-c	jihIrizu	jihīriṣu	nearform0.93		jihIrzu	
217569	7-343-c	jihvAniScAraka	jihvāniścāraka	NO-MATCH	A		A:jihmakArin
217570	7-343-c	jihvAsPowakam	jihvāsphoṭakam	NO-MATCH	B		B:jIrvi
217584	7-343-d	jIvantiSUlA	jīvantiśūlā	nearform0.82		jIvantiSAka	
217589	7-343-d	jIvAntarhita	jīvāntarhita	NO-MATCH	B		B:jIvAtu;B:jIviteSa
217593	7-343-d	juka	juka	nearform0.89		juzka	
217596	7-343-d	jumbakA	jumbakā	stem			
217597	7-343-d	juzARavant	juṣāṇavant	nearform0.95		juzARavat	
217605	7-343-d	jozwra	joṣṭra	NO-MATCH	B		B:jomA;B:jYapti
217617	7-344-a	jYAnavatI	jñānavatī	nearform0.94		jYAnavat	
217620	7-344-a	jYAnAnuparivartin	jñānānuparivartin	NO-MATCH	B		B:jYAnAgni;B:jYApti
217636	7-344-b	jyot	jyot	stem			
217638	7-344-b	jyotirjyotizparAyaRa	jyotirjyotiṣparāyaṇa	NO-MATCH	A		A:jyotayamAmaka;B:jyotirBAga
217640	7-344-b	jyotizpaTa	jyotiṣpatha	nearform0.86		jyotizpakza	
217641	7-344-b	jyotizpraBaratna	jyotiṣprabharatna	NO-MATCH	C		
217642	7-344-b	jyotizmati	jyotiṣmati	stem			
217643	7-344-b	jyotistamaHparAyaRa	jyotistamaḥparāyaṇa	NO-MATCH	B		B:jyotIrasa
217647	7-344-b	jvalanolka	jvalanolka	NO-MATCH	B		B:jvalana;B:jvalita
217650	7-344-b	Jakawa	jhakaṭa	NO-MATCH	A		A:jvAla
217651	7-344-b	JaMkfti	jhaṃkṛti	nearform0.86		JAMkfta	
217653	7-344-b	JalaYJalA	jhalañjhalā	NO-MATCH	B		B:Jara;B:JallIkA
217664	7-344-b	qItara	ḍītara	NO-MATCH	B		B:qimBa;B:Qakka
217667	7-344-b	QuRQika	ḍhuṇḍhika	stem			
217678	7-344-c	taqAGAta	taḍāghāta	nearform1.00		tAqaGAta	
217679	7-344-c	taqilleKAy	taḍillekhāy	nearform0.95		taqilleKA	
217695	7-344-c	taTAkArin	tathākārin	nearform0.94		tatkArin	
217696	7-344-c	taTAgatacintyaguhyanirdeSa	tathāgatacintyaguhyanirdeśa	NO-MATCH	B		B:taTAtA
217717	7-344-d	tanitar	tanitar	nearform0.80		tandritA	
217722	7-344-d	tanUkartar	tanūkartar	nearform0.90		tanUkaraRa	
217727	7-344-d	tantumant	tantumant	nearform0.94		tantumat	
217728	7-344-d	tantrapati	tantrapati	NO-MATCH	B		B:tantrAvApa
217730	7-344-d	tantrya	tantrya	nearform0.93		tantraya	
217731	7-344-d	tandrAy	tandrāy	nearform0.93		tandrayu	
217747	7-345-a	tamanI	tamanī	stem			
217751	7-345-a	tamastamaHparAyaRa	tamastamaḥparāyaṇa	NO-MATCH	B		B:tamaskARqa
217752	7-345-a	tamAKu	tamākhu	NO-MATCH	B		B:tamISvara
217754	7-345-a	tamojyotizparAyaRa	tamojyotiṣparāyaṇa	NO-MATCH	B		B:tamISvara;B:tamoBAga
217757	7-345-a	tar	tar	stem			
217761	7-345-a	tarattAra	tarattāra	nearform0.94		tAratAra	
217769	7-345-b	tarutar	tarutar	nearform0.92		tarutA	
