form_slp1	flag	heritage_stems	kosha_lemmas	heritage_category	kosha_sources	disagreement_class
vetA	disagree	vI|veta	vetA	finite-verb|participle	dcs	genuine-or-ambiguous
vetravatI	disagree	vetravat	vetravatI	iic-compound|nominal	dcs	stem-granularity
vetravatyAm	disagree	vetravat	vetravatI	nominal	dcs	stem-granularity
vetsyamAnA	disagree	vetsyamAna	vid	participle	dcs	genuine-or-ambiguous
vetsyan	disagree	vetsyat	vid	participle	dcs	genuine-or-ambiguous
vevezwi	disagree	viz	vevezw	finite-verb	dcs	genuine-or-ambiguous
vevezwu	disagree	viz	veviz	finite-verb	vidyut	genuine-or-ambiguous
vezI	disagree	veza	vezin	iiv-compound	dcs	genuine-or-ambiguous
vezaRA	disagree	vezaRa	vezaRA	nominal	dcs	genuine-or-ambiguous
vezaRayA	disagree	vezaRa	vezaRA	nominal	dcs	genuine-or-ambiguous
vezat	disagree	vezat	viz	participle	vidyut	genuine-or-ambiguous
vezayAmi	disagree	viz	vezay	finite-verb	dcs	genuine-or-ambiguous
vezayitvA	disagree	viz	vezay	verbal-indecl	dcs	genuine-or-ambiguous
vezwA	disagree	vezwa|viS|viz	vezw	finite-verb|nominal	dcs	stem-granularity
vezwamAnA	disagree	vezwamAna	vezw	participle	dcs	stem-granularity
vezwamAnAm	disagree	vezwamAna	vezw	participle	dcs	stem-granularity
vezwamAnAni	disagree	vezwamAna	vezw	participle	dcs	stem-granularity
vezwayAmi	disagree	vezw	vezway	finite-verb	dcs	stem-granularity
vezwaya	disagree	vezw	vezwi	finite-verb	vidyut	stem-granularity
vezwayan	disagree	vezwayat	vezway	participle	dcs	stem-granularity
vezwayantI	disagree	vezwayat	vezway	participle	dcs	stem-granularity
vezwayanti	disagree	vezw|vezwayat	vezway	finite-verb|participle	dcs	stem-granularity
vezwayata	disagree	vezw	vezway	finite-verb	dcs	stem-granularity
vezwayate	disagree	vezw|vezwayat	vezway	finite-verb|participle	dcs	stem-granularity
vezwayati	disagree	vezw|vezwayat	vezway	finite-verb|participle	dcs	stem-granularity
vezwayet	disagree	vezw	vezway	finite-verb	dcs	stem-granularity
vezwayitum	disagree	vezw	vezway	verbal-indecl	dcs	stem-granularity
vezwayitvA	disagree	vezw	vezway	verbal-indecl	dcs	stem-granularity
vezwayizyanti	disagree	vezw|vezwayizyat	vezway	finite-verb|participle	dcs	stem-granularity
vezwitAm	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwitAn	disagree	vezwita	vezw|vezway	participle	dcs	stem-granularity
vezwitAni	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwitAt	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwitam	disagree	vezwita	vezw|vezway	participle	dcs	stem-granularity
vezwitasya	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwitayA	disagree	vezwita	vezw	participle	dcs	stem-granularity
vezwite	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwitena	disagree	vezwita	vezway	participle	dcs	genuine-or-ambiguous
vezwyA	disagree	vezwya	vezw	participle	dcs	stem-granularity
vezwya	disagree	vezw	vezway	verbal-indecl	dcs	stem-granularity
vezwyam	disagree	vezwya	vezw|vezway	participle	dcs	stem-granularity
vezwyamAnam	disagree	vezwyamAna	vezway	participle	dcs	genuine-or-ambiguous
vezwyate	disagree	vezw	vezway	finite-verb	dcs	stem-granularity
vfDi	disagree	vfD	vf	nominal	dcs	genuine-or-ambiguous
vfDos	disagree	vfD	vfDu	nominal	dcs	stem-granularity
vfRAnA	disagree	vfRAna	vf	participle	dcs	genuine-or-ambiguous
vfRAnAn	disagree	vfRAna	vf	participle	dcs	genuine-or-ambiguous
vfRatA	disagree	vfRat	vf	participle	dcs	genuine-or-ambiguous
vfRvAnA	disagree	vfRvAna	vf	participle	dcs	genuine-or-ambiguous
vfRvan	disagree	vfRvat	vf	participle	vidyut	genuine-or-ambiguous
vfRvatA	disagree	vfRvat	vf	participle	dcs	genuine-or-ambiguous
vfRvatI	disagree	vfRvat	vf	participle	vidyut	genuine-or-ambiguous
vfScat	disagree	vfScat	vraSc	participle	dcs	genuine-or-ambiguous
vfScate	disagree	vfScat	vraSc	participle	dcs	genuine-or-ambiguous
vfScyamAnam	disagree	vfScyamAna	vraSc	participle	dcs	genuine-or-ambiguous
vfdDAni	disagree	vfdDa	vfD	participle	dcs	genuine-or-ambiguous
vfdDikA	disagree	vfdDaka	vfdDikA	nominal	dcs	genuine-or-ambiguous
vfdDike	disagree	vfdDaka	vfdDika	nominal	dcs	genuine-or-ambiguous
vfhat	disagree	vfhat	vfh	participle	dcs	stem-granularity
vfhatA	disagree	vfhat	vfh	participle	vidyut	stem-granularity
vfjanAsu	disagree	vfjana	vfjanA	nominal	dcs	genuine-or-ambiguous
vfjyA	disagree	vfji|vfjya	vfj	nominal|participle	vidyut	stem-granularity
vfjyAm	disagree	vfji|vfjya	vfj	nominal|participle	dcs	stem-granularity
vfkI	disagree	vfka	vfkI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vfkRA	disagree	vfkRa	vraSc	participle	dcs	genuine-or-ambiguous
vfkRam	disagree	vfkRa	vraSc	participle	dcs	genuine-or-ambiguous
vfkRe	disagree	vfkRa	vraSc	participle	dcs	genuine-or-ambiguous
vfkezu	disagree	vfka	vfk	nominal	vidyut	stem-granularity
vfkyO	disagree	vfka	vfkI	nominal	dcs	genuine-or-ambiguous
vfkyam	disagree	vfka	vfk	nominal	vidyut	stem-granularity
vfkye	disagree	vfka	vfkI	nominal	dcs	genuine-or-ambiguous
vfkzavat	disagree	vfkzavat	vfkzavant	iic-compound|nominal	dcs	genuine-or-ambiguous
vftAm	disagree	vft|vfta	vf	nominal|participle	dcs	genuine-or-ambiguous
vftAn	disagree	vfta	vf	participle	dcs	genuine-or-ambiguous
vftAs	disagree	vfta	vf	participle	dcs	genuine-or-ambiguous
vftAya	disagree	vfta	vf	participle	dcs	genuine-or-ambiguous
vftas	disagree	vft|vfta	vf	nominal|participle	dcs	genuine-or-ambiguous
vftasya	disagree	vfta	vf	participle	dcs	genuine-or-ambiguous
vftavAn	disagree	vftavat	vf	participle	dcs	genuine-or-ambiguous
vftavatI	disagree	vftavat	vf	participle	dcs	genuine-or-ambiguous
vftayA	disagree	vfta	vf|vftA	participle	dcs	genuine-or-ambiguous
vfte	disagree	vft|vfta	vf	nominal|participle	dcs	genuine-or-ambiguous
vftena	disagree	vfta	vf	participle	dcs	genuine-or-ambiguous
vfttAsu	disagree	vftta	vft	participle	dcs	stem-granularity
vfttas	disagree	vftta	vft	participle	dcs	stem-granularity
vfttikA	disagree	vfttika	vfttikA	nominal	dcs	genuine-or-ambiguous
vfttikayA	disagree	vfttika	vfttikA	nominal	dcs	genuine-or-ambiguous
vfttinAm	disagree	vfttin	vftti	nominal	dcs	stem-granularity
vfzAkapAyi	disagree	vfzAkapi	vfzAkapAyI	iic-compound|nominal	dcs	genuine-or-ambiguous
vfzali	disagree	vfzalI	vfzalin	iic-compound|nominal	dcs	genuine-or-ambiguous
vfzasyantI	disagree	vfzasyat	vfzasyantI	participle	dcs	genuine-or-ambiguous
vfzasyantyO	disagree	vfzasyat	vfzasyantI	participle	dcs	genuine-or-ambiguous
vfzwAt	disagree	vfzwa	vfz	participle	dcs	stem-granularity
vfzwam	disagree	vfzwa	vfz	participle	dcs	stem-granularity
vfzwavAn	disagree	vfzwavat	vfz	participle	dcs	stem-granularity
vfzwe	disagree	vfzwa	vfz	participle	dcs	stem-granularity
vfzwena	disagree	vfzwa	vfz	participle	dcs	stem-granularity
vfzya	disagree	vfz	vfzya	verbal-indecl	dcs	stem-granularity
viBAs	disagree	viBA	viBAs	nominal	dcs	stem-granularity
viBAt	disagree	viBA	viBAt	nominal	dcs	stem-granularity
viBAvanA	disagree	viBAvana	viBAvanA	nominal	dcs	genuine-or-ambiguous
viBAvarI	disagree	viBAvan	viBAvarI	iic-compound|nominal	dcs	genuine-or-ambiguous
viBAvarIm	disagree	viBAvan	viBAvarI	nominal	dcs	genuine-or-ambiguous
viBAvaryA	disagree	viBAvan	viBAvarI	nominal	dcs	genuine-or-ambiguous
viBAvaryAm	disagree	viBAvan	viBAvarI	nominal	dcs	genuine-or-ambiguous
viBAvasu	disagree	viBAvan	viBAvasu	nominal	dcs	genuine-or-ambiguous
viBIzaRA	disagree	viBIzaRa	viBIzaRA	nominal	dcs	genuine-or-ambiguous
viBIzaRI	disagree	viBIzaRa	viBIzaRI	iiv-compound	dcs	genuine-or-ambiguous
viBIzikAm	disagree	viBIzaka	viBIzikA	nominal	dcs	genuine-or-ambiguous
viBO	disagree	viBA|viBU	viBu	nominal	dcs	genuine-or-ambiguous
viBUn	disagree	viBU	viBu	nominal	dcs	genuine-or-ambiguous
viBUtiBis	disagree	viBUti	viBU	nominal	vidyut	stem-granularity
viBaktikA	disagree	viBaktika	viBaktikA	nominal	dcs	genuine-or-ambiguous
viBaktikam	disagree	viBaktika	viBaktikA	nominal	dcs	genuine-or-ambiguous
viBedI	disagree	viBeda	viBedin	iiv-compound	dcs	genuine-or-ambiguous
viBedaka	disagree	viBedaka	viBid	iic-compound|nominal	vidyut	genuine-or-ambiguous
viBedikA	disagree	viBedaka	viBedika	nominal	dcs	genuine-or-ambiguous
viBu	disagree	viBU	viBu	iic-compound|nominal	dcs	genuine-or-ambiguous
viBum	disagree	viBU	viBu	nominal	dcs	genuine-or-ambiguous
viBunA	disagree	viBU	viBu	nominal	dcs	genuine-or-ambiguous
viBus	disagree	viBU	viBu	nominal	dcs	genuine-or-ambiguous
viBvI	disagree	viBU	viBu	iic-compound|nominal	dcs	genuine-or-ambiguous
viBvyas	disagree	viBU	viBu	nominal	dcs	genuine-or-ambiguous
viByAm	disagree	viBI	vi	nominal	dcs	genuine-or-ambiguous
viDAt	disagree	viDA	viDa	nominal	dcs	genuine-or-ambiguous
viDAtar	disagree	viDAtf	viDe	nominal	vidyut	genuine-or-ambiguous
viDAva	disagree	viD	viDAv	finite-verb	dcs	stem-granularity
viDAyike	disagree	viDAyaka	viDAyika	nominal	dcs	genuine-or-ambiguous
viDa	disagree	viD|viDA	viDa	finite-verb|iic-compound|nominal	dcs	stem-granularity
viDamA	disagree	viDama	viDamA	nominal	vidyut	genuine-or-ambiguous
viDamAm	disagree	viDama	viDamA	nominal	dcs	genuine-or-ambiguous
viDama	disagree	viDama	viDam	iic-compound|nominal	dcs	stem-granularity
viDan	disagree	viDat	viD	participle	dcs	stem-granularity
viDantam	disagree	viDat	viD	participle	dcs	stem-granularity
viDat	disagree	viDat	viD	participle	dcs	stem-granularity
viDate	disagree	viDat	viD	participle	dcs	stem-granularity
viDaya	disagree	viDaya	viDi	iic-compound|nominal	dcs	genuine-or-ambiguous
viDe	disagree	viD|viDA	viDa|viDi	nominal	dcs	stem-granularity
viDena	disagree	viDA	viDa	nominal	dcs	genuine-or-ambiguous
viDezu	disagree	viDA	viDa	nominal	vidyut	genuine-or-ambiguous
viDfti	disagree	viDfti	viDf	iic-compound|nominal	vidyut	stem-granularity
viDyamAnA	disagree	viDyamAna	vyaD	participle	dcs	genuine-or-ambiguous
viDyan	disagree	viDyat	vyaD	participle	dcs	genuine-or-ambiguous
viDyantam	disagree	viDyat	viDyanta	participle	vidyut	genuine-or-ambiguous
viDyat	disagree	viDyat	vyaD	participle	dcs	genuine-or-ambiguous
viDyatA	disagree	viDyat	vyaD	participle	dcs	genuine-or-ambiguous
viGAtI	disagree	viGAta	viGAtin	iiv-compound	dcs	genuine-or-ambiguous
viKaRqitAm	disagree	viKaRqita	viKaRqay	nominal	dcs	genuine-or-ambiguous
viKaRqita	disagree	viKaRqita	viKaRqay	iic-compound|nominal	dcs	genuine-or-ambiguous
viKyAtO	disagree	viKyAti	viKyA	nominal	dcs	stem-granularity
viMSI	disagree	viMSa	viMSin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
viMSat	disagree	viMSati	viMSat	iic-compound|nominal	dcs	stem-granularity
viPalI	disagree	viPala	viPal	iiv-compound	vidyut	stem-granularity
viSAKAsu	disagree	viSAKa	viSAKA	nominal	dcs	genuine-or-ambiguous
viSAKAyAm	disagree	viSAKa	viSAKA	nominal	dcs	genuine-or-ambiguous
viSAlI	disagree	viSAla	viSAlI	iiv-compound	dcs	genuine-or-ambiguous
viSaNke	disagree	viSaNkA	viSaNk	nominal	dcs	stem-granularity
viSadayati	disagree	viSada|viSadayat	viSaday	finite-verb|participle	dcs	stem-granularity
viSalyA	disagree	viSalya	viSalyA	nominal	dcs	genuine-or-ambiguous
viSalyAm	disagree	viSalya	viSalyA	nominal	dcs	genuine-or-ambiguous
viSalyayA	disagree	viSalya	viSalyA	nominal	dcs	genuine-or-ambiguous
viSalye	disagree	viSalya	viSalyA	nominal	dcs	genuine-or-ambiguous
viSamAnAn	disagree	viSamAna	viS	participle	dcs	stem-granularity
viSamAnAni	disagree	viSamAna	viS	participle	dcs	stem-granularity
viSan	disagree	viSat	viS	participle	dcs	stem-granularity
viSantI	disagree	viSat	viS	participle	dcs	stem-granularity
viSantam	disagree	viSat	viS	participle	dcs	stem-granularity
viSasanI	disagree	viSasana	viSas	iiv-compound	vidyut	stem-granularity
viSase	disagree	viS	viSas	finite-verb	vidyut	stem-granularity
viSat	disagree	viSat	viS	participle	dcs	stem-granularity
viSatA	disagree	viSat	viS	participle	dcs	stem-granularity
viSatI	disagree	viSat	viS	participle	dcs	stem-granularity
viSeya	disagree	viS	viSI	finite-verb	vidyut	stem-granularity
viSezatas	disagree	viSeza	viSezataH	indeclinable	dcs	stem-granularity
viSeziRe	disagree	viSezin	viSiz	nominal	vidyut	genuine-or-ambiguous
viSezyate	disagree	viSezyatA	viSezay	nominal	dcs	genuine-or-ambiguous
viSiKAsu	disagree	viSiKa	viSiKA	nominal	dcs	genuine-or-ambiguous
viSozI	disagree	viSoza	viSozin	iiv-compound	dcs	genuine-or-ambiguous
viSvAsAya	disagree	viSvAsa	viSvAsi	nominal	vidyut	genuine-or-ambiguous
viSvaksene	disagree	viSvaksena	vizvaksena	nominal	dcs	genuine-or-ambiguous
viSvamBarA	disagree	viSvamBara	viSvamBarA	nominal	dcs	genuine-or-ambiguous
viSvamBarI	disagree	viSvamBara	viSvamBari	iiv-compound	vidyut	genuine-or-ambiguous
viSvasana	disagree	viSvasana	viSvas	iic-compound|nominal	vidyut	stem-granularity
viSvastA	disagree	viSvasta	viSvas|viSvastA	nominal	dcs	stem-granularity
viSvastAn	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvastAnAm	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvastO	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvasta	disagree	viSvasta	viSvas	iic-compound|nominal	dcs	stem-granularity
viSvastam	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvastasya	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvastayA	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvaste	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
viSvastezu	disagree	viSvasta	viSvas	nominal	dcs	stem-granularity
vibudDAnAm	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vibudDa	disagree	vibudDa	vibuD	iic-compound|nominal	dcs	genuine-or-ambiguous
vibudDam	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vibudDas	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vibudDasya	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vibudDe	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vibudDena	disagree	vibudDa	vibuD	nominal	dcs	genuine-or-ambiguous
vicAraRA	disagree	vicAraRa	kf|vicAraRA	nominal	dcs	genuine-or-ambiguous
vicAraRAm	disagree	vicAraRa	vicAraRA	nominal	dcs	genuine-or-ambiguous
vicAraRayA	disagree	vicAraRa	vicAraRA	nominal	dcs	genuine-or-ambiguous
vicArin	disagree	vicArin	vicar	nominal	vidyut	genuine-or-ambiguous
vicCedana	disagree	vicCedana	vicCedanA	iic-compound|nominal	vidyut	genuine-or-ambiguous
vicakzaRAm	disagree	vicakzaRa	vicakzaRA	nominal	dcs	genuine-or-ambiguous
vicarzaRam	disagree	vicarzaRi	vicarzaRa	nominal	dcs	genuine-or-ambiguous
vicitre	disagree	vicitra	vicitrA	nominal	dcs	genuine-or-ambiguous
vicyutA	disagree	vicyuta	vicyu	nominal	dcs	stem-granularity
vicyutAn	disagree	vicyuta	vicyu	nominal	dcs	stem-granularity
vicyutAyAm	disagree	vicyuta	vicyu	nominal	dcs	stem-granularity
vicyutam	disagree	vicyuta	vicyu	nominal	dcs	stem-granularity
vicyute	disagree	vicyuta	vicyu	nominal	dcs	stem-granularity
vidAhin	disagree	vidAhin	vidah	nominal	vidyut	genuine-or-ambiguous
vidAnA	disagree	vidAna	vid	participle	dcs	stem-granularity
vidAnam	disagree	vidAna	vid	participle	dcs	stem-granularity
vidAnas	disagree	vidAna	vid	participle	dcs	stem-granularity
vidAne	disagree	vidAna	vid	participle	dcs	stem-granularity
vidArI	disagree	vidAra	vidArI|vidArin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vidArIRAm	disagree	vidAra	vidArI	nominal	dcs	genuine-or-ambiguous
vidArIm	disagree	vidAra	vidArI	nominal	dcs	genuine-or-ambiguous
vidAri	disagree	vidAra	vidAri|vidArin	iic-compound|nominal	dcs	genuine-or-ambiguous
vidAryA	disagree	vidAra	vidArI	nominal	dcs	genuine-or-ambiguous
vidAsi	disagree	vidAsin	vid	iic-compound|nominal	dcs	stem-granularity
vidDA	disagree	vidDa	vidDf|vyaD	participle	dcs	genuine-or-ambiguous
vidDAm	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAn	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAnAm	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAni	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAs	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAsu	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDAyAm	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDO	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDas	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDasya	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDayA	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDena	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidDezu	disagree	vidDa	vyaD	participle	dcs	genuine-or-ambiguous
vidaTa	disagree	vidaTa	vid	iic-compound|nominal	dcs	stem-granularity
vidan	disagree	vidat	vid	participle	dcs	stem-granularity
vidantas	disagree	vidat	vid	participle	dcs	stem-granularity
vidarBA	disagree	vidarBa	vidarBA	nominal	dcs	genuine-or-ambiguous
vidarBARi	disagree	vidarBa	vidarBi	nominal	vidyut	genuine-or-ambiguous
vidat	disagree	vidat	viSvyA|vid	participle	dcs	stem-granularity
videhA	disagree	videha	videhA	nominal	dcs	genuine-or-ambiguous
viditA	disagree	vidita	vid|viditA	participle	dcs	stem-granularity
viditAm	disagree	vidita	vid	participle	dcs	stem-granularity
viditAn	disagree	vidita	vid	participle	dcs	stem-granularity
viditAni	disagree	vidita	vid	participle	dcs	stem-granularity
viditAs	disagree	vidita	vid	participle	dcs	stem-granularity
viditAt	disagree	vidita	vid	participle	dcs	stem-granularity
viditAya	disagree	vidita	vid	participle	dcs	stem-granularity
viditO	disagree	vidita	vid	participle	dcs	stem-granularity
viditam	disagree	vidita	vid	participle	dcs	stem-granularity
viditas	disagree	vidita	vid	participle	dcs	stem-granularity
viditasya	disagree	vidita	vid	participle	dcs	stem-granularity
viditena	disagree	vidita	vid	participle	dcs	stem-granularity
viditezu	disagree	vidita	vid	participle	vidyut	stem-granularity
vidurA	disagree	vidura	vidurA	nominal	dcs	genuine-or-ambiguous
vidurayA	disagree	vidura	vidurA	nominal	dcs	genuine-or-ambiguous
viduzI	disagree	vidvas	vid	participle	dcs	stem-granularity
vidvas	disagree	vid	vidvas	finite-verb	dcs	stem-granularity
vidvat	disagree	vidvas	vid	participle	dcs	stem-granularity
vidvezI	disagree	vidveza	vidvezin	iiv-compound	dcs	genuine-or-ambiguous
vidyADarI	disagree	vidyADara	vidyADarI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vidyADarIzu	disagree	vidyADara	vidyADarI	nominal	dcs	genuine-or-ambiguous
vidyADaryA	disagree	vidyADara	vidyADarI	nominal	dcs	genuine-or-ambiguous
vidyADaryE	disagree	vidyADara	vidyADarI	nominal	dcs	genuine-or-ambiguous
vidyAya	disagree	vidyA	vidya	nominal	dcs	genuine-or-ambiguous
vidyamAnA	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnAsu	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnAyAm	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnO	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnam	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnasya	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAne	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyamAnezu	disagree	vidyamAna	vid	participle	dcs	stem-granularity
vidyotA	disagree	vidyota	vidyotA	nominal	dcs	genuine-or-ambiguous
vidyutpraBA	disagree	vidyutpraBa	vidyutpraBA	nominal	dcs	genuine-or-ambiguous
vidyutpraBAm	disagree	vidyutpraBa	vidyutpraBA	nominal	dcs	genuine-or-ambiguous
vidyutpraBayA	disagree	vidyutpraBa	vidyutpraBA	nominal	dcs	genuine-or-ambiguous
vidyutpraBe	disagree	vidyutpraBa	vidyutpraBA	nominal	dcs	genuine-or-ambiguous
vidyutvAn	disagree	vidyutvat	vidyutvant	nominal	dcs	genuine-or-ambiguous
vigama	disagree	vigama	vigAmi	iic-compound|nominal	vidyut	genuine-or-ambiguous
vignA	disagree	vigna	vij	participle	dcs	genuine-or-ambiguous
vignam	disagree	vigna	vij	participle	dcs	genuine-or-ambiguous
vignena	disagree	vigna	vij	participle	dcs	genuine-or-ambiguous
vihArin	disagree	vihArin	vihf	nominal	vidyut	genuine-or-ambiguous
vihaNgA	disagree	vihaNga	vihaMga	nominal	dcs	nasal-variant
vihaNga	disagree	vihaNga	vihaMga	iic-compound|nominal	dcs	nasal-variant
vihaNgamAn	disagree	vihaNgama	vihaMgama	nominal	vidyut	nasal-variant
vihaNgama	disagree	vihaNgama	vihaMgama	iic-compound|nominal	dcs	nasal-variant
vihaNgamam	disagree	vihaNgama	vihaMgama	nominal	vidyut	nasal-variant
vihaNgamezu	disagree	vihaNgama	vihaMgama	nominal	dcs	nasal-variant
vihaNgezu	disagree	vihaNga	vihaMga	nominal	dcs	nasal-variant
vihagI	disagree	vihaga	vihagI	iiv-compound	dcs	genuine-or-ambiguous
vihava	disagree	vihava	vihve	iic-compound|nominal	vidyut	genuine-or-ambiguous
vihitO	disagree	vihiti	viDA	nominal	dcs	genuine-or-ambiguous
vijAmi	disagree	vij	vijAmi	finite-verb	vidyut	stem-granularity
vijAva	disagree	vij	vijAvan	finite-verb	vidyut	stem-granularity
vijYAya	disagree	vijYa	vijYA	nominal	dcs	genuine-or-ambiguous
vijamAnA	disagree	vijamAna	vij	participle	dcs	stem-granularity
vijanam	disagree	vijana	vijAni	nominal	vidyut	genuine-or-ambiguous
vijayante	disagree	vijayanta	viji	nominal	dcs	genuine-or-ambiguous
vijayinam	disagree	vijayin	vijayina	nominal	vidyut	stem-granularity
vijfmBA	disagree	vijfmBa	vijfmBA	nominal	dcs	genuine-or-ambiguous
vijitA	disagree	vij	viji	finite-verb	dcs	stem-granularity
vikArin	disagree	vikArin	vikAri	nominal	vidyut	stem-granularity
vikAsin	disagree	vikAsin	vikas	nominal	vidyut	genuine-or-ambiguous
vikaNkatA	disagree	vikaNkata	vikaNkatA	nominal	dcs	genuine-or-ambiguous
vikaNkatI	disagree	vikaNkata	vikaNkatI	iiv-compound	dcs	genuine-or-ambiguous
vikacA	disagree	vikaca	vikacA	nominal	dcs	genuine-or-ambiguous
vikalpI	disagree	vikalpa	vikalpin	iiv-compound	dcs	genuine-or-ambiguous
vikalpane	disagree	vikalpana	vikalpi	nominal	vidyut	genuine-or-ambiguous
vikarAle	disagree	vikarAla	vikarAlA	nominal	dcs	genuine-or-ambiguous
vikarRI	disagree	vikarRa	vikarRI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vikarRIm	disagree	vikarRa	vikarRI	nominal	dcs	genuine-or-ambiguous
vikaraRI	disagree	vikaraRa	vikaraRI	iiv-compound	dcs	genuine-or-ambiguous
vikramI	disagree	vikrama	vikramin	iiv-compound	dcs	genuine-or-ambiguous
vikramaRa	disagree	vikramaRa	vikram	iic-compound|nominal	vidyut	stem-granularity
vikrayikA	disagree	vikrayaka	vikrayika	nominal	dcs	genuine-or-ambiguous
vikrayikasya	disagree	vikrayaka	vikrayika	nominal	dcs	genuine-or-ambiguous
vikuRWAyAm	disagree	vikuRWa	vikuRWA	nominal	dcs	genuine-or-ambiguous
vikzara	disagree	vikzara	vikzar	iic-compound|nominal	vidyut	stem-granularity
vikzipa	disagree	vikzipa	vikzip	iic-compound|nominal	dcs	stem-granularity
vikzitam	disagree	vikzita	vikzi	nominal	dcs	stem-granularity
vilAsin	disagree	vilAsin	vilas	nominal	vidyut	genuine-or-ambiguous
vilAsinInAm	disagree	vilAsin	vilAsinI	nominal	dcs	stem-granularity
vilAsinas	disagree	vilAsin	vilas	nominal	vidyut	genuine-or-ambiguous
vilAsinyA	disagree	vilAsin	vilAsinI	nominal	dcs	stem-granularity
vilAsinyE	disagree	vilAsin	vilAsinI	nominal	dcs	stem-granularity
vilAsitA	disagree	vilAsitA	vilAsay	iic-compound|nominal	dcs	genuine-or-ambiguous
vilAya	disagree	bila	vilI	nominal	dcs	genuine-or-ambiguous
vilaNGin	disagree	vilaNGin	vilaNG	nominal	vidyut	stem-granularity
vilambin	disagree	vilambin	vilamb	nominal	vidyut	stem-granularity
vilepI	disagree	vilepa	vilepI	iiv-compound	dcs	genuine-or-ambiguous
vilomA	disagree	viloma	viloman	nominal	dcs	stem-granularity
vimocanI	disagree	vimocana	vimocanI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vimoka	disagree	vimoka	vimuc	iic-compound|nominal	vidyut	genuine-or-ambiguous
vimokzaRa	disagree	vimokzaRa	vimokzi	iic-compound|nominal	vidyut	genuine-or-ambiguous
vimuktO	disagree	vimukti	vimuc	nominal	dcs	genuine-or-ambiguous
vinASin	disagree	vinASin	vinaS	nominal	vidyut	genuine-or-ambiguous
vinDate	disagree	vinD|vinDat	viD	finite-verb|participle	dcs	genuine-or-ambiguous
vinDe	disagree	vinD	viD	finite-verb	dcs	genuine-or-ambiguous
vinadA	disagree	vinada	vinadA	nominal	dcs	genuine-or-ambiguous
vinayatAm	disagree	vinayatA	vinI	nominal	dcs	genuine-or-ambiguous
vinayate	disagree	vinayatA	vinI	nominal	dcs	genuine-or-ambiguous
vinazwO	disagree	vinazwi	vinaS	nominal	dcs	genuine-or-ambiguous
vinazwi	disagree	vinazwi	vinaS	iic-compound|nominal	vidyut	genuine-or-ambiguous
vindA	disagree	vinda	vid	nominal	dcs	genuine-or-ambiguous
vindAnA	disagree	vindAna	vid	participle	dcs	genuine-or-ambiguous
