pwkvn_k1	pc	mw_L	mw_pc	in_mw_sup
sic	7-382-d	244052	1214,1	main
sidDanandin	7-382-d	244373	1215,2	main
sigvAta	7-382-d	244044	1214,1	main
silisilika	7-383-a	244985	1218,1	main
sitaturaga	7-382-d	244118	1214,2	main
sitavAjin	7-382-d	244176	1214,2	main
skanDaja	7-383-d	254186	1256,3	main
skand	7-383-d	254077	1256,1	main
skanda	7-383-d	254088	1256,2	main
smaraBU	7-384-a	257152	1272,1	main
smaraRaBU	7-384-a	257206	1272,2	main
smaramuz	7-384-a	257155	1272,1	main
smftijAta	7-384-a	257292	1272,3	main
smftivinaya	7-384-a	257344	1272,3	main
smftyapramoza	7-384-a	257393	1273,1	main
snu	7-384-a	256465	1268,1	main
somAyana	7-383-c	253139	1251,1	main
somavikrayin	7-383-c	253029	1250,3	main
sopaDAna	7-383-c	252645	1249,1	main
sopadrava	7-383-c	252640	1249,1	main
sparSa	7-384-a	256616	1269,1	main
sparSavihAra	7-384-a	256639	1269,1	main
spfzwaka	7-384-a	256700	1269,2	main
sprazwavya	7-384-a	256739	1269,3	main
sramB	7-378-d	257602	1274,1	main
srastaskanDa	7-384-a	257553	1273,3	main
srotonugata	7-384-b	257720	1274,3	main
sru	7-384-b	257621	1274,2	main
srutajala	7-384-b	257664	1274,3	main
stamBaka	7-383-d	254531	1258,2	main
stanaMDa	7-383-d	254325	1257,2	main
stanavatI	7-383-d	254356	1257,3	main
stava	7-383-d	254633	1259,1	main
steyasaMvAsika	7-383-d	254892	1260,2	main
stoBa	7-383-d	254807	1259,3	main
stoma	7-383-d	254749	1259,2	main
suBAvita	7-383-b	248051	1229,3	main
suBara	7-383-b	248038	1229,3	main
suDAmayUKa	7-383-a	246946	1226,1	main
suGozaka	7-383-a	246183	1223,1	main
suKaduHKasuhfd	7-383-a	245674	1221,1	main
suKopaDAna	7-383-a	245916	1222,1	main
suSarmacandra	7-383-b	250051	1237,1	main
suSoDita	7-383-b	250140	1237,2	main
suSukla	7-383-b	250123	1237,2	main
suUti	7-383-a	245332	1220,1	main
sudarSanaprItikara	7-383-a	246580	1224,2	main
sudurAcAra	7-383-a	246674	1225,1	main
sudurDarza	7-383-a	246693	1225,1	main
sugata	7-383-a	245972	1222,2	main
suguru	7-383-a	246104	1222,3	main
sumUrti	7-383-b	248441	1231,2	main
sumanomaya	7-383-b	248291	1230,3	main
sumeka	7-383-b	248454	1231,2	main
sumna	7-383-b	248491	1231,3	main
sunandaka	7-383-a	247042	1226,2	main
sunarda	7-383-a	247062	1226,2	main
supariRata	7-383-a	247373	1227,2	main
suparyavadAta	7-383-a	247450	1227,3	main
supoza	7-383-a	247616	1228,2	main
supraticCanna	7-383-a	247655	1228,2	main
supratipanna	7-383-a	247659	1228,2	main
supratividDa	7-383-a	247664	1228,2	main
supravedita	7-383-a	247774	1228,3	main
supravrajita	7-383-a	247777	1228,3	main
supta	7-383-a	258949	1280,2	main
surAsamudra	7-383-b	249759	1236,1	main
surapura	7-383-b	249366	1234,3	main
surasravantI	7-383-b	249482	1235,1	main
sureRu	7-383-b	248752	1232,3	main
susIma	7-383-b	250514	1238,3	main
susaMvftta	7-383-b	250356	1238,2	main
susamApta	7-383-b	250435	1238,3	main
susamArabDa	7-383-b	250436	1238,3	main
susikta	7-383-b	250506	1238,3	main
suvarRaka	7-383-b	250005	1236,3	main
suvivartita	7-383-b	249098	1233,3	main
suvivfta	7-383-b	249102	1233,3	main
suvrata	7-383-b	249238	1234,2	main
suvratasvara	7-383-b	249247	1234,2	main
suvyAKyAta	7-383-b	249220	1234,1	main
suzWutA	7-383-b	250326	1238,1	main
svAKyAta	7-384-b	259580	1283,2	main
svAdUdaka	7-384-b	258869	1280,1	main
svacaryA	7-384-b	257839	1275,2	main
svalpasmfti	7-384-b	259447	1282,3	main
svapnasTAna	7-384-b	259012	1280,3	main
svardantin	7-384-b	259125	1281,2	main
svayaMyAna	7-384-b	258511	1278,2	main
syapewArikA	7-384-a	257457	1273,2	main
tARqavikA	7-345-b	83751	441,3	main
tAdAyani	7-345-c	83814	442,1	main
tAjadBaNga	7-345-b	83693	441,2	main
tAlaBaNga	4-299-c	84564	445,1	main
tAlaBawa	7-345-c	84565	445,1	main
tAlaBft	7-345-c	84566	445,1	main
tAlaDAraka	6-301-c	84547	445,1	main
tAlin	6-301-c	84640	445,2	main
tAlu	7-345-c	84644	445,2	main
tAmarasekzaRA	4-299-c	83993	442,3	main
tAmbUlikasarpa	5-255-b	84053	443,1	main
tAmrAkza	7-345-c	84194	443,3	main
tAmrAwavI	7-345-c	84196	443,3	main
tAmrasAgara	7-345-c	84186	443,2	main
tAna	5-255-b	83837	442,2	main
tAntava	3-263-a	83868	442,2	main
tAnti	4-299-c	83861	442,2	main
tApaka	5-255-b	83901	442,2	main
tApin	3-263-a	83967	442,3	main
tApya	7-345-c	83979	442,3	main
tAqaka	7-345-b	83718	441,3	main
tArApajJawikA	7-345-c	84363	444,2	main
tArCa	7-345-c	84476	444,3	main
tAraka	7-345-c	84297	444,1	main
tArakaripu	3-263-a	84313	444,1	main
tArakita	7-345-c	84333	444,1	main
tAralya	7-345-c	84419	444,2	main
tArika	3-263-a	84422	444,2	main
tArtIyasavanika	6-301-c	84491	444,3	main
tArzwAGa	7-345-c	84498	444,3	main
tAta	7-345-b	83764	441,3	main
tAvadviDa	7-345-c	84712	1328,1	sup
tAvatiTa	7-345-c	84705	445,3	main
tAwasTya	7-345-b	83700	441,3	main
tAyin	5-255-b	84225	443,3	main
tEkzRya	7-388-a	86964	455,1	main
tElapezam	3-263-a	87078	455,2	main
tEttirIyaka	5-255-c	87016	455,1	main
tEttirya	7-346-b	87018	455,2	main
tIkzRa	5-255-c	85426	448,3	main
tIkzRalavaRa	5-255-c	85489	449,1	main
tIkzRavaktra	5-255-c	85491	449,1	main
tIm	7-345-d	85527	449,1	main
tIrRapratijYa	4-299-c	85560	449,1	main
tIrTa	3-263-a	85580	449,2	main
tIraBuktIya	5-255-c	85540	449,1	main
tOlya	6-301-c	87321	456,2	main
tOruzkika	7-346-b	87310	456,2	main
tOrya	7-346-c	87311	456,2	main
tURi	7-346-a	86369	452,2	main
tUbaraka	7-346-a	86405	452,3	main
tUla	7-346-b	86459	452,3	main
tUladAham	3-263-a	86463	452,3	main
tUlaka	7-346-b	86481	452,3	main
tUlapawikA	7-346-b	86467	452,3	main
tUlapicu	7-346-b	86469	452,3	main
tUpara	4-299-c	86399	452,3	main
tUryantI	7-346-a	86429	452,3	main
tUzRIMdaRqa	3-263-a	86508	453,1	main
tUzRIMsAra	6-301-c	86516	1208,1	main
tUzRIm	7-346-b	86516	453,1	main
ta	3-262-c	81564	431,2	main
taMs	5-255-a	81566	431,2	main
taRqaka	7-387-d	81730	1328,1	sup
taRqulikASrama	3-262-c	81767	432,2	main
taTAtA	3-262-c	82014	433,3	main
taTAvAdin	3-262-c	82030	433,3	main
taTAviDAna	5-255-a	82032	433,3	main
taTyavacana	5-255-a	82044	434,1	main
tacCabdatva	3-262-c	81965	433,2	main
tadA	3-262-c	82175	434,3	main
tadAdi	3-262-c	82086	434,2	main
tadBAva	4-299-c	82135	434,2	main
tadDarmya	3-262-c	82124	434,2	main
tadanna	4-299-b	82061	434,1	main
tadanvaya	3-262-c	82063	434,1	main
tadanya	7-344-d	82062	434,1	main
tadavaDi	4-299-c	82079	434,2	main
tadbahulavihArin	7-344-d	82131	434,2	main
taddEvata	3-262-c	82116	434,2	main
taddEvatya	3-262-c	82117	434,2	main
taddeSya	3-262-c	82115	434,2	main
taddevatAka	5-255-a	82113	434,2	main
taddevata	3-262-c	82112	434,2	main
tadidAsIya	7-344-d	82089	434,2	main
tadurI	7-344-d	82218	435,1	main
tadvasati	5-255-a	82151	434,3	main
tadviDa	7-344-d	82160	434,3	main
tajja	6-301-c	81968	433,2	main
tak	7-344-c	81570	431,2	main
taka	5-255-a	81579	431,2	main
takrAwa	5-255-a	81599	431,3	main
takz	5-255-a	81602	431,3	main
talArakza	5-255-b	83537	440,3	main
talAsi	6-301-c	83538	440,3	main
tala	7-345-b	83503	440,3	main
talabadDa	7-345-b	83514	440,3	main
talaka	5-255-b	83547	440,3	main
talasArika	5-255-b	83528	440,3	main
talavAraRa	7-345-b	83523	440,3	main
talina	7-345-b	83567	440,3	main
talpa	5-255-b	83580	441,1	main
talpeja	6-301-c	83592	441,1	main
tamISvara	7-345-a	82947	438,2	main
tamaHpracCAdaka	4-299-c	82883	1328,1	sup
tamas	7-345-a	83008	438,2	main
tamasAvana	7-345-a	82912	438,1	main
tamaskARqa	7-345-a	82901	438,1	main
tamoBAga	4-299-c	82978	438,2	main
tamomaRi	5-255-b	82983	438,2	main
tan	4-299-c	82250	435,1	main
tanUkft	3-262-c	82373	435,3	main
tana	7-344-d	82251	435,2	main
tanmAtraka	3-262-c	82209	434,3	main
tanmUlatva	4-299-c	82215	435,1	main
tanmuKikayA	7-344-d	82212	434,3	main
tannimitta	3-262-c	82599	436,3	main
tantIyajYa	3-262-c	82419	436,1	main
tantrAvApa	7-344-d	82532	436,2	main
tantukaraRa	7-344-d	82430	436,1	main
tantukriyA	7-344-d	82436	436,1	main
tanu	4-299-c	82286	435,2	main
tanuja	7-344-d	82297	435,2	main
tanujanman	5-255-b	82300	435,2	main
tanuruha	6-301-c	82340	435,3	main
tanutrin	5-255-b	82310	435,2	main
tanyatu	6-301-c	82602	436,3	main
tap	3-263-a	82609	436,3	main
tapaHparArDa	7-345-a	82631	437,1	main
tapaHsuta	6-301-c	82639	437,1	main
tapanASman	7-345-a	82683	437,1	main
tapana	7-345-a	82670	437,1	main
tapanadyuti	3-263-a	82679	437,1	main
tapantI	7-345-a	82645	437,1	main
tapara	3-263-a	81542	431,2	main
tapasya	6-301-c	82742	437,2	main
tapoyajYa	3-263-a	82797	437,3	main
taptavrata	4-299-c	82846	437,3	main
tarI	4-299-c	83164	439,1	sup
tarRa	7-388-a	83444	1328,1	sup
taraRitanayA	4-299-c	83097	438,3	main
taraRqa	5-255-b	83108	439,1	main
tarakza	7-345-a	83204	439,2	main
tarapaRya	7-345-a	83042	438,3	main
tarasArika	5-255-b	83047	438,3	main
taratsama	5-255-b	83114	439,1	main
taravAri	5-255-b	83045	438,3	main
taritavya	3-263-a	83154	439,1	main
tarj	7-345-b	83427	440,1	main
tarjanIya	7-345-b	83438	440,1	main
tark	7-345-b	83341	439,3	main
taruKaRqa	7-345-b	83261	439,2	main
tasarikA	7-345-b	83657	441,2	main
tatastya	3-262-c	81799	432,3	main
tatkulIna	7-344-c	81828	432,3	main
tatkzaRikA	7-344-c	81834	1328,1	sup
tatobfhatIka	4-299-b	81805	432,3	main
tatonidAna	3-262-c	81804	432,3	main
tatpUrva	7-344-c	81932	433,2	main
tatparAyaRa	7-387-d	81924	433,1	sup
tatpfzWa	5-255-a	81936	433,2	main
tatpraDAna	7-388-a	81941	1328,1	sup
tatpraTama	7-344-c	81938	433,2	main
tatraBava	5-255-a	81982	433,2	main
tatravAsin	6-301-c	81986	433,2	main
tatsADukArin	7-344-c	81957	433,2	main
tatsTAna	6-301-c	81962	433,2	main
tatsina	6-301-c	81958	433,2	main
tattulya	6-301-c	81836	432,3	main
tattvArTakOmudI	7-344-c	81907	433,1	main
tawa	6-301-c	81666	432,1	main
tawaBU	5-255-a	81669	432,1	main
tazwi	3-263-a	83648	441,2	main
teja	7-346-b	86822	454,2	main
tejana	5-255-c	86844	454,2	main
tejaska	5-255-c	86875	454,3	main
tejomAtrA	7-388-a	86922	1328,2	sup
temana	7-388-a	84979	447,1	main
tfREDa	4-299-c	86661	453,2	main
tfRaSUlya	5-255-c	86628	453,2	main
tfRacCedin	7-388-a	86564	1328,2	sup
tfRakuYcaka	7-346-b	86545	453,1	main
tfRamaRi	7-346-b	86606	453,2	main
tfRapUla	3-263-a	86591	453,2	main
tfRapUlaka	3-263-a	86592	453,2	main
tfRapaYcamUla	3-263-a	86579	453,2	main
tfRastAraka	7-346-b	86640	453,2	main
tigmadyuti	5-255-b	84837	446,2	main
tij	7-345-d	84753	446,1	main
tila	7-345-d	85219	448,1	main
tilaDenu	3-263-a	85246	448,1	main
tilaDenukA	3-263-a	85248	448,1	main
tilakAvala	7-345-d	85332	448,2	main
tilaka	5-255-b	85321	448,2	main
tilakawa	7-345-d	85220	448,1	main
tilamAza	4-299-c	85277	448,1	main
timirApagata	7-345-d	85023	447,1	main
timirOGa	7-388-a	85027	1328,1	sup
tinduki	7-345-d	84968	447,1	main
tirIwin	7-345-d	85207	448,1	main
tiraHprAtiveSya	7-345-d	85045	447,2	main
tiraskAra	7-345-d	85071	447,2	main
tiraskfta	3-263-a	85079	447,2	main
tiraskftaprAtiveSya	7-345-d	85080	447,2	main
tiraspawa	3-263-a	85085	447,2	main
tirohitatva	5-255-b	85104	447,2	main
tiryagAkfti	7-345-d	85133	1328,2	sup
tiryaganUka	4-299-c	85129	447,3	main
tiryagapANga	3-263-a	85132	447,3	main
tiryagapacCeda	4-299-c	85131	447,3	main
tiryaggrIvam	4-299-c	85148	447,3	main
tisraskAram	5-255-c	85385	448,3	main
tizyarakzitA	7-345-d	85378	448,3	main
tomaragraha	7-346-b	87172	455,3	main
tottraprajita	4-300-a	87154	455,3	main
toyapAta	3-263-b	87208	456,1	main
trAsa	3-263-b	87560	457,3	main
trElokyasundarI	3-263-b	88742	462,2	main
trEmAsI	7-347-a	88704	462,2	main
trEpakzika	7-347-a	88687	462,2	main
tras	3-263-b	87510	457,3	main
trawatkAra	3-263-b	87417	457,1	main
trayaHSataSatArDa	6-301-c	87461	457,2	main
trayastriMSavartani	5-255-c	87474	457,2	main
trayoviMSatidAru	3-263-b	87501	457,2	main
treDABAva	4-300-a	88643	462,1	main
treDAsaMnadDa	4-300-a	88645	462,1	main
treRI	7-347-a	88630	462,1	main
triBAga	4-300-a	88070	459,3	main
triBuvanamARikyacarita	3-263-b	88090	459,3	main
triHSreRi	6-302-a	88554	461,3	main
triHsamfdDatva	6-302-a	88559	461,3	main
triHsapta	7-346-d	88557	461,3	main
triHzamfdDa	6-302-a	88556	461,3	main
triRata	6-301-c	88601	461,3	main
triRavavartani	5-255-c	87717	458,2	main
triRemi	3-263-b	87728	458,2	main
triSaNku	7-346-d	88323	460,3	main
triSaNkukA	7-346-d	88328	460,3	main
triSalya	7-346-d	88345	460,3	main
triSataMzazwiparvan	3-263-b	88335	460,3	main
tribAhu	3-263-b	88056	459,3	main
tridamaTavastukuSala	7-346-c	87748	458,3	main
tridivin	7-388-a	87809	1328,2	sup
tridozApaha	7-346-c	87811	458,3	main
tridvAra	3-263-b	87812	458,3	main
trigaRa	3-263-b	87660	458,2	main
triguRaparivAra	7-346-c	87674	458,2	main
trihalikAgrAma	7-347-a	88509	461,2	main
trijaya	7-346-c	87706	458,2	main
trika	7-346-c	88570	461,3	main
trimAtra	7-346-d	88109	460,1	main
trimUQa	4-300-a	88118	460,1	main
trimaRqalapariSudDa	7-346-d	88097	459,3	main
trimala	4-300-a	88106	460,1	main
trinAli	3-263-b	87851	459,1	main
trinemi	3-263-b	87865	459,1	main
trinetrodBava	6-301-c	87864	459,1	main
tripAdavigraha	5-255-c	87938	459,2	main
tripaYcaka	3-263-b	87870	459,1	main
tripad	7-346-c	87891	459,1	main
tripala	3-263-b	87927	459,2	main
triparus	3-263-b	87922	459,2	main
triparva	3-263-b	87924	459,2	main
triparvan	3-263-b	87926	459,2	main
tripiwa	7-346-c	87944	459,2	main
tripiwaka	7-346-c	87946	459,2	main
triprakAra	7-388-a	88039	1328,2	sup
tripurARIya	3-263-b	88022	459,3	main
tripurARaka	3-263-b	88021	459,2	main
tripurAntakft	3-263-b	88012	459,2	main
tripuraviDvaMsaka	7-346-d	88003	459,2	main
tripuruzI	4-300-a	88025	459,3	main
trirAtrIRA	6-302-a	88160	460,1	main
trisaptaka	6-302-a	88457	461,1	main
trisatya	6-302-a	88442	461,1	main
triskanDapaTadESika	7-346-d	88495	461,2	main
trivAcika	5-255-c	88244	460,2	main
trivali	4-300-a	88237	460,2	main
trivarUTa	5-255-c	88218	460,2	main
trivftprAya	4-300-a	88286	460,2	main
triviDadamaTavastukuSala	7-346-d	88262	460,2	main
trivitasta	3-263-b	88259	460,2	main
trivizwiDAtu	3-263-b	88272	460,2	main
trivrata	4-300-a	88310	460,3	main
trivyAma	6-302-a	88309	460,3	main
triyUpa	4-300-a	88145	460,1	main
triyaDvan	7-346-d	88586	461,3	main
triyukta	4-300-a	88141	460,1	main
trizaMDi	7-346-d	88415	461,1	sup
tryArzeya	3-263-b	88898	463,1	main
tryabda	7-388-a	88844	463,1	main
tryabdapUrva	3-263-b	88846	463,1	main
tryanIka	3-263-b	88840	463,1	main
tryarTa	3-263-b	88865	463,1	main
tryaratni	7-347-a	88861	463,1	main
tryavarArDyam	7-347-a	88870	463,1	main
tryudDi	3-263-c	88909	463,1	main
tuNganATa	7-346-a	85765	449,3	main
tuRqicela	7-346-a	85852	450,2	main
tud	7-346-a	85881	450,2	main
tuhi	7-346-a	86327	452,2	main
tuhinakzitiBft	5-255-c	86337	452,2	main
tuj	5-255-c	85815	450,1	main
tulABft	5-255-c	86149	451,2	main
tulADAna	6-301-c	86128	451,2	main
tulADAra	3-263-a	86135	451,2	main
tulAkowi	5-255-c	86121	451,2	main
tulaka	7-346-a	86107	451,2	main
tulana	7-346-a	86110	451,2	main
tulyArTa	3-263-a	86206	451,3	main
tulya	7-346-a	86161	451,3	main
tulyaSiKa	3-263-a	86197	451,3	main
tulyagariman	3-263-a	86169	1328,2	sup
tulyaguRa	7-346-a	86170	451,3	main
tulyakrama	7-346-a	86169	1328,2	sup
tulyanaktaMdina	3-263-a	86180	451,3	main
tumbaka	7-346-a	85951	450,3	main
tundaparimArja	3-263-a	85900	450,2	main
tundilIkaraRa	4-299-c	85918	450,2	main
tunyu	7-346-a	85920	450,2	main
turaga	7-388-a	85983	450,3	main
turagavAhyAlI	5-255-c	85999	450,3	main
tuzAraGarawwikA	5-255-c	86304	452,1	main
tuzAramUrti	3-263-a	86308	452,2	main
tuzAratviz	5-255-c	86305	452,2	main
tvadAnIm	7-347-a	88925	463,2	main
tvagasTiBUta	7-347-a	89032	463,3	main
tvakam	5-255-c	88934	463,2	main
tvaritavikrama	5-255-c	89106	464,1	main
tvazwAvarUtrI	7-347-a	89113	464,1	main
tviz	5-255-c	89147	464,2	main
tyajapa	5-255-c	87335	456,3	main
uB	4-297-a	37051	1322,2	sup
uBayAbAhu	3-257-c	37145	217,1	main
uBayataHkzRU	4-297-a	37100	1322,2	sup
uBayataHpakza	3-257-c	37101	216,3	main
uBayatoDAra	3-257-c	37125	1322,2	sup
uBayavartanin	5-250-c	37072	1322,2	sup
uKacCid	7-322-a	30105	1321,2	sup
uKarvala	3-256-c	30110	172,2	main
uSadah	7-387-a	37663	219,3	main
uYC	3-256-c	30615	175,1	main
uYCaBuj	5-250-a	30616	1321,2	sup
uYCaDarman	3-256-c	30616	1321,2	sup
uc	1-298-b	30209	172,3	main
ucCalana	6-298-c	30384	1321,2	sup
ucCedana	7-322-b	30406	173,3	main
ucCedavAda	7-322-b	30407	1321,2	sup
ucCoPa	4-296-b	30534	1321,2	sup
ucCuzma	3-256-c	30449	174,1	sup
ucCvAsa	1-298-b	30518	174,2	main
ucCvasana	1-298-b	30497	1321,2	sup
uccAraprasrAvasTAna	2-295-a	30334	173,2	main
uccAwanIya	1-298-b	30311	173,1	main
uccEHsvara	6-298-c	30277	1321,2	sup
uccEraBijana	5-249-c	30278	1321,2	sup
uccErgati	3-256-c	30278	1321,2	sup
uccErmAna	1-298-b	30287	1321,2	sup
uccEs	3-256-c	30289	173,1	main
uccEstana	7-322-b	30290	1321,2	sup
uccakEs	3-256-c	30258	1321,2	sup
uccakzus	2-295-a	30300	173,1	main
uccala	1-298-b	30353	1321,2	sup
uccataratA	1-298-b	30234	1321,2	sup
uccaya	5-249-c	30362	173,2	main
uccicIzA	5-249-c	30363	1321,2	sup
uccitraRa	2-295-a	30364	1321,2	sup
udAja	7-323-d	32449	185,1	main
udAnaBft	7-323-d	32333	1321,3	sup
udAra	7-323-d	32507	185,2	main
udAracetas	3-257-a	32511	185,2	main
udAsTita	5-250-b	32567	185,3	main
udAsa	3-257-a	32549	185,3	main
udAyin	2-295-b	32492	185,2	main
udBAvana	1-298-c	33374	190,2	main
udBUtatva	4-296-c	33384	190,2	main
udBavakoSaka	2-295-c	33367	1322,1	sup
udBida	7-324-a	33346	190,2	main
udBuja	7-324-a	33359	1322,1	sup
udDAna	5-250-b	33132	189,1	main
udDUlana	7-387-a	33148	189,1	main
udDUta	3-257-a	33142	189,1	main
udDUti	7-386-d	33143	1322,1	sup
udDati	6-298-c	33103	188,3	main
udDava	3-257-a	33114	189,1	main
udDura	7-324-a	33139	189,1	main
udGAwa	7-324-a	32854	187,3	main
udGfzwa	2-295-c	32899	1322,1	sup
udGuzwa	2-295-b	32886	187,3	main
udUrmi	5-250-b	32716	1321,3	sup
udaDAna	7-323-c	32076	183,1	main
udaDinemi	3-257-a	32084	1321,3	sup
udaNIza	4-296-c	32292	184,1	main
udaNka	3-257-a	32298	184,1	main
udaNkya	7-323-c	32300	184,1	main
udaSarAva	7-323-d	32127	183,2	main
udaSvit	4-296-c	32130	183,2	main
udaYc	5-250-b	32301	184,1	main
udaYji	4-296-c	32323	184,2	main
udagAha	5-250-b	32067	1321,3	sup
udagra	7-323-c	32250	184,1	main
udakAMsya	3-257-a	32062	1321,3	sup
udakaSAnti	2-295-b	32190	183,3	main
udakagAha	5-250-a	32154	183,2	main
udakakfcCra	3-257-a	32150	1321,3	sup
udakapUrva	1-298-c	32172	183,3	main
udakarakzikA	7-323-c	32183	1321,3	sup
udakkUla	2-295-b	32262	184,1	main
udakotsecana	5-250-a	32213	1321,3	sup
udaksamAsa	4-296-c	32272	184,1	main
udakya	7-323-c	32225	183,3	sup
udapurA	1-298-c	32100	1321,3	sup
udapura	4-296-c	32100	183,2	main
udaraMBara	6-298-c	32369	184,3	main
udarasTa	2-295-b	32379	1321,3	sup
udarasTita	5-250-b	32379	1321,3	sup
udaratAqam	2-295-b	32360	1321,3	sup
udasana	7-323-d	32435	185,1	main
udasra	1-298-c	32441	185,1	main
udavajra	7-323-d	32117	183,2	main
udayana	4-296-c	32641	186,1	main
udayavyayin	4-296-c	32350	1321,3	sup
udayin	6-298-c	32649	186,1	sup
udbarhis	3-257-a	33276	190,1	main
udbudbuda	3-257-a	33284	190,1	main
uddAha	7-386-d	32959	1322,1	sup
uddAna	6-298-c	32944	188,1	main
uddeha	7-324-a	33002	1322,1	sup
uddyota	2-295-c	33043	188,2	main
uddyotakara	5-250-b	33044	188,3	main
udgAra	6-298-c	32778	187,1	main
udgUhana	2-295-b	32771	187,1	main
udgUrRa	2-295-b	32768	187,1	sup
udgamanIya	1-298-c	32753	187,1	main
udgoraRa	2-295-b	32769	187,1	main
udgrIvikA	5-250-b	32848	1322,1	sup
udiNgana	2-295-b	32665	186,2	main
uditADAna	3-257-a	32655	186,1	main
uditAnudita	2-295-b	32656	186,1	main
udita	5-250-b	185522	916,2	main
uditvara	1-298-c	32661	186,1	main
udman	1-298-c	33411	190,3	main
udrAyaRa	7-324-b	33500	1322,1	sup
udraNga	5-250-b	33495	191,2	main
udraSmi	5-250-b	33500	191,2	main
udroka	5-250-b	33515	1322,1	sup
udumbara	7-323-d	32704	1321,3	sup
udvApana	4-296-c	33541	191,2	main
udvAsanIya	6-298-c	33560	1322,1	sup
udvAsya	5-250-b	33565	191,3	main
udvaha	1-298-c	33588	191,3	main
udvapanI	4-296-c	33537	191,2	main
udvecam	6-298-c	33734	1322,1	sup
udvellana	7-324-b	33745	1322,1	sup
udvepin	7-324-b	33739	1322,1	sup
udvezwana	5-250-b	33754	192,3	sup
udyApanikA	2-295-c	33468	191,1	main
udyAva	3-257-a	33473	191,1	main
ugradaRqa	1-298-b	30166	172,3	main
ugraganDin	3-256-c	30146	172,2	main
ugrakarman	3-256-c	30132	172,2	main
ugramaya	2-295-a	30182	172,3	main
ugrapUti	6-298-c	30178	1321,2	sup
ugraruz	3-256-c	30182	1321,2	sup
ugravIrya	3-256-c	30185	172,3	main
ugravega	3-256-c	30186	172,3	main
ujjeza	7-322-c	30553	174,3	main
ujjfmBa	7-386-d	30565	174,3	main
ujjigamizA	5-250-a	30555	1321,2	sup
ujjihIrzA	7-322-c	30557	174,3	main
ujjihIrzu	2-295-a	30557	1321,2	sup
ujjvalA	2-295-a	30585	174,3	main
ujjvala	7-322-c	30583	174,3	main
ujjvalana	7-322-c	30596	174,3	main
uktArTa	2-295-a	30024	1321,2	sup
ukta	5-249-c	30012	171,3	main
uktaBAva	2-295-a	30018	1321,1	sup
uktipoza	1-298-b	30028	1321,2	sup
uktipratyuktikA	3-256-c	30028	1321,2	sup
ukz	2-295-a	30074	172,1	main
ukzARa	7-322-a	30095	1321,2	sup
ukzavaSa	3-256-c	30092	172,2	main
ula	7-326-a	37437	1322,2	sup
ulapya	1-299-b	37448	218,2	main
ulkApAta	5-250-c	37510	1322,2	sup
ullApika	5-250-c	37569	219,1	main
ullaka	5-250-c	37547	1322,3	sup
ullalana	6-299-a	37577	1322,3	sup
ullasa	3-257-c	37582	219,2	main
ulliKita	2-296-a	37619	1322,3	sup
ulloca	5-250-c	37655	219,3	main
ullola	7-326-a	37656	219,3	sup
ullopam	5-250-c	37650	219,3	main
uloka	7-326-a	37499	1322,2	sup
unmAdaka	7-324-b	33943	194,1	main
unmAdin	7-324-b	33950	194,1	sup
unmArjana	7-324-b	34052	194,3	main
unmaTana	7-324-b	33880	1322,1	sup
unmadizRu	1-299-a	33936	194,1	main
unmajjaka	6-298-c	33869	1322,1	sup
unmattarAGava	2-295-c	33918	193,3	main
unmattaveza	7-324-b	33922	193,3	main
unmezin	7-387-a	34003	1322,1	sup
unmiYja	3-257-a	33990	1322,1	sup
unmizita	4-296-c	33997	194,2	main
unmocanIya	4-296-c	34032	194,2	main
unmokzA	7-324-b	34027	1322,1	sup
unmuKa	7-324-b	34011	194,2	main
unmukti	1-299-a	34024	194,2	main
unmukzA	1-299-a	34025	194,2	main
unnati	1-298-c	33801	193,1	main
upAMSuGAtaka	7-325-c	36545	1322,2	sup
upAMSusavana	4-297-a	36553	212,2	main
upAgama	7-325-c	36595	212,3	main
upAhita	3-257-b	36901	215,2	sup
upAkaraRa	5-250-c	36564	212,3	main
upAlipsu	6-299-a	36788	1322,2	sup
upAnasyaka	2-296-a	36701	213,3	main
upAnta	3-257-b	36721	213,3	main
upArDa	6-299-a	36774	214,2	main
upAttasAra	6-299-a	36641	1322,2	sup
upAvI	7-325-c	36790	214,2	main
upAvft	6-299-a	36819	214,3	main
upAyakOSalya	7-325-c	36915	1322,2	sup
upaDAna	5-250-b	34809	1322,1	sup
upaDAnaliNga	7-324-d	34812	1322,1	sup
upaDenu	3-257-b	34847	1322,1	sup
upaDi	3-257-a	34835	200,1	sup
upaGna	7-387-a	34416	197,1	main
upaGrAyam	4-296-c	34423	197,2	main
upaSaya	3-257-b	35939	208,1	main
upaSikzaRa	7-325-b	35925	1322,2	sup
upaSoza	7-325-b	35964	1322,2	sup
upaSuzka	3-257-b	35964	1322,2	sup
upaSvasa	3-257-b	35994	208,2	main
upabilam	2-295-c	35216	1322,2	sup
upacAra	7-324-c	34465	197,2	main
upacaraka	3-257-a	34434	1322,1	sup
upacaritavya	6-299-a	34444	197,2	main
upacitra	5-250-b	34520	197,3	main
upacyava	2-295-c	34534	197,3	main
upadAsa	6-299-a	34679	1322,1	sup
upadeSakarRikA	2-295-c	34700	199,1	main
upadeSarasAyana	1-299-a	34705	199,1	main
upadeSaratnamAlA	1-299-a	34704	199,1	main
