form_slp1	primary_lemma	primary_upos	primary_n	alt_lemma	alt_upos	alt_n
udAtta	udAtta	NOUN	14	udAtta	ADJ	11
udBAvana	udBAvana	NOUN	3	udBAvana	ADJ	1
udBava	udBava	NOUN	44	udBava	ADJ	31
udBavaH	udBava	ADJ	110	udBava	NOUN	68
udBid	udBid	NOUN	15	udBid	ADJ	1
udBida	udBida	NOUN	2	udBida	ADJ	1
udBidaH	udBid	ADJ	5	udBida	NOUN	1
udDarzaRam	udDarzaRa	NOUN	7	udDarzaRa	ADJ	1
udData	udDan	VERB	41	udData	ADJ	10
udDataH	udDan	VERB	23	udData	ADJ	2
udDatam	udDan	VERB	34	udData	ADJ	4
udGuzwa	udGuz	VERB	8	udGuzwa	NOUN	3
udIcI	udaYc	ADJ	33	udIcI	NOUN	15
udIcIM	udaYc	ADJ	53	udIcI	NOUN	8
udIcIm	udaYc	ADJ	60	udIcI	NOUN	6
udIcyA	udaYc	ADJ	8	udIcya	ADJ	4
udIcyAH	udIcya	ADJ	12	udaYc	ADJ	7
udIcyAM	udaYc	ADJ	21	udIcI	NOUN	7
udIcyAn	udIcya	NOUN	3	udIcya	ADJ	1
udIcya	udIcya	ADJ	11	udIcya	NOUN	10
udIrRa	udIr	VERB	33	udIrRa	ADJ	1
udaBiH	uda	NOUN	2	udan	NOUN	1
udanvAn	udanvant	NOUN	2	udanvat	ADJ	1
udanyA	udanya	ADJ	4	udanyA	NOUN	2
udanya	udanya	ADJ	1	udanya	NOUN	1
udarAH	udara	NOUN	27	udara	ADJ	1
udara	udara	NOUN	415	udara	ADJ	1
udaraH	udara	NOUN	39	udara	ADJ	1
udare	udara	NOUN	280	udara	ADJ	4
udayaM	udaya	NOUN	18	udyam	VERB	1
uddeSatas	uddeSa	NOUN	1	uddeSatas	ADV	1
uddyota	uddyota	NOUN	5	uddyota	ADJ	1
udgIta	udgA	VERB	7	udgIta	NOUN	3
uditA	vad	VERB	50	uditi	NOUN	11
uditaH	vad	VERB	76	udi	VERB	64
uditasya	udi	VERB	4	vad	VERB	2
udvaha	udvaha	NOUN	10	udvah	VERB	8
udvat	udvat	ADJ	2	udaYc	ADJ	1
udvatA	udvat	ADJ	3	udvat	NOUN	1
udyantA	udyantf	ADJ	3	udyam	VERB	1
udyantaM	udi	VERB	18	udyant	NOUN	1
ugrA	ugra	ADJ	63	ugrA	NOUN	18
ugrARAm	ugra	ADJ	3	ugra	NOUN	1
ugrAm	ugra	ADJ	23	ugra	NOUN	1
ugrAn	ugra	ADJ	12	ugra	NOUN	1
ugrAya	ugra	ADJ	26	ugra	NOUN	14
ugra	ugra	ADJ	429	ugra	NOUN	18
ugraH	ugra	ADJ	104	ugra	NOUN	17
ugraM	ugra	ADJ	125	ugra	NOUN	8
ugram	ugra	ADJ	223	ugra	NOUN	10
ugrasya	ugra	ADJ	16	ugra	NOUN	10
ugro	ugra	ADJ	51	ugra	NOUN	12
ujjvala	ujjvala	ADJ	79	ujjvala	NOUN	3
ukTyA	ukTya	NOUN	4	ukTya	ADJ	2
ukTya	ukTya	NOUN	53	ukTya	ADJ	2
ukTyaH	ukTya	NOUN	55	ukTya	ADJ	16
ukTyam	ukTya	NOUN	39	ukTya	ADJ	38
ukTyas	ukTya	NOUN	4	ukTya	ADJ	1
uktA	vac	VERB	587	ukta	NOUN	1
uktAH	vac	VERB	394	ukta	NOUN	1
uktAni	vac	VERB	176	ukta	NOUN	3
ukta	vac	VERB	789	ukta	NOUN	2
uktaM	vac	VERB	704	ukta	NOUN	1
uktam	vac	VERB	2586	ukta	NOUN	7
uktasya	vac	VERB	50	ukta	NOUN	1
ukte	vac	VERB	556	ukta	NOUN	2
uktena	vac	VERB	187	ukta	NOUN	12
ukzamARAH	vakz	VERB	3	ukz	VERB	2
ukzamARam	ukz	VERB	1	vakz	VERB	1
ulbaRam	ulbaRa	ADJ	64	ulbaRa	NOUN	7
unmada	unmada	NOUN	4	unmada	ADJ	2
unmattA	unmad	VERB	8	unmattA	NOUN	1
unmatta	unmad	VERB	131	unmatta	NOUN	39
unmattam	unmad	VERB	24	unmatta	NOUN	1
unmocana	unmocana	NOUN	5	unmocana	ADJ	1
unnIya	unnI	VERB	24	unnIya	ADJ	1
unnatA	unnam	VERB	20	unnata	ADJ	6
unnata	unnam	VERB	86	unnata	ADJ	7
unnataM	unnam	VERB	14	unnata	ADJ	1
unnatam	unnam	VERB	67	unnata	ADJ	8
unnatezu	unnam	VERB	2	unnata	ADJ	1
upAMSu	upAMSu	ADV	195	upAMSu	NOUN	53
upAcaran	upAcar	VERB	2	upacar	VERB	1
upAharan	upahf	VERB	4	upAhf	VERB	2
upAlaBata	upalaB	VERB	1	upAlaB	VERB	1
upAlaBe	upalaB	VERB	2	upAlaB	VERB	1
upAnah	upAnah	ADV	28	upAnah	NOUN	16
upAsitA	upAsitf	ADJ	6	upAs	VERB	2
upAsti	upAsti	NOUN	3	upAs	VERB	1
upAvftta	upAvft	VERB	2	upAvftta	NOUN	1
upAyAn	upAya	NOUN	33	upayA	VERB	1
upAyAt	upAya	NOUN	18	upayA	VERB	11
upAyaM	upAya	NOUN	47	upe	VERB	1
upAyam	upAya	NOUN	158	upe	VERB	1
upAyataH	upAya	NOUN	15	upAyatas	ADV	5
upa	upa	ADP	1310	upa	NOUN	14
upaGAtam	upaGAta	NOUN	18	upahan	VERB	14
upaSrotA	upaSrotf	NOUN	5	upaSru	VERB	1
upacaryA	upacar	VERB	2	upacaryA	NOUN	2
upadizwam	upadiS	VERB	49	upadizwa	NOUN	1
upadrava	upadrava	NOUN	70	upadru	VERB	2
upagA	upaga	ADJ	1	upagA	NOUN	1
upagUha	upaguh	VERB	2	upagUha	NOUN	1
upagatam	upagam	VERB	20	upagata	NOUN	1
upahitam	upaDA	VERB	38	upahita	ADJ	2
upajAya	upaja	ADJ	2	upajan	VERB	1
upajIvitA	upajIv	VERB	2	upajIvitf	ADJ	2
upakAryAm	upakAryA	NOUN	1	upakArI	NOUN	1
upakaRWa	upakaRWa	NOUN	8	upakaRWa	ADJ	2
upalabDA	upalaB	VERB	4	upalabDf	ADJ	3
upamA	upama	ADJ	76	upamA	NOUN	38
upamAH	upama	ADJ	189	upamA	NOUN	1
upamAm	upama	ADJ	50	upamA	NOUN	21
upamAnasya	upamAna	NOUN	3	upamAna	ADJ	1
upanaya	upanaya	NOUN	8	upanI	VERB	2
upanizada	upanizad	NOUN	2	upanizada	NOUN	1
upapannAH	upapad	VERB	90	upapanna	ADJ	1
upapannam	upapad	VERB	133	upapanna	ADJ	1
upaplave	upaplava	NOUN	10	upaplu	VERB	1
upara	upara	NOUN	5	upara	ADJ	4
uparam	upara	ADJ	14	upara	NOUN	6
upare	upara	ADJ	3	upara	NOUN	1
upasTA	upasTa	NOUN	11	upasTa	ADJ	1
upasTa	upasTa	NOUN	72	upasTa	ADJ	1
upasTaH	upasTa	NOUN	16	upasTa	ADJ	1
upasTite	upasTA	VERB	61	upasTita	NOUN	1
upasaMskftam	upasaMskf	VERB	2	upasaMskfta	ADJ	1
upastutaH	upastu	VERB	1	upastuta	NOUN	1
upastutam	upastuta	NOUN	2	upastu	VERB	1
upekze	upekz	VERB	1	upekzA	NOUN	1
upetAH	upe	VERB	108	upeta	ADJ	9
upetAm	upe	VERB	45	upeta	ADJ	1
upetAn	upe	VERB	23	upeta	ADJ	3
upeta	upe	VERB	23	upeta	ADJ	3
upetaH	upe	VERB	159	upeta	ADJ	17
upetaM	upe	VERB	24	upeta	ADJ	2
upetam	upe	VERB	213	upeta	ADJ	19
upeyivAn	upe	VERB	31	upeyivat	ADJ	1
ura	uras	NOUN	4	ura	NOUN	2
uragA	uraga	NOUN	3	uragA	NOUN	2
uru	uru	ADJ	411	uru	NOUN	6
uruH	uru	ADJ	15	uru	NOUN	1
urukramaH	urukrama	NOUN	7	urukrama	ADJ	2
uruzyA	uruzy	VERB	11	uruzyA	ADV	1
urvI	urvI	NOUN	40	uru	ADJ	37
urvIH	uru	ADJ	14	urvI	NOUN	3
urvIm	urvI	NOUN	30	uru	ADJ	8
urvIr	uru	ADJ	9	urvI	NOUN	4
urviyA	urviyA	ADV	25	urvI	NOUN	1
urvyA	uru	ADJ	2	urviyA	ADV	2
urvyAH	urvI	NOUN	6	uru	ADJ	1
usrAH	usrA	NOUN	9	usra	NOUN	5
usriyA	usriyA	NOUN	14	usriya	ADJ	1
usriyABiH	usriyA	NOUN	4	usriya	ADJ	1
usriyAH	usriyA	NOUN	2	usriya	ADJ	1
usriyARAm	usriyA	NOUN	5	usriya	ADJ	2
usriyo	usriya	ADJ	2	usriya	NOUN	1
utTAya	utTA	VERB	500	utTa	ADJ	1
utTa	utTa	ADJ	119	utTa	NOUN	2
utTitaM	utTA	VERB	21	utTita	NOUN	1
utTitam	utTA	VERB	116	utTita	NOUN	1
utTito	utTA	VERB	15	utTita	NOUN	1
utkampa	utkampa	NOUN	14	utkampa	ADJ	2
utkawa	utkawa	ADJ	21	utkawa	NOUN	1
utkfzwa	utkfzwa	ADJ	52	utkfz	VERB	9
utkfzwam	utkfzwa	ADJ	19	utkfz	VERB	1
utkruzwa	utkruzwa	NOUN	7	utkruS	VERB	4
utkruzwam	utkruS	VERB	7	utkruzwa	NOUN	2
utpAdaka	utpAdaka	ADJ	4	utpAdaka	NOUN	3
utpAdakaH	utpAdaka	ADJ	2	utpAdaka	NOUN	2
utpAdanam	utpAdana	NOUN	14	utpAdana	ADJ	2
utpAdya	utpAday	VERB	142	utpAdya	ADJ	1
utpaTe	utpaTa	ADJ	1	utpaTa	NOUN	1
utpata	utpat	VERB	2	utpata	NOUN	1
utpizwa	utpiz	VERB	2	utpizwa	ADJ	1
utsannA	utsad	VERB	5	utsanna	ADJ	1
utsanna	utsad	VERB	44	utsanna	ADJ	6
utsikta	utsic	VERB	2	utsikta	ADJ	1
utsuka	utsuka	ADJ	19	utsuka	NOUN	1
utsukam	utsuka	ADJ	16	utsuka	NOUN	1
uttAna	uttAna	ADJ	64	uttAna	NOUN	2
uttAraRAya	uttAraRa	NOUN	4	uttAraRa	ADJ	1
uttamA	uttama	ADJ	190	uttamA	NOUN	18
uttamAm	uttama	ADJ	155	uttamA	NOUN	2
uttama	uttama	ADJ	481	uttama	NOUN	1
uttamaH	uttama	ADJ	537	uttama	NOUN	18
uttamaM	uttama	ADJ	217	uttama	NOUN	1
uttamam	uttama	ADJ	1867	uttama	NOUN	1
uttame	uttama	ADJ	201	uttama	NOUN	2
uttamena	uttama	ADJ	66	uttama	NOUN	1
uttarA	uttara	ADJ	130	uttarA	NOUN	42
uttarAH	uttara	ADJ	101	uttara	NOUN	2
uttarAM	uttara	ADJ	54	uttarA	NOUN	9
uttarARi	uttara	ADJ	69	uttara	NOUN	3
uttarAm	uttara	ADJ	177	uttarA	NOUN	4
uttarAn	uttara	ADJ	69	uttarAt	ADV	2
uttarAt	uttarAt	ADV	49	uttara	ADJ	38
uttarAyAH	uttarA	NOUN	5	uttara	ADJ	2
uttara	uttara	ADJ	899	uttara	NOUN	48
uttaraH	uttara	ADJ	195	uttara	NOUN	26
uttaraM	uttara	ADJ	177	uttara	NOUN	63
uttaram	uttara	ADJ	700	uttara	NOUN	168
uttarasya	uttara	ADJ	76	uttara	NOUN	3
uttarataH	uttaratas	ADV	102	uttara	ADJ	1
uttare	uttara	ADJ	475	uttara	NOUN	25
uttareRa	uttareRa	ADV	303	uttara	ADJ	147
uttarezu	uttara	ADJ	23	uttara	NOUN	1
uttarottaram	uttarottara	ADJ	40	uttarottara	NOUN	3
uzA	uzas	NOUN	45	uzA	NOUN	34
uzAm	uzas	NOUN	3	uzA	NOUN	3
uzAsa	uza	NOUN	1	uzas	NOUN	1
uzRa	uzRa	ADJ	740	uzRa	NOUN	79
uzRaM	uzRa	ADJ	144	uzRa	NOUN	8
uzRam	uzRa	ADJ	582	uzRa	NOUN	15
uzRena	uzRa	ADJ	79	uzRa	NOUN	5
uzarbuDaH	uzarbuD	ADJ	5	uzarbuDa	NOUN	2
uzarbuDo	uzarbuD	ADJ	1	uzarbuDa	NOUN	1
uzitaH	vas	VERB	85	uzita	ADJ	1
uzitam	vas	VERB	44	uzita	ADJ	3
v	u	PART	264	v	NOUN	3
vA	vA	CONJ	24853	vE	PART	5871
vAM	tvad	PRON	495	vAm	ADV	5
vASrA	vASrA	NOUN	7	vASra	ADJ	4
vASrAH	vASra	ADJ	4	vASrA	NOUN	1
vAYCita	vAYC	VERB	10	vAYCita	NOUN	7
vAYCitam	vAYC	VERB	13	vAYCita	NOUN	7
vAcaMyama	vAcaMyama	ADJ	7	vAcaMyama	NOUN	1
vAcaka	vAcaka	ADJ	15	vAcaka	NOUN	7
vAcakaH	vAcaka	ADJ	29	vAcaka	NOUN	2
vAcam	vAc	NOUN	536	iti	PART	1
vAcas	vAc	NOUN	11	avAYc	ADJ	1
vAci	vAc	NOUN	112	vac	VERB	10
vAcyA	vac	VERB	34	vAcya	ADJ	1
vAcya	vac	VERB	38	vAcay	VERB	30
vAcyam	vac	VERB	73	vAcya	NOUN	5
vAcyasya	vac	VERB	1	vAcay	VERB	1
vAdI	vAdin	ADJ	175	vAdin	NOUN	18
vAdi	vAdin	ADJ	46	vAdin	NOUN	6
vAdinA	vAdin	ADJ	39	vAdin	NOUN	10
vAdinAM	vAdin	ADJ	4	vAdin	NOUN	2
vAdinAm	vAdin	ADJ	68	vAdin	NOUN	1
vAdinI	vAdin	ADJ	53	vAdinI	NOUN	1
vAdinaH	vAdin	ADJ	343	vAdin	NOUN	7
vAdinaM	vAdin	ADJ	7	vAdin	NOUN	2
vAdinor	vAdin	ADJ	1	vAdin	NOUN	1
vAdita	vAdita	NOUN	6	vAday	VERB	1
vAgmI	vAgmin	ADJ	42	vAgmin	NOUN	2
vAhA	vAha	NOUN	10	vAha	ADJ	3
vAhAH	vAha	NOUN	22	vAha	ADJ	14
vAhAt	vAha	ADJ	3	vAha	NOUN	3
vAha	vAha	NOUN	30	vAha	ADJ	3
vAhaH	vAha	NOUN	20	vAh	NOUN	12
vAhakAH	vAhaka	ADJ	1	vAhaka	NOUN	1
vAham	vAha	ADJ	11	vAha	NOUN	8
vAhanAH	vAhana	NOUN	46	vAhana	ADJ	5
vAhanAn	vAhana	NOUN	6	vAhana	ADJ	1
vAhana	vAhana	NOUN	89	vAhana	ADJ	7
vAhanaH	vAhana	NOUN	99	vAhana	ADJ	36
vAhanam	vAhana	NOUN	80	vAhana	ADJ	19
vAhane	vAhana	NOUN	8	vAhana	ADJ	1
vAhasA	vAhas	ADJ	9	vAhas	NOUN	4
vAhi	vAhin	ADJ	20	vA	VERB	13
vAhinI	vAhinI	NOUN	96	vAhin	ADJ	34
vAhinIm	vAhinI	NOUN	158	vAhin	ADJ	7
vAhyA	vAhay	VERB	1	vAhyA	NOUN	1
vAhya	vAhya	NOUN	6	vah	VERB	4
vAjI	vAjin	NOUN	107	vAjin	ADJ	40
vAji	vAjin	NOUN	188	vAjin	ADJ	8
vAjin	vAjin	NOUN	35	vAjin	ADJ	8
vAjinA	vAjin	NOUN	13	vAjin	ADJ	10
vAjinAm	vAjin	NOUN	64	vAjin	ADJ	3
vAjinI	vAjinI	NOUN	3	vAjin	ADJ	1
vAjina	vAjin	NOUN	10	vAjina	NOUN	7
vAjinaH	vAjin	NOUN	121	vAjin	ADJ	21
vAjinaM	vAjin	NOUN	32	vAjin	ADJ	22
vAjinam	vAjin	ADJ	36	vAjin	NOUN	36
vAjinas	vAjin	NOUN	3	vAjin	ADJ	1
vAjini	vAjin	NOUN	7	vAjin	ADJ	3
vAjino	vAjin	NOUN	54	vAjin	ADJ	22
vAjy	vAjin	NOUN	19	vAjin	ADJ	12
vAk	vAc	NOUN	293	avAk	ADV	1
vAluka	vAluka	NOUN	4	vAluka	ADJ	3
vAmA	vAmA	NOUN	25	vAma	ADJ	15
vAmAni	vAma	ADJ	14	vAma	NOUN	3
vAmI	vAma	ADJ	6	vAmin	ADJ	3
vAma	vAma	ADJ	370	vAma	NOUN	16
vAmaM	vAma	ADJ	94	vAma	NOUN	8
vAmam	vAma	ADJ	70	vAma	NOUN	15
vAmanA	vAmana	ADJ	3	vAmanA	NOUN	1
vAmanAH	vAmana	ADJ	7	vAmana	NOUN	1
vAmanAya	vAmana	NOUN	5	vAmana	ADJ	1
vAmanIkfta	vAmanIkf	VERB	1	vAmanIkfta	ADJ	1
vAmana	vAmana	NOUN	24	vAmana	ADJ	19
vAmasya	vAma	ADJ	30	vAma	NOUN	4
vAmataH	vAmatas	ADV	18	vAma	ADJ	2
vAme	vAma	ADJ	87	vAma	NOUN	3
vAmena	vAma	ADJ	48	vAma	NOUN	7
vAmya	vAmay	VERB	1	vAmya	ADJ	1
vAna	avAna	NOUN	2	vAna	NOUN	2
vAnarI	vAnarI	NOUN	31	vAnara	ADJ	1
vAnaraH	vAnara	NOUN	106	vAnara	ADJ	1
vAnaram	vAnara	NOUN	19	vAnara	ADJ	1
vAnaspatyAH	vAnaspatya	ADJ	4	vAnaspatya	NOUN	3
vAnaspatya	vAnaspatya	ADJ	12	vAnaspatya	NOUN	3
vAnaspatyaH	vAnaspatya	ADJ	15	vAnaspatya	NOUN	5
vAnti	vAnti	NOUN	64	vA	VERB	29
vApa	vApa	NOUN	9	avAp	VERB	1
vApi	vApI	NOUN	10	vApin	ADJ	1
vArAha	vArAha	ADJ	20	vArAha	NOUN	13
vArAham	vArAha	NOUN	7	vArAha	ADJ	5
vAraRA	vAraRa	NOUN	11	vAraRa	ADJ	1
vAraRAH	vAraRa	NOUN	25	vAraRa	ADJ	2
vAraRa	vAraRa	NOUN	149	vAraRa	ADJ	4
vAraRaH	vAraRa	NOUN	21	vAraRa	ADJ	4
vAraRam	vAraRa	NOUN	30	vAraRa	ADJ	15
vAraRe	vAraRa	NOUN	12	vAraRa	ADJ	1
vAraRena	vAraRa	NOUN	9	vAraRa	ADJ	4
vAraRezu	vAraRa	ADJ	3	vAraRa	NOUN	2
vAriBiH	vAri	NOUN	35	vArin	ADJ	1
vAriDarA	vAriDara	NOUN	2	vAriDarA	NOUN	1
vAritaH	vAray	VERB	27	vAritas	ADV	1
vAruRI	vAruRI	NOUN	70	vAruRa	ADJ	25
vAruRa	vAruRa	ADJ	31	vAruRa	NOUN	2
vAruRaM	vAruRa	ADJ	114	vAruRa	NOUN	5
vAruRena	vAruRa	ADJ	21	vAruRa	NOUN	1
vAruRyA	vAruRa	ADJ	15	vAruRI	NOUN	10
vAryA	vArya	NOUN	15	vAray	VERB	2
vAryARAm	vArya	NOUN	8	vArya	ADJ	2
vAryARi	vArya	NOUN	20	vArya	ADJ	5
vArya	vAray	VERB	3	vArya	NOUN	2
vAryam	vArya	NOUN	21	vf	VERB	4
vArzReyaM	vArzReya	NOUN	34	vArzReya	ADJ	1
vArzReyam	vArzReya	NOUN	8	vArzReya	ADJ	1
vArzikI	vArzika	ADJ	8	vArzikI	NOUN	3
vArzikam	vArzika	ADJ	50	vArzika	NOUN	3
vAsI	vAsin	ADJ	55	vAsi	NOUN	6
vAsantI	vAsantI	NOUN	12	vAsanta	ADJ	2
vAsarARi	vAsara	NOUN	8	vAsara	ADJ	2
vAsavI	vAsava	ADJ	5	vAsavI	NOUN	3
vAsavIM	vAsava	ADJ	3	vAsavI	NOUN	1
vAsavaH	vAsava	NOUN	126	vAsava	ADJ	1
vAsavaM	vAsava	NOUN	32	vAsava	ADJ	2
vAsavam	vAsava	NOUN	33	vAsava	ADJ	3
vAsi	vAsin	ADJ	14	vA	VERB	8
vAsitA	vAsay	VERB	2	vASitA	NOUN	1
vAsizWam	vAsizWa	ADJ	7	vAsizWa	NOUN	2
vAsudeva	vAsudeva	NOUN	321	vAsudeva	ADJ	3
vAsudevaM	vAsudeva	NOUN	129	vAsudeva	ADJ	1
vAsudevena	vAsudeva	NOUN	74	vAsudeva	ADJ	1
vAtA	vAta	NOUN	60	avAta	ADJ	1
vAtAH	vAta	NOUN	65	van	VERB	4
vAtAya	vAta	NOUN	29	hu	VERB	1
vAta	vAta	NOUN	2890	vA	VERB	4
vAtaH	vAta	NOUN	153	van	VERB	4
vAtam	vAta	NOUN	65	van	VERB	1
vAte	vAta	NOUN	128	vA	VERB	1
vAti	vA	VERB	77	vAti	NOUN	1
vAtikAH	vAtika	ADJ	6	vAtika	NOUN	2
vAvAtA	vAvAtA	NOUN	15	vAvAta	ADJ	1
vAva	vAva	PART	563	vA	VERB	2
vAvaSAnA	vAS	VERB	5	vaS	VERB	4
vAwa	vAwa	NOUN	21	vAwa	ADJ	2
vAyasam	vAyasa	NOUN	4	vAyasa	ADJ	1
vAyava	vAyava	ADJ	33	vAyu	NOUN	20
vAyavaH	vAyu	NOUN	52	vAyava	ADJ	14
vAyave	vAyu	NOUN	121	vAyava	ADJ	2
vAyuBakzA	vAyuBakza	NOUN	3	vAyuBakza	ADJ	1
vAyuH	vAyu	NOUN	810	vA	VERB	3
vIratara	vIratara	ADJ	2	vIratara	NOUN	1
vIravat	vIravat	ADJ	15	vIravant	NOUN	1
vIravatIm	vIravat	ADJ	4	vIravatI	NOUN	1
vIryavAn	vIryavat	ADJ	608	vIryavant	NOUN	4
vIryavatI	vIryavat	ADJ	8	vIryavatI	NOUN	1
vItA	vIta	ADJ	3	vI	VERB	1
vItI	vIti	NOUN	5	vItin	ADJ	1
vIta	vI	VERB	281	vIta	ADJ	10
vItaM	vI	VERB	12	vIta	ADJ	3
vItaye	vIti	NOUN	65	vI	VERB	24
vItihotraH	vItihotra	NOUN	3	vItihotra	ADJ	1
va	tvad	PRON	205	ava	ADP	45
vaDAya	vaDa	NOUN	174	avaDA	VERB	15
vaDId	vaD	VERB	11	vaD	VERB	6
vaDa	vaDa	NOUN	460	vaD	VERB	3
vaDe	vaDa	NOUN	225	vaD	VERB	5
vaDyA	vaD	VERB	22	vaDyA	NOUN	16
vaDya	vaD	VERB	59	vaDya	NOUN	7
vaDyaH	vaD	VERB	144	vaDya	NOUN	1
vaDyam	vaD	VERB	31	vaDya	NOUN	1
vaDyatAM	vaD	VERB	21	vaDyatA	NOUN	2
vaDyatAm	vaD	VERB	14	vaDyatA	NOUN	3
vaH	tvad	PRON	1527	vf	VERB	7
vaMSyAH	vaMSya	NOUN	12	vaMSya	ADJ	1
vaRija	vaRij	NOUN	4	vaRija	NOUN	2
vaS	tvad	PRON	20	va	NOUN	1
vaSa	vaSa	NOUN	219	vaSa	ADJ	1
vaSaH	vaSa	NOUN	48	avaSa	ADJ	18
vaSaM	vaSa	NOUN	89	vaSa	ADJ	1
vaSam	vaSa	NOUN	392	vaSa	ADJ	7
vaSavartinaH	vaSavartin	ADJ	8	vaSavartin	NOUN	2
vaSinI	vaSin	ADJ	14	vaSinI	NOUN	1
vaSyA	vaSya	ADJ	31	vaSyA	NOUN	27
vaSyaH	vaSya	ADJ	28	vaSyA	NOUN	1
vaSyam	vaSyA	NOUN	8	avaSyam	ADV	6
vaYcaka	vaYcaka	ADJ	1	vaYcaka	NOUN	1
vacanAt	vacana	NOUN	353	vacana	ADJ	1
vacanIya	vac	VERB	1	vacanIya	ADJ	1
vacana	vacana	NOUN	214	vacana	ADJ	1
vacanam	vacana	NOUN	1027	vacana	ADJ	1
vacanasya	vacana	NOUN	11	vacana	ADJ	5
vadAnya	vadAnya	ADJ	1	vadAnya	NOUN	1
vadAnyasya	vadAnya	ADJ	11	vadAnya	NOUN	1
vada	vad	VERB	381	vada	NOUN	7
vadaH	vad	NOUN	4	vad	VERB	2
vahA	vaha	ADJ	22	vah	VERB	9
vahAm	vaha	ADJ	7	vahA	NOUN	1
vahAni	vaha	ADJ	22	vah	VERB	3
vaha	vah	VERB	199	vaha	ADJ	10
vahanAt	vahana	NOUN	5	vahana	ADJ	1
vahase	vah	VERB	5	vahas	NOUN	2
vahati	vah	VERB	200	vahati	NOUN	1
vahato	vah	VERB	21	vahat	NOUN	1
vajrI	vajrI	NOUN	76	vajrin	NOUN	63
vajriRA	vajrin	NOUN	26	vajrin	ADJ	1
vajriRaH	vajrin	NOUN	10	vajrin	ADJ	1
vajriRam	vajrin	NOUN	14	vajrin	ADJ	1
vajriRe	vajrin	NOUN	18	vajrin	ADJ	8
vajrinn	vajrin	NOUN	14	vajrin	ADJ	5
vakra	vakra	ADJ	88	vakra	NOUN	15
vaktA	vaktf	ADJ	37	vaktf	NOUN	25
vaktAram	vaktf	NOUN	20	vaktf	ADJ	3
vaktf	vaktf	NOUN	5	vaktf	ADJ	4
vakti	vac	VERB	58	vakti	NOUN	1
vaktrAH	vaktra	NOUN	65	avaktra	ADJ	1
vakzaH	vakzas	NOUN	46	vah	VERB	1
vakzaTaH	vah	VERB	1	vakzaTa	NOUN	1
vakzo	vakzas	NOUN	19	vah	VERB	1
valaya	valaya	NOUN	94	valay	VERB	1
valayaH	vali	NOUN	7	valaya	NOUN	5
valayita	valayita	ADJ	10	valay	VERB	1
valita	val	VERB	19	valita	NOUN	2
vallaBA	vallaBa	ADJ	38	vallaBA	NOUN	16
vamato	vam	VERB	2	avaman	VERB	1
vanDyA	vanDyA	NOUN	85	vanDya	ADJ	6
vanaH	vana	NOUN	9	van	VERB	1
vanamAlI	vanamAlin	NOUN	19	vanamAlin	ADJ	1
vanasTA	vanasTA	NOUN	3	vanasTa	NOUN	2
vandAru	vandAru	ADJ	6	vandAru	NOUN	2
vanecarI	vanecara	ADJ	1	vanecarI	NOUN	1
vaninaH	vanin	NOUN	6	vanin	ADJ	1
vanitA	vanitA	NOUN	63	van	VERB	1
vanyAn	vanya	ADJ	7	vanya	NOUN	1
vanyAni	vanya	ADJ	4	vanya	NOUN	1
vanya	vanya	ADJ	55	vanya	NOUN	2
vanyaH	vanya	ADJ	4	vanya	NOUN	2
vanyam	vanya	NOUN	6	vanya	ADJ	5
vanyena	vanya	ADJ	12	vanya	NOUN	11
vapati	vap	VERB	37	vapati	NOUN	1
vaprA	vapra	NOUN	1	vaprA	NOUN	1
vapuzaH	vapus	NOUN	41	vapus	ADJ	1
vapuzmAn	vapuzmat	ADJ	19	vapuzmant	NOUN	3
vapuzmatI	vapuzmat	ADJ	3	vapuzmatI	NOUN	1
vapuzmataH	vapuzmant	NOUN	2	vapuzmat	ADJ	1
vaqAH	vaqa	NOUN	3	vaqA	NOUN	2
var	vf	VERB	4	var	NOUN	1
varA	varA	NOUN	147	vara	ADJ	78
varAH	vara	ADJ	107	vara	NOUN	30
varAM	vara	ADJ	4	avara	ADJ	2
varARAm	vara	NOUN	3	vara	ADJ	2
varARi	vara	ADJ	8	vara	NOUN	2
varAm	vara	ADJ	14	varA	NOUN	3
varAn	vara	NOUN	92	vara	ADJ	70
varArohA	varAroha	ADJ	23	varArohA	NOUN	5
varArohe	varAroha	ADJ	52	varArohA	NOUN	13
varAt	vara	NOUN	35	vara	ADJ	12
varAya	vara	NOUN	23	vara	ADJ	10
varDamAnAn	varDamAna	NOUN	1	vfD	VERB	1
varDamAna	varDamAna	NOUN	24	vfD	VERB	17
varDamAnaH	vfD	VERB	18	varDamAna	NOUN	2
varDamAnam	vfD	VERB	13	varDamAna	NOUN	3
varDamAnasya	vfD	VERB	10	varDamAna	NOUN	1
varDamAno	vfD	VERB	19	varDamAna	NOUN	4
varDanA	varDana	ADJ	24	varDana	NOUN	1
varDanAni	varDana	ADJ	5	varDana	NOUN	2
varDanI	varDana	ADJ	6	varDanI	NOUN	5
varDana	varDana	ADJ	23	varDana	NOUN	11
varDanaH	varDana	ADJ	170	varDana	NOUN	2
varDanam	varDana	ADJ	232	varDana	NOUN	14
varDano	varDana	ADJ	5	varDana	NOUN	5
varDanta	vfD	VERB	3	vfD	VERB	2
varDayat	varDay	VERB	2	varDay	VERB	1
varDitA	varDay	VERB	7	varDitf	ADJ	1
