slp1	freq_band	poly_band	arm	chrf_mw	chrf_fr	chrf_ru	chrf_multi2	chrf_multi3	token_f1_mw	token_f1_fr	token_f1_ru
maYjula	low	poly5p	A2_chat_noctx	28.42	16.26	0.00	28.42	28.42	0.2500	0.0000	0.0000
kuwIra	low	poly5p	A2_chat_noctx	19.64	0.00	0.00	19.64	19.64	0.5000	0.0000	0.0000
jawADara	low	poly5p	A2_chat_noctx	18.62	10.53	0.00	18.62	18.62	0.3030	0.1143	0.0000
Aropa	low	poly5p	A2_chat_noctx	35.36	22.95	0.00	35.36	35.36	0.3200	0.0784	0.0000
AlIQa	low	poly5p	A2_chat_noctx	5.74	2.72	0.00	5.74	5.74	0.1765	0.0488	0.0000
rasita	low	poly5p	A2_chat_noctx	16.25	7.90	0.00	16.25	16.25	0.1404	0.0385	0.0000
SAsa	low	poly5p	A2_chat_noctx	10.36	13.32	0.00	13.32	13.32	0.1765	0.0000	0.0000
arAla	low	poly5p	A2_chat_noctx	13.22	6.71	0.00	13.22	13.22	0.1538	0.0000	0.0000
mAWara	low	poly5p	A2_chat_noctx	8.72	8.22	0.00	8.72	8.72	0.2692	0.0000	0.0000
upodGAta	low	poly5p	A2_chat_noctx	23.97	25.20	0.00	25.20	25.20	0.2105	0.1600	0.0000
vivasvat	low	poly5p	A2_chat_noctx	3.31	4.27	0.00	4.27	4.27	0.0296	0.0000	0.0000
gaRya	low	poly5p	A2_chat_noctx	24.09	13.08	0.00	24.09	24.09	0.4211	0.0556	0.0000
stamB	mid	mono	A2_chat_noctx	12.93	8.77	0.00	12.93	12.93	0.2564	0.0000	0.0000
aBIz	mid	mono	A2_chat_noctx	24.77	5.18	0.00	24.77	24.77	0.6250	0.0000	0.0000
paravaSa	mid	mono	A2_chat_noctx	46.80	9.02	0.00	46.80	46.80	0.4545	0.0417	0.0000
janayitf	mid	mono	A2_chat_noctx	24.82	14.07	0.00	24.82	24.82	0.2857	0.0000	0.0000
indranIla	mid	mono	A2_chat_noctx	68.29	10.77	0.00	68.29	68.29	0.6667	0.0000	0.0000
indraDanus	mid	mono	A2_chat_noctx	62.49	7.44	0.00	62.49	62.49	0.8000	0.0000	0.0000
pariSram	mid	mono	A2_chat_noctx	42.01	8.78	0.00	42.01	42.01	0.6667	0.0769	0.0000
dvitra	mid	mono	A2_chat_noctx	9.06	4.97	0.00	9.06	9.06	0.2500	0.1333	0.0000
varzavara	mid	mono	A2_chat_noctx	3.50	2.27	0.00	3.50	3.50	0.1429	0.0000	0.0000
prabAD	mid	mono	A2_chat_noctx	15.73	5.39	0.00	15.73	15.73	0.4571	0.0000	0.0000
pradfS	mid	mono	A2_chat_noctx	28.44	12.56	0.00	28.44	28.44	0.5161	0.0741	0.0000
upajIv	mid	mono	A2_chat_noctx	17.76	10.52	0.24	17.76	17.76	0.4127	0.0000	0.0000
anvezin	mid	mono	A2_chat_noctx	0.00	6.92	0.00	6.92	6.92	0.0000	0.0000	0.0000
BavAdfSa	mid	mono	A2_chat_noctx	1.81	5.19	1.16	5.19	5.19	0.0000	0.0000	0.0000
atyarTa	mid	mono	A2_chat_noctx	23.88	14.38	0.00	23.88	23.88	0.2000	0.0000	0.0000
antapAla	mid	mono	A2_chat_noctx	41.49	20.00	0.00	41.49	41.49	0.4286	0.0000	0.0000
Alap	mid	mono	A2_chat_noctx	53.22	9.38	0.00	53.22	53.22	0.7143	0.0000	0.0000
udgam	mid	mono	A2_chat_noctx	20.92	11.67	0.00	20.92	20.92	0.3607	0.0000	0.0000
paryAp	mid	mono	A2_chat_noctx	9.61	5.88	0.00	9.61	9.61	0.2264	0.0000	0.0000
paryupAs	mid	mono	A2_chat_noctx	20.53	10.98	0.00	20.53	20.53	0.4000	0.0000	0.0000
SrIKaRqa	mid	mono	A2_chat_noctx	25.93	15.50	0.00	25.93	25.93	0.1333	0.0000	0.0000
anvi	mid	mono	A2_chat_noctx	21.05	6.38	0.00	21.05	21.05	0.3902	0.0000	0.0000
SfgAla	mid	mono	A2_chat_noctx	18.15	3.23	0.00	18.15	18.15	0.2857	0.0000	0.0000
apasiD	mid	mono	A2_chat_noctx	45.19	7.49	0.00	45.19	45.19	0.5263	0.0000	0.0000
nizic	mid	mono	A2_chat_noctx	27.46	9.47	0.00	27.46	27.46	0.4828	0.0000	0.0000
SaMsin	mid	mono	A2_chat_noctx	25.37	9.36	0.00	25.37	25.37	0.1429	0.0000	0.0000
anuSAsana	mid	mono	A2_chat_noctx	62.76	26.46	0.00	62.76	62.76	0.5714	0.0870	0.0000
upaDAv	mid	mono	A2_chat_noctx	15.68	6.19	0.00	15.68	15.68	0.3077	0.0000	0.0000
upayam	mid	mono	A2_chat_noctx	5.38	4.75	0.00	5.38	5.38	0.1455	0.0000	0.0000
ezin	mid	mono	A2_chat_noctx	48.02	8.51	0.00	48.02	48.02	0.6667	0.0000	0.0000
sAhitya	mid	poly2_4	A2_chat_noctx	58.01	24.77	0.00	58.01	58.01	0.6111	0.1935	0.0000
bawu	mid	poly2_4	A2_chat_noctx	17.30	15.06	0.00	17.30	17.30	0.3429	0.0345	0.0000
dAqima	mid	poly2_4	A2_chat_noctx	24.39	4.24	0.00	24.39	24.39	0.3871	0.0000	0.0000
rAjarAja	mid	poly2_4	A2_chat_noctx	42.08	14.68	0.00	42.08	42.08	0.5517	0.0645	0.0000
unnidra	mid	poly2_4	A2_chat_noctx	33.88	8.62	0.00	33.88	33.88	0.4103	0.0833	0.0000
praBAta	mid	poly2_4	A2_chat_noctx	19.87	5.55	0.00	19.87	19.87	0.2963	0.0000	0.0000
sodara	mid	poly2_4	A2_chat_noctx	18.39	8.13	0.00	18.39	18.39	0.1395	0.0476	0.0000
buBukzu	mid	poly2_4	A2_chat_noctx	36.81	7.46	0.00	36.81	36.81	0.4286	0.0000	0.0000
akzaka	mid	poly2_4	A2_chat_noctx	15.92	8.12	0.00	15.92	15.92	0.1250	0.0000	0.0000
paratantra	mid	poly2_4	A2_chat_noctx	37.62	16.51	0.00	37.62	37.62	0.2703	0.0000	0.0000
nirmama	mid	poly2_4	A2_chat_noctx	23.68	16.62	0.00	23.68	23.68	0.3529	0.0000	0.0000
cAturmAsya	mid	poly2_4	A2_chat_noctx	23.69	12.09	0.00	23.69	23.69	0.2564	0.0889	0.0000
hAhA	mid	poly2_4	A2_chat_noctx	9.17	8.96	0.00	9.17	9.17	0.1818	0.0000	0.0000
AKaRqala	mid	poly2_4	A2_chat_noctx	25.21	11.19	0.00	25.21	25.21	0.3333	0.1053	0.0000
saMsidDi	mid	poly2_4	A2_chat_noctx	33.00	27.64	0.00	33.00	33.00	0.3265	0.0769	0.0000
dukUla	mid	poly2_4	A2_chat_noctx	28.50	19.31	0.00	28.50	28.50	0.5000	0.0000	0.0000
viruta	mid	poly2_4	A2_chat_noctx	9.40	9.46	0.00	9.46	9.46	0.1143	0.0645	0.0000
zaRQa	mid	poly2_4	A2_chat_noctx	20.73	14.84	0.00	20.73	20.73	0.1778	0.0417	0.0000
aByaNga	mid	poly2_4	A2_chat_noctx	28.40	18.71	0.00	28.40	28.40	0.1053	0.0000	0.0000
Arogya	mid	poly2_4	A2_chat_noctx	37.34	8.18	0.00	37.34	37.34	0.4706	0.0000	0.0000
kataka	mid	poly2_4	A2_chat_noctx	11.30	10.34	0.00	11.30	11.30	0.0870	0.0000	0.0000
rajaka	mid	poly2_4	A2_chat_noctx	7.43	4.22	0.00	7.43	7.43	0.0800	0.0000	0.0000
apanayana	mid	poly2_4	A2_chat_noctx	39.91	8.81	0.00	39.91	39.91	0.4000	0.0000	0.0000
pUrti	mid	poly2_4	A2_chat_noctx	37.83	31.73	0.00	37.83	37.83	0.2727	0.1053	0.0000
viBU	mid	poly2_4	A2_chat_noctx	5.78	13.28	0.00	13.28	13.28	0.1626	0.0000	0.0000
rAsaBa	mid	poly2_4	A2_chat_noctx	26.77	3.55	0.00	26.77	26.77	0.2500	0.0000	0.0000
pUzan	mid	poly2_4	A2_chat_noctx	13.32	7.45	0.00	13.32	13.32	0.2416	0.0126	0.0000
tura	mid	poly2_4	A2_chat_noctx	9.12	7.15	0.00	9.12	9.12	0.0909	0.0000	0.0000
kApuruza	mid	poly2_4	A2_chat_noctx	45.69	9.12	0.00	45.69	45.69	0.5263	0.0000	0.0000
rasanA	mid	poly2_4	A2_chat_noctx	32.72	17.23	0.00	32.72	32.72	0.2963	0.0000	0.0000
rikTa	mid	poly2_4	A2_chat_noctx	32.64	15.60	0.00	32.64	32.64	0.3000	0.0000	0.0000
paryaNka	mid	poly2_4	A2_chat_noctx	29.70	18.99	0.00	29.70	29.70	0.4198	0.0702	0.0000
niravadya	mid	poly2_4	A2_chat_noctx	22.44	18.09	0.00	22.44	22.44	0.0000	0.0000	0.0000
draviqa	mid	poly5p	A2_chat_noctx	5.25	10.86	0.00	10.86	10.86	0.0870	0.0000	0.0000
virUpAkza	mid	poly5p	A2_chat_noctx	22.91	4.85	0.00	22.91	22.91	0.4299	0.0750	0.0000
viSudDi	mid	poly5p	A2_chat_noctx	20.84	21.26	0.00	21.26	21.26	0.1290	0.1000	0.0000
kuntala	mid	poly5p	A2_chat_noctx	26.38	11.14	0.00	26.38	26.38	0.5333	0.0000	0.0000
parA	mid	poly5p	A2_chat_noctx	21.10	6.22	0.43	21.10	21.10	0.2308	0.0000	0.0000
mfgendra	mid	poly5p	A2_chat_noctx	18.50	12.45	0.00	18.50	18.50	0.3556	0.0769	0.0000
prasTAna	mid	poly5p	A2_chat_noctx	25.26	25.70	0.00	25.70	25.70	0.3404	0.0290	0.0000
mecaka	mid	poly5p	A2_chat_noctx	9.55	6.41	0.00	9.55	9.55	0.1778	0.0000	0.0000
reRu	mid	poly5p	A2_chat_noctx	11.61	14.33	0.00	14.33	14.33	0.2059	0.0488	0.0000
paYjara	mid	poly5p	A2_chat_noctx	16.76	15.77	0.00	16.76	16.76	0.2609	0.1481	0.0000
sImanta	mid	poly5p	A2_chat_noctx	23.31	13.84	0.00	23.31	23.31	0.2593	0.0000	0.0000
mahApadma	mid	poly5p	A2_chat_noctx	10.85	13.89	0.00	13.89	13.89	0.2500	0.1404	0.0000
sammati	mid	poly5p	A2_chat_noctx	15.73	15.71	0.00	15.73	15.73	0.1463	0.0667	0.0000
asu	mid	poly5p	A2_chat_noctx	7.97	11.32	0.00	11.32	11.32	0.1702	0.1000	0.0000
kfSAnu	mid	poly5p	A2_chat_noctx	6.56	5.65	0.00	6.56	6.56	0.2326	0.0263	0.0000
kaMsa	mid	poly5p	A2_chat_noctx	15.17	6.52	0.00	15.17	15.17	0.2745	0.0000	0.0000
itTA	mid	poly5p	A2_chat_noctx	3.66	6.76	0.00	6.76	6.76	0.0714	0.0000	0.0000
Urmi	mid	poly5p	A2_chat_noctx	7.14	12.36	0.00	12.36	12.36	0.1795	0.0000	0.0000
lopa	mid	poly5p	A2_chat_noctx	18.41	33.28	0.00	33.28	33.28	0.1185	0.0541	0.0000
Sibira	mid	poly5p	A2_chat_noctx	12.26	9.54	0.00	12.26	12.26	0.2564	0.0625	0.0000
mandira	mid	poly5p	A2_chat_noctx	23.28	27.01	0.00	27.01	27.01	0.3333	0.1905	0.0000
nakta	mid	poly5p	A2_chat_noctx	2.81	7.44	0.00	7.44	7.44	0.0526	0.1538	0.0000
mUrKa	mid	poly5p	A2_chat_noctx	29.96	9.51	0.00	29.96	29.96	0.2581	0.0000	0.0000
pippala	mid	poly5p	A2_chat_noctx	17.86	12.73	0.00	17.86	17.86	0.3492	0.0800	0.0000
DAraka	mid	poly5p	A2_chat_noctx	14.32	10.70	0.00	14.32	14.32	0.0000	0.0000	0.0000
Bawa	mid	poly5p	A2_chat_noctx	22.71	11.22	0.00	22.71	22.71	0.3600	0.0000	0.0000
padmanABa	mid	poly5p	A2_chat_noctx	21.21	18.57	0.00	21.21	21.21	0.3590	0.0909	0.0000
dyumat	mid	poly5p	A2_chat_noctx	13.23	24.28	0.00	24.28	24.28	0.1000	0.0000	0.0000
mandAra	mid	poly5p	A2_chat_noctx	23.85	13.19	0.00	23.85	23.85	0.4040	0.0541	0.0000
kukkura	mid	poly5p	A2_chat_noctx	17.05	5.87	0.00	17.05	17.05	0.3590	0.0000	0.0000
vasati	mid	poly5p	A2_chat_noctx	15.17	4.35	0.00	15.17	15.17	0.2812	0.0299	0.0000
jImUta	mid	poly5p	A2_chat_noctx	12.30	9.58	0.00	12.30	12.30	0.2308	0.0000	0.0000
vizARa	mid	poly5p	A2_chat_noctx	1.62	3.46	0.00	3.46	3.46	0.0404	0.0000	0.0000
malayaja	mid	poly5p	A2_chat_noctx	22.93	12.57	0.00	22.93	22.93	0.2000	0.0000	0.0000
Danika	mid	poly5p	A2_chat_noctx	14.48	4.47	0.00	14.48	14.48	0.4167	0.0556	0.0000
aBijana	mid	poly5p	A2_chat_noctx	35.17	17.86	0.00	35.17	35.17	0.4138	0.0741	0.0000
tiras	mid	poly5p	A2_chat_noctx	18.10	5.13	0.00	18.10	18.10	0.2439	0.0000	0.0000
BIru	mid	poly5p	A2_chat_noctx	5.18	4.79	0.00	5.18	5.18	0.0714	0.0000	0.0000
hala	mid	poly5p	A2_chat_noctx	14.31	11.45	0.00	14.31	14.31	0.2500	0.0000	0.0000
iriRa	mid	poly5p	A2_chat_noctx	12.34	12.89	0.00	12.89	12.89	0.3000	0.0000	0.0000
gozWa	mid	poly5p	A2_chat_noctx	20.97	20.15	0.00	20.97	20.97	0.2333	0.0000	0.0000
svarAj	mid	poly5p	A2_chat_noctx	13.25	5.73	0.00	13.25	13.25	0.1463	0.0667	0.0000
jambuka	mid	poly5p	A2_chat_noctx	19.63	9.73	0.00	19.63	19.63	0.3636	0.0000	0.0000
AyA	high	mono	A3_reasoner_ctx	8.96	3.16	0.00	8.96	8.96	0.1579	0.0000	0.0000
catur	high	mono	A3_reasoner_ctx	3.32	1.84	0.00	3.32	3.32	0.0000	0.0000	0.0000
prada	high	mono	A3_reasoner_ctx	42.61	6.56	0.46	42.61	42.61	0.5714	0.0000	0.0000
aTa	high	mono	A3_reasoner_ctx	32.54	6.48	0.00	32.54	32.54	0.5000	0.0000	0.0000
spfS	high	mono	A3_reasoner_ctx	5.55	2.28	0.00	5.55	5.55	0.1000	0.0125	0.0000
paW	high	mono	A3_reasoner_ctx	7.64	2.83	0.00	7.64	7.64	0.1099	0.0000	0.0000
nagara	high	mono	A3_reasoner_ctx	14.49	9.86	0.00	14.49	14.49	0.3333	0.0000	0.0000
lip	high	mono	A3_reasoner_ctx	15.39	5.58	0.00	15.39	15.39	0.2581	0.0000	0.0000
SuB	high	mono	A3_reasoner_ctx	7.19	7.34	0.00	7.34	7.34	0.1260	0.0000	0.0000
tyaj	high	mono	A3_reasoner_ctx	6.39	3.13	0.00	6.39	6.39	0.1304	0.0000	0.0000
azwan	high	mono	A3_reasoner_ctx	10.31	6.01	0.00	10.31	10.31	0.2000	0.1333	0.0000
udAhf	high	mono	A3_reasoner_ctx	34.17	14.75	0.00	34.17	34.17	0.4000	0.0000	0.0000
pratigrah	high	mono	A3_reasoner_ctx	4.90	6.50	0.00	6.50	6.50	0.0860	0.0000	0.0000
sadA	high	mono	A3_reasoner_ctx	43.00	13.36	0.00	43.00	43.00	0.4615	0.0000	0.0000
tvar	high	mono	A3_reasoner_ctx	16.49	3.55	0.00	16.49	16.49	0.3030	0.0000	0.0000
aYj	high	mono	A3_reasoner_ctx	10.36	3.39	0.00	10.36	10.36	0.1429	0.0000	0.0000
vraj	high	mono	A3_reasoner_ctx	8.76	4.12	0.00	8.76	8.76	0.1633	0.0000	0.0000
soma	high	mono	A3_reasoner_ctx	6.18	3.16	0.00	6.18	6.18	0.1642	0.0282	0.0000
sma	high	mono	A3_reasoner_ctx	11.15	8.51	0.00	11.15	11.15	0.1778	0.0000	0.0000
saMyuj	high	mono	A3_reasoner_ctx	12.82	13.26	0.00	13.26	13.26	0.2286	0.0000	0.0000
prapad	high	mono	A3_reasoner_ctx	10.40	6.00	0.00	10.40	10.40	0.2128	0.0000	0.0000
KAd	high	mono	A3_reasoner_ctx	15.40	4.09	0.00	15.40	15.40	0.2703	0.0000	0.0000
sItA	high	mono	A3_reasoner_ctx	13.20	4.71	0.00	13.20	13.20	0.2446	0.0133	0.0000
prakzip	high	mono	A3_reasoner_ctx	12.57	3.89	0.00	12.57	12.57	0.3333	0.0000	0.0000
avasTA	high	mono	A3_reasoner_ctx	5.93	6.62	0.00	6.62	6.62	0.1268	0.0000	0.0000
vIkz	high	mono	A3_reasoner_ctx	13.61	13.19	0.00	13.61	13.61	0.2545	0.0000	0.0000
prasad	high	mono	A3_reasoner_ctx	12.35	6.02	0.00	12.35	12.35	0.2500	0.0000	0.0000
Agam	high	mono	A3_reasoner_ctx	4.89	3.08	0.00	4.89	4.89	0.0789	0.0000	0.0000
dviviDa	high	mono	A3_reasoner_ctx	59.80	2.47	0.00	59.80	59.80	0.6667	0.0000	0.0000
vyAp	high	mono	A3_reasoner_ctx	21.63	5.95	0.00	21.63	21.63	0.3571	0.0000	0.0000
mil	high	mono	A3_reasoner_ctx	10.99	4.12	0.00	10.99	10.99	0.2128	0.0000	0.0000
ASin	high	mono	A3_reasoner_ctx	41.97	5.91	0.32	41.97	41.97	0.4000	0.0000	0.0000
sampad	high	mono	A3_reasoner_ctx	8.85	7.24	0.00	8.85	8.85	0.0000	0.0000	0.0000
prahfz	high	mono	A3_reasoner_ctx	12.51	3.17	0.00	12.51	12.51	0.2222	0.0000	0.0000
nipat	high	mono	A3_reasoner_ctx	12.78	12.62	0.00	12.78	12.78	0.2329	0.0000	0.0000
car	high	mono	A3_reasoner_ctx	9.05	2.49	0.00	9.05	9.05	0.1618	0.0000	0.0000
pre	high	mono	A3_reasoner_ctx	7.77	4.74	0.00	7.77	7.77	0.1569	0.0000	0.0000
BrU	high	mono	A3_reasoner_ctx	38.08	2.71	0.00	38.08	38.08	0.4286	0.0526	0.0000
visfj	high	mono	A3_reasoner_ctx	6.12	6.57	0.00	6.57	6.57	0.1260	0.0000	0.0000
roza	high	mono	A3_reasoner_ctx	45.05	41.23	0.00	45.05	45.05	0.6250	0.3333	0.0000
aDunA	high	mono	A3_reasoner_ctx	16.19	4.77	0.00	16.19	16.19	0.5714	0.0000	0.0000
prajan	high	mono	A3_reasoner_ctx	7.55	5.50	0.00	7.55	7.55	0.1463	0.0000	0.0000
han	high	mono	A3_reasoner_ctx	5.69	2.15	0.00	5.69	5.69	0.0902	0.0000	0.0000
mf	high	mono	A3_reasoner_ctx	2.49	0.89	0.00	2.49	2.49	0.0556	0.0000	0.0000
Ayam	high	mono	A3_reasoner_ctx	10.30	7.65	0.00	10.30	10.30	0.1266	0.0000	0.0000
Acar	high	mono	A3_reasoner_ctx	19.43	12.82	0.00	19.43	19.43	0.3235	0.0000	0.0000
upAdA	high	mono	A3_reasoner_ctx	12.34	10.78	0.00	12.34	12.34	0.1915	0.0000	0.0000
upapad	high	mono	A3_reasoner_ctx	9.40	6.53	0.00	9.40	9.40	0.1727	0.0000	0.0000
vyaT	high	mono	A3_reasoner_ctx	8.82	7.65	0.00	8.82	8.82	0.1489	0.0000	0.0000
yAc	high	mono	A3_reasoner_ctx	6.99	4.16	0.00	6.99	6.99	0.1010	0.0000	0.0000
Df	high	mono	A3_reasoner_ctx	10.16	4.67	0.00	10.16	10.16	0.1654	0.0000	0.0000
rakz	high	poly2_4	A3_reasoner_ctx	6.82	3.91	0.00	6.82	6.82	0.1386	0.0250	0.0000
janapada	high	poly2_4	A3_reasoner_ctx	28.14	11.09	0.00	28.14	28.14	0.3846	0.0000	0.0000
dviguRa	high	poly2_4	A3_reasoner_ctx	31.73	2.74	0.00	31.73	31.73	0.4545	0.0351	0.0000
dAnava	high	poly2_4	A3_reasoner_ctx	6.94	7.24	0.00	7.24	7.24	0.1091	0.0000	0.0000
fzi	high	poly2_4	A3_reasoner_ctx	5.06	2.74	0.00	5.06	5.06	0.1085	0.0296	0.0000
upadiS	high	poly2_4	A3_reasoner_ctx	19.51	10.35	0.00	19.51	19.51	0.2985	0.0000	0.0000
rAjya	high	poly2_4	A3_reasoner_ctx	20.57	4.59	0.00	20.57	20.57	0.3000	0.0388	0.0000
idam	high	poly2_4	A3_reasoner_ctx	3.71	9.81	0.00	9.81	9.81	0.0597	0.0000	0.0000
Ap	high	poly2_4	A3_reasoner_ctx	4.71	2.99	0.00	4.71	4.71	0.0625	0.0000	0.0000
yadA	high	poly2_4	A3_reasoner_ctx	2.70	2.09	0.45	2.70	2.70	0.1064	0.0000	0.0000
samiD	high	poly2_4	A3_reasoner_ctx	12.01	9.91	0.00	12.01	12.01	0.1463	0.0000	0.0000
vidyA	high	poly2_4	A3_reasoner_ctx	7.22	10.30	0.00	10.30	10.30	0.0667	0.0851	0.0000
aBiBU	high	poly2_4	A3_reasoner_ctx	21.60	9.05	0.00	21.60	21.60	0.2759	0.0000	0.0000
prasTA	high	poly2_4	A3_reasoner_ctx	7.05	4.83	0.00	7.05	7.05	0.1010	0.0000	0.0000
Slezman	high	poly2_4	A3_reasoner_ctx	37.93	15.40	0.00	37.93	37.93	0.5641	0.0690	0.0000
Uru	high	poly2_4	A3_reasoner_ctx	9.37	3.79	0.00	9.37	9.37	0.1905	0.0000	0.0000
saMyuga	high	poly2_4	A3_reasoner_ctx	32.95	10.05	0.00	32.95	32.95	0.5455	0.0000	0.0000
ftu	high	poly2_4	A3_reasoner_ctx	12.62	6.87	0.00	12.62	12.62	0.2481	0.0163	0.0000
yaTAvat	high	poly2_4	A3_reasoner_ctx	67.56	16.39	0.00	67.56	67.56	0.5263	0.0000	0.0000
stu	high	poly2_4	A3_reasoner_ctx	10.44	2.74	0.00	10.44	10.44	0.1443	0.0000	0.0000
kzuD	high	poly2_4	A3_reasoner_ctx	9.69	1.44	0.00	9.69	9.69	0.1538	0.0000	0.0000
an	high	poly2_4	A3_reasoner_ctx	8.03	9.33	0.00	9.33	9.33	0.0800	0.1538	0.0000
apriya	high	poly2_4	A3_reasoner_ctx	38.70	12.26	0.00	38.70	38.70	0.2353	0.0000	0.0000
dehin	high	poly2_4	A3_reasoner_ctx	26.19	7.11	0.00	26.19	26.19	0.1905	0.0000	0.0000
loBa	high	poly2_4	A3_reasoner_ctx	15.17	4.05	0.00	15.17	15.17	0.1667	0.0000	0.0000
dvipa	high	poly2_4	A3_reasoner_ctx	8.25	6.30	0.00	8.25	8.25	0.1053	0.0000	0.0000
nakzatra	high	poly2_4	A3_reasoner_ctx	8.50	3.38	0.00	8.50	8.50	0.2051	0.0175	0.0000
jAnu	high	poly2_4	A3_reasoner_ctx	6.68	3.23	0.00	6.68	6.68	0.1667	0.1000	0.0000
kAsa	high	poly2_4	A3_reasoner_ctx	1.52	1.54	0.00	1.54	1.54	0.0000	0.0000	0.0000
rAkzasa	high	poly2_4	A3_reasoner_ctx	7.68	5.21	0.00	7.68	7.68	0.1168	0.0299	0.0000
druma	high	poly2_4	A3_reasoner_ctx	3.11	1.95	0.00	3.11	3.11	0.1212	0.0000	0.0000
pitf	high	poly2_4	A3_reasoner_ctx	5.94	6.49	0.00	6.49	6.49	0.0640	0.0741	0.0000
yuD	high	poly2_4	A3_reasoner_ctx	10.12	4.35	0.00	10.12	10.12	0.1569	0.0000	0.0000
havis	high	poly2_4	A3_reasoner_ctx	28.90	22.64	0.00	28.90	28.90	0.3137	0.0571	0.0000
tfp	high	poly2_4	A3_reasoner_ctx	14.15	13.32	0.00	14.15	14.15	0.2368	0.0000	0.0000
vaRij	high	poly2_4	A3_reasoner_ctx	19.61	11.20	0.00	19.61	19.61	0.3158	0.0000	0.0000
nizad	high	poly2_4	A3_reasoner_ctx	6.96	6.95	0.00	6.96	6.96	0.0822	0.0667	0.0000
mahABAga	high	poly2_4	A3_reasoner_ctx	24.23	17.28	0.00	24.23	24.23	0.2083	0.0000	0.0000
dveza	high	poly2_4	A3_reasoner_ctx	29.67	7.23	0.00	29.67	29.67	0.3529	0.0625	0.0000
Avaha	high	poly2_4	A3_reasoner_ctx	11.33	4.39	0.00	11.33	11.33	0.0909	0.0000	0.0000
Apat	high	poly2_4	A3_reasoner_ctx	11.83	6.88	0.00	11.83	11.83	0.1818	0.0000	0.0000
niBa	high	poly2_4	A3_reasoner_ctx	13.46	14.43	0.00	14.43	14.43	0.2143	0.0000	0.0000
uB	high	poly2_4	A3_reasoner_ctx	1.89	6.94	0.00	6.94	6.94	0.0000	0.0000	0.0000
lih	high	poly2_4	A3_reasoner_ctx	13.39	6.73	0.00	13.39	13.39	0.2941	0.0667	0.0000
kAnana	high	poly2_4	A3_reasoner_ctx	13.03	7.93	0.00	13.03	13.03	0.2000	0.0000	0.0000
tulya	high	poly2_4	A3_reasoner_ctx	20.90	14.35	0.00	20.90	20.90	0.2222	0.0588	0.0000
antar	high	poly2_4	A3_reasoner_ctx	18.01	5.46	0.00	18.01	18.01	0.2712	0.0000	0.0000
manuzya	high	poly5p	A3_reasoner_ctx	8.44	5.30	0.00	8.44	8.44	0.2439	0.0800	0.0000
giri	high	poly5p	A3_reasoner_ctx	4.66	6.24	0.00	6.24	6.24	0.0682	0.0000	0.0000
brAhmaRa	high	poly5p	A3_reasoner_ctx	5.87	4.10	0.00	5.87	5.87	0.1395	0.0476	0.0000
Adya	high	poly5p	A3_reasoner_ctx	12.02	10.91	0.00	12.02	12.02	0.2400	0.0645	0.0000
Agneya	high	poly5p	A3_reasoner_ctx	15.68	10.19	0.00	15.68	15.68	0.2667	0.1067	0.0000
SarkarA	high	poly5p	A3_reasoner_ctx	16.11	11.35	0.00	16.11	16.11	0.2326	0.0571	0.0000
gamBIra	high	poly5p	A3_reasoner_ctx	7.57	9.93	0.00	9.93	9.93	0.0706	0.0833	0.0000
mahAdeva	high	poly5p	A3_reasoner_ctx	6.17	2.81	0.00	6.17	6.17	0.1778	0.0333	0.0000
SAsana	high	poly5p	A3_reasoner_ctx	9.56	9.60	0.00	9.60	9.60	0.1443	0.0290	0.0000
vipra	high	poly5p	A3_reasoner_ctx	3.92	2.05	0.00	3.92	3.92	0.1020	0.0659	0.0000
udyAna	high	poly5p	A3_reasoner_ctx	14.25	3.12	0.00	14.25	14.25	0.2667	0.0000	0.0000
miSra	high	poly5p	A3_reasoner_ctx	6.59	3.82	0.00	6.59	6.59	0.0825	0.0000	0.0000
prakfti	high	poly5p	A3_reasoner_ctx	13.03	6.78	0.00	13.03	13.03	0.2114	0.0226	0.0000
aSva	high	poly5p	A3_reasoner_ctx	3.48	2.58	0.00	3.48	3.48	0.0625	0.0000	0.0000
retas	high	poly5p	A3_reasoner_ctx	10.96	7.34	0.00	10.96	10.96	0.1154	0.0000	0.0000
ekAnta	high	poly5p	A3_reasoner_ctx	16.42	20.35	0.00	20.35	20.35	0.0938	0.0513	0.0000
SoDana	high	poly5p	A3_reasoner_ctx	18.66	29.12	0.00	29.12	29.12	0.2727	0.1290	0.0000
Akula	high	poly5p	A3_reasoner_ctx	17.75	6.24	0.00	17.75	17.75	0.3125	0.0000	0.0000
karza	high	poly5p	A3_reasoner_ctx	5.85	4.21	0.00	5.85	5.85	0.1389	0.0494	0.0000
raTa	high	poly5p	A3_reasoner_ctx	10.77	5.69	0.00	10.77	10.77	0.2258	0.0860	0.0000
anIka	high	poly5p	A3_reasoner_ctx	7.12	3.43	0.00	7.12	7.12	0.1250	0.0000	0.0000
duHKa	high	poly5p	A3_reasoner_ctx	10.49	5.68	0.00	10.49	10.49	0.0882	0.0000	0.0000
raTin	high	poly5p	A3_reasoner_ctx	20.27	11.63	0.00	20.27	20.27	0.2545	0.1053	0.0000
vastu	high	poly5p	A3_reasoner_ctx	5.28	5.82	0.00	5.82	5.82	0.0650	0.0417	0.0000
