fem_slp1	fem_iast	masc_slp1	masc_iast
samakakzA	samakakṣā	samakakza	samakakṣa
samanA	samanā	samana	samana
samantA	samantā	samanta	samanta
samarDukA	samardhukā	samarDuka	samardhuka
samarTanA	samarthanā	samarTana	samarthana
samarcA	samarcā	samarca	samarca
samasyA	samasyā	samasya	samasya
samatryaMSA	samatryaṃśā	samatryaMSa	samatryaṃśa
samayA	samayā	samaya	samaya
samazWilA	samaṣṭhilā	samazWila	samaṣṭhila
sambADanA	sambādhanā	sambADana	sambādhana
samiDA	samidhā	samiDa	samidha
samitA	samitā	samita	samita
sammUQA	sammūḍhā	sammUQa	sammūḍha
sammatA	sammatā	sammata	sammata
sammohA	sammohā	sammoha	sammoha
sammuKI	sammukhī	sammuKin	sammukhin
sampA	sampā	sampa	sampa
sampIqA	sampīḍā	sampIqa	sampīḍa
sampUrRA	sampūrṇā	sampUrRa	sampūrṇa
sampradA	sampradā	samprada	samprada
sampraharzaRA	sampraharṣaṇā	sampraharzaRa	sampraharṣaṇa
samprajAtA	samprajātā	samprajAta	samprajāta
sampratIkzA	sampratīkṣā	sampratIkza	sampratīkṣa
sampriyA	sampriyā	sampriya	sampriya
samudrA	samudrā	samudra	samudra
samudrAntA	samudrāntā	samudrAnta	samudrānta
samudragA	samudragā	samudraga	samudraga
samudraraSanA	samudraraśanā	samudraraSana	samudraraśana
samudravasanA	samudravasanā	samudravasana	samudravasana
samudyA	samudyā	samudya	samudya
samutTA	samutthā	samutTa	samuttha
samutkaRWA	samutkaṇṭhā	samutkaRWa	samutkaṇṭha
sanA	sanā	sana	sana
sanajA	sanajā	sanaja	sanaja
saparyA	saparyā	saparya	saparya
sapattrA	sapattrā	sapattra	sapattra
saptAsTitA	saptāsthitā	saptAsTita	saptāsthita
saptaSivA	saptaśivā	saptaSiva	saptaśiva
saptacCadA	saptacchadā	saptacCada	saptacchada
saptadvIpA	saptadvīpā	saptadvIpa	saptadvīpa
saptalA	saptalā	saptala	saptala
sarA	sarā	sara	sara
sarI	sarī	sarin	sarin
sarUpA	sarūpā	sarUpa	sarūpa
saraRA	saraṇā	saraRa	saraṇa
saralA	saralā	sarala	sarala
saralayAyinI	saralayāyinī	saralayAyin	saralayāyin
sarasA	sarasā	sarasa	sarasa
sarikA	sarikā	sarika	sarika
sarojinI	sarojinī	sarojin	sarojin
sarpAsyA	sarpāsyā	sarpAsya	sarpāsya
sarpI	sarpī	sarpin	sarpin
sarpadaMzwrA	sarpadaṃṣṭrā	sarpadaMzwra	sarpadaṃṣṭra
sarpanAmA	sarpanāmā	sarpanAma	sarpanāma
sarvArTAnusADinI	sarvārthānusādhinī	sarvArTAnusADin	sarvārthānusādhin
sarvAstrA	sarvāstrā	sarvAstra	sarvāstra
sarvaBakzA	sarvabhakṣā	sarvaBakza	sarvabhakṣa
sarvaDArI	sarvadhārī	sarvaDArin	sarvadhārin
sarvaMkazA	sarvaṃkaṣā	sarvaMkaza	sarvaṃkaṣa
sarvaMsahA	sarvaṃsahā	sarvaMsaha	sarvaṃsaha
sarvaSvetA	sarvaśvetā	sarvaSveta	sarvaśveta
sarvadA	sarvadā	sarvada	sarvada
sarvagA	sarvagā	sarvaga	sarvaga
sarvaganDA	sarvagandhā	sarvaganDa	sarvagandha
sarvajYA	sarvajñā	sarvajYa	sarvajña
sarvajanapriyA	sarvajanapriyā	sarvajanapriya	sarvajanapriya
sarvajayA	sarvajayā	sarvajaya	sarvajaya
sarvamaNgalA	sarvamaṅgalā	sarvamaNgala	sarvamaṅgala
sarvapfzWA	sarvapṛṣṭhā	sarvapfzWa	sarvapṛṣṭha
sarvarAjendrA	sarvarājendrā	sarvarAjendra	sarvarājendra
sarvaratnA	sarvaratnā	sarvaratna	sarvaratna
sarvasaMsTA	sarvasaṃsthā	sarvasaMsTa	sarvasaṃstha
sarvasahA	sarvasahā	sarvasaha	sarvasaha
sarvasvA	sarvasvā	sarvasva	sarvasva
sarvatA	sarvatā	sarvata	sarvata
sarvatoBadrA	sarvatobhadrā	sarvatoBadra	sarvatobhadra
sarvavallaBA	sarvavallabhā	sarvavallaBa	sarvavallabha
sarvavidyA	sarvavidyā	sarvavidya	sarvavidya
sarveSA	sarveśā	sarveSa	sarveśa
sarzapikA	sarṣapikā	sarzapika	sarṣapika
sasattvA	sasattvā	sasattva	sasattva
sasvedA	sasvedā	sasveda	sasveda
satArA	satārā	satAra	satāra
satIlA	satīlā	satIla	satīla
satIvratA	satīvratā	satIvrata	satīvrata
satkriyA	satkriyā	satkriya	satkriya
satpratipakzitA	satpratipakṣitā	satpratipakzita	satpratipakṣita
satrA	satrā	satra	satra
sattA	sattā	satta	satta
satyA	satyā	satya	satya
satyABiyAcanA	satyābhiyācanā	satyABiyAcana	satyābhiyācana
satyaraTA	satyarathā	satyaraTa	satyaratha
satyasaMDA	satyasaṃdhā	satyasaMDa	satyasaṃdha
satyavAdinI	satyavādinī	satyavAdin	satyavādin
savarRA	savarṇā	savarRa	savarṇa
sawA	saṭā	sawa	saṭa
seDA	sedhā	seDa	sedha
sehuRqA	sehuṇḍā	sehuRqa	sehuṇḍa
senA	senā	sena	sena
sevA	sevā	seva	seva
sevanI	sevanī	sevanin	sevanin
sevitA	sevitā	sevita	sevita
sevyA	sevyā	sevya	sevya
sfRIkA	sṛṇīkā	sfRIka	sṛṇīka
sfRikA	sṛṇikā	sfRika	sṛṇika
sfjayA	sṛjayā	sfjaya	sṛjaya
sfprA	sṛprā	sfpra	sṛpra
sfzwA	sṛṣṭā	sfzwa	sṛṣṭa
siDmA	sidhmā	siDma	sidhma
siDmalA	sidhmalā	siDmala	sidhmala
siDrakA	sidhrakā	siDraka	sidhraka
siMhA	siṃhā	siMha	siṃha
siMhAsyA	siṃhāsyā	siMhAsya	siṃhāsya
siMhacandrA	siṃhacandrā	siMhacandra	siṃhacandra
siMhalA	siṃhalā	siMhala	siṃhala
siMhalasTA	siṃhalasthā	siMhalasTa	siṃhalastha
siMharaTA	siṃharathā	siMharaTa	siṃharatha
siMhavAhanA	siṃhavāhanā	siMhavAhana	siṃhavāhana
siMhavAhinI	siṃhavāhinī	siMhavAhin	siṃhavāhin
sidDA	siddhā	sidDa	siddha
sidDArTA	siddhārthā	sidDArTa	siddhārtha
sidDayoginI	siddhayoginī	sidDayogin	siddhayogin
siktA	siktā	sikta	sikta
simA	simā	sima	sima
sinDujA	sindhujā	sinDuja	sindhuja
sinDuvAsinI	sindhuvāsinī	sinDuvAsin	sindhuvāsin
sindUratilakA	sindūratilakā	sindUratilaka	sindūratilaka
sindukA	sindukā	sinduka	sinduka
siprA	siprā	sipra	sipra
sirA	sirā	sira	sira
sirAlA	sirālā	sirAla	sirāla
sitA	sitā	sita	sita
sitABA	sitābhā	sitABa	sitābha
sitAKyA	sitākhyā	sitAKya	sitākhya
sitAsitA	sitāsitā	sitAsita	sitāsita
sitacCadA	sitacchadā	sitacCada	sitacchada
sitacCattrA	sitacchattrā	sitacCattra	sitacchattra
sitapuzpA	sitapuṣpā	sitapuzpa	sitapuṣpa
sitopalA	sitopalā	sitopala	sitopala
skanDA	skandhā	skanDa	skandha
smA	smā	sma	sma
smAraRA	smāraṇā	smAraRa	smāraṇa
smaraDvajA	smaradhvajā	smaraDvaja	smaradhvaja
snA	snā	sna	sna
snAtvA	snātvā	snAtva	snātva
snigDA	snigdhā	snigDa	snigdha
somA	somā	soma	soma
somABA	somābhā	somABa	somābha
somI	somī	somin	somin
somadattA	somadattā	somadatta	somadatta
somajA	somajā	somaja	somaja
somapA	somapā	somapa	somapa
somapraBA	somaprabhā	somapraBa	somaprabha
somarAjI	somarājī	somarAjin	somarājin
somasutA	somasutā	somasuta	somasuta
somavalkA	somavalkā	somavalka	somavalka
sominI	sominī	somin	somin
somodBavA	somodbhavā	somodBava	somodbhava
spaSA	spaśā	spaSa	spaśa
sparDA	spardhā	sparDa	spardha
sparSA	sparśā	sparSa	sparśa
spfSA	spṛśā	spfSa	spṛśa
spfSyA	spṛśyā	spfSya	spṛśya
sragDarA	sragdharā	sragDara	sragdhara
sravA	sravā	srava	srava
srutA	srutā	sruta	sruta
sruvA	sruvā	sruva	sruva
stAvA	stāvā	stAva	stāva
stamBakI	stambhakī	stamBakin	stambhakin
stamBinI	stambhinī	stamBin	stambhin
stanapA	stanapā	stanapa	stanapa
stanapAyikA	stanapāyikā	stanapAyika	stanapāyika
stomaBAgA	stomabhāgā	stomaBAga	stomabhāga
stotrIyA	stotrīyā	stotrIya	stotrīya
stotriyA	stotriyā	stotriya	stotriya
stukA	stukā	stuka	stuka
stutyA	stutyā	stutya	stutya
suBAgA	subhāgā	suBAga	subhāga
suBImA	subhīmā	suBIma	subhīma
suBUtA	subhūtā	suBUta	subhūta
suBUzaRA	subhūṣaṇā	suBUzaRa	subhūṣaṇa
suBadrA	subhadrā	suBadra	subhadra
suBadrakA	subhadrakā	suBadraka	subhadraka
suBagA	subhagā	suBaga	subhaga
suBawA	subhaṭā	suBawa	subhaṭa
suBikzA	subhikṣā	suBikza	subhikṣa
suBujA	subhujā	suBuja	subhuja
suDADArA	sudhādhārā	suDADAra	sudhādhāra
suDAvAsA	sudhāvāsā	suDAvAsa	sudhāvāsa
suDarmA	sudharmā	suDarma	sudharma
suDodBavA	sudhodbhavā	suDodBava	sudhodbhava
suKA	sukhā	suKa	sukha
suKASA	sukhāśā	suKASa	sukhāśa
suKI	sukhī	suKin	sukhin
suKadA	sukhadā	suKada	sukhada
suKitA	sukhitā	suKita	sukhita
suKozitA	sukhoṣitā	suKozita	sukhoṣita
suPalA	suphalā	suPala	suphala
suSAntA	suśāntā	suSAnta	suśānta
suSIlA	suśīlā	suSIla	suśīla
suSItA	suśītā	suSIta	suśīta
suSiKA	suśikhā	suSiKa	suśikha
suSrIkA	suśrīkā	suSrIka	suśrīka
suSravA	suśravā	suSrava	suśrava
suboDA	subodhā	suboDa	subodha
subrahmaRyA	subrahmaṇyā	subrahmaRya	subrahmaṇya
sucCAyA	succhāyā	sucCAya	succhāya
sucCattrA	succhattrā	sucCattra	succhattra
sucaritA	sucaritā	sucarita	sucarita
sucaritrA	sucaritrā	sucaritra	sucaritra
sucetunA	sucetunā	sucetuna	sucetuna
sucitrA	sucitrā	sucitra	sucitra
sudAmA	sudāmā	sudAma	sudāma
sudIrGA	sudīrghā	sudIrGa	sudīrgha
sudaMzwrA	sudaṃṣṭrā	sudaMzwra	sudaṃṣṭra
sudakziRA	sudakṣiṇā	sudakziRa	sudakṣiṇa
sudalA	sudalā	sudala	sudala
sudantA	sudantā	sudanta	sudanta
sudarBA	sudarbhā	sudarBa	sudarbha
sudarSanA	sudarśanā	sudarSana	sudarśana
sudattA	sudattā	sudatta	sudatta
sudevA	sudevā	sudeva	sudeva
sudezRA	sudeṣṇā	sudezRa	sudeṣṇa
sudivA	sudivā	sudiva	sudiva
suduGA	sudughā	suduGa	sudugha
sudurjayA	sudurjayā	sudurjaya	sudurjaya
sugaRA	sugaṇā	sugaRa	sugaṇa
sugahanA	sugahanā	sugahana	sugahana
suganDA	sugandhā	suganDa	sugandha
suganDAQyA	sugandhāḍhyā	suganDAQya	sugandhāḍhya
suganDI	sugandhī	suganDin	sugandhin
suganDikA	sugandhikā	suganDika	sugandhika
suganDikusumA	sugandhikusumā	suganDikusuma	sugandhikusuma
suganDimUlA	sugandhimūlā	suganDimUla	sugandhimūla
suganDinI	sugandhinī	suganDin	sugandhin
sugfhI	sugṛhī	sugfhin	sugṛhin
suguptA	suguptā	sugupta	sugupta
suhitA	suhitā	suhita	suhita
sujAtA	sujātā	sujAta	sujāta
sukAmA	sukāmā	sukAma	sukāma
sukAzWA	sukāṣṭhā	sukAzWa	sukāṣṭha
sukarA	sukarā	sukara	sukara
sukarRikA	sukarṇikā	sukarRika	sukarṇika
sukeSI	sukeśī	sukeSin	sukeśin
sukeSinI	sukeśinī	sukeSin	sukeśin
sukftA	sukṛtā	sukfta	sukṛta
sukftyA	sukṛtyā	sukftya	sukṛtya
sukratUyA	sukratūyā	sukratUya	sukratūya
sukumArA	sukumārā	sukumAra	sukumāra
sulaBA	sulabhā	sulaBa	sulabha
sulakzaRA	sulakṣaṇā	sulakzaRa	sulakṣaṇa
sulavaRA	sulavaṇā	sulavaRa	sulavaṇa
sulocanA	sulocanā	sulocana	sulocana
sulohitA	sulohitā	sulohita	sulohita
sulomA	sulomā	suloma	suloma
sulomaSA	sulomaśā	sulomaSa	sulomaśa
sumAgaDA	sumāgadhā	sumAgaDa	sumāgadha
sumAlinI	sumālinī	sumAlin	sumālin
sumAyA	sumāyā	sumAya	sumāya
sumUlA	sumūlā	sumUla	sumūla
sumaDyamA	sumadhyamā	sumaDyama	sumadhyama
sumaNgalA	sumaṅgalā	sumaNgala	sumaṅgala
sumadA	sumadā	sumada	sumada
sumagaDA	sumagadhā	sumagaDa	sumagadha
sumanA	sumanā	sumana	sumana
sumandA	sumandā	sumanda	sumanda
sumanoharA	sumanoharā	sumanohara	sumanohara
sumanoramA	sumanoramā	sumanorama	sumanorama
sumitrA	sumitrā	sumitra	sumitra
sumnayA	sumnayā	sumnaya	sumnaya
sumuKA	sumukhā	sumuKa	sumukha
sunAsAkziBruvA	sunāsākṣibhruvā	sunAsAkziBruva	sunāsākṣibhruva
sunAsikA	sunāsikā	sunAsika	sunāsika
sunITA	sunīthā	sunITa	sunītha
sunIlA	sunīlā	sunIla	sunīla
sunakzatrA	sunakṣatrā	sunakzatra	sunakṣatra
sunandA	sunandā	sunanda	sunanda
sunasA	sunasā	sunasa	sunasa
sunayanA	sunayanā	sunayana	sunayana
sunetrA	sunetrā	sunetra	sunetra
sunidrA	sunidrā	sunidra	sunidra
supASA	supāśā	supASa	supāśa
supArA	supārā	supAra	supāra
supaTyA	supathyā	supaTya	supathya
supadmA	supadmā	supadma	supadma
suparRA	suparṇā	suparRa	suparṇa
suparRI	suparṇī	suparRin	suparṇin
supattrA	supattrā	supattra	supattra
supattrI	supattrī	supattrin	supattrin
suprOQA	suprauḍhā	suprOQa	suprauḍha
supraBA	suprabhā	supraBa	suprabha
supraBAtA	suprabhātā	supraBAta	suprabhāta
suprasAdA	suprasādā	suprasAda	suprasāda
supratizWA	supratiṣṭhā	supratizWa	supratiṣṭha
supratizWitA	supratiṣṭhitā	supratizWita	supratiṣṭhita
suprayogA	suprayogā	suprayoga	suprayoga
supriyA	supriyā	supriya	supriya
supuzkarA	supuṣkarā	supuzkara	supuṣkara
supuzpA	supuṣpā	supuzpa	supuṣpa
surA	surā	sura	sura
surAhvA	surāhvā	surAhva	surāhva
surAnandA	surānandā	surAnanda	surānanda
surAzwrA	surāṣṭrā	surAzwra	surāṣṭra
surAzwrajA	surāṣṭrajā	surAzwraja	surāṣṭraja
surUpA	surūpā	surUpa	surūpa
suraBI	surabhī	suraBin	surabhin
suraBiganDA	surabhigandhā	suraBiganDa	surabhigandha
suraBipattrA	surabhipattrā	suraBipattra	surabhipattra
suraBitA	surabhitā	suraBita	surabhita
suraBitanayA	surabhitanayā	suraBitanaya	surabhitanaya
suraNgA	suraṅgā	suraNga	suraṅga
suraRA	suraṇā	suraRa	suraṇa
suraSrezWA	suraśreṣṭhā	suraSrezWa	suraśreṣṭha
suraTA	surathā	suraTa	suratha
surakftA	surakṛtā	surakfta	surakṛta
suraparRikA	suraparṇikā	suraparRika	suraparṇika
surapriyA	surapriyā	surapriya	surapriya
surasA	surasā	surasa	surasa
surasutA	surasutā	surasuta	surasuta
suratA	suratā	surata	surata
suratapriyA	suratapriyā	suratapriya	suratapriya
suravallaBA	suravallabhā	suravallaBa	suravallabha
sureKA	surekhā	sureKa	surekha
surejyA	surejyā	surejya	surejya
surendrA	surendrā	surendra	surendra
surezwA	sureṣṭā	surezwa	sureṣṭa
surocanA	surocanā	surocana	surocana
surottamA	surottamā	surottama	surottama
suruNgA	suruṅgā	suruNga	suruṅga
susImA	susīmā	susIma	susīma
susTirA	susthirā	susTira	susthira
susatyA	susatyā	susatya	susatya
susnigDA	susnigdhā	susnigDa	susnigdha
susvaDA	susvadhā	susvaDa	susvadha
sutA	sutā	suta	suta
sutArA	sutārā	sutAra	sutāra
sutArakA	sutārakā	sutAraka	sutāraka
sutAtmajA	sutātmajā	sutAtmaja	sutātmaja
sutI	sutī	sutin	sutin
sutapA	sutapā	sutapa	sutapa
sutaptA	sutaptā	sutapta	sutapta
sutasomA	sutasomā	sutasoma	sutasoma
sutiktA	sutiktā	sutikta	sutikta
sutyA	sutyā	sutya	sutya
suvAsinI	suvāsinī	suvAsin	suvāsin
suvIryA	suvīryā	suvIrya	suvīrya
suvacA	suvacā	suvaca	suvaca
suvadanA	suvadanā	suvadana	suvadana
suvarRA	suvarṇā	suvarRa	suvarṇa
suvarRI	suvarṇī	suvarRin	suvarṇin
suvarRapraBAsA	suvarṇaprabhāsā	suvarRapraBAsa	suvarṇaprabhāsa
suvarRareKA	suvarṇarekhā	suvarRareKa	suvarṇarekha
suvarRavarRA	suvarṇavarṇā	suvarRavarRa	suvarṇavarṇa
suvarcalA	suvarcalā	suvarcala	suvarcala
suvastrA	suvastrā	suvastra	suvastra
suveRA	suveṇā	suveRa	suveṇa
suvegA	suvegā	suvega	suvega
suvfttA	suvṛttā	suvftta	suvṛtta
suviSAlA	suviśālā	suviSAla	suviśāla
suvidallA	suvidallā	suvidalla	suvidalla
suvinItA	suvinītā	suvinIta	suvinīta
suvratA	suvratā	suvrata	suvrata
suyaSA	suyaśā	suyaSa	suyaśa
suyajYA	suyajñā	suyajYa	suyajña
suyamA	suyamā	suyama	suyama
suyyA	suyyā	suyya	suyya
suzamA	suṣamā	suzama	suṣama
suzeRA	suṣeṇā	suzeRa	suṣeṇa
suzirA	suṣirā	suzira	suṣira
suzomA	suṣomā	suzoma	suṣoma
suzumRA	suṣumṇā	suzumRa	suṣumṇa
suzumnA	suṣumnā	suzumna	suṣumna
svA	svā	sva	sva
svAduPalA	svāduphalā	svAduPala	svāduphala
svAduganDA	svādugandhā	svAduganDa	svādugandha
svAdukandA	svādukandā	svAdukanda	svādukanda
svAdupAkA	svādupākā	svAdupAka	svādupāka
svAdurasA	svādurasā	svAdurasa	svādurasa
svAgatA	svāgatā	svAgata	svāgata
svAminI	svāminī	svAmin	svāmin
svAtimuKA	svātimukhā	svAtimuKa	svātimukha
svAvamAnanA	svāvamānanā	svAvamAnana	svāvamānana
svI	svī	svin	svin
svIyA	svīyā	svIya	svīya
svacCA	svacchā	svacCa	svaccha
svagA	svagā	svaga	svaga
svaguptA	svaguptā	svagupta	svagupta
svajA	svajā	svaja	svaja
svakIyA	svakīyā	svakIya	svakīya
svapasyA	svapasyā	svapasya	svapasya
svarA	svarā	svara	svara
svarRadA	svarṇadā	svarRada	svarṇada
svarRagrIvA	svarṇagrīvā	svarRagrIva	svarṇagrīva
svarUpA	svarūpā	svarUpa	svarūpa
svardA	svardā	svarda	svarda
svarjikA	svarjikā	svarjika	svarjika
svasrIyA	svasrīyā	svasrIya	svasrīya
svastidA	svastidā	svastida	svastida
svavAsinI	svavāsinī	svavAsin	svavāsin
svayamAtfRRA	svayamātṛṇṇā	svayamAtfRRa	svayamātṛṇṇa
svayamBuvA	svayambhuvā	svayamBuva	svayambhuva
svayampraBA	svayamprabhā	svayampraBa	svayamprabha
svecCA	svecchā	svecCa	sveccha
syUnA	syūnā	syUna	syūna
syamIkA	syamīkā	syamIka	syamīka
syandinI	syandinī	syandin	syandin
tA	tā	ta	ta
tAlA	tālā	tAla	tāla
tAlI	tālī	tAlin	tālin
tAlaDvajA	tāladhvajā	tAlaDvaja	tāladhvaja
tAlikA	tālikā	tAlika	tālika
tAlukA	tālukā	tAluka	tāluka
tAmbUlI	tāmbūlī	tAmbUlin	tāmbūlin
tAmrA	tāmrā	tAmra	tāmra
tAmrAruRA	tāmrāruṇā	tAmrAruRa	tāmrāruṇa
tAmracUqA	tāmracūḍā	tAmracUqa	tāmracūḍa
tAmraliptA	tāmraliptā	tAmralipta	tāmralipta
tAmrapakzA	tāmrapakṣā	tAmrapakza	tāmrapakṣa
tAmravarRA	tāmravarṇā	tAmravarRa	tāmravarṇa
tAmravfntA	tāmravṛntā	tAmravfnta	tāmravṛnta
tAmrikA	tāmrikā	tAmrika	tāmrika
tApI	tāpī	tApin	tāpin
tApanA	tāpanā	tApana	tāpana
tApasapriyA	tāpasapriyā	tApasapriya	tāpasapriya
tApikA	tāpikā	tApika	tāpika
tApinI	tāpinī	tApin	tāpin
tAqakA	tāḍakā	tAqaka	tāḍaka
tArA	tārā	tAra	tāra
tArakA	tārakā	tAraka	tāraka
tArikA	tārikā	tArika	tārika
tElamAlI	tailamālī	tElamAlin	tailamālin
tElapA	tailapā	tElapa	tailapa
tElapAyikA	tailapāyikā	tElapAyika	tailapāyika
tElapAyinI	tailapāyinī	tElapAyin	tailapāyin
tElinI	tailinī	tElin	tailin
tIkzRA	tīkṣṇā	tIkzRa	tīkṣṇa
tIkzRaganDA	tīkṣṇagandhā	tIkzRaganDa	tīkṣṇagandha
tIkzRakaRwakA	tīkṣṇakaṇṭakā	tIkzRakaRwaka	tīkṣṇakaṇṭaka
tIkzRapuzpA	tīkṣṇapuṣpā	tIkzRapuzpa	tīkṣṇapuṣpa
tIkzRasArA	tīkṣṇasārā	tIkzRasAra	tīkṣṇasāra
tIrRA	tīrṇā	tIrRa	tīrṇa
tIvrA	tīvrā	tIvra	tīvra
tURI	tūṇī	tURin	tūṇin
tUlA	tūlā	tUla	tūla
tUlikA	tūlikā	tUlika	tūlika
tUrA	tūrā	tUra	tūra
taRqA	taṇḍā	taRqa	taṇḍa
taRqulA	taṇḍulā	taRqula	taṇḍula
taRqulI	taṇḍulī	taRqulin	taṇḍulin
tadbalA	tadbalā	tadbala	tadbala
tagarapAdikA	tagarapādikā	tagarapAdika	tagarapādika
takilA	takilā	takila	takila
takrA	takrā	takra	takra
takzaSilA	takṣaśilā	takzaSila	takṣaśila
talA	talā	tala	tala
talpA	talpā	talpa	talpa
tamA	tamā	tama	tama
tamAlakA	tamālakā	tamAlaka	tamālaka
tamI	tamī	tamin	tamin
tamaHpraBA	tamaḥprabhā	tamaHpraBa	tamaḥprabha
tamakA	tamakā	tamaka	tamaka
tamapraBA	tamaprabhā	tamapraBa	tamaprabha
tamasA	tamasā	tamasa	tamasa
tamisrA	tamisrā	tamisra	tamisra
tanA	tanā	tana	tana
tanUjA	tanūjā	tanUja	tanūja
tanayA	tanayā	tanaya	tanaya
tandrA	tandrā	tandra	tandra
tandrI	tandrī	tandrin	tandrin
tandrikA	tandrikā	tandrika	tandrika
tandritA	tandritā	tandrita	tandrita
tantrA	tantrā	tantra	tantra
tantrI	tantrī	tantrin	tantrin
tantritA	tantritā	tantrita	tantrita
tanujA	tanujā	tanuja	tanuja
tanukA	tanukā	tanuka	tanuka
tanukeSA	tanukeśā	tanukeSa	tanukeśa
tanumaDyA	tanumadhyā	tanumaDya	tanumadhya
tanvI	tanvī	tanvin	tanvin
tapA	tapā	tapa	tapa
tapanatanayA	tapanatanayā	tapanatanaya	tapanatanaya
tapasvinI	tapasvinī	tapasvin	tapasvin
tapasyA	tapasyā	tapasya	tapasya
tapoDanA	tapodhanā	tapoDana	tapodhana
tapovanA	tapovanā	tapovana	tapovana
taptavAlukA	taptavālukā	taptavAluka	taptavāluka
taqAkA	taḍākā	taqAka	taḍāka
tarI	tarī	tarin	tarin
taralA	taralā	tarala	tarala
tarasA	tarasā	tarasa	tarasa
tarikA	tarikā	tarika	tarika
tarjanA	tarjanā	tarjana	tarjana
tarkA	tarkā	tarka	tarka
tarzA	tarṣā	tarza	tarṣa
tatparA	tatparā	tatpara	tatpara
tavizyA	taviṣyā	tavizya	taviṣya
tejA	tejā	teja	teja
tejanI	tejanī	tejanin	tejanin
tejasvinI	tejasvinī	tejasvin	tejasvin
tfRaSItA	tṛṇaśītā	tfRaSIta	tṛṇaśīta
tfRasArA	tṛṇasārā	tfRasAra	tṛṇasāra
tfpA	tṛpā	tfpa	tṛpa
tfpalA	tṛpalā	tfpala	tṛpala
tftIyA	tṛtīyā	tftIya	tṛtīya
tftIyikA	tṛtīyikā	tftIyika	tṛtīyika
tiktA	tiktā	tikta	tikta
tiktaPalA	tiktaphalā	tiktaPala	tiktaphala
tiktakA	tiktakā	tiktaka	tiktaka
tilakA	tilakā	tilaka	tilaka
tilaparRikA	tilaparṇikā	tilaparRika	tilaparṇika
timirA	timirā	timira	timira
tintilIkA	tintilīkā	tintilIka	tintilīka
tiraScA	tiraścā	tiraSca	tiraśca
titikzA	titikṣā	titikza	titikṣa
tizyA	tiṣyā	tizya	tiṣya
tolA	tolā	tola	tola
totalA	totalā	totala	totala
toyaDArA	toyadhārā	toyaDAra	toyadhāra
trA	trā	tra	tra
trARA	trāṇā	trARa	trāṇa
trAyamARA	trāyamāṇā	trAyamARa	trāyamāṇa
trEDAtavIyA	traidhātavīyā	trEDAtavIya	traidhātavīya
trayodaSI	trayodaśī	trayodaSin	trayodaśin
triDArA	tridhārā	triDAra	tridhāra
triPalA	triphalā	triPala	triphala
triRatA	triṇatā	triRata	triṇata
triSUlinI	triśūlinī	triSUlin	triśūlin
triSaNkukA	triśaṅkukā	triSaNkuka	triśaṅkuka
triSalA	triśalā	triSala	triśala
triSirA	triśirā	triSira	triśira
tridivA	tridivā	tridiva	tridiva
trigartA	trigartā	trigarta	trigarta
trijawA	trijaṭā	trijawa	trijaṭa
trikA	trikā	trika	trika
trikoRA	trikoṇā	trikoRa	trikoṇa
trilocanA	trilocanā	trilocana	trilocana
trimuKA	trimukhā	trimuKa	trimukha
trinayanA	trinayanā	trinayana	trinayana
trinetrA	trinetrā	trinetra	trinetra
tripadA	tripadā	tripada	tripada
triparRA	triparṇā	triparRa	triparṇa
tripurA	tripurā	tripura	tripura
tripuwA	tripuṭā	tripuwa	tripuṭa
trisaMDyA	trisaṃdhyā	trisaMDya	trisaṃdhya
tritA	tritā	trita	trita
trivedI	trivedī	trivedin	trivedin
trividyA	trividyā	trividya	trividya
triyAmA	triyāmā	triyAma	triyāma
tryambakA	tryambakā	tryambaka	tryambaka
tryanIkA	tryanīkā	tryanIka	tryanīka
tuNgA	tuṅgā	tuNga	tuṅga
tuNgI	tuṅgī	tuNgin	tuṅgin
tuNgaBadrA	tuṅgabhadrā	tuNgaBadra	tuṅgabhadra
tuNginI	tuṅginī	tuNgin	tuṅgin
tuRqI	tuṇḍī	tuRqin	tuṇḍin
tuRqikA	tuṇḍikā	tuRqika	tuṇḍika
tuRqikerI	tuṇḍikerī	tuRqikerin	tuṇḍikerin
tucCA	tucchā	tucCa	tuccha
tugryA	tugryā	tugrya	tugrya
tuhinA	tuhinā	tuhina	tuhina
tulA	tulā	tula	tula
tulanA	tulanā	tulana	tulana
tumbA	tumbā	tumba	tumba
tundI	tundī	tundin	tundin
tundikA	tundikā	tundika	tundika
tunnA	tunnā	tunna	tunna
turaMgI	turaṃgī	turaMgin	turaṃgin
turagI	turagī	turagin	turagin
turyA	turyā	turya	turya
tutTA	tutthā	tutTa	tuttha
tuzitA	tuṣitā	tuzita	tuṣita
tvacA	tvacā	tvaca	tvaca
tvaksArA	tvaksārā	tvaksAra	tvaksāra
tvaksuganDA	tvaksugandhā	tvaksuganDa	tvaksugandha
tvarA	tvarā	tvara	tvara
tvaritA	tvaritā	tvarita	tvarita
tvaritakA	tvaritakā	tvaritaka	tvaritaka
uBA	ubhā	uBa	ubha
uBayA	ubhayā	uBaya	ubhaya
uKA	ukhā	uKa	ukha
ucCrAyI	ucchrāyī	ucCrAyin	ucchrāyin
ucCuzmA	ucchuṣmā	ucCuzma	ucchuṣma
uccA	uccā	ucca	ucca
udAvartA	udāvartā	udAvarta	udāvarta
udAyA	udāyā	udAya	udāya
