slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
mfducarmin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
mfgANka		5	5	14	34	2	20	0.5882	0	0	0	R0_grounding_not_computed
mfgamuKa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
mfgaya		1	1	3	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
mfgya		1	1	11		0	0		0	0	0	R1_lemma_absent_from_dcs
mfqitar		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
mfta		1	1	3	32	2	2	0.0625	0	0	0	R0_grounding_not_computed
mftaSabda		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
miSrakeSava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
mitAhAra	1	1	1	3	0	0	0		0	0	0	R2_no_wordsem_tag
mitravarman		1	1	4	21	0	0	0.0000	0	0	0	R2_no_wordsem_tag
muKalepa		2	2	4		0	0		0	0	0	R1_lemma_absent_from_dcs
muKanivAsinI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
muKatas	1	1	1	16	19	0	0	0.0000	0	0	0	R2_no_wordsem_tag
muKyatas		1	1	1	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
mudgaBuj		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
mukandaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
mukundu		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
mumUrzA		1	1	4	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
muraNgI		1	0	0	8	1	1	0.1250	0	0	0	R0_grounding_not_computed
muragaRqa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
mustagiri		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
mustu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nABijanman		1	1	2	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
nAgacUqa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nAgaka		1	1	1	6	1	5	0.8333	0	0	0	R0_grounding_not_computed
nAgakiYjalka		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nAgapada		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nAgasuganDA		1	1	4	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nAmaka		1	1	11	85	1	14	0.1647	0	0	0	R0_grounding_not_computed
nAnAgraha		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nAnAvarRa	1	1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nAqIprakASa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
nAqiMDama		1	1	8		0	0		0	0	0	R1_lemma_absent_from_dcs
nArAyaRasUri		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nAsikaMDaya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
nAtigADa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nAwya		2	2	36	121	3	4	0.0331	0	0	0	R0_grounding_not_computed
nEhAra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nEkazeya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nEpuRya		2	2	13	21	1	1	0.0476	0	0	0	R0_grounding_not_computed
nErayika		1	1	1	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nEzPalya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nIlAmlAna		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nIlalohita		4	3	26	91	2	30	0.3297	0	0	0	R0_grounding_not_computed
nIlamehin		1	1	2	3	1	2	0.6667	0	0	0	R0_grounding_not_computed
nItimant		1	1	12		0	0		0	0	0	R1_lemma_absent_from_dcs
nIvan		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nOlika		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nOvyasana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
naB	1	1	1	12	42	1	6	0.1429	0	0	0	R0_grounding_not_computed
nadIna		2	2	5		0	0		0	0	0	R1_lemma_absent_from_dcs
nadanumant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nagavfttikA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
nalinIruha		2	2	4	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nandASrama		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nandImuKa		5	5	8	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nandanandana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nandapaRqita		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
napuMsakatva		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
narendrAhva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
narmasaciva		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nasatta		1	1	1	0	1	1		0	0	0	R0_grounding_not_computed
navata	1	1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nazwASvadagDaraTavat		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nazwendukalA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
neday		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
netrarogahan		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nfmara		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
nfpAyya		1	1	6	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nfsiMhacampU		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nftu		2	2	14	10	1	3	0.3000	0	0	0	R0_grounding_not_computed
niGaRwurAja		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
niHSaMsaya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
niHsArya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
niHsaMDi		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
niKara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
niRij		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
niSrAvin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
niSuzma		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nicumpuRa		2	2	6	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nidarSaka		2	2	5	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nikarzaRa		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nikumBa		3	3	37	77	2	13	0.1688	0	0	0	R0_grounding_not_computed
nilAy		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
nimittaka		2	2	4	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
ninditASva		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
niprayatna		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
nirASaNka		1	1	4	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirAgama		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirAmAlu		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nirBfti		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nirGfRa		1	1	18	39	2	7	0.1795	0	0	0	R0_grounding_not_computed
nirUha	2	1	1	3	84	1	4	0.0476	0	0	0	R0_grounding_not_computed
niraBiBava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
niranukroSa	2	1	1	10	16	1	2	0.1250	0	0	0	R0_grounding_not_computed
niranuyojya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
niranvaya		3	3	5	5	1	2	0.4000	0	0	0	R0_grounding_not_computed
nirbudDi		1	1	2	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirgranTa		5	5	31	23	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirinDana		1	1	5	8	1	1	0.1250	0	0	0	R0_grounding_not_computed
nirmADyasTa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nirmAya		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirmanTya		1	1	4	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirvARamaRqapa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
nirvArARasi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nirvega		1	1	5	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
nirviDitsa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
nistuza		2	2	2	23	3	8	0.3478	0	0	0	R0_grounding_not_computed
nisumBa		1	0	0	0	0	0		0	0	0	R2_no_wordsem_tag
nivAnyavatsA		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
niyoDaka		1	1	3	4	1	2	0.5000	0	0	0	R0_grounding_not_computed
niyojikA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nizavya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nizkAsin		2	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
nizpattrAkar		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
nyasana		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
o	1	1	1	4	10	1	7	0.7000	0	0	0	R0_grounding_not_computed
oQa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
okula		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pA	5	1	1	4	4243	12	488	0.1150	0	0	0	R0_grounding_not_computed
pAMsana		2	2	20	49	2	4	0.0816	0	0	0	R0_grounding_not_computed
pARqara		8	7	30	36	2	3	0.0833	0	0	0	R0_grounding_not_computed
pASaDara		1	1	3	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pATa		4	2	5	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pAWIna		3	3	20	15	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pAWanAramBapIWikA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAYcarAtraka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAYcavarRa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdAmbu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdamudrA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdapaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdapratizWAna		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdavandanika		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pAdin		2	2	9	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pAjasya		1	1	9	6	1	1	0.1667	0	0	0	R0_grounding_not_computed
pAlaNkya		2	2	7	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pAlakAvya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pAlitya		2	2	3	11	1	1	0.0909	0	0	0	R0_grounding_not_computed
pArata	1	1	1	8		0	0		0	0	0	R1_lemma_absent_from_dcs
pAravaSya		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pAtaYjala		1	1	20	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
pAtaYjali		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pAwalopala		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pEppalAdaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
pItayUTI		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
pOMsavana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pOrARika		2	2	20	37	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pOtimAza		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pUrRakakud		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pUrRopamA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pUrvakAla	1	1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
paNka		3	3	43	233	11	43	0.1845	0	0	0	R0_grounding_not_computed
paNkasUraRa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
paScAttApa		1	1	13	28	0	0	0.0000	0	0	0	R2_no_wordsem_tag
paSyantI		2	2	4	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
paSyatohara		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
paTya		9	9	100	459	6	86	0.1874	0	0	0	R0_grounding_not_computed
paYcAvayava		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
paYcadaSan		1	1	15	185	1	21	0.1135	0	0	0	R0_grounding_not_computed
pac	1	4	4	143	1844	16	804	0.4360	0	0	0	R0_grounding_not_computed
pacana		8	7	16	38	3	9	0.2368	0	0	0	R0_grounding_not_computed
pacaprakUwA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
padAnuSAsana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
padArTaprakASa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
padDima		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
padacCeda		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
padasaMGAwa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
padasamUha		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
padmabIja		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
pakzi		1	1	1	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
pakzila		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
palAdana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
parAk		1	0	0	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
parIsAra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
parRakfcCra		1	1	1	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
parRamAcAla		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
paraMpara		6	6	49		0	0		0	0	0	R1_lemma_absent_from_dcs
paraSvaDa		1	1	16	116	2	17	0.1466	0	0	0	R0_grounding_not_computed
paragata		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
paramAnanda		2	2	10	21	0	0	0.0000	0	0	0	R2_no_wordsem_tag
paramESvarya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
paramezWA		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pareSa		1	1	4	6	1	1	0.1667	0	0	0	R0_grounding_not_computed
pariGfzwika		1	1	3	0	0	0		0	0	0	R2_no_wordsem_tag
parigahana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
parikANkzita		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
parikzA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
parimoza		1	1	5	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
paripiYjara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pariprepsu		1	1	4	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
parisAvakIy		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
parisamutsuka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
parivarDita		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
parivedana	3	1	1	5	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
parivftti	1	3	3	14	18	0	0	0.0000	0	0	0	R2_no_wordsem_tag
parizwi		2	2	4	4	2	2	0.5000	0	0	0	R0_grounding_not_computed
paryaNka		3	3	47	144	4	14	0.0972	0	0	0	R0_grounding_not_computed
paryanubanDa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
patAkin		6	6	30	45	0	0	0.0000	0	0	0	R2_no_wordsem_tag
patigaRitawIkA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pattrANguli		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
pattraSreRI		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pawavAsa	1	1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
peraja		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pfSniSfNga		1	1	5	0	1	1		0	0	0	R0_grounding_not_computed
pfTula		2	2	15	33	3	4	0.1212	0	0	0	R0_grounding_not_computed
pfzadDra		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pfzadvant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pfzattA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
piNgajawa		1	1	1	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
piRqAlu		1	1	6	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pibd		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
pikAnanda		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pitariSUra		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pitfbanDu		2	2	3		0	0		0	0	0	R1_lemma_absent_from_dcs
pitfdevatya		1	1	9		0	0		0	0	0	R1_lemma_absent_from_dcs
plAva		1	1	4	6	1	2	0.3333	0	0	0	R0_grounding_not_computed
pluz		2	2	30	18	1	1	0.0556	0	0	0	R0_grounding_not_computed
poTakI		1	1	4	12	1	1	0.0833	0	0	0	R0_grounding_not_computed
potalaka		1	1	1	8	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prABava		1	1	2	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prAGuRa		1	1	9		0	0		0	0	0	R1_lemma_absent_from_dcs
prARaBAsvant		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
prARahArin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prARamokzaRa		1	1	1	0	0	0		0	0	0	R2_no_wordsem_tag
prARita		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
prASita		2	2	6	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prAduzya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
prAdyoti		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAgukti		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAjApatyatva		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
prAkftasarvasva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAleyaraSmi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAptaBAva		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
prAtarjit		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAtastarAm		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prAtiBAsika		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
prAtiboDa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prAtipIya		1	1	12	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prAtiveSmaka		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
prAyaRIya		6	6	36	44	1	6	0.1364	0	0	0	R0_grounding_not_computed
praDi		2	2	16	17	1	1	0.0588	0	0	0	R0_grounding_not_computed
praSAnta		2	1	3	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
praSAntatA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
praSastapAda		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
praSrayin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
praTama		11	11	159	1511	7	138	0.0913	0	0	1	R3_tagged_but_unaligned
praTu		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
prabanDana		1	1	1	5	1	1	0.2000	0	0	0	R0_grounding_not_computed
pracAla		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pracalAy		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
pracetana		1	1	3	0	0	0		0	0	0	R2_no_wordsem_tag
pracitasvara		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pradIpaSaraRaDvaja		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pradyumnavijaya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pragIti		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prage		1	1	11	22	4	10	0.4545	0	0	0	R0_grounding_not_computed
prajavin		1	1	5	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prakfzya		2	2	3		0	0		0	0	0	R1_lemma_absent_from_dcs
prakzoBaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pralaya		4	4	57	272	6	18	0.0662	0	0	0	R0_grounding_not_computed
pramattaSramaRa		2	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pramfta		2	2	11	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pramuditapralambasunayana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
prasAraRin		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
pratIcCaka		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pratImAna		1	0	0	0	0	0		0	0	0	R2_no_wordsem_tag
pratIvApa		2	2	16	47	5	23	0.4894	0	0	0	R0_grounding_not_computed
pratidfzwAntasama		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
pratigIrya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratiharza		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratihitezu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratikUlavftti		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratiniyama		1	1	4	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pratipravAda		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratipuruza		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
prativApa		1	0	0	30	3	21	0.7000	0	0	0	R0_grounding_not_computed
prativant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
pratyAKyAyin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pratyakzapramA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pratyanta		2	2	12	22	2	2	0.0909	0	0	0	R0_grounding_not_computed
pravApin		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
pravAraka		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
pravIravara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
praveRi		3	3	16		0	0		0	0	0	R1_lemma_absent_from_dcs
pravivikzu		1	1	5	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prayAma		1	1	5	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prayajyu		1	1	12	14	0	0	0.0000	0	0	0	R2_no_wordsem_tag
prekzaRIyatA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
priyaDA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
projjAsana		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puMScalIya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puMgavaketu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puRatAmakara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puRyaBUmi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puRyakIrti		1	1	4	0	0	0		0	0	0	R2_no_wordsem_tag
puRyapuRyatA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
purUdvaha		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puraHPala		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puriSaya		1	1	3	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
puroDA		1	1	13	58	0	0	0.0000	0	0	0	R2_no_wordsem_tag
purumantu		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puruzIRa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
puruzavacas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puzpAkaradeva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
puzpaDanvan		1	1	6	5	1	4	0.8000	0	0	0	R0_grounding_not_computed
puzpaMDaya		1	1	5	0	0	0		0	0	0	R2_no_wordsem_tag
puzpapARqu		1	1	1	0	0	0		0	0	0	R2_no_wordsem_tag
puzyaDarman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
qI		1	1	37		0	0		0	0	0	R1_lemma_absent_from_dcs
rATItara		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rAgamaYjarI		1	1	2	14	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rAjaSEla		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rAjalakzmI		2	2	5		0	0		0	0	0	R1_lemma_absent_from_dcs
rAjasArasa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
rAjezwa		2	2	4	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rAmacandracampU		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rAmakelI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rAmakfzRa		1	1	41	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rAmapUrvatApanIya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rAsaBa		1	1	36	37	2	8	0.2162	0	0	0	R0_grounding_not_computed
rAtriviSlezagAmin		2	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rUpapa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
raMha		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
raNGanATa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
raRaBUmi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
raRakzetra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
raRapriya		3	2	3	3	1	1	0.3333	0	0	0	R0_grounding_not_computed
raTAgra		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
raTOjas		1	1	1	8	0	0	0.0000	0	0	0	R2_no_wordsem_tag
raTasUtra		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
raktajihva		2	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rakzakAmbA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
ramaRIy		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
ramaRya		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rasABAsa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rasOkas	2	1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
rasanAyaka		1	1	2	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
ratanArIca		4	4	7		0	0		0	0	0	R1_lemma_absent_from_dcs
ratirahasya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
rihlaRa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
rikTahara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
riputA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
rohiRIcandraSayana		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
