pwg_abbrev	citations	share_pct	status	dcs_text	dcs_tokens	tuple_comparable	scheme_verified	pwgbib_source_name
SUŚRUTA	4	0.0005	DCS-HAS-UNMAPPED	Suśrutasaṃhitā	146721	no		SUŚRUTA [Cologne Addition]
SUBHŪTICANDRA	4	0.0005	DCS-LACKS					? [Cologne Addition]
HAUG	4	0.0005	DCS-LACKS					? [Cologne Addition]
MEGH AD	4	0.0005	DCS-HAS-UNMAPPED	Meghadūta	3393	no		MEGHADŪTA, ed. GILDEMEISTER (GILD. Bibl. 151).
JAIMINI	4	0.0005	DCS-LACKS					? [Cologne Addition]
MAHĀVĪR	4	0.0005	DCS-LACKS					? [Cologne Addition]
KAṬHĀS	4	0.0005	DCS-LACKS					? [Cologne Addition]
VARĀHAMIHIRA	4	0.0005	DCS-LACKS					? [Cologne Addition]
PAÑCAT. II, III,	4	0.0005	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
RAGHUN	4	0.0005	DCS-LACKS					RAGHUNANDANABHAṬṬĀCĀRYA, ein Scholiast des TITHYĀDITATTVA; nach Anführungen im ŚKDR.
PISCHEL	4	0.0005	DCS-LACKS					? [Cologne Addition]
WILKINS MS	4	0.0005	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. XI, N	4	0.0005	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
ĀNANDAGIRI	4	0.0005	DCS-LACKS					? [Cologne Addition]
ALBRECHT WEBER	4	0.0005	DCS-LACKS					? [Cologne Addition]
COLEBR. MISC. ESS XIX,	4	0.0005	DCS-LACKS					? [Cologne Addition]
SAUNĀGA	4	0.0005	DCS-LACKS					? [Cologne Addition]
WILKINS	4	0.0005	DCS-LACKS					? [Cologne Addition]
KALPA	4	0.0005	DCS-LACKS					? [Cologne Addition]
CAKRAPĀṆIDATTA	4	0.0005	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. XVI	4	0.0005	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LIA. I, ANH. XXVIII	4	0.0005	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
CALC	4	0.0005	DCS-LACKS					
YĀJÑA	4	0.0005	DCS-LACKS					
GOVINDAR	4	0.0005	DCS-LACKS					? [Cologne Addition]
BURN. INTR. N	4	0.0005	DCS-LACKS					? [Cologne Addition]
MUDR	4	0.0005	DCS-LACKS					? [Cologne Addition]
DHYĀNAVINDŪP	4	0.0005	DCS-LACKS					? [Cologne Addition]
Z. F. VGL. SPR. I,	4	0.0005	DCS-LACKS					? [Cologne Addition]
EKĀDAŚĪTATTVA	4	0.0005	DCS-LACKS					? [Cologne Addition]
YAJÑAD	4	0.0005	DCS-LACKS					
UTKALAKHAṆḌA	4	0.0005	DCS-LACKS					? [Cologne Addition]
KRAMADĪPIKĀ	4	0.0005	DCS-LACKS					? [Cologne Addition]
MATSYASŪKTA	4	0.0005	DCS-LACKS					? [Cologne Addition]
YUKTIKALPAT	4	0.0005	DCS-LACKS					YUKTIKALPATARU von BHOJARĀJA; nach Anführungen im ŚKDR.
L. JĀT	4	0.0005	DCS-LACKS					
TS. S	4	0.0005	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYASAM̃HITĀ. 7 Kāṇḍa, eingetheilt in Praśna, Anuvāka und Kaṇḍikā. Die letzten bezeichnen nicht Satzabschnitte, so
AMṚTAVINDŪP	4	0.0005	DCS-LACKS					? [Cologne Addition]
ŚRĪHARṢA	4	0.0005	DCS-LACKS					? [Cologne Addition]
UPAK	4	0.0005	DCS-LACKS					? [Cologne Addition]
SAMAYĀMṚTA	4	0.0005	DCS-LACKS					? [Cologne Addition]
BHOJA	4	0.0005	DCS-LACKS					? [Cologne Addition]
AS. RES. II,	4	0.0005	DCS-LACKS					
PĀDMOTTARAKHAṆḌA	4	0.0005	DCS-LACKS					? [Cologne Addition]
LASSEN, INSTITT. LINGUAE PR	4	0.0005	DCS-LACKS					
BRAHMA-P. EBEND	4	0.0005	DCS-LACKS					BRAHMAPURĀṆA in LASSEN'S Anthologie (GILD. Bibl. 48).
PRAB. S	4	0.0005	DCS-LACKS					PRABODHACANDRODAYA, ed. BROCKHAUS (GILD. Bibl. 216).
LAGHŪJ	4	0.0005	DCS-LACKS					? [Cologne Addition]
VĀRĀHĪTANTRA	4	0.0005	DCS-LACKS					? [Cologne Addition]
KRIYĀYOGAS	4	0.0005	DCS-LACKS					? [Cologne Addition]
ANUP	4	0.0005	DCS-LACKS					? [Cologne Addition]
COLEBR. MISC. I,	4	0.0005	DCS-LACKS					? [Cologne Addition]
KAPILAS	4	0.0005	DCS-LACKS					? [Cologne Addition]
VEDĀNTASŪTRA	4	0.0005	DCS-LACKS					? [Cologne Addition]
MEDHĀT	4	0.0005	DCS-LACKS					? [Cologne Addition]
REGNIER	4	0.0005	DCS-LACKS					? [Cologne Addition]
R SCHL	4	0.0005	DCS-HAS-UNMAPPED	Rāmāyaṇa	261568	no		RĀMĀYAṆA. Ohne eine nähere Angabe ist bei den zwei ersten Büchern die Ausgabe von SCHLEGEL (GILD. Bibl. 84), bei den vie
UTTARARĀMAK	4	0.0005	DCS-LACKS					? [Cologne Addition]
MATHUR	4	0.0005	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, LXXVIII	4	0.0005	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
HIT. I	4	0.0005	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
ĀRYABHAṬṬA	4	0.0005	DCS-LACKS					? [Cologne Addition]
JAGADĪŚA	4	0.0005	DCS-LACKS					? [Cologne Addition]
BHAGRAHAYUTI	4	0.0005	DCS-LACKS					? [Cologne Addition]
KĀMAŚĀSTRA	4	0.0005	DCS-LACKS					? [Cologne Addition]
SOM	4	0.0005	DCS-LACKS					? [Cologne Addition]
SĀṂKHYAPRAV	4	0.0005	DCS-LACKS					? [Cologne Addition]
COLEBROOKE	4	0.0005	DCS-LACKS					? [Cologne Addition]
MUIR, SANSKRIT TEXTS II, III	4	0.0005	DCS-LACKS					
SĀMUDRAKA	4	0.0005	DCS-LACKS					? [Cologne Addition]
SAṂGĪTADARPAṆA	4	0.0005	DCS-LACKS					? [Cologne Addition]
UṆADIVṚ	4	0.0005	DCS-LACKS					? [Cologne Addition]
KÖPPEN, I,	4	0.0005	DCS-LACKS					
VEDĀNTAS. ALLAH. NO	4	0.0005	DCS-LACKS					VEDĀNTASĀRA, ed. Calc. (Gild. Bibl. 279).
AVADĀNAKALPALATĀ	4	0.0005	DCS-LACKS					? [Cologne Addition]
LASS	4	0.0005	DCS-LACKS					? [Cologne Addition]
HAḌḌA	4	0.0005	DCS-LACKS					? [Cologne Addition]
VP. I,	4	0.0005	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
ATHARVAŚ. UP	4	0.0005	DCS-HAS-UNMAPPED	Atharvaveda (Śaunaka)	71249	yes		ATHARVAŚIKHĀ. UPANIṢAD. ? [Cologne Addition]
BRAHMAVAIV. P., ŚRĪKṚṢṆAJANMAKH	4	0.0005	DCS-LACKS					? [Cologne Addition]
PITĀMAHA	4	0.0005	DCS-LACKS					? [Cologne Addition]
PARIŚ	4	0.0005	DCS-LACKS					? [Cologne Addition]
KARAKA	4	0.0005	DCS-LACKS					? [Cologne Addition]
MUK	4	0.0005	DCS-LACKS					? [Cologne Addition]
GOTAMA	4	0.0005	DCS-LACKS					? [Cologne Addition]
VOPĀLITA	4	0.0005	DCS-LACKS					? [Cologne Addition]
JOHNS. SEL	4	0.0005	DCS-LACKS					? [Cologne Addition]
RASATAR	4	0.0005	DCS-LACKS					? [Cologne Addition]
R. ED. SER	4	0.0005	DCS-HAS-UNMAPPED	Rāmāyaṇa	261568	no		RĀMĀYAṆA. Ohne eine nähere Angabe ist bei den zwei ersten Büchern die Ausgabe von SCHLEGEL (GILD. Bibl. 84), bei den vie
VAṂŚABR	4	0.0005	DCS-LACKS					= ? [Cologne Addition]
COLEBR. MISC. ESS XVII,	4	0.0005	DCS-LACKS					? [Cologne Addition]
ED. B	4	0.0005	DCS-LACKS					
NĀGĀNANDA	4	0.0005	DCS-LACKS					? [Cologne Addition]
GAURĪ	4	0.0005	DCS-LACKS					? [Cologne Addition]
ŚĀNTIK	4	0.0005	DCS-LACKS					? [Cologne Addition]
ŚUK. ED. BOMB	4	0.0005	DCS-HAS-UNMAPPED	Śukasaptati	9678	yes		ŚUKASAPTATI in LASSEN'S Anthologie (GILD. Bibl. 48).
KAUṢ. UP. S	4	0.0005	DCS-HAS-UNMAPPED	Kauṣītakibrāhmaṇa	15331	yes		KAUṢĪTAKYUPANIṢAD.
RATIRAHASYA	4	0.0005	DCS-LACKS					? [Cologne Addition]
ŚĀK. ED. CH	4	0.0005	DCS-LACKS					ŚĀKUNTALA, das Drama in der Ausgabe von BÖHTLINGK (GILD. Bibl. 191). Eine einfache Zahl bezeichnet den Śloka, eine doppe
ED. LOIS	4	0.0005	DCS-LACKS					
BHĀṢĀP. S	4	0.0005	DCS-LACKS					BHĀṢĀPARICCHEDA nach der Ausgabe von RÖER in der Bibliotheca indica.
VARAR	4	0.0005	DCS-LACKS					? [Cologne Addition]
AJAYAK	4	0.0005	DCS-LACKS					? [Cologne Addition]
HOMER	4	0.0005	DCS-LACKS					? [Cologne Addition]
TRIPRAŚNĀDHY	4	0.0005	DCS-LACKS					? [Cologne Addition]
KĀLAC	4	0.0005	DCS-LACKS					? [Cologne Addition]
RĀGHAVAPĀṆḌ	4	0.0005	DCS-LACKS					? [Cologne Addition]
GAṆIT. BHAGRAHAY	4	0.0005	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
KĀLANIRṆAYA	4	0.0005	DCS-LACKS					? [Cologne Addition]
HĀLA S	4	0.0005	DCS-LACKS					? [Cologne Addition]
PRAD	4	0.0005	DCS-LACKS					? [Cologne Addition]
ROSSE	4	0.0005	DCS-LACKS					
DURGASIṂHA D	4	0.0005	DCS-LACKS					
GAṆIT. PĀTĀDH	4	0.0005	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
WEBER, IND. STREIFEN	4	0.0005	DCS-LACKS					
TARĀN	4	0.0005	DCS-LACKS					? [Cologne Addition]
HARIV. LITH. AUSG	4	0.0005	DCS-HAS-UNMAPPED	Harivaṃśa	85975	yes		HARIVAṂŚA im 4ten Bande des MBH. Aus diesem Werke haben wir die Nomina propria mit Benutzung des Index in der LANGLOIS'-
MADHYAG	4	0.0005	DCS-LACKS					? [Cologne Addition]
JOURN. OF THE AS. SOC. OF BOMBAY	4	0.0005	DCS-LACKS					
ED. TULLB	4	0.0005	DCS-LACKS					
GOL. TRIPR	4	0.0005	DCS-LACKS					? [Cologne Addition]
GAṆIT. KĀLAM	4	0.0005	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
SMARADĪPIKĀ TÜB. HDSCHR	4	0.0005	DCS-LACKS					? [Cologne Addition]
WEST. DHĀTUP. §	3	0.0004	DCS-LACKS					WESTERGAARD'S Radices (GILD. Bibl. 42).
LIA. I, ANH. V, N	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
BHAV. P	3	0.0004	DCS-LACKS					BHAVIṢYAPURĀṆA.
SUVARṆAPR	3	0.0004	DCS-LACKS					SUVARṆAPRABHĀSA, ein buddhistisches Werk.
KULLŪKA KULL	3	0.0004	DCS-LACKS					KULLŪKA, ein Scholiast des MANU, vollständig abgedruckt unter andern in der Calc. Ausg. von 1830 (GILD. Bibl. 288). [Col
CHAMB	3	0.0004	DCS-LACKS					
AMARAD	3	0.0004	DCS-LACKS					AMARADATTA.
DHĀT	3	0.0004	DCS-LACKS					? [Cologne Addition]
KEŚAVA	3	0.0004	DCS-LACKS					? [Cologne Addition]
DAŚABHŪMĪŚVARA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MED. CH	3	0.0004	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
Z. F. D. K. D. M. VII,	3	0.0004	DCS-LACKS					? [Cologne Addition]
SAUN	3	0.0004	DCS-LACKS					SAUNĀGA, s. die Einleitung zu BÖHTLINGK'S Ausgabe des PĀṆINI, S. XLVI.
ṚV. I,	3	0.0004	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
HAUGHTON, A DICT. BENG. AND S	3	0.0004	DCS-LACKS					
TBR. COMM. II,	3	0.0004	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
ṚV. PADAP	3	0.0004	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
GOT	3	0.0004	DCS-LACKS					? [Cologne Addition]
STEVENSON	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚAṂKARA	3	0.0004	DCS-LACKS					ŚAṂKARA o= ŚAṂKARA (ein Scholiast des ŚĀKUNTALA) und ŚAM̃- KARĀCĀRYA.
NĀRADA EBEND	3	0.0004	DCS-LACKS					? [Cologne Addition]
BRAHMAS. S	3	0.0004	DCS-LACKS					? [Cologne Addition]
MĀDHY.-REC	3	0.0004	DCS-LACKS					
WILSON, HINDU TH. II,	3	0.0004	DCS-LACKS					
TAITTIRĪYA	3	0.0004	DCS-LACKS					? [Cologne Addition]
VṚDDHA-KĀṆ	3	0.0004	DCS-LACKS					= ? [Cologne Addition]
SĀMAVEDA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MĀGHA	3	0.0004	DCS-LACKS					? [Cologne Addition]
KĀŚYAPA	3	0.0004	DCS-LACKS					? [Cologne Addition]
KĀṬHOP	3	0.0004	DCS-LACKS					? [Cologne Addition]
KĀLID	3	0.0004	DCS-LACKS					KĀLIDĀSA.
AṄGIRAS	3	0.0004	DCS-LACKS					? [Cologne Addition]
YAJÑAD. (LOIS.)	3	0.0004	DCS-LACKS					YAJÑNADATTABADHA, ou la mort de YAJÑNADATTA, épisode du RAMAYANA, publié u. s. w. par AUGUSTE LOISELEUR DESLONGCHAMPS. P
PAÑCATANTRA	3	0.0004	DCS-LACKS					PAÑCATANTRA
TBR. COMM. I,	3	0.0004	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
HIT. I, IV,	3	0.0004	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
YĀJÑAVALKYAʼS GESETZBUCH	3	0.0004	DCS-LACKS					
CHR	3	0.0004	DCS-LACKS					
M. ,	3	0.0004	DCS-LACKS					MANU'S Gesetzbuch in der Ausg. von LOISELEUR DESLONGCHAMPS (GILD. Bibl. 289).
BOLL	3	0.0004	DCS-LACKS					? [Cologne Addition]
AMARAKOṢA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MATHURĀNĀTHA	3	0.0004	DCS-LACKS					? [Cologne Addition]
LASSEN, PENT	3	0.0004	DCS-LACKS					
DṚṢTĀNTAŚ	3	0.0004	DCS-LACKS					? [Cologne Addition]
DVIVEDAG	3	0.0004	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. IX, N	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
BHĀVAPRAKĀŚA	3	0.0004	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. XXI	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
PARIŚIṢṬA ZUM AV	3	0.0004	DCS-LACKS					? [Cologne Addition]
RAKṢITA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MATSYA-P. EBEND	3	0.0004	DCS-HAS-UNMAPPED	Matsyapurāṇa	122842	yes		MATSYAPURĀṆA.
LIA. I, ANH. XXVII	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
UṆĀDIS. IND	3	0.0004	DCS-LACKS					? [Cologne Addition]
YOGAT	3	0.0004	DCS-LACKS					YOGATATTVA, S. Ind. St. 2, 49.
VERZ. DER PET. H. NO	3	0.0004	DCS-LACKS					
LOT. DE LA B. L INTR	3	0.0004	DCS-LACKS					
JĀB. UP. EBEND	3	0.0004	DCS-LACKS					JĀBĀLOPANIṢAD.
P. II,	3	0.0004	DCS-LACKS					PĀṆINI'S acht Bücher grammatischer Regeln (GILD. Bibl. 244).
RATN	3	0.0004	DCS-LACKS					? [Cologne Addition]
LIA. II, ANH. V	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
TAITT	3	0.0004	DCS-LACKS					? [Cologne Addition]
AIT	3	0.0004	DCS-LACKS					? [Cologne Addition]
KĀṬHAKA	3	0.0004	DCS-LACKS					? [Cologne Addition]
PR	3	0.0004	DCS-LACKS					? [Cologne Addition]
PURUṢ	3	0.0004	DCS-LACKS					PURUṢOTTAMA, ein Lexicograph (unter Anderm auch Ver- fasser des TRIK. und der HĀR.); nach Anführungen im ŚKDR.
ŚUK. (PET. HDSCHR.)	3	0.0004	DCS-HAS-UNMAPPED	Śukasaptati	9678	yes		ŚUKASAPTATI in LASSEN'S Anthologie (GILD. Bibl. 48).
VOP. P	3	0.0004	DCS-LACKS					VOPADEVA'S Grammatik, nach BÖHTLINGK'S Ausgabe (GILD. Bibl. 249, {%a.%} S. 170).
UPAPURĀṆA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MUṆḌAMĀLĀT	3	0.0004	DCS-LACKS					MUṆḌAMĀLĀTANTRA; nach Anführungen im ŚKDR.
RĀGHAV	3	0.0004	DCS-LACKS					? [Cologne Addition]
ROTH, ERLL. ZU NIR	3	0.0004	DCS-LACKS					
CH	3	0.0004	DCS-LACKS					? [Cologne Addition]
VEDĀNTA	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHĀGAVṚTTI	3	0.0004	DCS-LACKS					? [Cologne Addition]
PATAÑJALI	3	0.0004	DCS-LACKS					
AUFRECHT EBEND	3	0.0004	DCS-LACKS					? [Cologne Addition]
YAŚNA	3	0.0004	DCS-LACKS					? [Cologne Addition]
ĀGAMA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MĀRK. P. EINL	3	0.0004	DCS-LACKS					MĀRKĀṆḌEYAPURĀṆA in der Bibliotheca indica.
VERZ. D. B	3	0.0004	DCS-LACKS					
LIA. I, ANH. XXXII, N	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
VAIG	3	0.0004	DCS-LACKS					? [Cologne Addition]
WINDISCHMANN	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHĀG. P. I, XXXVIII	3	0.0004	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
WIND	3	0.0004	DCS-LACKS					? [Cologne Addition]
GOLDSTÜCKER	3	0.0004	DCS-LACKS					? [Cologne Addition]
UTTARAR ED. COW	3	0.0004	DCS-LACKS					? [Cologne Addition]
MED AVY	3	0.0004	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
VAS	3	0.0004	DCS-LACKS					? [Cologne Addition]
GEL. ANZZ. D. K. B. AK. D. WW	3	0.0004	DCS-LACKS					
KAṆ. S	3	0.0004	DCS-LACKS					? [Cologne Addition]
SUBH	3	0.0004	DCS-LACKS					SUBRŪTI, ein Schol. des AK.; nach Anführungen im ŚKDR.
COLEBR. I,	3	0.0004	DCS-LACKS					? [Cologne Addition]
SĀṂKHYA	3	0.0004	DCS-LACKS					? [Cologne Addition]
N. (BOPP.)	3	0.0004	DCS-LACKS					NALOPĀKHYĀNA in BÖHTLINGK'S Chrestomathie (GILD. Bibl. 49). Die BOPP'sche Ausgabe (GILD. Bibl. 99) ist durch N. (BOPP) b
LĪLĀVATĪ	3	0.0004	DCS-LACKS					? [Cologne Addition]
BRAHMAVAIV. P., BRAHMAKH	3	0.0004	DCS-LACKS					? [Cologne Addition]
GIT	3	0.0004	DCS-LACKS					? [Cologne Addition]
VP. LVII	3	0.0004	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
TRANS. R. A. S. I,	3	0.0004	DCS-LACKS					
KIELHORN	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHĀRAVI	3	0.0004	DCS-LACKS					? [Cologne Addition]
J. R. AS. S	3	0.0004	DCS-LACKS					? [Cologne Addition]
MAHĀNĀṬ	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚĀRṄG. PADDH. NĪTI	3	0.0004	DCS-LACKS					? [Cologne Addition]
BOMB	3	0.0004	DCS-LACKS					
TS. P	3	0.0004	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYASAM̃HITĀ. 7 Kāṇḍa, eingetheilt in Praśna, Anuvāka und Kaṇḍikā. Die letzten bezeichnen nicht Satzabschnitte, so
DHARMA-P	3	0.0004	DCS-LACKS					DHARMAPURĀṆA ? [Cologne Addition]
PISCHEL, DE GRAMM. PRĀCR	3	0.0004	DCS-LACKS					
CHANDOGAPARIŚIṢṬA	3	0.0004	DCS-LACKS					? [Cologne Addition]
VĀR. P	3	0.0004	DCS-LACKS					VĀRĀHAPURĀṆA.
LIA. I, N	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
ŚṚNGĀRAT	3	0.0004	DCS-LACKS					? [Cologne Addition]
KARMAPR	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHṚGU	3	0.0004	DCS-LACKS					? [Cologne Addition]
PRAYOGASĀRA	3	0.0004	DCS-LACKS					? [Cologne Addition]
KULĀRṆAVA	3	0.0004	DCS-LACKS					? [Cologne Addition]
BENF. GR. S	3	0.0004	DCS-LACKS					? [Cologne Addition]
NĪTIS	3	0.0004	DCS-LACKS					? [Cologne Addition]
Z. D. D. M. G. I,	3	0.0004	DCS-LACKS					? [Cologne Addition]
MAHĀNIRVĀṆATANTRA	3	0.0004	DCS-LACKS					? [Cologne Addition]
MIT. (GILD. BIBL	3	0.0004	DCS-LACKS					MITĀKṢARĀ, ed. Calc. 1829 (GILD. Bibl. 314).
YAṢT	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHAGAVATĪ	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚUBHAṂKARA	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHOJARĀJA	3	0.0004	DCS-LACKS					? [Cologne Addition]
ANANTASAM̃HITĀ	3	0.0004	DCS-LACKS					? [Cologne Addition]
BAUDHĀYANA	3	0.0004	DCS-LACKS					? [Cologne Addition]
TAITT. AR	3	0.0004	DCS-LACKS					? [Cologne Addition]
LANGLOIS II,	3	0.0004	DCS-LACKS					? [Cologne Addition]
MAHĀNĀṬAKA	3	0.0004	DCS-LACKS					? [Cologne Addition]
PRAYOGĀMṚTA	3	0.0004	DCS-LACKS					? [Cologne Addition]
LASSEN, INSTITT. L. PR	3	0.0004	DCS-LACKS					
VIKR. S	3	0.0004	DCS-LACKS					VIKRAMORVAŚĪ, ed. BOLLENSEN (GILD. Bibl. 206). Eine einfache Zahl verweist auf einen Śloka, eine doppelte--auf Seite und
BULL. HIST.-PHIL. IV,	3	0.0004	DCS-LACKS					
PARĀŚARA-P	3	0.0004	DCS-HAS-UNMAPPED	Parāśaradharmasaṃhitā	8183	yes		PARĀŚARAPADDHATI; nach Anführungen im ŚKDR. [Cologne Addition]
TAR	3	0.0004	DCS-LACKS					? [Cologne Addition]
MĀNAVA	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚVETĀŚV	3	0.0004	DCS-LACKS					? [Cologne Addition]
BIBL. IND. NO	3	0.0004	DCS-LACKS					
SPR TH	3	0.0004	DCS-LACKS					
BHĀG. P. I, X	3	0.0004	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
AIT. ĀR	3	0.0004	DCS-HAS-UNMAPPED	Aitareyabrāhmaṇa	55243	yes		AITAREYĀRAṆYAKA; nach Mittheilungen von A. WEBER.
MED N	3	0.0004	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
EINL. ZUM DHĀTUP. II	3	0.0004	DCS-LACKS					
SAṂKṢIPTAS. EBEND	3	0.0004	DCS-LACKS					? [Cologne Addition]
MED. JH	3	0.0004	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
SUPADMAVYĀKARAṆA	3	0.0004	DCS-LACKS					? [Cologne Addition]
SVARODAYA	3	0.0004	DCS-LACKS					? [Cologne Addition]
RUDRAY	3	0.0004	DCS-LACKS					? [Cologne Addition]
BHŪRTAS	3	0.0004	DCS-LACKS					? [Cologne Addition]
PRACETAS	3	0.0004	DCS-LACKS					? [Cologne Addition]
SKANDA-P. EBEND	3	0.0004	DCS-HAS-UNMAPPED	Skandapurāṇa (Revākhaṇḍa)	113333	no		SKANDAPURĀṆA.
VIDYĀVINODA	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚULVAPARIŚ	3	0.0004	DCS-LACKS					? [Cologne Addition]
VERZ. D. B. H S	3	0.0004	DCS-LACKS					
TEJOVINDŪP	3	0.0004	DCS-LACKS					? [Cologne Addition]
SV. V. L	3	0.0004	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
WILSON, SĀṂKHYAK. P	3	0.0004	DCS-HAS-UNMAPPED	Sāṃkhyakārikābhāṣya	9994	no		SĀṂKHYAKĀRIKĀ, ed. WILSON (GILD. Bibl. 271), mit Benutzung des Index in LASSEN'S Ausgabe (GILD. Bibl. 270). [Cologne Add
KAVITĀMṚTAKŪPA	3	0.0004	DCS-LACKS					? [Cologne Addition]
RASABHA	3	0.0004	DCS-LACKS					? [Cologne Addition]
GAṆEŚA-P	3	0.0004	DCS-LACKS					GAṆEŚAPURĀṆA ? [Cologne Addition]
LIA. I, ANH. V	3	0.0004	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
BRAHMAVAIV. P., ŚRĪKṚṢṆAJANMAKHAṆḌA	3	0.0004	DCS-LACKS					? [Cologne Addition]
HANUMANT	3	0.0004	DCS-LACKS					? [Cologne Addition]
ŚABDĀRTHAK. EBEND	3	0.0004	DCS-LACKS					? [Cologne Addition]
JOURN. OF THE AS. SOC. OF B. IV, PL. XL, Z	3	0.0004	DCS-LACKS					
