headword	L	root_key	immediate_base	upasarga	derivation_type	source	depth	is_leading_word_compound	chain
yUTapaSu	82324	yA	yUTa		compound	pwg	3	True	yUTapaSu>yUTa>yu>yA
yUTapAla	82325	yA	yUTa		compound	pwg	3	True	yUTapAla>yUTa>yu>yA
yUTamuKya	82327	yA	yUTa		compound	pwg	3	True	yUTamuKya>yUTa>yu>yA
yUTaSas	82329	yA	yUTa		derived	pwg	3	False	yUTaSas>yUTa>yu>yA
yUTahata	82330	yA	yUTa		compound	pwg	3	True	yUTahata>yUTa>yu>yA
yUTAgraRI	82331	yA	yUTa		compound	pwg	3	True	yUTAgraRI>yUTa>yu>yA
yUTikA	82332	yA	yUTa		derived	pwg	3	False	yUTikA>yUTa>yu>yA
yUTya	82334	yA	yUTa		derived	pwg	3	False	yUTya>yUTa>yu>yA
yUna	82336	yA	yu		derived	pwg	2	False	yUna>yu>yA
yUni	82338	yA	yu		derived	pwg	2	False	yUni>yu>yA
yUpa	82339	yup	yup		derived	pwg	1	False	yUpa>yup
yUpakawaka	82340	yup	yUpa		compound	pwg	2	True	yUpakawaka>yUpa>yup
yUpakarRa	82341	yup	yUpa		compound	pwg	2	True	yUpakarRa>yUpa>yup
yUpaketu	82342	yup	yUpa		compound	pwg	2	True	yUpaketu>yUpa>yup
yUpadruma	82344	yup	yUpa		compound	pwg	2	True	yUpadruma>yUpa>yup
yUpaDvaja	82345	yup	yUpa		compound	pwg	2	True	yUpaDvaja>yUpa>yup
yUpalakzya	82346	yup	yUpa		compound	pwg	2	True	yUpalakzya>yUpa>yup
yUpavant	82347	yup	yUpa		derived	pwg	2	False	yUpavant>yUpa>yup
yUpavAha	82348	yup	yUpa		compound	pwg	2	True	yUpavAha>yUpa>yup
yUpavraska	82349	yup	yUpa		compound	pwg	2	True	yUpavraska>yUpa>yup
yUpAkza	82350	yup	yUpa		compound	pwg	2	True	yUpAkza>yUpa>yup
yUpAKya	82351	yup	yUpa		compound	pwg	2	True	yUpAKya>yUpa>yup
yUpAhuti	82352	yup	yUpa		compound	pwg	2	True	yUpAhuti>yUpa>yup
yUpIya	82353	yup	yUpa		derived	pwg	2	False	yUpIya>yUpa>yup
yUpya	82354	yup	yUpa		derived	pwg	2	False	yUpya>yUpa>yup
yUyuvi	82357	yA	yu		derived	pwg	2	False	yUyuvi>yu>yA
yezWa	82368	yA	yA		derived	pwg	1	False	yezWa>yA
yoktar	82370	yuj	yuj		derived	pwg	1	False	yoktar>yuj
yoktavya	82371	yuj	yuj		derived	pwg	1	False	yoktavya>yuj
yoktra	82372	yuj	yuj		derived	pwg	1	False	yoktra>yuj
yoga	82375	yuj	yuj		derived	pwg	1	False	yoga>yuj
yogaka	82376	yuj	yoga		derived	pwg	2	False	yogaka>yoga>yuj
yogakakzA	82377	yuj	yoga		compound	pwg	2	True	yogakakzA>yoga>yuj
yogakanyA	82378	yuj	yoga		compound	pwg	2	True	yogakanyA>yoga>yuj
yogakaraRqaka	82379	yuj	yoga		compound	pwg	2	True	yogakaraRqaka>yoga>yuj
yogakuRqalinI	82380	yuj	yoga		compound	pwg	2	True	yogakuRqalinI>yoga>yuj
yogakzema	82381	yuj	yoga		compound	pwg	2	True	yogakzema>yoga>yuj
yogatArAvalI	82395	yuj	yoga		compound	pwg	2	True	yogatArAvalI>yoga>yuj
yogaMDara	82406	yuj	yoga		compound	pwg	2	True	yogaMDara>yoga>yuj
yogamaya	82421	yuj	yoga		derived	pwg	2	False	yogamaya>yoga>yuj
yogavant	82446	yuj	yoga		derived	pwg	2	False	yogavant>yoga>yuj
yogaSarIrin	82460	yuj	yoga		compound	pwg	2	True	yogaSarIrin>yoga>yuj
yogas	82465	yuj	yuj		derived	pwg	1	False	yogas>yuj
yogasidDimant	82472	yuj	yoga		compound	pwg	2	True	yogasidDimant>yoga>yuj
yogAgnimaya	82476	yuj	yoga		compound	pwg	2	True	yogAgnimaya>yoga>yuj
yogANga	82477	yuj	yoga		compound	pwg	2	True	yogANga>yoga>yuj
yogAcAra	82478	yuj	yoga		compound	pwg	2	True	yogAcAra>yoga>yuj
yogAcAra	82479	yuj	yoga		compound	pwg	2	True	yogAcAra>yoga>yuj
yogAcArya	82480	yuj	yoga		compound	pwg	2	True	yogAcArya>yoga>yuj
yogAYjana	82481	yuj	yoga		compound	pwg	2	True	yogAYjana>yoga>yuj
yogAtman	82482	yuj	yoga		compound	pwg	2	True	yogAtman>yoga>yuj
yogAnanda	82483	yuj	yoga		compound	pwg	2	True	yogAnanda>yoga>yuj
yogAnuSAsana	82484	yuj	yoga		compound	pwg	2	True	yogAnuSAsana>yoga>yuj
yogAnta	82485	yuj	yoga		compound	pwg	2	True	yogAnta>yoga>yuj
yogApatti	82486	yuj	yoga		compound	pwg	2	True	yogApatti>yoga>yuj
yogAmbara	82487	yuj	yoga		compound	pwg	2	True	yogAmbara>yoga>yuj
yogita	82493	yuj	yoga		derived	pwg	2	False	yogita>yoga>yuj
yogitA	82494	yuj	yogin		derived	pwg	3	False	yogitA>yogin>yoga>yuj
yogitva	82495	yuj	yogin		derived	pwg	3	False	yogitva>yogin>yoga>yuj
yogidaRqa	82496	yuj	yogin		compound	pwg	3	True	yogidaRqa>yogin>yoga>yuj
yogin	82497	yuj	yoga		derived	pwg	2	False	yogin>yoga>yuj
yogendra	82511	yuj	yoga		compound	pwg	2	True	yogendra>yoga>yuj
yogeSa	82512	yuj	yoga		compound	pwg	2	True	yogeSa>yoga>yuj
yogeSvara	82513	yuj	yoga		compound	pwg	2	True	yogeSvara>yoga>yuj
yogeSvaratva	82515	yuj	yogeSvara		derived	pwg	3	True	yogeSvaratva>yogeSvara>yoga>yuj
yogya	82519	yuj	yoga		derived	pwg	2	False	yogya>yoga>yuj
yogyatA	82520	yuj	yogya		derived	pwg	3	False	yogyatA>yogya>yoga>yuj
yogyatva	82521	yuj	yogya		derived	pwg	3	False	yogyatva>yogya>yoga>yuj
yojaka	82522	yuj	yuj		derived	pwg	1	False	yojaka>yuj
yojana	82523	yuj	yuj		derived	pwg	1	False	yojana>yuj
yojanIya	82529	yuj	yuj		derived	pwg	1	False	yojanIya>yuj
yojanya	82530	yuj	yojana		derived	pwg	2	False	yojanya>yojana>yuj
yojayitar	82531	yuj	yuj		derived	pwg	1	False	yojayitar>yuj
yojayitavya	82532	yuj	yuj		derived	pwg	1	False	yojayitavya>yuj
yojitar	82533	yuj	yuj		derived	pwg	1	False	yojitar>yuj
yojya	82534	yuj	yuj		derived	pwg	1	False	yojya>yuj
yotra	82537	yA	yu		derived	pwg	2	False	yotra>yu>yA
yodDar	82539	yuD	yuD		derived	pwg	1	False	yodDar>yuD
yodDavya	82540	yuD	yuD		derived	pwg	1	False	yodDavya>yuD
yoDa	82541	yuD	yuD		derived	pwg	1	False	yoDa>yuD
yoDaka	82542	yuD	yuD		derived	pwg	1	False	yoDaka>yuD
yoDana	82543	yuD	yuD		derived	pwg	1	False	yoDana>yuD
yoDAgAra	82546	yuD	yoDa		compound	pwg	2	True	yoDAgAra>yoDa>yuD
yoDin	82548	yuD	yuD		derived	pwg	1	False	yoDin>yuD
yoDivana	82549	yuD	yoDin		compound	pwg	2	True	yoDivana>yoDin>yuD
yoDya	82552	yuD	yuD		derived	pwg	1	False	yoDya>yuD
yoni	82554	yA	yu		derived	pwg	2	False	yoni>yu>yA
yonitva	82558	yA	yoni		derived	pwg	3	False	yonitva>yoni>yu>yA
yonimant	82564	yA	yoni		derived	pwg	3	False	yonimant>yoni>yu>yA
yonya	82575	yA	yoni		derived	pwg	3	False	yonya>yoni>yu>yA
yonyarSas	82576	yA	yoni		compound	pwg	3	True	yonyarSas>yoni>yu>yA
yopana	82577	yup	yup		derived	pwg	1	False	yopana>yup
yozaRA	82578	yA	yu		derived	pwg	2	False	yozaRA>yu>yA
yOktika	82590	yuj	yukti		derived	pwg	2	False	yOktika>yukti>yuj
yOgaMDarAyaRa	82594	yuj	yugaMDara		derived	pwg	3	True	yOgaMDarAyaRa>yugaMDara>yuga>yuj
yOjanaSatika	82601	yuj	yojana		compound	pwg	2	True	yOjanaSatika>yojana>yuj
yOjanika	82602	yuj	yojana		derived	pwg	2	False	yOjanika>yojana>yuj
yOTika	82609	yA	yUTa		derived	pwg	3	False	yOTika>yUTa>yu>yA
yODa	82611	yuD	yoDa		derived	pwg	2	False	yODa>yoDa>yuD
yODika	82613	yuD	yoDa		derived	pwg	2	False	yODika>yoDa>yuD
yODeya	82616	yuD	yoDa		derived	pwg	2	False	yODeya>yoDa>yuD
yOna	82618	yA	yoni		derived	pwg	3	False	yOna>yoni>yu>yA
yOna	82619	yA	yoni		derived	pwg	3	False	yOna>yoni>yu>yA
yOpa	82620	yup	yUpa		derived	pwg	2	False	yOpa>yUpa>yup
yOpya	82621	yup	yUpa		derived	pwg	2	False	yOpya>yUpa>yup
yOvana	82626	yA	yuvan		derived	pwg	3	False	yOvana>yuvan>yu>yA
yOvanavant	82632	yA	yOvana		derived	pwg	4	False	yOvanavant>yOvana>yuvan>yu>yA
yOvanin	82637	yA	yOvana		derived	pwg	4	False	yOvanin>yOvana>yuvan>yu>yA
yOvanodBeda	82638	yA	yOvana		compound	pwg	4	True	yOvanodBeda>yOvana>yuvan>yu>yA
yOvarAjya	82640	yA	yuvarAja		derived	pwg	4	True	yOvarAjya>yuvarAja>yuvan>yu>yA
raktaSukratA	82793	Suc	Sukra		compound	pwg	2	True	raktaSukratA>Sukra>Suc
raktasaMjYa	82800	jYA	saMjYA	sam	compound	pwg	3	True	raktasaMjYa>saMjYA>sam+jYA>jYA
raktAtisAra	82818	at	a		compound	pwg	2	True	raktAtisAra>a>at
raktADimanTa	82821	at	a		compound	pwg	2	True	raktADimanTa>a>at
raktApaha	82822	at	a		compound	pwg	2	True	raktApaha>a>at
raktApAmArga	82823	at	a		compound	pwg	2	True	raktApAmArga>a>at
raktABa	82824	BA	ABA	A	compound	pwg	3	True	raktABa>ABA>A+BA>BA
raktABizyanda	82825	at	a		compound	pwg	2	True	raktABizyanda>a>at
raktAmizAda	82826	ad	ada		compound	pwg	2	True	raktAmizAda>ada>ad
raktAmbara	82827	at	a		compound	pwg	2	True	raktAmbara>a>at
raktAmbara	82828	at	a		compound	pwg	2	True	raktAmbara>a>at
raktAruRa	82831	at	a		compound	pwg	2	True	raktAruRa>a>at
raktArbuda	82832	at	a		compound	pwg	2	True	raktArbuda>a>at
raktArman	82833	at	a		compound	pwg	2	True	raktArman>a>at
raktArSas	82834	at	a		compound	pwg	2	True	raktArSas>a>at
raktotklizwa	82845	av	u		compound	pwg	2	True	raktotklizwa>u>av
raktotpala	82846	av	u		compound	pwg	2	True	raktotpala>u>av
raktopala	82847	av	u		compound	pwg	2	True	raktopala>u>av
rakza	82851	rakz	rakz		derived	pwg	1	False	rakza>rakz
rakzaISa	82852	rakz	rakzas		compound	pwg	2	True	rakzaISa>rakzas>rakz
rakzaka	82853	rakz	rakz		derived	pwg	1	False	rakzaka>rakz
rakzakAmbA	82854	rakz	rakzaka		compound	pwg	2	True	rakzakAmbA>rakzaka>rakz
rakzaRa	82855	rakz	rakz		derived	pwg	1	False	rakzaRa>rakz
rakzaRi	82857	rakz	rakz		derived	pwg	1	False	rakzaRi>rakz
rakzaRIya	82858	rakz	rakz		derived	pwg	1	False	rakzaRIya>rakz
rakzas	82863	rakz	rakz		derived	pwg	1	False	rakzas>rakz
rakzas	82864	rakz	rakz		derived	pwg	1	False	rakzas>rakz
rakzas	82865	rakz	rakz		derived	pwg	1	False	rakzas>rakz
rakzaHsaBam	82869	rakz	rakzas		compound	pwg	2	True	rakzaHsaBam>rakzas>rakz
rakzA	82870	rakz	rakz		derived	pwg	1	False	rakzA>rakz
rakzA	82871	rakz	rakz		derived	pwg	1	False	rakzA>rakz
rakzADikfta	82874	rakz	rakzA		compound	pwg	2	True	rakzADikfta>rakzA>rakz
rakzADipati	82875	rakz	rakzA		compound	pwg	2	True	rakzADipati>rakzA>rakz
rakzApattra	82877	pat	pattra		compound	pwg	2	True	rakzApattra>pattra>pat
rakzApradIpa	82880	par	pra		compound	pwg	2	True	rakzApradIpa>pra>par
rakzAvant	82889	rakz	rakzA		derived	pwg	2	False	rakzAvant>rakzA>rakz
rakzAsarzapa	82890	san	sa		compound	pwg	2	True	rakzAsarzapa>sa>san
rakzi	82891	rakz	rakz		derived	pwg	1	False	rakzi>rakz
rakzika	82892	rakz	rakzA		derived	pwg	2	False	rakzika>rakzA>rakz
rakzitar	82895	rakz	rakz		derived	pwg	1	False	rakzitar>rakz
rakzitavya	82897	rakz	rakz		derived	pwg	1	False	rakzitavya>rakz
rakzin	82898	rakz	rakz		derived	pwg	1	False	rakzin>rakz
rakzoGna	82900	rakz	rakzas		compound	pwg	2	True	rakzoGna>rakzas>rakz
rakzRa	82911	rakz	rakz		derived	pwg	1	False	rakzRa>rakz
rakzya	82912	rakz	rakz		derived	pwg	1	False	rakzya>rakz
raNgANgaRa	82982	at	a		compound	pwg	2	True	raNgANgaRa>a>at
raNgAri	82985	ar	ari		compound	pwg	2	True	raNgAri>ari>ar
raNgAvataraRa	82986	at	a		compound	pwg	2	True	raNgAvataraRa>a>at
raNgAvatAraka	82987	at	a		compound	pwg	2	True	raNgAvatAraka>a>at
raNgeSa	82990	IS	ISa		compound	pwg	2	True	raNgeSa>ISa>IS
raNgopajIvin	82994	av	u		compound	pwg	2	True	raNgopajIvin>u>av
raNgopajIvya	82995	av	u		compound	pwg	2	True	raNgopajIvya>u>av
racana	83000	rac	rac		derived	pwg	1	False	racana>rac
racayitar	83001	rac	rac		derived	pwg	1	False	racayitar>rac
rajaka	83009	raj	raj		derived	pwg	1	False	rajaka>raj
rajata	83010	raj	raj		derived	pwg	1	False	rajata>raj
rajatamaya	83020	raj	rajata		derived	pwg	2	False	rajatamaya>rajata>raj
rajatAdri	83023	raj	rajata		compound	pwg	2	True	rajatAdri>rajata>raj
rajana	83024	raj	raj		derived	pwg	1	False	rajana>raj
rajanAya	83038	raj	raj		derived	pwg	1	False	rajanAya>raj
rajayitrI	83041	raj	raj		derived	pwg	1	False	rajayitrI>raj
rajas	83044	raj	raj		derived	pwg	1	False	rajas>raj
rajasa	83045	raj	rajas		derived	pwg	2	False	rajasa>rajas>raj
rajasya	83053	raj	rajas		derived	pwg	2	False	rajasya>rajas>raj
rajasvala	83054	raj	rajas		derived	pwg	2	False	rajasvala>rajas>raj
rajasvin	83055	raj	rajas		derived	pwg	2	False	rajasvin>rajas>raj
rajogAtra	83064	raj	rajas		compound	pwg	2	True	rajogAtra>rajas>raj
rajograhi	83066	raj	rajas		compound	pwg	2	True	rajograhi>rajas>raj
rajjavya	83074	sarj	rajju		derived	pwg	2	False	rajjavya>rajju>sarj
rajju	83075	sarj	sarj		derived	pwg	1	False	rajju>sarj
rawana	83093	raw	raw		derived	pwg	1	False	rawana>raw
raRa	83099	ran	ran		derived	pwg	1	False	raRa>ran
raRaka	83100	ran	ran		derived	pwg	1	False	raRaka>ran
raRaMjaya	83108	ran	raRa		compound	pwg	2	True	raRaMjaya>raRa>ran
raRAgni	83137	ran	raRa		compound	pwg	2	True	raRAgni>raRa>ran
raRANgana	83139	ran	raRa		compound	pwg	2	True	raRANgana>raRa>ran
raRAji	83140	ran	raRa		compound	pwg	2	True	raRAji>raRa>ran
raRAjira	83141	ran	raRa		compound	pwg	2	True	raRAjira>raRa>ran
raRAtodya	83142	ran	raRa		compound	pwg	2	True	raRAtodya>raRa>ran
raRAditya	83143	ran	raRa		compound	pwg	2	True	raRAditya>raRa>ran
raRAntakft	83144	ran	raRa		compound	pwg	2	True	raRAntakft>raRa>ran
raRAramBA	83145	ran	raRa		compound	pwg	2	True	raRAramBA>raRa>ran
raRAlaMkaraRa	83146	ran	raRa		compound	pwg	2	True	raRAlaMkaraRa>raRa>ran
raRAvani	83147	ran	raRa		compound	pwg	2	True	raRAvani>raRa>ran
raRASva	83148	ran	raRa		compound	pwg	2	True	raRASva>raRa>ran
raRitar	83149	ran	ran		derived	pwg	1	False	raRitar>ran
raRecara	83150	ran	raRa		compound	pwg	2	True	raRecara>raRa>ran
raReSa	83151	ran	raRa		compound	pwg	2	True	raReSa>raRa>ran
raReSvara	83152	ran	raRa		compound	pwg	2	True	raReSvara>raRa>ran
raRotkawa	83154	ran	raRa		compound	pwg	2	True	raRotkawa>raRa>ran
raRqASramin	83157	Sram	ASrama	A	compound	pwg	3	True	raRqASramin>ASrama>A+Sram>Sram
raRya	83158	ran	ran		derived	pwg	1	False	raRya>ran
raRya	83159	ran	ran		derived	pwg	1	False	raRya>ran
raRva	83163	ran	ran		derived	pwg	1	False	raRva>ran
rata	83167	ram	ram		derived	pwg	1	False	rata>ram
ratardDika	83177	ram	rata		compound	pwg	2	True	ratardDika>rata>ram
ratavant	83178	ram	ram		derived	pwg	1	False	ratavant>ram
ratAmarda	83184	ram	rata		compound	pwg	2	True	ratAmarda>rata>ram
ratAyanI	83186	ram	rata		compound	pwg	2	True	ratAyanI>rata>ram
ratArTin	83187	ram	rata		compound	pwg	2	True	ratArTin>rata>ram
rati	83188	ram	ram		derived	pwg	1	False	rati>ram
ratimant	83207	ram	rati		derived	pwg	2	False	ratimant>rati>ram
ratotsava	83226	ram	rata		compound	pwg	2	True	ratotsava>rata>ram
ratodvaha	83227	ram	rata		compound	pwg	2	True	ratodvaha>rata>ram
ratnANgurIyaka	83320	at	a		compound	pwg	2	True	ratnANgurIyaka>a>at
ratnADipati	83323	at	a		compound	pwg	2	True	ratnADipati>a>at
ratnArcis	83325	at	a		compound	pwg	2	True	ratnArcis>a>at
ratnAvaBAsa	83327	at	a		compound	pwg	2	True	ratnAvaBAsa>a>at
ratnipfzWaka	83333	sTA	pfzWa	pra	compound	pwg	3	True	ratnipfzWaka>pfzWa>pra+sTA>sTA
ratnodBava	83337	av	u		compound	pwg	2	True	ratnodBava>u>av
raTa	83340	ar	ar		derived	pwg	1	False	raTa>ar
raTa	83341	ar	ar		derived	pwg	1	False	raTa>ar
raTakAya	83348	ar	raTa		derived	pwg	2	False	raTakAya>raTa>ar
raTajit	83373	ar	raTa		compound	pwg	2	True	raTajit>raTa>ar
raTajit	83374	ar	raTa		compound	pwg	2	True	raTajit>raTa>ar
raTaMtara	83386	ar	raTa		compound	pwg	2	True	raTaMtara>raTa>ar
raTayA	83397	ar	raTa		derived	pwg	2	False	raTayA>raTa>ar
raTayu	83401	ar	raTa		derived	pwg	2	False	raTayu>raTa>ar
raTavant	83409	ar	raTa		derived	pwg	2	False	raTavant>raTa>ar
raTANgasaMjYa	83446	jYA	saMjYA	sam	compound	pwg	3	True	raTANgasaMjYa>saMjYA>sam+jYA>jYA
raTANgAhva	83448	hvA	AhvA	A	compound	pwg	3	True	raTANgAhva>AhvA>A+hvA>hvA
raTAnIka	83451	ar	raTa		compound	pwg	2	True	raTAnIka>raTa>ar
raTABra	83453	ar	raTa		compound	pwg	2	True	raTABra>raTa>ar
raTAraTi	83454	ar	raTa		compound	pwg	2	True	raTAraTi>raTa>ar
raTAroha	83455	ar	raTa		compound	pwg	2	True	raTAroha>raTa>ar
raTArBaka	83457	ar	raTa		compound	pwg	2	True	raTArBaka>raTa>ar
raTAvarta	83459	ar	raTa		compound	pwg	2	True	raTAvarta>raTa>ar
raTASva	83460	ar	raTa		compound	pwg	2	True	raTASva>raTa>ar
raTASva	83461	ar	raTa		compound	pwg	2	True	raTASva>raTa>ar
raTAsah	83462	ar	raTa		compound	pwg	2	True	raTAsah>raTa>ar
raTAhar	83463	ar	raTa		compound	pwg	2	True	raTAhar>raTa>ar
raTAhvA	83464	ar	raTa		compound	pwg	2	True	raTAhvA>raTa>ar
raTika	83465	ar	raTa		derived	pwg	2	False	raTika>raTa>ar
raTita	83466	ar	raTa		derived	pwg	2	False	raTita>raTa>ar
raTin	83467	ar	raTa		derived	pwg	2	False	raTin>raTa>ar
raTina	83468	ar	raTa		derived	pwg	2	False	raTina>raTa>ar
raTira	83469	ar	raTa		derived	pwg	2	False	raTira>raTa>ar
raTirAy	83470	ar	raTira		derived	pwg	3	False	raTirAy>raTira>raTa>ar
raTI	83471	ar	raTa		derived	pwg	2	False	raTI>raTa>ar
raTIy	83475	ar	raTa		derived	pwg	2	False	raTIy>raTa>ar
raTeSa	83478	ar	raTa		compound	pwg	2	True	raTeSa>raTa>ar
raTezA	83480	ar	raTa		compound	pwg	2	True	raTezA>raTa>ar
raTezu	83481	ar	raTa		compound	pwg	2	True	raTezu>raTa>ar
raToQa	83483	ar	raTa		compound	pwg	2	True	raToQa>raTa>ar
raTotsava	83484	ar	raTa		compound	pwg	2	True	raTotsava>raTa>ar
raTodData	83485	ar	raTa		compound	pwg	2	True	raTodData>raTa>ar
raTopasTa	83487	ar	raTa		compound	pwg	2	True	raTopasTa>raTa>ar
raToraga	83488	ar	raTa		compound	pwg	2	True	raToraga>raTa>ar
raTozmA	83489	ar	raTa		compound	pwg	2	True	raTozmA>raTa>ar
raTOGa	83490	ar	raTa		compound	pwg	2	True	raTOGa>raTa>ar
raTOjas	83491	ar	raTa		compound	pwg	2	True	raTOjas>raTa>ar
raTya	83492	ar	raTa		derived	pwg	2	False	raTya>raTa>ar
rada	83495	rad	rad		derived	pwg	1	False	rada>rad
radana	83497	rad	rad		derived	pwg	1	False	radana>rad
radanikA	83499	rad	radana		derived	pwg	2	False	radanikA>radana>rad
radanin	83500	rad	radana		derived	pwg	2	False	radanin>radana>rad
radin	83502	rad	rada		derived	pwg	2	False	radin>rada>rad
radDar	83504	raD	raD		derived	pwg	1	False	radDar>raD
raDratura	83510	tur	tur		derived	pwg	1	False	raDratura>tur
rantar	83513	ram	ram		derived	pwg	1	False	rantar>ram
rantavya	83514	ram	ram		derived	pwg	1	False	rantavya>ram
ranti	83515	ran	ran		derived	pwg	1	False	ranti>ran
ranti	83516	ran	ran		derived	pwg	1	False	ranti>ran
rantya	83521	ran	ran		derived	pwg	1	False	rantya>ran
ranDra	83529	rad	rad		derived	pwg	1	False	ranDra>rad
ranDrAgata	83533	rad	ranDra		compound	pwg	2	True	ranDrAgata>ranDra>rad
rapSadUDan	83537	av	u		compound	pwg	2	True	rapSadUDan>u>av
raBa	83543	raB	raB		derived	pwg	1	False	raBa>raB
raBas	83544	raB	raB		derived	pwg	1	False	raBas>raB
raBasa	83545	raB	raBas		derived	pwg	2	False	raBasa>raBas>raB
raBasvant	83548	raB	raBas		derived	pwg	2	False	raBasvant>raBas>raB
raBizWa	83551	raB	raB		derived	pwg	1	False	raBizWa>raB
raBIyaMs	83552	raB	raB		derived	pwg	1	False	raBIyaMs>raB
rama	83557	ram	ram		derived	pwg	1	False	rama>ram
ramaka	83558	ram	ram		derived	pwg	1	False	ramaka>ram
ramaRa	83562	ram	ram		derived	pwg	1	False	ramaRa>ram
ramaRIya	83565	ram	ram		derived	pwg	1	False	ramaRIya>ram
ramaRIyatA	83567	ram	ramaRIya		derived	pwg	2	False	ramaRIyatA>ramaRIya>ram
ramaRIyatva	83568	ram	ramaRIya		derived	pwg	2	False	ramaRIyatva>ramaRIya>ram
ramati	83570	ram	ram		derived	pwg	1	False	ramati>ram
ramati	83571	ram	ram		derived	pwg	1	False	ramati>ram
ramBa	83588	ramB	ramB		derived	pwg	1	False	ramBa>ramB
ramBa	83589	ramB	ramB		derived	pwg	1	False	ramBa>ramB
ramBin	83595	ramB	ramBa		derived	pwg	2	False	ramBin>ramBa>ramB
ramya	83596	ram	ram		derived	pwg	1	False	ramya>ram
ramyaka	83597	ram	ramya		derived	pwg	2	False	ramyaka>ramya>ram
ramyatA	83599	ram	ramya		derived	pwg	2	False	ramyatA>ramya>ram
ramyatva	83600	ram	ramya		derived	pwg	2	False	ramyatva>ramya>ram
rayi	83611	rA	rA		derived	pwg	1	False	rayi>rA
rayintama	83614	rA	rayi		derived	pwg	2	False	rayintama>rayi>rA
rayimant	83616	rA	rayi		derived	pwg	2	False	rayimant>rayi>rA
rayivant	83617	rA	rayi		derived	pwg	2	False	rayivant>rayi>rA
rayizAc	83620	rA	rayi		compound	pwg	2	True	rayizAc>rayi>rA
rayizAh	83621	rA	rayi		compound	pwg	2	True	rayizAh>rayi>rA
rayizWA	83623	rA	rayi		compound	pwg	2	True	rayizWA>rayi>rA
rayIyant	83625	rA	rayi		derived	pwg	2	False	rayIyant>rayi>rA
rarAvan	83630	rA	rA		derived	pwg	1	False	rarAvan>rA
rava	83635	ru	ru		derived	pwg	1	False	rava>ru
ravaRa	83637	ru	ru		derived	pwg	1	False	ravaRa>ru
ravaTa	83639	ru	ru		derived	pwg	1	False	ravaTa>ru
ravitar	83648	ru	ru		derived	pwg	1	False	ravitar>ru
ravisaMjYaka	83669	jYA	saMjYA	sam	compound	pwg	3	True	ravisaMjYaka>saMjYA>sam+jYA>jYA
raSanopamA	83683	av	u		compound	pwg	2	True	raSanopamA>u>av
rasana	83743	ras	ras		derived	pwg	1	False	rasana>ras
rasana	83744	ras	ras		derived	pwg	1	False	rasana>ras
rasAKana	83809	Kan	Kana		compound	pwg	2	True	rasAKana>Kana>Kan
rasADika	83817	at	a		compound	pwg	2	True	rasADika>a>at
rasADyakza	83819	at	a		compound	pwg	2	True	rasADyakza>a>at
rasAntara	83820	at	a		compound	pwg	2	True	rasAntara>a>at
rasAmBoDi	83826	at	a		compound	pwg	2	True	rasAmBoDi>a>at
rasAmBoniDi	83827	at	a		compound	pwg	2	True	rasAmBoniDi>a>at
rasAyana	83830	at	a		compound	pwg	2	True	rasAyana>a>at
rasArRava	83834	at	a		compound	pwg	2	True	rasArRava>a>at
rasASa	83841	As	ASa		compound	pwg	3	True	rasASa>ASa>aS>As
rasAhva	83847	hvA	AhvA	A	compound	pwg	3	True	rasAhva>AhvA>A+hvA>hvA
rasitar	83855	ras	ras		derived	pwg	1	False	rasitar>ras
rasitar	83856	ras	ras		derived	pwg	1	False	rasitar>ras
rasottama	83863	av	u		compound	pwg	2	True	rasottama>u>av
rasodaDi	83864	av	u		compound	pwg	2	True	rasodaDi>u>av
rasodBava	83865	av	u		compound	pwg	2	True	rasodBava>u>av
rasopala	83867	av	u		compound	pwg	2	True	rasopala>u>av
rasollAsa	83868	av	u		compound	pwg	2	True	rasollAsa>u>av
rahaRa	83875	rah	rah		derived	pwg	1	False	rahaRa>rah
rahas	83877	rah	rah		derived	pwg	1	False	rahas>rah
rahas	83878	rah	rah		derived	pwg	1	False	rahas>rah
rahasya	83883	rah	rahas		derived	pwg	2	False	rahasya>rahas>rah
rahasyu	83885	rah	rahas		derived	pwg	2	False	rahasyu>rahas>rah
rahaHsTa	83886	rah	rahas		compound	pwg	2	True	rahaHsTa>rahas>rah
rahogata	83891	rah	rahas		compound	pwg	2	True	rahogata>rahas>rah
rAkeSa	83907	IS	ISa		compound	pwg	2	True	rAkeSa>ISa>IS
rAkzasa	83909	rakz	rakzas		derived	pwg	2	False	rAkzasa>rakzas>rakz
rAjaka	83981	rAj	rAjan		derived	pwg	2	False	rAjaka>rAjan>rAj
rAjaka	83982	rAj	rAjan		derived	pwg	2	False	rAjaka>rAjan>rAj
rAjakaTA	83983	rAj	rAjan		compound	pwg	2	True	rAjakaTA>rAjan>rAj
rAjakIya	83999	rAj	rAjaka		derived	pwg	3	False	rAjakIya>rAjaka>rAjan>rAj
rAjata	84027	raj	rajata		derived	pwg	2	False	rAjata>rajata>raj
rAjatA	84032	rAj	rAjan		derived	pwg	2	False	rAjatA>rAjan>rAj
rAjaDura	84061	rAj	rAjan		compound	pwg	2	True	rAjaDura>rAjan>rAj
rAjan	84064	rAj	rAj		derived	pwg	1	False	rAjan>rAj
rAjan	84065	rAj	rAj		derived	pwg	1	False	rAjan>rAj
rAjana	84066	rAj	rAjan		derived	pwg	2	False	rAjana>rAjan>rAj
