headword_iast	source_code	form_key	in_union	union_dicts
yathāsaṃstham		yathāsanstham	1	AP MW PWG PWK
abhisaṃstham		abhisanstham	1	MW PWK
pratyaksaṃstham	M	pratyaksanstham	1	MW
duḥstham	M	duḥstham	1	AP MW
devaprastham	P	devaprastham	0	
yathāvastham		yathāvastham	1	AP MW PWG PWK
sarvāvastham		sarvāvastham	1	CAE PWG PWK
svastham	M	svastham	1	AP MW
dam		dam	1	SKD
kauśikīḥṛadam	I	kauśikīḥṛadam	0	
ādam		ādam	1	BUR MD MW PWK
idam		idam	1	SKD
udam	A	udam	1	SKD
kākaḥṛdam	I	kākaḥṛdam	0	
aṅgadam	A	angadam	1	SKD
sabāṣpagadgadam		sabāṣpagadgadam	1	MW PWK
sagadgadam	R	sagadgadam	1	MW
bhūrigadgadam	M	bhūrigadgadam	1	MW
tadam	M	tadam	1	MW PWK
kokanadam	A	kokanadam	1	SKD
upanadam		upanadam	1	SKD
suninadam	M	suninadam	1	MW
jāmbūnadam	I	jāmbūnadam	1	SKD
padam	A	padam	1	SKD
ekapadam	M	ekapadam	1	SKD
yaugapadam	A	yaugapadam	1	AP
matangapadam	I	matangapadam	0	
drutapadam	M	drutapadam	1	MW
sānandagadgadapadam	M	sānandagadgadapadam	1	MW
sānandagadradapadam		sānandagadradapadam	1	PWK
niḥśabdapadam		niḥśabdapadam	1	MW PWK
siddhapadam	I	siddhapadam	0	
yathājanapadam	M	yathājanapadam	1	MW PWK SCH
upapadam	A	upapadam	1	SKD
kaśyapapadam	I	kaśyapapadam	0	
yathopapadam	M	yathopapadam	1	MW
saptamapadam	I	saptamapadam	0	
kārttikeyapadam	I	kārttikeyapadam	0	
gārgapatyapadam	I	gārgapatyapadam	0	
agastyapadam	I	agastyapadam	0	
sabhyapadam	I	sabhyapadam	0	
sūryapadam	I	sūryapadam	0	
śakrapadam	I	śakrapadam	0	
mitrapadam	I	mitrapadam	0	
vastrapadam	I	vastrapadam	0	
rudrapadam	I	rudrapadam	0	
prapadam		prapadam	1	SKD
āprapadam		āprapadam	1	SKD
viśvapadam	I	viśvapadam	0	
gaṅeśapadam	I	ganeśapadam	0	
aṣṭāpadam	I	aṣṭāpadam	1	SKD
yathāpadam		yathāpadam	1	MW PWG PWK
pratipadam	G	pratipadam	1	AP MW PWG PWK
pañcāgnipadam	I	pancāgnipadam	0	
uttripadam	A	uttripadam	1	AP
ravipadam	I	ravipadam	0	
ṣlīpadam	A	ṣlīpadam	0	
viṣṅupadam	I	viṣnupadam	1	SKD
anupadam	B	anupadam	1	SKD
kāmadhenupadam	I	kāmadhenupadam	0	
ātmanepadam	A	ātmanepadam	1	AP
parasmaipadam	A	parasmaipadam	1	SKD
calatpadam	M	calatpadam	1	MW
śānkarampadam	I	śānkarampadam	0	
parampadam	A	parampadam	0	
goṣpadam	A	goṣpadam	1	SKD
āspadam	A	āspadam	1	SKD
antaḥpadam		antaḥpadam	1	AP BUR MW PD PWG PWK
adhaspadam	M	adhaspadam	1	MW PD VCP
āśiraḥpadam	R	āśiraḥpadam	1	MW
madam	I	madam	0	
yadam		yadam	1	PWK
tyadam	M	tyadam	1	MW
upaśaradam		upaśaradam	1	MW PWG PWK SCH
dāradam	P	dāradam	1	AP
pradam	M	pradam	1	MW
supradam	I	supradam	0	
vasupradam	I	vasupradam	0	
viśadam	M	viśadam	1	MW
nātiviśadam		nātiviśadam	1	MW PWK
yaṣadam	A	yaṣadam	0	
pāraṣadam	A	pāraṣadam	1	AP
upadṛṣadam	M	upadṛṣadam	1	MW
sadam		sadam	1	CAE CCS GRA MD MW PWG PWK
āsadam		āsadam	1	PWK
pratyupasadam		pratyupasadam	1	MW PWK
anūpasadam		anūpasadam	1	MW PD PWG PWK
chādam	A	chādam	1	SKD
meghanādam	I	meghanādam	0	
mahānādam	I	mahānādam	1	AP
ājapādam	A	ājapādam	1	AP
yathopapādam		yathopapādam	1	MW PWG PWK
candrapādam	I	candrapādam	0	
anuprapādam	M	anuprapādam	1	AP MW PD PWK
gehānuprapādam	M	gehānuprapādam	1	MW PWK
abhyāpādam	M	abhyāpādam	1	MW PWK SCH
pratipādam		pratipādam	1	AP MW PWG PWK
saṃpādam		sanpādam	1	PWG PWK
sampādam	M	sampādam	1	MW
antaḥpādam		antaḥpādam	1	BUR MW PD PWG PWK
anantaḥpādam		anantaḥpādam	1	MW PD PWK
āśiraḥpādam		āśiraḥpādam	1	BUR MD PWK
apramādam	G	apramādam	1	AP MW PWG
samaryādam	M	samaryādam	1	AP MW
atimaryādam	M	atimaryādam	1	MW PD
nirmaryādam	M	nirmaryādam	1	AP MW
sahlādam		sahlādam	1	MD MW PWK
sāhlādam	M	sāhlādam	1	MW
sasaṃvādam	M	sasanvādam	1	MW
yathāsaṃvādam	M	yathāsanvādam	1	MW
sāpavādam	M	sāpavādam	1	AP MW PWK SCH
hetuvādam	I	hetuvādam	0	
asaṃsvādam		asansvādam	1	MW PWK
adhiṣādam	M	adhiṣādam	1	MW PD PWK SCH
saviṣādam	M	saviṣādam	1	MW
saprasādam	M	saprasādam	1	MW
niṣkhidam		niṣkhidam	1	PWK
aundidam	B	aundidam	1	BUR
udbhidam	I	udbhidam	1	SKD
audbhidam	I	audbhidam	1	SKD
ciklidam	A	ciklidam	1	AP
svidam	H	svidam	1	BHS
kuṣīdam	A	kuṣīdam	1	SKD
kākudam	A	kākudam	1	SKD
gudam	A	gudam	1	SKD
arbudam	I	arbudam	1	AP
aḍyarbudam	A	aḍyarbudam	0	
nyarbudam	I	nyarbudam	1	AP
svarbudam	I	svarbudam	0	
daurhṛdam	A	daurhṛdam	1	SKD
sakhedam		sakhedam	1	CAE CCS MD MW PWK
yatkiṃcedam	M	yatkincedam	1	MW
śūlabhedam	I	śūlabhedam	0	
sabhrūbhedam		sabhrūbhedam	1	CAE CCS MW PWK
gomedam	I	gomedam	0	
vedam		vedam	1	MW PWG PWK
yathāsaṃvedam		yathāsanvedam	1	MW PWK
brāhmaṅavedam		brāhmanavedam	1	MW PWK
yathāvedam		yathāvedam	1	MW PWK
prativedam		prativedam	1	MW PWG PWK
adhivedam		adhivedam	1	AP MW PD PWG PWK
yāvadvedam		yāvadvedam	1	MW PWG PWK
sanirvedam	M	sanirvedam	1	AP MW
piṣṭasvedam		piṣṭasvedam	1	MW PWK
anugodam	R	anugodam	1	MW PD PWK SCH
praṅodam		pranodam	1	PWG PWK
aruṅodam	I	arunodam	0	
acchodam	I	acchodam	1	AP
svacchodam	I	svacchodam	0	
sitodam	I	sitodam	0	
asitodam	I	asitodam	0	
śītodam	I	śītodam	0	
sītodam	I	sītodam	0	
pramodam	M	pramodam	1	MW PWK SCH
sapramodam		sapramodam	1	CAE MW PWK
payodam	I	payodam	0	
putrarodam	M	putrarodam	1	MW PWK SCH
śailodam	I	śailodam	0	
uddam	R	uddam	1	MW
abhiskandam		abhiskandam	1	AP MW PWK
apariskandam		apariskandam	1	MW PWK
anuskandam		anuskandam	1	AP MW PD PWK
gehānuskandam		gehānuskandam	1	PWK
āskandam	M	āskandam	1	MW PWK SCH
gehāvaskandam	M	gehāvaskandam	1	MW PWK SCH
svacchandam	M	svacchandam	1	AP MW
ānandam	I	ānandam	1	AP
sānandam	I	sānandam	1	AP MW
saunandam	A	saunandam	1	SKD
mātulasambandam	I	mātulasambandam	0	
bhandam	A	bhandam	1	AP
mandam	M	mandam	1	AP MW
amandam	M	amandam	1	MW
mandamandam		mandamandam	1	AP CAE CCS MW PWK
aḍisyandam	A	aḍisyandam	0	
skāndam	I	skāndam	1	SKD
sanindam	R	sanindam	1	MW
ararindam	A	ararindam	1	AP
aravindam	A	aravindam	1	SKD
tundam	A	tundam	1	SKD
ābdam		ābdam	1	MW PWG PWK
pratyabdam		pratyabdam	1	AP MD MW PWG PWK
tryabdam	M	tryabdam	1	AP MW
śabdam	I	śabdam	0	
niḥśabdam	M	niḥśabdam	1	AP MW
uccaiḥśabdam	M	uccaiḥśabdam	1	MW
sphuṭaśabdam		sphuṭaśabdam	1	MW PWK
anapaśabdam	R	anapaśabdam	1	MD PD PWK SCH
talaśabdam	I	talaśabdam	0	
saśabdam	M	saśabdam	1	AP MW
nāndiśabdam	I	nāndiśabdam	0	
sauṣabdam	A	sauṣabdam	0	
ānardam		ānardam	1	MW PWK
pāṅimardam		pānimardam	1	MW PWK
hārdam	A	hārdam	1	AP
dham		dham	1	SKD
ādham	R	ādham	0	
sumagadham	M	sumagadham	1	MW
apadham	M	apadham	1	MW
upadham	R	upadham	0	
sopadham	M	sopadham	1	SKD
pradham	R	pradham	1	MW
svargamārgapradham	I	svargamārgapradham	0	
avadham	M	avadham	1	MW
strīvadham	I	strīvadham	0	
anuṣvadham		anuṣvadham	1	AP CAE CCS GRA MD MW PD PWG PWK
naiṣadham	I	naiṣadham	0	
upādham	R	upādham	0	
nirābādham	M	nirābādham	1	MW
adhastānnirbādham		adhastānnirbādham	1	MW PD PWK
atyādham	M	atyādham	1	MW PD
vyādham	A	vyādham	1	AP
yathāparādham		yathāparādham	1	MW PWG PWK
apidham	M	apidham	1	MW
abhidham	M	abhidham	1	MW
samidham		samidham	1	MW PWK
upasamidham	M	upasamidham	1	MW PWK
vidham	M	vidham	1	MW
savidham	M	savidham	1	AP MW
tathāvidham	M	tathāvidham	1	AP MW
vividham	M	vividham	1	SKD
suvidham	M	suvidham	1	AP MW
bahuvidham	M	bahuvidham	1	MW
caturvidham	M	caturvidham	1	MW
anudham	M	anudham	1	MW
avarudham	M	avarudham	1	MW PWK SCH
avarorudham	B	avarorudham	1	BUR
naramedham	I	naramedham	0	
dāśāśvamedham	I	dāśāśvamedham	0	
sotsedham	G	sotsedham	1	MW PWG
traidham	B	traidham	1	SKD
dvaidham	M	dvaidham	1	SKD
advaidham		advaidham	1	PD PWK
apratibodham	R	apratibodham	0	
subodham	M	subodham	1	MW
sakaṅṭharodham		sakanṭharodham	1	MW PWK
uparodham	M	uparodham	1	MW PWK SCH
vrajoparodham		vrajoparodham	1	MW PWK
soparodham		soparodham	1	AP MW PWK
parirodham		parirodham	1	PWK
sakrodham	M	sakrodham	1	MW
asaṃdigdham	M	asandigdham	1	AP MW
niḥsaṃdigdham	M	niḥsandigdham	1	MW
snigdham	M	snigdham	1	SKD
sammugdham	M	sammugdham	1	MW
sambaddham	M	sambaddham	1	MW
yathāśraddham		yathāśraddham	1	CAE CCS MW PWG PWK
anaparāddham	G	anaparāddham	1	MW PWG
śrāddham	I	śrāddham	1	SKD
āmaśrāddham	I	āmaśrāddham	1	AP
yathāśrāddham		yathāśrāddham	1	MW PWK
gayāśrāddham	I	gayāśrāddham	0	
vṛddhiśrāddham	I	vṛddhiśrāddham	1	SKD
vyāviddham	M	vyāviddham	1	MW
vipratiṣiddham	M	vipratiṣiddham	1	SKD
āndolikaniyuddham	I	āndolikaniyuddham	0	
viruddham	M	viruddham	1	AP MW
dharmāviruddham	M	dharmāviruddham	1	CAE MW
yathāvṛddham	G	yathāvṛddham	1	AP CAE MW PWG PWK
pratiskandham	M	pratiskandham	1	MW PWK SCH
gandham	I	gandham	1	SKD
bandham	I	bandham	0	
corakabandham		corakabandham	1	MW PWK
krauñcabandham		krauncabandham	1	MW PWK VCP
kūṭabandham		kūṭabandham	1	MW PWK
cakrabandham		cakrabandham	1	MW PWK
nālāyiraprabandham	P	nālāyiraprabandham	0	
mayūrikābandham		mayūrikābandham	1	MW PWK
aṭṭālikābandham		aṭṭālikābandham	1	MW PD PWK
caṅḍālikābandham		canḍālikābandham	1	MW PWK
muṣṭibandham		muṣṭibandham	1	MW PWK
guptibandham		guptibandham	1	MW PWK
granthibandham		granthibandham	1	MW PWK
paśubandham	I	paśubandham	0	
yathāsaṃbandham		yathāsanbandham	1	PWG PWK
yathāsambandham	M	yathāsambandham	1	MW
saṃdham	R	sandham	1	MW
atisandham	M	atisandham	1	PD PWG PWK
atisaṃdham		atisandham	1	PD PWG PWK
abhisaṃdham	M	abhisandham	1	MW
avarundham	M	avarundham	1	MW PWK
stabdham	M	stabdham	1	MW
saṃrabdham	M	sanrabdham	1	MW
viśrabdham	M	viśrabdham	1	AP MW
ativiśrabdham	M	ativiśrabdham	1	MW PD
suviśrabdham		suviśrabdham	1	MW PWK
vipralabdham	M	vipralabdham	1	MW
lubdham	M	lubdham	1	MW
apyardham		apyardham	1	AP MW PWG PWK
abhyardham	M	abhyardham	1	AP MW
parārdham	I	parārdham	1	AP
avarārdham	M	avarārdham	1	AP MW
sārdham	B	sārdham	1	AP BUR MW
nirdham	M	nirdham	1	MW
atimūrdham		atimūrdham	1	PWK
nam		nam	1	AP
anam	G	anam	1	PD PWG
ānam	B	ānam	1	AP BUR MW
āṭīkanam	A	āṭīkanam	1	SKD
lokanam	A	lokanam	1	AP
alokanam	A	alokanam	1	AP
avalokanam	A	avalokanam	1	SKD
samālokanam	A	samālokanam	1	AP
ḍhaukanam	A	ḍhaukanam	1	AP
upaḍhaukanam	A	upaḍhaukanam	1	SKD
ḍhakkanam	A	ḍhakkanam	1	AP
bukkanam	A	bukkanam	1	SKD
aṅkanam	A	ankanam	1	SKD
uṭṭaṅkanam	A	uṭṭankanam	1	AP
taṅkanam	A	tankanam	1	AP
mankanam	I	mankanam	0	
kalkanam	A	kalkanam	1	AP
parikalkanam	A	parikalkanam	1	AP
likhanam	A	likhanam	1	SKD
parilikhanam	A	parilikhanam	1	AP
vilikhanam	A	vilikhanam	1	AP
ālekhanam	A	ālekhanam	1	AP
avalekhanam	A	avalekhanam	1	AP
pratilekhanam	A	pratilekhanam	1	AP
parilekhanam	A	parilekhanam	1	AP
vilekhanam	A	vilekhanam	1	SKD
nirlekhanam	A	nirlekhanam	1	AP
ullekhanam	I	ullekhanam	1	SKD
prollekhanam	A	prollekhanam	1	AP
sṭaganam	A	sṭaganam	0	
bhāganam	A	bhāganam	1	AP
aṅganam	A	anganam	1	SKD
iṅganam	A	inganam	1	AP
kacaṅganam	A	kacanganam	1	SKD
liṅganam	A	linganam	1	AP
āliṅganam	A	ālinganam	1	SKD
valganam	A	valganam	1	SKD
ghanam	M	ghanam	1	SKD
gaṅanam	A	gananam	1	SKD
avagaṅanam	A	avagananam	1	AP
parigaṅanam	A	parigananam	1	AP
vigaṅanam	A	vigananam	1	SKD
uccaṅanam	A	uccananam	0	
jaṅanam	A	jananam	1	SKD
viṣnaṅanam	A	viṣnananam	0	
paṅanam	A	pananam	1	SKD
paripaṅanam	A	paripananam	1	AP
bhaṅanam	A	bhananam	1	AP
anuraṅanam	A	anurananam	1	AP
vraṅanam	A	vrananam	1	AP
viṣraṅanam	A	viṣrananam	0	
kṣaṅanam	A	kṣananam	1	SKD
prahaṅanam	A	prahananam	1	AP
abhiprāṅanam	A	abhiprānanam	1	AP
anuprāṅanam	A	anuprānanam	1	AP
ṣlāṅanam	A	ṣlānanam	0	
guṅanam	A	gunanam	1	AP
praguṅanam	A	pragunanam	1	AP
vikūṅanam	A	vikūnanam	1	AP
abhiṣeṅanam	A	abhiṣenanam	1	SKD
laṅṅanam	A	lannanam	0	
alaṅṅanam	A	alannanam	0	
atilaṅṅanam	A	atilannanam	0	
abhilaṅṅanam	A	abhilannanam	0	
parilaṅṅanam	A	parilannanam	0	
vilaṅṅanam	A	vilannanam	0	
avilaṅṅanam	A	avilannanam	0	
ullaṅṅanam	A	ullannanam	0	
ucchiṅṅanam	A	ucchinnanam	0	
ākarṅanam	A	ākarnanam	1	SKD
upakarṅanam	A	upakarnanam	1	AP
avakarṅanam	A	avakarnanam	1	AP
varṅanam	A	varnanam	1	SKD
upavarṅanam	A	upavarnanam	1	AP
savarṅanam	A	savarnanam	1	AP
nirvarṅanam	A	nirvarnanam	1	AP
ṅūrṅanam	A	nūrnanam	0	
āṅūrṅanam	A	ānūrnanam	0	
avaṅūrṅanam	A	avanūrnanam	0	
viṅūrṅanam	A	vinūrnanam	0	
cūrṅanam	A	cūrnanam	1	AP
avacūrṅanam	A	avacūrnanam	1	AP
sañcūrṅanam	A	sancūrnanam	1	AP
pratipacanam	M	pratipacanam	1	MW PWK SCH
racanam	A	racanam	1	SKD
satvararacanam		satvararacanam	1	MW PWK
viracanam	A	viracanam	1	AP
vacanam	A	vacanam	1	SKD
apavacanam	A	apavacanam	1	AP
pravacanam	A	pravacanam	1	SKD
anupravacanam	A	anupravacanam	1	AP
yathāvacanam		yathāvacanam	1	MW PWK
aḍivacanam	A	aḍivacanam	0	
prativacanam	A	prativacanam	1	SKD
anuvacanam	A	anuvacanam	1	AP PD
tvacanam	A	tvacanam	1	AP
yāvadvacanam		yāvadvacanam	1	MW PWK
nirvacanam	A	nirvacanam	1	SKD
anirvacanam	A	anirvacanam	1	AP
sacanam	A	sacanam	1	AP
yācanam	A	yācanam	1	SKD
upayācanam	A	upayācanam	1	AP
prayācanam	A	prayācanam	1	AP
abhiyācanam	A	abhiyācanam	1	AP
vācanam	A	vācanam	1	SKD
brāhmaṅavācanam	I	brāhmanavācanam	1	AP
apavācanam	A	apavācanam	1	AP
pravācanam	A	pravācanam	1	AP
puṅyāhavācanam	I	punyāhavācanam	1	SKD
anuvācanam	A	anuvācanam	1	AP
saṃsūcanam	A	sansūcanam	1	AP
anusūcanam	A	anusūcanam	1	AP
vaisūcanam	A	vaisūcanam	1	SKD
recanam	A	recanam	1	SKD
vyatirecanam	A	vyatirecanam	1	AP
virecanam	A	virecanam	1	SKD
avirecanam	A	avirecanam	1	AP
vivecanam	A	vivecanam	1	SKD
niṣecanam	A	niṣecanam	1	AP
abhiṣecanam	I	abhiṣecanam	1	AP
secanam	A	secanam	1	SKD
avasecanam	A	avasecanam	1	AP
utsecanam	A	utsecanam	1	SKD
nikocanam	A	nikocanam	1	AP
vinikocanam	A	vinikocanam	1	AP
saṅkocanam	A	sankocanam	1	AP
ucchocanam	A	ucchocanam	1	AP
amocanam	A	amocanam	1	AP
ṛṅamocanam	I	ṛnamocanam	0	
samsāramocanam	I	samsāramocanam	0	
pramocanam	A	pramocanam	1	AP
ṛṅapramocanam	I	ṛnapramocanam	0	
avamocanam	A	avamocanam	1	AP
pratimocanam	A	pratimocanam	1	AP
vimocanam	A	vimocanam	1	SKD
unmocanam	A	unmocanam	1	AP
nirmocanam	A	nirmocanam	1	AP
ālocanam	A	ālocanam	1	SKD
ājihmitalocanam	R	ājihmitalocanam	0	
paryālocanam	A	paryālocanam	1	AP
vilocanam	A	vilocanam	1	SKD
ṣocanam	A	ṣocanam	0	
abhiṣocanam	A	abhiṣocanam	0	
āñcanam	A	āncanam	1	AP
ātañcanam	A	ātancanam	1	SKD
udañcanam	A	udancanam	1	SKD
paryudañcanam	A	paryudancanam	1	AP
prapañcanam	A	prapancanam	1	AP
nyañcanam	A	nyancanam	1	AP
vañcanam	A	vancanam	1	SKD
upavañcanam	A	upavancanam	1	AP
ākiñcanam	A	ākincanam	1	AP
siñcanam	A	sincanam	1	AP
kuñcanam	A	kuncanam	1	SKD
ākuñcanam	A	ākuncanam	1	SKD
avakuñcanam	A	avakuncanam	1	AP
āluñcanam	A	āluncanam	1	AP
avaluñcanam	A	avaluncanam	1	AP
viluñcanam	A	viluncanam	1	AP
nirluñcanam	A	nirluncanam	1	AP
ulluñcanam	A	ulluncanam	1	AP
carcanam	A	carcanam	1	AP
samarcanam	A	samarcanam	1	AP
pratyarcanam	A	pratyarcanam	1	AP
samabhyarcanam	A	samabhyarcanam	1	AP
āvraṣcanam	A	āvraṣcanam	0	
vṛṣcanam	A	vṛṣcanam	0	
pracchanam	A	pracchanam	1	AP
āpracchanam	A	āpracchanam	1	SKD
pṛcchanam	A	pṛcchanam	1	AP
mlecchanam	A	mlecchanam	1	AP
sammūrcchanam	A	sammūrcchanam	1	SKD
āñchanam	A	ānchanam	1	AP
uñchanam	A	unchanam	1	SKD
lāñchanam	A	lānchanam	1	SKD
vāñchanam	A	vānchanam	1	AP
proñchanam	A	pronchanam	1	SKD
ajanam	A	ajanam	1	AP
ejanam	A	ejanam	1	AP
upajanam	R	upajanam	1	AP MW PWK SCH
bhajanam	A	bhajanam	1	SKD
avabhajanam	A	avabhajanam	0	
yajanam	A	yajanam	1	SKD
avayajanam	A	avayajanam	1	AP
devayajanam	P	devayajanam	1	AP
tyajanam	A	tyajanam	1	SKD
parityajanam	A	parityajanam	1	AP
santyajanam	A	santyajanam	1	AP
vyajanam	A	vyajanam	1	SKD
vrajanam	A	vrajanam	1	AP
pravrajanam	A	pravrajanam	1	AP
anuvrajanam	A	anuvrajanam	1	SKD
bhājanam	A	bhājanam	1	SKD
svabhājanam	A	svabhājanam	1	SKD
sabhājanam	A	sabhājanam	1	SKD
yathābhājanam		yathābhājanam	1	MW PWG PWK
vibhājanam	A	vibhājanam	1	AP
yājanam	A	yājanam	1	SKD
tyājanam	A	tyājanam	1	AP
rājanam	A	rājanam	1	AP
nīrājanam	A	nīrājanam	1	SKD
bhrājanam	A	bhrājanam	1	AP
pravrājanam	A	pravrājanam	1	AP
upavājanam	A	upavājanam	1	AP
pratijanam	R	pratijanam	1	MW PWK SCH
udvījanam	A	udvījanam	1	AP
kṣījanam	A	kṣījanam	1	SKD
anujanam	M	anujanam	1	MW PD
saṃrujanam	A	sanrujanam	1	AP
vikūjanam	A	vikūjanam	1	AP
pūjanam	A	pūjanam	1	SKD
pratipūjanam	A	pratipūjanam	1	AP
abhipūjanam	A	abhipūjanam	1	AP
paripūjanam	A	paripūjanam	1	AP
vāstupūjanam	I	vāstupūjanam	0	
sampūjanam	A	sampūjanam	0	
praṅejanam	A	pranejanam	1	AP
nirṅejanam	A	nirnejanam	1	AP
tejanam	A	tejanam	1	AP
uttejanam	A	uttejanam	1	AP
nejanam	A	nejanam	1	AP
avanejanam	I	avanejanam	1	SKD
abhojanam	A	abhojanam	1	SKD
aḍibhojanam	A	aḍibhojanam	0	
atibhojanam	A	atibhojanam	1	AP
pratibhojanam	A	pratibhojanam	1	AP
sambhojanam	A	sambhojanam	0	
yojanam	A	yojanam	1	SKD
āyojanam	R	āyojanam	1	SKD
saṃyojanam	A	sanyojanam	1	SKD
upayojanam	A	upayojanam	1	AP
prayojanam	A	prayojanam	1	SKD
niṣprayojanam	M	niṣprayojanam	1	SKD
niyojanam	A	niyojanam	1	SKD
abhiyojanam	A	abhiyojanam	1	AP
viyojanam	A	viyojanam	1	AP
anuyojanam	A	anuyojanam	1	SKD
tirojanam		tirojanam	1	CAE CCS MW PWG PWK
majjanam	A	majjanam	1	SKD
nimajjanam	A	nimajjanam	1	SKD
unmajjanam	A	unmajjanam	1	AP
bhrajjanam	A	bhrajjanam	1	AP
sajjanam	A	sajjanam	1	SKD
avasajjanam	A	avasajjanam	1	AP
vijjanam	A	vijjanam	1	SKD
bhṛjjanam	A	bhṛjjanam	1	AP
prabhañjanam	A	prabhanjanam	1	AP
prābhañjanam	A	prābhanjanam	1	AP
abhyañjanam	A	abhyanjanam	1	SKD
vyañjanam	A	vyanjanam	1	SKD
abhivyañjanam	A	abhivyanjanam	1	AP
anuvyañjanam	A	anuvyanjanam	1	AP
nirañjanam	I	niranjanam	0	
abhirañjanam	A	abhiranjanam	1	AP
anurañjanam	A	anuranjanam	1	SKD
svañjanam	A	svanjanam	1	AP
vyatiṣañjanam	A	vyatiṣanjanam	1	AP
abhiṣañjanam	A	abhiṣanjanam	1	AP
anuṣañjanam	A	anuṣanjanam	1	AP
sañjanam	A	sanjanam	1	AP
āsañjanam	A	āsanjanam	1	AP
prasañjanam	A	prasanjanam	1	AP
avasañjanam	A	avasanjanam	1	AP
samāsañjanam	A	samāsanjanam	1	SKD
utsañjanam	A	utsanjanam	1	AP
upāñjanam	A	upānjanam	1	AP
piñjanam	A	pinjanam	1	SKD
guñjanam	A	gunjanam	1	SKD
arjanam	A	arjanam	1	AP
kharjanam	A	kharjanam	1	AP
garjanam	I	garjanam	1	AP
pragarjanam	A	pragarjanam	1	AP
abhigarjanam	A	abhigarjanam	1	AP
tarjanam	A	tarjanam	1	AP
uttarjanam	A	uttarjanam	1	AP
santarjanam	A	santarjanam	1	AP
varjanam	A	varjanam	1	AP
āvarjanam	A	āvarjanam	1	AP
saṃvarjanam	A	sanvarjanam	1	AP
apavarjanam	A	apavarjanam	1	AP
pravarjanam	A	pravarjanam	1	AP
parivarjanam	A	parivarjanam	1	AP
vivarjanam	A	vivarjanam	1	AP
sarjanam	A	sarjanam	1	AP
saṃsarjanam	A	sansarjanam	1	AP
apasarjanam	A	apasarjanam	1	AP
upasarjanam	A	upasarjanam	1	AP
avasarjanam	A	avasarjanam	1	AP
samāsarjanam	A	samāsarjanam	1	AP
atisarjanam	A	atisarjanam	1	AP
abhisarjanam	A	abhisarjanam	1	AP
visarjanam	A	visarjanam	1	AP
utsarjanam	A	utsarjanam	1	SKD
samupārjanam	A	samupārjanam	1	AP
apamārjanam	A	apamārjanam	1	AP
pramārjanam	A	pramārjanam	1	AP
avamārjanam	A	avamārjanam	1	AP
apāmārjanam	A	apāmārjanam	1	AP
parimārjanam	A	parimārjanam	1	SKD
unmārjanam	A	unmārjanam	1	AP
sammārjanam	A	sammārjanam	0	
nirmārjanam	A	nirmārjanam	1	AP
sphūrjanam	A	sphūrjanam	1	AP
ujñanam	A	ujnanam	0	
projñanam	A	projnanam	0	
ñaññanam	A	nannanam	0	
aṭanam	A	aṭanam	1	SKD
kaṭanam	A	kaṭanam	1	AP
prakaṭanam	A	prakaṭanam	1	AP
anukaṭanam	A	anukaṭanam	0	
saṅkaṭanam	A	sankaṭanam	0	
ṅaṭanam	A	naṭanam	1	SKD
viṅaṭanam	A	vinaṭanam	1	AP
anuṅaṭanam	A	anunaṭanam	0	
caṭanam	A	caṭanam	1	AP
vicaṭanam	A	vicaṭanam	1	AP
naṭanam	A	naṭanam	1	SKD
vinaṭanam	A	vinaṭanam	1	AP
pramaṭanam	A	pramaṭanam	0	
paryaṭanam	A	paryaṭanam	1	AP
vyaṭanam	A	vyaṭanam	0	
ativyaṭanam	A	ativyaṭanam	0	
nirvyaṭanam	A	nirvyaṭanam	0	
raṭanam	A	raṭanam	1	AP
kraṭanam	A	kraṭanam	0	
graṭanam	A	graṭanam	0	
pragraṭanam	A	pragraṭanam	0	
udgraṭanam	A	udgraṭanam	0	
praṭanam	A	praṭanam	0	
abhipraṭanam	A	abhipraṭanam	0	
ṣraṭanam	A	ṣraṭanam	0	
kvaṭanam	A	kvaṭanam	0	
uccāṭanam	A	uccāṭanam	1	SKD
pāṭanam	A	pāṭanam	1	SKD
vipāṭanam	A	vipāṭanam	1	AP
utpāṭanam	A	utpāṭanam	1	SKD
puṭanam	A	puṭanam	1	AP
paripuṭanam	A	paripuṭanam	1	AP
sphuṭanam	A	sphuṭanam	1	SKD
acchoṭanam	A	acchoṭanam	1	AP
ācchoṭanam	A	ācchoṭanam	1	AP
visphoṭanam	A	visphoṭanam	1	AP
āsphoṭanam	A	āsphoṭanam	1	SKD
prasphoṭanam	A	prasphoṭanam	1	SKD
moṭanam	A	moṭanam	1	SKD
āmoṭanam	A	āmoṭanam	1	AP
parimoṭanam	A	parimoṭanam	1	AP
loṭanam	A	loṭanam	1	AP
vaṅṭanam	A	vanṭanam	1	AP
āluṅṭanam	A	ālunṭanam	1	AP
aṭṭanam	A	aṭṭanam	1	SKD
ṅaṭṭanam	A	naṭṭanam	0	
avaṅaṭṭanam	A	avanaṭṭanam	0	
vyāṅaṭṭanam	A	vyānaṭṭanam	0	
pariṅaṭṭanam	A	parinaṭṭanam	0	
viṅaṭṭanam	A	vinaṭṭanam	0	
saṅṅaṭṭanam	A	sannaṭṭanam	0	
udṅaṭṭanam	A	udnaṭṭanam	0	
paṭṭanam	A	paṭṭanam	1	SKD
kuṭṭanam	A	kuṭṭanam	1	SKD
ākatṭanam	A	ākatṭanam	0	
